date,NVR,NVR_EPS,PE Ratio
1986-10-30,44.88,,
1986-10-31,46.0,,
1986-11-03,46.63,,
1986-11-04,46.63,,
1986-11-05,46.75,,
1986-11-06,46.5,,
1986-11-07,46.5,,
1986-11-10,46.63,,
1986-11-11,46.63,,
1986-11-12,46.63,,
1986-11-13,46.63,,
1986-11-14,46.75,,
1986-11-17,46.63,,
1986-11-18,46.38,,
1986-11-19,45.0,,
1986-11-20,46.0,,
1986-11-21,46.0,,
1986-11-24,46.0,,
1986-11-25,45.63,,
1986-11-26,46.25,,
1986-11-28,46.38,,
1986-12-01,46.38,,
1986-12-02,46.5,,
1986-12-03,46.38,,
1986-12-04,46.0,,
1986-12-05,45.63,,
1986-12-08,45.63,,
1986-12-09,45.63,,
1986-12-10,45.75,,
1986-12-11,45.5,,
1986-12-12,45.38,,
1986-12-15,45.5,,
1986-12-16,45.13,,
1986-12-17,45.63,,
1986-12-18,45.38,,
1986-12-19,45.38,,
1986-12-22,45.5,,
1986-12-23,45.38,,
1986-12-24,45.5,,
1986-12-26,45.75,,
1986-12-29,45.75,,
1986-12-30,45.5,,
1986-12-31,45.63,,
1987-01-02,45.88,,
1987-01-05,46.13,,
1987-01-06,46.25,,
1987-01-07,46.25,,
1987-01-08,46.38,,
1987-01-09,46.25,,
1987-01-12,46.25,,
1987-01-13,46.25,,
1987-01-14,46.38,,
1987-01-15,46.38,,
1987-01-16,46.38,,
1987-01-19,46.38,,
1987-01-20,46.5,,
1987-01-21,46.5,,
1987-01-22,46.5,,
1987-01-23,46.5,,
1987-01-26,46.5,,
1987-01-27,46.5,,
1987-01-28,46.5,,
1987-01-29,46.63,,
1987-01-30,46.63,,
1987-02-02,46.88,,
1987-02-03,46.75,,
1987-02-04,46.75,,
1987-02-05,46.88,,
1987-02-06,46.88,,
1987-02-09,46.88,,
1987-02-10,47.0,,
1987-02-11,47.0,,
1987-02-12,46.88,,
1987-02-13,46.88,,
1987-02-17,46.88,,
1987-02-18,46.88,,
1987-02-19,46.75,,
1987-02-20,46.88,,
1987-02-23,46.75,,
1987-02-24,46.75,,
1987-02-25,47.0,,
1987-02-26,47.0,,
1987-02-27,47.0,,
1987-03-02,47.13,,
1987-03-03,47.25,,
1987-03-04,47.25,,
1987-03-05,47.13,,
1987-03-06,47.0,,
1987-03-09,47.0,,
1987-03-10,47.0,,
1987-03-11,47.13,,
1987-03-12,47.0,,
1987-03-13,47.0,,
1987-03-16,47.25,,
1987-03-17,47.38,,
1987-03-18,47.25,,
1987-03-19,47.13,,
1987-03-20,47.25,,
1987-03-23,47.13,,
1987-03-24,47.13,,
1987-03-25,47.13,,
1987-03-26,47.0,,
1987-03-27,47.13,,
1987-03-30,47.13,,
1987-03-31,47.13,,
1987-04-01,47.13,,
1987-04-02,47.13,,
1987-04-03,47.25,,
1987-04-06,47.38,,
1987-04-07,47.25,,
1987-04-08,47.13,,
1987-04-09,47.25,,
1987-04-10,47.13,,
1987-04-13,47.13,,
1987-04-14,47.13,,
1987-04-15,47.25,,
1987-04-16,47.13,,
1987-04-20,47.13,,
1987-04-21,47.13,,
1987-04-22,47.25,,
1987-04-23,47.13,,
1987-04-24,47.13,,
1987-04-27,47.25,,
1987-04-28,47.25,,
1987-04-29,47.25,,
1987-04-30,47.13,,
1987-05-01,47.25,,
1987-05-04,47.25,,
1987-05-05,47.38,,
1987-05-06,47.38,,
1987-05-07,47.38,,
1987-05-08,47.25,,
1987-05-11,47.5,,
1987-05-12,47.25,,
1987-05-13,47.25,,
1987-05-14,47.25,,
1987-05-15,47.25,,
1987-05-18,47.25,,
1987-05-19,47.25,,
1987-05-20,47.25,,
1987-05-21,47.25,,
1987-05-22,47.13,,
1987-05-26,47.5,,
1987-05-27,47.63,,
1987-05-28,47.63,,
1987-05-29,47.5,,
1987-06-01,47.63,,
1987-06-02,47.5,,
1987-06-03,47.38,,
1987-06-04,47.25,,
1987-06-05,47.13,,
1987-06-08,47.13,,
1987-06-09,47.25,,
1987-06-10,47.13,,
1987-06-11,47.25,,
1987-06-12,47.25,,
1987-06-15,47.13,,
1987-06-16,47.25,,
1987-06-17,47.13,,
1987-06-18,47.25,,
1987-06-19,47.25,,
1987-06-22,47.13,,
1987-06-23,10.25,,
1987-06-24,10.25,,
1987-06-25,10.0,,
1987-06-26,10.0,,
1987-06-29,9.88,,
1987-06-30,9.63,,
1987-07-01,9.38,,
1987-07-02,9.25,,
1987-07-06,9.0,,
1987-07-07,9.13,,
1987-07-08,8.88,,
1987-07-09,9.25,,
1987-07-10,9.0,,
1987-07-13,8.75,,
1987-07-14,8.63,,
1987-07-15,8.88,,
1987-07-16,8.88,,
1987-07-17,8.63,,
1987-07-20,8.88,,
1987-07-21,8.5,,
1987-07-22,8.13,,
1987-07-23,8.5,,
1987-07-24,8.38,,
1987-07-27,8.13,,
1987-07-28,8.0,,
1987-07-29,7.88,,
1987-07-30,8.38,,
1987-07-31,8.88,,
1987-08-03,9.0,,
1987-08-04,9.0,,
1987-08-05,8.75,,
1987-08-06,8.63,,
1987-08-07,8.5,,
1987-08-10,8.38,,
1987-08-11,8.13,,
1987-08-12,8.13,,
1987-08-13,8.25,,
1987-08-14,8.25,,
1987-08-17,8.13,,
1987-08-18,8.25,,
1987-08-19,8.13,,
1987-08-20,8.25,,
1987-08-21,8.38,,
1987-08-24,8.38,,
1987-08-25,8.25,,
1987-08-26,8.13,,
1987-08-27,8.13,,
1987-08-28,8.25,,
1987-08-31,8.13,,
1987-09-01,8.0,,
1987-09-02,8.13,,
1987-09-03,8.0,,
1987-09-04,7.63,,
1987-09-08,7.0,,
1987-09-09,6.75,,
1987-09-10,6.75,,
1987-09-11,6.88,,
1987-09-14,6.5,,
1987-09-15,6.25,,
1987-09-16,5.88,,
1987-09-17,6.38,,
1987-09-18,7.0,,
1987-09-21,6.5,,
1987-09-22,6.5,,
1987-09-23,6.63,,
1987-09-24,6.38,,
1987-09-25,6.13,,
1987-09-28,6.13,,
1987-09-29,6.13,,
1987-09-30,6.25,,
1987-10-01,6.5,,
1987-10-02,6.75,,
1987-10-05,6.63,,
1987-10-06,6.75,,
1987-10-07,6.88,,
1987-10-08,6.75,,
1987-10-09,6.75,,
1987-10-12,6.5,,
1987-10-13,6.5,,
1987-10-14,6.13,,
1987-10-15,6.0,,
1987-10-16,5.75,,
1987-10-19,4.5,,
1987-10-20,4.38,,
1987-10-21,5.25,,
1987-10-22,4.88,,
1987-10-23,4.38,,
1987-10-26,4.13,,
1987-10-27,4.0,,
1987-10-28,3.88,,
1987-10-29,4.25,,
1987-10-30,4.5,,
1987-11-02,4.5,,
1987-11-03,4.13,,
1987-11-04,4.13,,
1987-11-05,4.13,,
1987-11-06,4.25,,
1987-11-09,4.25,,
1987-11-10,4.25,,
1987-11-11,4.5,,
1987-11-12,4.75,,
1987-11-13,4.88,,
1987-11-16,4.88,,
1987-11-17,4.63,,
1987-11-18,4.5,,
1987-11-19,4.13,,
1987-11-20,4.13,,
1987-11-23,4.0,,
1987-11-24,4.13,,
1987-11-25,4.38,,
1987-11-27,4.25,,
1987-11-30,4.0,,
1987-12-01,4.0,,
1987-12-02,4.13,,
1987-12-03,4.13,,
1987-12-04,4.0,,
1987-12-07,3.88,,
1987-12-08,4.0,,
1987-12-09,4.0,,
1987-12-10,3.88,,
1987-12-11,3.88,,
1987-12-14,3.63,,
1987-12-15,3.75,,
1987-12-16,3.63,,
1987-12-17,4.13,,
1987-12-18,4.13,,
1987-12-21,4.25,,
1987-12-22,4.0,,
1987-12-23,4.13,,
1987-12-24,4.0,,
1987-12-28,4.0,,
1987-12-29,3.75,,
1987-12-30,3.75,,
1987-12-31,3.75,,
1988-01-04,4.38,,
1988-01-05,4.38,,
1988-01-06,4.88,,
1988-01-07,5.0,,
1988-01-08,4.5,,
1988-01-11,4.5,,
1988-01-12,4.63,,
1988-01-13,4.88,,
1988-01-14,5.13,,
1988-01-15,5.13,,
1988-01-18,5.13,,
1988-01-19,5.13,,
1988-01-20,5.13,,
1988-01-21,5.0,,
1988-01-22,5.0,,
1988-01-25,5.0,,
1988-01-26,5.13,,
1988-01-27,5.25,,
1988-01-28,5.25,,
1988-01-29,5.75,,
1988-02-01,6.38,,
1988-02-02,7.0,,
1988-02-03,6.75,,
1988-02-04,6.5,,
1988-02-05,6.88,,
1988-02-08,6.63,,
1988-02-09,6.5,,
1988-02-10,6.63,,
1988-02-11,6.63,,
1988-02-12,6.88,,
1988-02-16,6.63,,
1988-02-17,6.63,,
1988-02-18,6.38,,
1988-02-19,5.88,,
1988-02-22,5.63,,
1988-02-23,5.75,,
1988-02-24,5.75,,
1988-02-25,5.75,,
1988-02-26,5.75,,
1988-02-29,5.75,,
1988-03-01,5.75,,
1988-03-02,5.5,,
1988-03-03,5.75,,
1988-03-04,5.63,,
1988-03-07,5.25,,
1988-03-08,5.5,,
1988-03-09,5.38,,
1988-03-10,5.25,,
1988-03-11,5.13,,
1988-03-14,5.0,,
1988-03-15,5.25,,
1988-03-16,5.63,,
1988-03-17,5.5,,
1988-03-18,5.5,,
1988-03-21,5.5,,
1988-03-22,5.38,,
1988-03-23,5.5,,
1988-03-24,5.25,,
1988-03-25,5.13,,
1988-03-28,5.0,,
1988-03-29,5.25,,
1988-03-30,5.25,,
1988-03-31,5.13,,
1988-04-04,5.13,,
1988-04-05,5.0,,
1988-04-06,5.0,,
1988-04-07,5.0,,
1988-04-08,5.0,,
1988-04-11,5.13,,
1988-04-12,5.0,,
1988-04-13,4.88,,
1988-04-14,4.63,,
1988-04-15,4.88,,
1988-04-18,4.75,,
1988-04-19,4.88,,
1988-04-20,5.13,,
1988-04-21,5.25,,
1988-04-22,5.25,,
1988-04-25,5.0,,
1988-04-26,5.13,,
1988-04-27,5.25,,
1988-04-28,5.13,,
1988-04-29,5.38,,
1988-05-02,5.5,,
1988-05-03,5.75,,
1988-05-04,6.0,,
1988-05-05,6.0,,
1988-05-06,6.0,,
1988-05-09,5.75,,
1988-05-10,5.75,,
1988-05-11,5.75,,
1988-05-12,5.88,,
1988-05-13,6.0,,
1988-05-16,6.38,,
1988-05-17,6.13,,
1988-05-18,6.38,,
1988-05-19,6.25,,
1988-05-20,6.25,,
1988-05-23,6.25,,
1988-05-24,6.25,,
1988-05-25,6.13,,
1988-05-26,6.13,,
1988-05-27,6.13,,
1988-05-31,6.25,,
1988-06-01,6.38,,
1988-06-02,6.38,,
1988-06-03,6.5,,
1988-06-06,6.63,,
1988-06-07,6.63,,
1988-06-08,6.63,,
1988-06-09,6.63,,
1988-06-10,6.5,,
1988-06-13,6.5,,
1988-06-14,6.75,,
1988-06-15,6.63,,
1988-06-16,6.5,,
1988-06-17,6.5,,
1988-06-20,6.63,,
1988-06-21,6.63,,
1988-06-22,6.88,,
1988-06-23,7.0,,
1988-06-24,7.13,,
1988-06-27,7.25,,
1988-06-28,7.38,,
1988-06-29,7.25,,
1988-06-30,7.25,,
1988-07-01,7.13,,
1988-07-05,7.0,,
1988-07-06,6.88,,
1988-07-07,6.63,,
1988-07-08,6.5,,
1988-07-11,6.75,,
1988-07-12,6.63,,
1988-07-13,6.63,,
1988-07-14,6.75,,
1988-07-15,6.5,,
1988-07-18,6.38,,
1988-07-19,6.38,,
1988-07-20,6.38,,
1988-07-21,6.25,,
1988-07-22,6.5,,
1988-07-25,6.63,,
1988-07-26,6.63,,
1988-07-27,6.5,,
1988-07-28,6.63,,
1988-07-29,6.75,,
1988-08-01,6.63,,
1988-08-02,6.63,,
1988-08-03,6.63,,
1988-08-04,6.63,,
1988-08-05,6.63,,
1988-08-08,6.63,,
1988-08-09,6.5,,
1988-08-10,6.38,,
1988-08-11,6.13,,
1988-08-12,6.13,,
1988-08-15,6.13,,
1988-08-16,6.0,,
1988-08-17,6.13,,
1988-08-18,6.13,,
1988-08-19,6.25,,
1988-08-22,6.13,,
1988-08-23,6.0,,
1988-08-24,6.13,,
1988-08-25,6.0,,
1988-08-26,6.0,,
1988-08-29,6.13,,
1988-08-30,6.25,,
1988-08-31,6.25,,
1988-09-01,6.13,,
1988-09-02,6.0,,
1988-09-06,6.0,,
1988-09-07,5.88,,
1988-09-08,6.0,,
1988-09-09,6.0,,
1988-09-12,5.88,,
1988-09-13,5.88,,
1988-09-14,6.0,,
1988-09-15,5.88,,
1988-09-16,6.0,,
1988-09-19,6.0,,
1988-09-20,5.88,,
1988-09-21,5.75,,
1988-09-22,5.75,,
1988-09-23,5.75,,
1988-09-26,5.63,,
1988-09-27,5.75,,
1988-09-28,5.75,,
1988-09-29,5.5,,
1988-09-30,5.75,,
1988-10-03,5.75,,
1988-10-04,5.75,,
1988-10-05,5.88,,
1988-10-06,6.0,,
1988-10-07,6.0,,
1988-10-10,6.25,,
1988-10-11,6.0,,
1988-10-12,6.13,,
1988-10-13,6.0,,
1988-10-14,6.13,,
1988-10-17,6.13,,
1988-10-18,5.88,,
1988-10-19,5.88,,
1988-10-20,6.0,,
1988-10-21,6.0,,
1988-10-24,5.88,,
1988-10-25,5.75,,
1988-10-26,5.88,,
1988-10-27,5.88,,
1988-10-28,6.0,,
1988-10-31,6.0,,
1988-11-01,6.25,,
1988-11-02,6.38,,
1988-11-03,6.25,,
1988-11-04,6.25,,
1988-11-07,6.38,,
1988-11-08,6.25,,
1988-11-09,6.38,,
1988-11-10,6.25,,
1988-11-11,6.25,,
1988-11-14,6.13,,
1988-11-15,6.13,,
1988-11-16,5.75,,
1988-11-17,5.75,,
1988-11-18,5.75,,
1988-11-21,5.63,,
1988-11-22,5.5,,
1988-11-23,5.63,,
1988-11-25,5.75,,
1988-11-28,5.75,,
1988-11-29,5.75,,
1988-11-30,5.63,,
1988-12-01,5.75,,
1988-12-02,5.75,,
1988-12-05,5.88,,
1988-12-06,5.88,,
1988-12-07,5.88,,
1988-12-08,5.88,,
1988-12-09,5.75,,
1988-12-12,5.88,,
1988-12-13,5.88,,
1988-12-14,5.75,,
1988-12-15,5.88,,
1988-12-16,6.0,,
1988-12-19,6.0,,
1988-12-20,6.0,,
1988-12-21,6.0,,
1988-12-22,5.88,,
1988-12-23,5.88,,
1988-12-27,6.0,,
1988-12-28,5.88,,
1988-12-29,6.0,,
1988-12-30,5.88,,
1989-01-03,6.0,,
1989-01-04,6.5,,
1989-01-05,6.25,,
1989-01-06,6.25,,
1989-01-09,6.38,,
1989-01-10,6.25,,
1989-01-11,6.38,,
1989-01-12,6.38,,
1989-01-13,6.25,,
1989-01-16,6.25,,
1989-01-17,6.38,,
1989-01-18,6.75,,
1989-01-19,6.75,,
1989-01-20,6.75,,
1989-01-23,6.75,,
1989-01-24,6.75,,
1989-01-25,6.75,,
1989-01-26,6.88,,
1989-01-27,6.88,,
1989-01-30,7.38,,
1989-01-31,7.5,,
1989-02-01,7.25,,
1989-02-02,7.38,,
1989-02-03,7.63,,
1989-02-06,7.5,,
1989-02-07,7.5,,
1989-02-08,7.5,,
1989-02-09,7.38,,
1989-02-10,7.25,,
1989-02-13,7.13,,
1989-02-14,7.5,,
1989-02-15,7.75,,
1989-02-16,7.63,,
1989-02-17,7.5,,
1989-02-21,7.63,,
1989-02-22,7.38,,
1989-02-23,7.63,,
1989-02-24,7.38,,
1989-02-27,7.0,,
1989-02-28,7.0,,
1989-03-01,7.0,,
1989-03-02,7.25,,
1989-03-03,7.25,,
1989-03-06,7.5,,
1989-03-07,7.25,,
1989-03-08,7.25,,
1989-03-09,7.25,,
1989-03-10,7.38,,
1989-03-13,7.25,,
1989-03-14,7.25,,
1989-03-15,7.5,,
1989-03-16,7.5,,
1989-03-17,7.25,,
1989-03-20,7.13,,
1989-03-21,7.0,,
1989-03-22,7.13,,
1989-03-23,7.0,,
1989-03-27,7.13,,
1989-03-28,7.13,,
1989-03-29,7.13,,
1989-03-30,7.13,,
1989-03-31,7.0,,
1989-04-03,7.0,,
1989-04-04,7.0,,
1989-04-05,7.0,,
1989-04-06,6.75,,
1989-04-07,6.88,,
1989-04-10,6.75,,
1989-04-11,6.63,,
1989-04-12,6.75,,
1989-04-13,6.75,,
1989-04-14,6.75,,
1989-04-17,6.88,,
1989-04-18,6.88,,
1989-04-19,6.63,,
1989-04-20,6.38,,
1989-04-21,6.25,,
1989-04-24,6.38,,
1989-04-25,6.63,,
1989-04-26,6.63,,
1989-04-27,6.75,,
1989-04-28,6.88,,
1989-05-01,6.88,,
1989-05-02,6.75,,
1989-05-03,6.88,,
1989-05-04,6.75,,
1989-05-05,7.0,,
1989-05-08,6.88,,
1989-05-09,7.13,,
1989-05-10,7.13,,
1989-05-11,7.0,,
1989-05-12,7.13,,
1989-05-15,7.13,,
1989-05-16,7.13,,
1989-05-17,7.13,,
1989-05-18,7.0,,
1989-05-19,7.0,,
1989-05-22,7.13,,
1989-05-23,7.13,,
1989-05-24,7.13,,
1989-05-25,7.13,,
1989-05-26,7.25,,
1989-05-30,7.25,,
1989-05-31,7.13,,
1989-06-01,7.0,,
1989-06-02,7.0,,
1989-06-05,7.13,,
1989-06-06,7.0,,
1989-06-07,7.13,,
1989-06-08,7.13,,
1989-06-09,7.13,,
1989-06-12,7.13,,
1989-06-13,7.13,,
1989-06-14,7.13,,
1989-06-15,7.0,,
1989-06-16,7.0,,
1989-06-19,7.13,,
1989-06-20,7.25,,
1989-06-21,7.13,,
1989-06-22,7.13,,
1989-06-23,7.13,,
1989-06-26,7.0,,
1989-06-27,7.13,,
1989-06-28,7.0,,
1989-06-29,7.0,,
1989-06-30,6.88,,
1989-07-03,7.0,,
1989-07-05,7.0,,
1989-07-06,7.0,,
1989-07-07,7.0,,
1989-07-10,7.13,,
1989-07-11,7.25,,
1989-07-12,7.25,,
1989-07-13,7.13,,
1989-07-14,7.13,,
1989-07-17,7.25,,
1989-07-18,7.13,,
1989-07-19,7.25,,
1989-07-20,7.25,,
1989-07-21,7.38,,
1989-07-24,7.38,,
1989-07-25,7.25,,
1989-07-26,7.0,,
1989-07-27,7.13,,
1989-07-28,7.13,,
1989-07-31,7.25,,
1989-08-01,7.13,,
1989-08-02,7.38,,
1989-08-03,7.25,,
1989-08-04,7.25,,
1989-08-07,7.25,,
1989-08-08,7.38,,
1989-08-09,7.5,,
1989-08-10,7.88,,
1989-08-11,8.13,,
1989-08-14,8.0,,
1989-08-15,8.13,,
1989-08-16,8.13,,
1989-08-17,7.88,,
1989-08-18,7.75,,
1989-08-21,7.75,,
1989-08-22,7.63,,
1989-08-23,7.75,,
1989-08-24,7.75,,
1989-08-25,7.75,,
1989-08-28,7.63,,
1989-08-29,7.75,,
1989-08-30,7.63,,
1989-08-31,7.75,,
1989-09-01,7.75,,
1989-09-05,7.75,,
1989-09-06,7.75,,
1989-09-07,7.5,,
1989-09-08,7.38,,
1989-09-11,7.38,,
1989-09-12,7.63,,
1989-09-13,7.5,,
1989-09-14,7.5,,
1989-09-15,7.5,,
1989-09-18,7.5,,
1989-09-19,7.25,,
1989-09-20,7.25,,
1989-09-21,7.0,,
1989-09-22,7.13,,
1989-09-25,7.13,,
1989-09-26,7.25,,
1989-09-27,7.13,,
1989-09-28,7.25,,
1989-09-29,7.25,,
1989-10-02,7.25,,
1989-10-03,7.13,,
1989-10-04,7.25,,
1989-10-05,7.13,,
1989-10-06,7.13,,
1989-10-09,7.38,,
1989-10-10,7.25,,
1989-10-11,7.25,,
1989-10-12,7.38,,
1989-10-13,7.0,,
1989-10-16,6.88,,
1989-10-17,6.75,,
