date,SRE,SRE_EPS,PE Ratio
1999-03-01,21.13,,
1999-03-02,21.06,,
1999-03-03,20.63,,
1999-03-04,21.19,,
1999-03-05,21.5,,
1999-03-08,21.25,,
1999-03-09,20.75,,
1999-03-10,20.5,,
1999-03-11,20.5,,
1999-03-12,20.94,,
1999-03-15,21.13,,
1999-03-16,21.44,,
1999-03-17,20.88,,
1999-03-18,20.63,,
1999-03-19,20.38,,
1999-03-22,20.44,,
1999-03-23,20.0,,
1999-03-24,20.44,,
1999-03-25,19.94,,
1999-03-26,20.0,,
1999-03-29,19.88,,
1999-03-30,19.25,,
1999-03-31,19.19,,
1999-04-01,19.25,,
1999-04-05,19.25,,
1999-04-06,19.13,,
1999-04-07,18.5,,
1999-04-08,18.94,,
1999-04-09,18.88,,
1999-04-12,19.06,,
1999-04-13,19.0,,
1999-04-14,18.75,,
1999-04-15,19.0,,
1999-04-16,19.5,,
1999-04-19,19.69,,
1999-04-20,20.25,,
1999-04-21,20.19,,
1999-04-22,20.38,,
1999-04-23,20.38,,
1999-04-26,21.0,,
1999-04-27,21.25,,
1999-04-28,21.25,,
1999-04-29,21.13,,
1999-04-30,20.75,,
1999-05-03,20.88,,
1999-05-04,21.0,,
1999-05-05,20.81,,
1999-05-06,20.63,,
1999-05-07,20.69,,
1999-05-10,21.13,,
1999-05-11,21.44,,
1999-05-12,21.5,,
1999-05-13,21.88,,
1999-05-14,21.63,,
1999-05-17,21.63,,
1999-05-18,21.44,,
1999-05-19,21.5,,
1999-05-20,21.38,,
1999-05-21,21.63,,
1999-05-24,21.69,,
1999-05-25,21.75,,
1999-05-26,22.06,,
1999-05-27,21.88,,
1999-05-28,21.5,,
1999-06-01,21.88,,
1999-06-02,21.44,,
1999-06-03,21.63,,
1999-06-04,22.06,,
1999-06-07,22.25,,
1999-06-08,22.38,,
1999-06-09,22.25,,
1999-06-10,21.56,,
1999-06-11,21.69,,
1999-06-14,22.31,,
1999-06-15,22.81,,
1999-06-16,22.75,,
1999-06-17,22.38,,
1999-06-18,23.94,,
1999-06-21,22.81,,
1999-06-22,22.88,,
1999-06-23,22.56,,
1999-06-24,22.44,,
1999-06-25,22.5,,
1999-06-28,22.81,,
1999-06-29,22.75,,
1999-06-30,22.63,,
1999-07-01,22.56,,
1999-07-02,22.56,,
1999-07-06,22.69,,
1999-07-07,22.63,,
1999-07-08,22.56,,
1999-07-09,23.06,,
1999-07-12,23.0,,
1999-07-13,22.75,,
1999-07-14,22.69,,
1999-07-15,23.06,,
1999-07-16,23.13,,
1999-07-19,23.06,,
1999-07-20,22.88,,
1999-07-21,23.13,,
1999-07-22,23.06,,
1999-07-23,22.69,,
1999-07-26,22.94,,
1999-07-27,22.94,,
1999-07-28,22.5,,
1999-07-29,22.13,,
1999-07-30,22.19,,
1999-08-02,22.38,,
1999-08-03,22.44,,
1999-08-04,22.25,,
1999-08-05,22.13,,
1999-08-06,22.25,,
1999-08-09,22.13,,
1999-08-10,21.75,,
1999-08-11,22.25,,
1999-08-12,22.19,,
1999-08-13,21.88,,
1999-08-16,21.69,,
1999-08-17,22.13,,
1999-08-18,21.94,,
1999-08-19,22.06,,
1999-08-20,22.25,,
1999-08-23,22.44,,
1999-08-24,22.38,,
1999-08-25,22.88,,
1999-08-26,22.94,,
1999-08-27,23.0,,
1999-08-30,22.5,,
1999-08-31,22.31,,
1999-09-01,22.31,,
1999-09-02,22.31,,
1999-09-03,22.56,,
1999-09-07,22.06,,
1999-09-08,21.94,,
1999-09-09,22.25,,
1999-09-10,22.38,,
1999-09-13,22.38,,
1999-09-14,22.13,,
1999-09-15,22.31,,
1999-09-16,21.94,,
1999-09-17,21.94,,
1999-09-20,21.5,,
1999-09-21,21.06,,
1999-09-22,21.0,,
1999-09-23,20.63,,
1999-09-24,20.56,,
1999-09-27,20.5,,
1999-09-28,20.63,,
1999-09-29,20.44,,
1999-09-30,20.81,,
1999-10-01,21.19,,
1999-10-04,21.38,,
1999-10-05,21.06,,
1999-10-06,21.13,,
1999-10-07,20.69,,
1999-10-08,20.88,,
1999-10-11,20.75,,
1999-10-12,20.44,,
1999-10-13,20.56,,
1999-10-14,20.81,,
1999-10-15,20.63,,
1999-10-18,20.81,,
1999-10-19,20.44,,
1999-10-20,20.06,,
1999-10-21,20.06,,
1999-10-22,20.44,,
1999-10-25,20.44,,
1999-10-26,20.06,,
1999-10-27,20.19,,
1999-10-28,20.44,,
1999-10-29,20.44,,
1999-11-01,20.44,,
1999-11-02,20.5,,
1999-11-03,20.13,,
1999-11-04,20.25,,
1999-11-05,20.13,,
1999-11-08,20.19,,
1999-11-09,19.81,,
1999-11-10,19.5,,
1999-11-11,19.69,,
1999-11-12,19.69,,
1999-11-15,19.69,,
1999-11-16,19.94,,
1999-11-17,19.5,,
1999-11-18,19.06,,
1999-11-19,18.88,,
1999-11-22,18.38,,
1999-11-23,18.13,,
1999-11-24,18.06,,
1999-11-26,17.88,,
1999-11-29,17.31,,
1999-11-30,18.5,,
1999-12-01,18.19,,
1999-12-02,18.25,,
1999-12-03,18.25,,
1999-12-06,18.5,,
1999-12-07,18.44,,
1999-12-08,18.56,,
1999-12-09,18.25,,
1999-12-10,18.0,,
1999-12-13,17.75,,
1999-12-14,17.88,,
1999-12-15,18.31,,
1999-12-16,18.69,,
1999-12-17,18.0,,
1999-12-20,17.63,,
1999-12-21,17.81,,
1999-12-22,17.88,,
1999-12-23,18.13,,
1999-12-27,17.94,,
1999-12-28,17.94,,
1999-12-29,17.63,,
1999-12-30,17.44,,
1999-12-31,17.38,,
2000-01-03,17.31,,
2000-01-04,17.5,,
2000-01-05,17.88,,
2000-01-06,18.38,,
2000-01-07,18.0,,
2000-01-10,17.81,,
2000-01-11,16.88,,
2000-01-12,17.63,,
2000-01-13,17.5,,
2000-01-14,17.44,,
2000-01-18,17.31,,
2000-01-19,17.25,,
2000-01-20,17.19,,
2000-01-21,17.44,,
2000-01-24,17.19,,
2000-01-25,17.25,,
2000-01-26,18.63,,
2000-01-27,18.31,,
2000-01-28,18.13,,
2000-01-31,18.56,,
2000-02-01,18.69,,
2000-02-02,18.75,,
2000-02-03,19.0,,
2000-02-04,19.0,,
2000-02-07,19.06,,
2000-02-08,19.06,,
2000-02-09,18.75,,
2000-02-10,18.75,,
2000-02-11,18.81,,
2000-02-14,18.81,,
2000-02-15,18.88,,
2000-02-16,18.94,,
2000-02-17,18.75,,
2000-02-18,18.73,,
2000-02-22,18.56,,
2000-02-23,18.38,,
2000-02-24,18.25,,
2000-02-25,18.75,,
2000-02-28,18.13,,
2000-02-29,18.0,,
2000-03-01,18.0,,
2000-03-02,17.56,,
2000-03-03,17.63,,
2000-03-06,17.38,,
2000-03-07,17.25,,
2000-03-08,17.0,,
2000-03-09,17.06,,
2000-03-10,17.44,,
2000-03-13,17.25,,
2000-03-14,17.0,,
2000-03-15,17.81,,
2000-03-16,18.44,,
2000-03-17,17.63,,
2000-03-20,17.38,,
2000-03-21,17.38,,
2000-03-22,17.0,,
2000-03-23,17.17,,
2000-03-24,17.38,,
2000-03-27,17.44,,
2000-03-28,17.13,,
2000-03-29,17.5,,
2000-03-30,17.31,,
2000-03-31,16.75,,
2000-04-03,16.63,,
2000-04-04,16.63,,
2000-04-05,17.0,,
2000-04-06,17.0,,
2000-04-07,17.13,,
2000-04-10,17.31,,
2000-04-11,17.69,,
2000-04-12,18.31,,
2000-04-13,18.69,,
2000-04-14,18.44,,
2000-04-17,18.88,,
2000-04-18,18.56,,
2000-04-19,18.56,,
2000-04-20,18.44,,
2000-04-24,18.44,,
2000-04-25,18.75,,
2000-04-26,18.88,,
2000-04-27,18.13,,
2000-04-28,18.56,,
2000-05-01,18.13,,
2000-05-02,17.0,,
2000-05-03,18.13,,
2000-05-04,18.88,,
2000-05-05,18.94,,
2000-05-08,18.5,,
2000-05-09,18.69,,
2000-05-10,18.31,,
2000-05-11,18.63,,
2000-05-12,18.19,,
2000-05-15,18.94,,
2000-05-16,18.31,,
2000-05-17,18.44,,
2000-05-18,18.38,,
2000-05-19,18.31,,
2000-05-22,18.75,,
2000-05-23,18.81,,
2000-05-24,19.06,,
2000-05-25,18.56,,
2000-05-26,18.81,,
2000-05-30,18.81,,
2000-05-31,18.94,,
2000-06-01,19.13,,
2000-06-02,18.88,,
2000-06-05,18.38,,
2000-06-06,18.56,,
2000-06-07,18.56,,
2000-06-08,18.31,,
2000-06-09,18.69,,
2000-06-12,18.88,,
2000-06-13,19.0,,
2000-06-14,18.56,,
2000-06-15,18.88,,
2000-06-16,18.97,,
2000-06-19,18.81,,
2000-06-20,18.5,,
2000-06-21,18.5,,
2000-06-22,18.19,,
2000-06-23,18.31,,
2000-06-26,18.19,,
2000-06-27,17.5,,
2000-06-28,17.69,,
2000-06-29,17.38,,
2000-06-30,17.0,,
2000-07-03,17.63,,
2000-07-05,17.38,,
2000-07-06,17.94,,
2000-07-07,17.94,,
2000-07-10,18.38,,
2000-07-11,18.5,,
2000-07-12,18.56,,
2000-07-13,18.5,,
2000-07-14,18.81,,
2000-07-17,18.75,,
2000-07-18,18.5,,
2000-07-19,18.19,,
2000-07-20,18.31,,
2000-07-21,18.13,,
2000-07-24,18.25,,
2000-07-25,18.44,,
2000-07-26,17.83,,
2000-07-27,18.25,,
2000-07-28,18.56,,
2000-07-31,18.75,,
2000-08-01,19.06,,
2000-08-02,18.69,,
2000-08-03,19.27,,
2000-08-04,19.31,,
2000-08-07,19.33,,
2000-08-08,19.38,,
2000-08-09,19.11,,
2000-08-10,18.77,,
2000-08-11,18.64,,
2000-08-14,18.75,,
2000-08-15,19.25,,
2000-08-16,19.58,,
2000-08-17,19.63,,
2000-08-18,19.5,,
2000-08-21,19.5,,
2000-08-22,19.38,,
2000-08-23,19.19,,
2000-08-24,18.75,,
2000-08-25,18.69,,
2000-08-28,18.94,,
2000-08-29,18.5,,
2000-08-30,18.75,,
2000-08-31,19.52,,
2000-09-01,19.58,,
2000-09-05,19.5,,
2000-09-06,19.56,,
2000-09-07,19.5,,
2000-09-08,19.72,,
2000-09-11,20.27,,
2000-09-12,20.06,,
2000-09-13,20.0,,
2000-09-14,20.0,,
2000-09-15,20.14,,
2000-09-18,20.05,,
2000-09-19,19.5,,
2000-09-20,19.38,,
2000-09-21,18.94,,
2000-09-22,18.88,,
2000-09-25,19.0,,
2000-09-26,19.75,,
2000-09-27,19.89,,
2000-09-28,19.94,,
2000-09-29,20.83,,
2000-10-02,20.75,,
2000-10-03,20.44,,
2000-10-04,20.19,,
2000-10-05,19.81,,
2000-10-06,20.25,,
2000-10-09,20.13,,
2000-10-10,19.88,,
2000-10-11,20.0,,
2000-10-12,20.0,,
2000-10-13,20.06,,
2000-10-16,20.56,,
2000-10-17,20.88,,
2000-10-18,20.19,,
2000-10-19,20.38,,
2000-10-20,20.5,,
2000-10-23,20.13,,
2000-10-24,19.88,,
2000-10-25,19.5,,
2000-10-26,20.13,,
2000-10-27,20.19,,
2000-10-30,20.5,,
2000-10-31,20.69,,
2000-11-01,21.19,,
2000-11-02,21.31,,
2000-11-03,21.0,,
2000-11-06,21.56,,
2000-11-07,21.44,,
2000-11-08,21.5,,
2000-11-09,22.0,,
2000-11-10,22.13,,
2000-11-13,21.94,,
2000-11-14,21.75,,
2000-11-15,22.0,,
2000-11-16,22.31,,
2000-11-17,22.88,,
2000-11-20,23.44,,
2000-11-21,24.13,,
2000-11-22,24.0,,
2000-11-24,23.81,,
2000-11-27,24.31,,
2000-11-28,24.44,,
2000-11-29,24.5,,
2000-11-30,24.44,,
2000-12-01,24.31,,
2000-12-04,24.44,,
2000-12-05,24.44,,
2000-12-06,23.88,,
2000-12-07,24.19,,
2000-12-08,22.94,,
2000-12-11,20.94,,
2000-12-12,22.25,,
2000-12-13,22.06,,
2000-12-14,21.88,,
2000-12-15,22.13,,
2000-12-18,23.06,,
2000-12-19,22.38,,
2000-12-20,22.63,,
2000-12-21,23.25,,
2000-12-22,22.69,,
2000-12-26,23.0,,
2000-12-27,23.25,,
2000-12-28,23.06,,
2000-12-29,23.25,,
2001-01-02,22.5,,
2001-01-03,22.0,,
2001-01-04,19.44,,
2001-01-05,19.56,,
2001-01-08,19.69,,
2001-01-09,19.88,,
2001-01-10,19.75,,
2001-01-11,18.19,,
2001-01-12,18.38,,
2001-01-16,18.38,,
2001-01-17,18.75,,
2001-01-18,19.0,,
2001-01-19,18.94,,
2001-01-22,19.06,,
2001-01-23,18.94,,
2001-01-24,20.0,,
2001-01-25,20.44,,
2001-01-26,20.25,,
2001-01-29,20.71,,
2001-01-30,20.62,,
2001-01-31,20.37,,
2001-02-01,20.13,,
2001-02-02,20.85,,
2001-02-05,21.29,,
2001-02-06,21.19,,
2001-02-07,21.96,,
2001-02-08,21.76,,
2001-02-09,22.5,,
2001-02-12,22.3,,
2001-02-13,22.09,,
2001-02-14,21.71,,
2001-02-15,21.73,,
2001-02-16,21.97,,
2001-02-20,21.8,,
2001-02-21,21.94,,
2001-02-22,21.92,,
2001-02-23,22.1,,
2001-02-26,22.22,,
2001-02-27,22.31,,
2001-02-28,22.35,,
2001-03-01,22.19,,
2001-03-02,22.66,,
2001-03-05,22.64,,
2001-03-06,22.65,,
2001-03-07,23.6,,
2001-03-08,23.74,,
2001-03-09,23.15,,
2001-03-12,23.09,,
2001-03-13,23.03,,
2001-03-14,22.84,,
2001-03-15,23.11,,
2001-03-16,22.26,,
2001-03-19,22.99,,
2001-03-20,22.41,,
2001-03-21,22.25,,
2001-03-22,21.72,,
2001-03-23,21.07,,
2001-03-26,23.0,,
2001-03-27,22.9,,
2001-03-28,23.05,,
2001-03-29,23.19,,
2001-03-30,23.28,,
2001-04-02,23.3,,
2001-04-03,23.24,,
2001-04-04,23.24,,
2001-04-05,24.15,,
2001-04-06,22.3,,
2001-04-09,23.17,,
2001-04-10,24.16,,
2001-04-11,23.85,,
2001-04-12,23.75,,
2001-04-16,25.05,,
2001-04-17,26.09,,
2001-04-18,25.93,,
2001-04-19,25.1,,
2001-04-20,24.45,,
2001-04-23,25.71,,
2001-04-24,26.87,,
2001-04-25,26.41,,
2001-04-26,27.15,,
2001-04-27,28.22,,
2001-04-30,27.67,,
2001-05-01,27.64,,
2001-05-02,27.62,,
2001-05-03,27.13,,
2001-05-04,27.3,,
2001-05-07,27.71,,
2001-05-08,28.03,,
2001-05-09,28.24,,
2001-05-10,28.19,,
2001-05-11,28.39,,
2001-05-14,28.1,,
2001-05-15,27.74,,
2001-05-16,27.7,,
2001-05-17,27.5,,
2001-05-18,27.37,,
2001-05-21,28.27,,
2001-05-22,28.32,,
2001-05-23,27.99,,
2001-05-24,27.71,,
2001-05-25,26.87,,
2001-05-29,26.52,,
2001-05-30,27.0,,
2001-05-31,27.3,,
2001-06-01,27.14,,
2001-06-04,27.34,,
2001-06-05,26.91,,
2001-06-06,26.71,,
2001-06-07,26.58,,
2001-06-08,26.5,,
2001-06-11,26.72,,
2001-06-12,27.2,,
2001-06-13,26.36,,
2001-06-14,25.43,,
2001-06-15,25.8,,
2001-06-18,26.31,,
2001-06-19,27.27,,
2001-06-20,27.5,,
2001-06-21,26.74,,
2001-06-22,26.75,,
2001-06-25,26.94,,
2001-06-26,27.27,,
2001-06-27,27.08,,
2001-06-28,27.48,,
2001-06-29,27.34,,
2001-07-02,27.6,,
2001-07-03,27.69,,
2001-07-05,27.92,,
2001-07-06,27.73,,
2001-07-09,27.52,,
2001-07-10,27.67,,
2001-07-11,27.49,,
2001-07-12,27.49,,
2001-07-13,27.5,,
2001-07-16,27.61,,
2001-07-17,27.36,,
2001-07-18,26.47,,
2001-07-19,27.12,,
2001-07-20,26.29,,
2001-07-23,25.2,,
2001-07-24,24.26,,
2001-07-25,25.32,,
2001-07-26,25.49,,
2001-07-27,25.69,,
2001-07-30,25.45,,
2001-07-31,25.38,,
2001-08-01,25.73,,
2001-08-02,26.1,,
2001-08-03,26.35,,
2001-08-06,26.15,,
2001-08-07,26.77,,
2001-08-08,26.39,,
2001-08-09,26.6,,
2001-08-10,26.62,,
2001-08-13,26.71,,
2001-08-14,26.73,,
2001-08-15,26.38,,
2001-08-16,26.45,,
2001-08-17,26.37,,
2001-08-20,26.48,,
2001-08-21,26.34,,
2001-08-22,26.58,,
2001-08-23,26.75,,
2001-08-24,27.27,,
2001-08-27,27.49,,
2001-08-28,27.4,,
2001-08-29,27.44,,
2001-08-30,27.37,,
2001-08-31,27.09,,
2001-09-04,27.18,,
2001-09-05,27.41,,
2001-09-06,27.5,,
2001-09-07,27.3,,
2001-09-10,26.91,,
2001-09-17,26.31,,
2001-09-18,25.79,,
2001-09-19,25.22,,
2001-09-20,24.81,,
2001-09-21,24.3,,
2001-09-24,23.97,,
2001-09-25,24.1,,
2001-09-26,23.81,,
2001-09-27,23.93,,
2001-09-28,24.75,,
2001-10-01,24.91,,
2001-10-02,25.75,,
2001-10-03,26.18,,
2001-10-04,26.13,,
2001-10-05,26.28,,
2001-10-08,26.24,,
2001-10-09,25.12,,
2001-10-10,25.72,,
2001-10-11,25.13,,
2001-10-12,24.52,,
2001-10-15,24.2,,
2001-10-16,24.95,,
2001-10-17,24.66,,
2001-10-18,23.84,,
2001-10-19,24.3,,
2001-10-22,24.74,,
2001-10-23,24.13,,
2001-10-24,23.13,,
2001-10-25,23.11,,
2001-10-26,22.27,,
2001-10-29,22.42,,
2001-10-30,22.55,,
2001-10-31,23.4,,
2001-11-01,23.5,,
2001-11-02,23.07,,
2001-11-05,23.7,,
2001-11-06,23.86,,
2001-11-07,23.52,,
2001-11-08,23.95,,
2001-11-09,24.0,,
2001-11-12,24.05,,
2001-11-13,23.77,,
2001-11-14,23.15,,
2001-11-15,23.12,,
2001-11-16,23.29,,
2001-11-19,23.48,,
2001-11-20,23.56,,
2001-11-21,23.11,,
2001-11-23,23.48,,
2001-11-26,23.13,,
2001-11-27,23.05,,
2001-11-28,22.7,,
2001-11-29,22.8,,
2001-11-30,23.16,,
2001-12-03,23.24,,
2001-12-04,23.6,,
2001-12-05,23.77,,
2001-12-06,23.49,,
2001-12-07,24.4,,
2001-12-10,23.82,,
2001-12-11,23.08,,
2001-12-12,23.4,,
2001-12-13,23.52,,
2001-12-14,23.72,,
2001-12-17,23.82,,
2001-12-18,24.11,,
2001-12-19,24.75,,
2001-12-20,24.9,,
2001-12-21,24.08,,
2001-12-24,24.16,,
2001-12-26,24.41,,
2001-12-27,24.71,,
2001-12-28,24.61,,
2001-12-31,24.55,,
2002-01-02,24.77,,
2002-01-03,24.76,,
2002-01-04,24.94,,
2002-01-07,24.99,,
2002-01-08,25.14,,
2002-01-09,25.06,,
2002-01-10,25.04,,
2002-01-11,24.98,,
2002-01-14,25.27,,
2002-01-15,25.65,,
2002-01-16,25.45,,
2002-01-17,25.42,,
2002-01-18,25.27,,
2002-01-22,25.01,,
2002-01-23,25.27,,
2002-01-24,25.0,,
2002-01-25,24.76,,
2002-01-28,24.65,,
2002-01-29,24.0,,
2002-01-30,23.86,,
2002-01-31,23.95,,
2002-02-01,24.01,,
2002-02-04,23.5,,
2002-02-05,23.33,,
2002-02-06,22.76,,
2002-02-07,22.74,,
2002-02-08,23.03,,
2002-02-11,23.4,,
2002-02-12,23.44,,
2002-02-13,23.51,,
2002-02-14,23.61,,
2002-02-15,23.48,,
2002-02-19,23.26,,
2002-02-20,23.5,,
2002-02-21,23.15,,
2002-02-22,23.37,,
2002-02-25,22.78,,
2002-02-26,22.79,,
2002-02-27,22.54,,
2002-02-28,22.32,,
2002-03-01,22.68,,
2002-03-04,23.21,,
2002-03-05,23.74,,
2002-03-06,24.25,,
2002-03-07,24.08,,
2002-03-08,24.18,,
2002-03-11,24.47,,
2002-03-12,24.24,,
2002-03-13,24.1,,
2002-03-14,23.94,,
2002-03-15,24.15,,
2002-03-18,24.02,,
2002-03-19,24.12,,
2002-03-20,24.06,,
2002-03-21,24.78,,
2002-03-22,24.89,,
2002-03-25,24.8,,
2002-03-26,24.64,,
2002-03-27,24.79,,
2002-03-28,25.15,,
2002-04-01,25.15,,
2002-04-02,26.01,,
2002-04-03,25.58,,
2002-04-04,25.05,,
2002-04-05,24.83,,
2002-04-08,25.27,,
2002-04-09,25.02,,
2002-04-10,25.74,,
2002-04-11,24.9,,
2002-04-12,24.99,,
2002-04-15,25.06,,
2002-04-16,25.62,,
2002-04-17,25.89,,
2002-04-18,25.95,,
2002-04-19,25.89,,
2002-04-22,25.56,,
2002-04-23,25.06,,
2002-04-24,25.02,,
2002-04-25,25.41,,
2002-04-26,25.96,,
2002-04-29,25.71,,
2002-04-30,25.57,,
2002-05-01,25.82,,
2002-05-02,25.98,,
2002-05-03,25.89,,
2002-05-06,25.8,,
2002-05-07,24.9,,
2002-05-08,25.12,,
2002-05-09,24.93,,
2002-05-10,24.31,,
2002-05-13,24.28,,
2002-05-14,24.81,,
2002-05-15,24.7,,
2002-05-16,24.38,,
2002-05-17,24.28,,
2002-05-20,24.48,,
2002-05-21,24.74,,
2002-05-22,25.21,,
2002-05-23,25.3,,
2002-05-24,25.37,,
2002-05-28,25.47,,
2002-05-29,24.95,,
2002-05-30,24.88,,
2002-05-31,25.01,,
2002-06-03,24.61,,
2002-06-04,24.87,,
2002-06-05,24.28,,
2002-06-06,23.57,,
2002-06-07,23.92,,
2002-06-10,23.93,,
2002-06-11,23.55,,
2002-06-12,23.74,,
2002-06-13,23.99,,
2002-06-14,23.72,,
2002-06-17,24.22,,
2002-06-18,24.36,,
2002-06-19,23.66,,
2002-06-20,23.7,,
2002-06-21,23.74,,
2002-06-24,23.42,,
2002-06-25,22.96,,
2002-06-26,22.39,,
2002-06-27,21.7,,
2002-06-28,22.13,,
2002-07-01,22.13,,
2002-07-02,21.36,,
2002-07-03,20.3,,
2002-07-05,20.38,,
2002-07-08,20.18,,
2002-07-09,19.04,,
2002-07-10,18.62,,
2002-07-11,18.9,,
2002-07-12,18.82,,
2002-07-15,19.72,,
2002-07-16,19.07,,
2002-07-17,19.26,,
2002-07-18,18.91,,
2002-07-19,17.6,,
2002-07-22,16.95,,
2002-07-23,16.0,,
2002-07-24,17.5,,
2002-07-25,18.6,,
2002-07-26,19.06,,
2002-07-29,19.74,,
2002-07-30,20.76,,
2002-07-31,21.2,,
2002-08-01,21.14,,
2002-08-02,20.57,,
2002-08-05,21.13,,
2002-08-06,20.82,,
2002-08-07,21.12,,
2002-08-08,21.58,,
2002-08-09,21.77,,
2002-08-12,22.14,,
2002-08-13,21.19,,
2002-08-14,22.21,,
2002-08-15,22.54,,
2002-08-16,21.56,,
2002-08-19,22.4,,
2002-08-20,22.04,,
2002-08-21,22.6,,
2002-08-22,23.39,,
2002-08-23,22.78,,
2002-08-26,23.32,,
2002-08-27,23.36,,
2002-08-28,23.13,,
2002-08-29,23.08,,
2002-08-30,24.01,,
2002-09-03,23.4,,
2002-09-04,23.39,,
2002-09-05,22.41,,
2002-09-06,22.56,,
2002-09-09,22.45,,
2002-09-10,21.48,,
2002-09-11,21.96,,
2002-09-12,21.33,,
2002-09-13,21.71,,
2002-09-16,21.37,,
2002-09-17,20.65,,
2002-09-18,20.7,,
2002-09-19,20.12,,
2002-09-20,19.81,,
2002-09-23,19.14,,
2002-09-24,18.4,,
2002-09-25,19.0,,
2002-09-26,19.6,,
2002-09-27,19.35,,
2002-09-30,19.65,,
2002-10-01,20.34,,
2002-10-02,20.33,,
2002-10-03,19.85,,
