date,AON,AON_EPS,PE Ratio
1990-12-14,10.07,,
1990-12-17,10.07,,
1990-12-18,10.11,,
1990-12-19,10.37,,
1990-12-20,10.44,,
1990-12-21,10.33,,
1990-12-24,10.15,,
1990-12-26,10.15,,
1990-12-27,10.26,,
1990-12-28,10.26,,
1990-12-31,10.3,,
1991-01-02,10.26,,
1991-01-03,10.37,,
1991-01-04,10.26,,
1991-01-07,10.26,,
1991-01-08,10.22,,
1991-01-09,10.26,,
1991-01-10,10.22,,
1991-01-11,10.19,,
1991-01-14,10.11,,
1991-01-15,10.0,,
1991-01-16,9.96,,
1991-01-17,10.22,,
1991-01-18,9.44,,
1991-01-21,9.19,,
1991-01-22,8.89,,
1991-01-23,9.04,,
1991-01-24,9.3,,
1991-01-25,9.52,,
1991-01-28,9.56,,
1991-01-29,9.48,,
1991-01-30,9.7,,
1991-01-31,9.7,,
1991-02-01,9.52,,
1991-02-04,9.81,,
1991-02-05,10.07,,
1991-02-06,10.37,,
1991-02-07,10.37,,
1991-02-08,10.22,,
1991-02-11,10.22,,
1991-02-12,10.26,,
1991-02-13,10.67,,
1991-02-14,11.07,,
1991-02-15,10.89,,
1991-02-19,10.52,,
1991-02-20,10.22,,
1991-02-21,10.33,,
1991-02-22,10.33,,
1991-02-25,10.15,,
1991-02-26,10.07,,
1991-02-27,10.44,,
1991-02-28,10.3,,
1991-03-01,10.22,,
1991-03-04,10.41,,
1991-03-05,10.81,,
1991-03-06,10.96,,
1991-03-07,10.96,,
1991-03-08,11.0,,
1991-03-11,11.0,,
1991-03-12,10.93,,
1991-03-13,10.93,,
1991-03-14,10.81,,
1991-03-15,10.48,,
1991-03-18,10.52,,
1991-03-19,10.56,,
1991-03-20,10.56,,
1991-03-21,10.63,,
1991-03-22,10.56,,
1991-03-25,10.74,,
1991-03-26,10.74,,
1991-03-27,10.85,,
1991-03-28,10.93,,
1991-04-01,11.11,,
1991-04-02,11.11,,
1991-04-03,11.26,,
1991-04-04,11.15,,
1991-04-05,11.26,,
1991-04-08,11.33,,
1991-04-09,11.26,,
1991-04-10,11.26,,
1991-04-11,11.37,,
1991-04-12,11.33,,
1991-04-15,11.41,,
1991-04-16,11.48,,
1991-04-17,11.48,,
1991-04-18,11.59,,
1991-04-19,11.56,,
1991-04-22,11.44,,
1991-04-23,11.33,,
1991-04-24,11.44,,
1991-04-25,11.41,,
1991-04-26,11.33,,
1991-04-29,11.19,,
1991-04-30,10.93,,
1991-05-01,10.93,,
1991-05-02,11.22,,
1991-05-03,11.15,,
1991-05-06,11.22,,
1991-05-07,11.37,,
1991-05-08,11.56,,
1991-05-09,11.56,,
1991-05-10,11.56,,
1991-05-13,11.59,,
1991-05-14,11.48,,
1991-05-15,11.19,,
1991-05-16,11.19,,
1991-05-17,11.22,,
1991-05-20,11.3,,
1991-05-21,11.44,,
1991-05-22,11.33,,
1991-05-23,11.3,,
1991-05-24,11.44,,
1991-05-28,11.85,,
1991-05-29,11.85,,
1991-05-30,12.0,,
1991-05-31,12.11,,
1991-06-03,12.11,,
1991-06-04,12.22,,
1991-06-05,12.22,,
1991-06-06,12.15,,
1991-06-07,11.93,,
1991-06-10,11.67,,
1991-06-11,11.56,,
1991-06-12,11.52,,
1991-06-13,11.48,,
1991-06-14,11.44,,
1991-06-17,11.33,,
1991-06-18,11.41,,
1991-06-19,11.37,,
1991-06-20,11.33,,
1991-06-21,11.19,,
1991-06-24,11.15,,
1991-06-25,11.11,,
1991-06-26,11.07,,
1991-06-27,11.11,,
1991-06-28,11.19,,
1991-07-01,11.37,,
1991-07-02,11.44,,
1991-07-03,11.41,,
1991-07-05,11.41,,
1991-07-08,11.48,,
1991-07-09,11.41,,
1991-07-10,11.44,,
1991-07-11,11.41,,
1991-07-12,11.59,,
1991-07-15,11.85,,
1991-07-16,11.74,,
1991-07-17,11.67,,
1991-07-18,11.7,,
1991-07-19,11.81,,
1991-07-22,11.89,,
1991-07-23,11.93,,
1991-07-24,11.52,,
1991-07-25,11.41,,
1991-07-26,11.3,,
1991-07-29,11.19,,
1991-07-30,11.52,,
1991-07-31,11.3,,
1991-08-01,11.37,,
1991-08-02,11.44,,
1991-08-05,11.33,,
1991-08-06,11.37,,
1991-08-07,11.19,,
1991-08-08,11.07,,
1991-08-09,11.11,,
1991-08-12,11.26,,
1991-08-13,11.37,,
1991-08-14,11.41,,
1991-08-15,11.44,,
1991-08-16,11.48,,
1991-08-19,11.22,,
1991-08-20,11.22,,
1991-08-21,11.3,,
1991-08-22,11.37,,
1991-08-23,11.33,,
1991-08-26,11.33,,
1991-08-27,11.3,,
1991-08-28,11.15,,
1991-08-29,11.11,,
1991-08-30,11.22,,
1991-09-03,11.22,,
1991-09-04,11.0,,
1991-09-05,10.85,,
1991-09-06,10.81,,
1991-09-09,10.67,,
1991-09-10,10.67,,
1991-09-11,10.59,,
1991-09-12,10.74,,
1991-09-13,10.52,,
1991-09-16,10.44,,
1991-09-17,10.63,,
1991-09-18,10.59,,
1991-09-19,10.89,,
1991-09-20,10.96,,
1991-09-23,10.81,,
1991-09-24,10.85,,
1991-09-25,10.89,,
1991-09-26,10.85,,
1991-09-27,10.89,,
1991-09-30,10.96,,
1991-10-01,11.11,,
1991-10-02,10.93,,
1991-10-03,10.96,,
1991-10-04,10.93,,
1991-10-07,10.74,,
1991-10-08,10.74,,
1991-10-09,10.48,,
1991-10-10,10.52,,
1991-10-11,10.52,,
1991-10-14,10.63,,
1991-10-15,11.0,,
1991-10-16,11.07,,
1991-10-17,11.0,,
1991-10-18,10.81,,
1991-10-21,10.78,,
1991-10-22,10.67,,
1991-10-23,10.63,,
1991-10-24,10.85,,
1991-10-25,10.85,,
1991-10-28,11.04,,
1991-10-29,11.15,,
1991-10-30,11.11,,
1991-10-31,11.15,,
1991-11-01,11.52,,
1991-11-04,11.33,,
1991-11-05,11.19,,
1991-11-06,11.3,,
1991-11-07,11.37,,
1991-11-08,11.44,,
1991-11-11,11.44,,
1991-11-12,11.44,,
1991-11-13,11.59,,
1991-11-14,11.41,,
1991-11-15,11.33,,
1991-11-18,11.19,,
1991-11-19,10.89,,
1991-11-20,10.74,,
1991-11-21,10.7,,
1991-11-22,10.67,,
1991-11-25,10.67,,
1991-11-26,10.56,,
1991-11-27,10.81,,
1991-11-29,10.93,,
1991-12-02,10.81,,
1991-12-03,10.89,,
1991-12-04,11.19,,
1991-12-05,11.19,,
1991-12-06,11.37,,
1991-12-09,11.63,,
1991-12-10,11.59,,
1991-12-11,11.52,,
1991-12-12,11.52,,
1991-12-13,11.44,,
1991-12-16,11.48,,
1991-12-17,11.44,,
1991-12-18,11.41,,
1991-12-19,11.3,,
1991-12-20,11.15,,
1991-12-23,11.33,,
1991-12-24,11.19,,
1991-12-26,11.26,,
1991-12-27,11.41,,
1991-12-30,11.74,,
1991-12-31,11.74,,
1992-01-02,11.74,,
1992-01-03,11.67,,
1992-01-06,11.85,,
1992-01-07,11.81,,
1992-01-08,11.89,,
1992-01-09,12.37,,
1992-01-10,12.26,,
1992-01-13,12.56,,
1992-01-14,12.59,,
1992-01-15,12.74,,
1992-01-16,12.7,,
1992-01-17,12.63,,
1992-01-20,12.52,,
1992-01-21,12.52,,
1992-01-22,12.44,,
1992-01-23,12.52,,
1992-01-24,12.48,,
1992-01-27,12.56,,
1992-01-28,12.67,,
1992-01-29,12.59,,
1992-01-30,12.48,,
1992-01-31,12.41,,
1992-02-03,12.52,,
1992-02-04,12.59,,
1992-02-05,12.59,,
1992-02-06,12.44,,
1992-02-07,12.33,,
1992-02-10,12.56,,
1992-02-11,12.78,,
1992-02-12,12.85,,
1992-02-13,12.7,,
1992-02-14,12.74,,
1992-02-18,13.04,,
1992-02-19,13.19,,
1992-02-20,13.26,,
1992-02-21,13.04,,
1992-02-24,12.89,,
1992-02-25,12.81,,
1992-02-26,12.59,,
1992-02-27,12.74,,
1992-02-28,12.67,,
1992-03-02,12.78,,
1992-03-03,12.78,,
1992-03-04,12.78,,
1992-03-05,12.78,,
1992-03-06,12.7,,
1992-03-09,12.56,,
1992-03-10,12.7,,
1992-03-11,12.67,,
1992-03-12,12.74,,
1992-03-13,12.93,,
1992-03-16,12.85,,
1992-03-17,12.74,,
1992-03-18,12.78,,
1992-03-19,12.63,,
1992-03-20,12.67,,
1992-03-23,12.7,,
1992-03-24,12.56,,
1992-03-25,12.67,,
1992-03-26,12.59,,
1992-03-27,12.33,,
1992-03-30,12.15,,
1992-03-31,12.11,,
1992-04-01,11.89,,
1992-04-02,11.96,,
1992-04-03,11.85,,
1992-04-06,12.04,,
1992-04-07,12.0,,
1992-04-08,11.81,,
1992-04-09,12.15,,
1992-04-10,12.3,,
1992-04-13,12.48,,
1992-04-14,12.7,,
1992-04-15,12.67,,
1992-04-16,13.0,,
1992-04-20,12.78,,
1992-04-21,12.74,,
1992-04-22,12.7,,
1992-04-23,12.85,,
1992-04-24,12.85,,
1992-04-27,12.81,,
1992-04-28,12.81,,
1992-04-29,12.93,,
1992-04-30,13.11,,
1992-05-01,12.81,,
1992-05-04,12.74,,
1992-05-05,13.0,,
1992-05-06,13.0,,
1992-05-07,12.93,,
1992-05-08,13.0,,
1992-05-11,12.96,,
1992-05-12,12.78,,
1992-05-13,12.74,,
1992-05-14,12.74,,
1992-05-15,12.89,,
1992-05-18,12.85,,
1992-05-19,12.96,,
1992-05-20,12.89,,
1992-05-21,12.67,,
1992-05-22,12.81,,
1992-05-26,12.7,,
1992-05-27,12.67,,
1992-05-28,12.67,,
1992-05-29,12.67,,
1992-06-01,12.63,,
1992-06-02,12.52,,
1992-06-03,12.56,,
1992-06-04,12.59,,
1992-06-05,12.63,,
1992-06-08,12.63,,
1992-06-09,12.56,,
1992-06-10,12.3,,
1992-06-11,12.37,,
1992-06-12,12.3,,
1992-06-15,12.52,,
1992-06-16,12.52,,
1992-06-17,12.67,,
1992-06-18,12.56,,
1992-06-19,12.59,,
1992-06-22,12.56,,
1992-06-23,12.7,,
1992-06-24,12.81,,
1992-06-25,13.0,,
1992-06-26,13.07,,
1992-06-29,13.33,,
1992-06-30,13.59,,
1992-07-01,13.93,,
1992-07-02,13.93,,
1992-07-06,13.7,,
1992-07-07,13.85,,
1992-07-08,13.89,,
1992-07-09,14.11,,
1992-07-10,14.19,,
1992-07-13,14.52,,
1992-07-14,14.63,,
1992-07-15,14.7,,
1992-07-16,14.44,,
1992-07-17,14.33,,
1992-07-20,14.33,,
1992-07-21,14.22,,
1992-07-22,14.44,,
1992-07-23,14.37,,
1992-07-24,13.48,,
1992-07-27,13.3,,
1992-07-28,13.41,,
1992-07-29,13.44,,
1992-07-30,13.63,,
1992-07-31,13.78,,
1992-08-03,13.81,,
1992-08-04,13.56,,
1992-08-05,13.52,,
1992-08-06,13.44,,
1992-08-07,13.48,,
1992-08-10,13.37,,
1992-08-11,13.48,,
1992-08-12,13.41,,
1992-08-13,13.52,,
1992-08-14,13.56,,
1992-08-17,13.59,,
1992-08-18,13.7,,
1992-08-19,13.63,,
1992-08-20,13.7,,
1992-08-21,13.78,,
1992-08-24,13.63,,
1992-08-25,13.56,,
1992-08-26,13.44,,
1992-08-27,13.3,,
1992-08-28,13.33,,
1992-08-31,13.3,,
1992-09-01,13.44,,
1992-09-02,13.41,,
1992-09-03,13.37,,
1992-09-04,13.33,,
1992-09-08,13.37,,
1992-09-09,13.33,,
1992-09-10,13.11,,
1992-09-11,13.15,,
1992-09-14,13.22,,
1992-09-15,13.11,,
1992-09-16,13.22,,
1992-09-17,13.15,,
1992-09-18,13.07,,
1992-09-21,13.15,,
1992-09-22,13.11,,
1992-09-23,13.15,,
1992-09-24,13.93,,
1992-09-25,13.93,,
1992-09-28,13.78,,
1992-09-29,14.07,,
1992-09-30,14.41,,
1992-10-01,14.7,,
1992-10-02,14.52,,
1992-10-05,14.41,,
1992-10-06,14.48,,
1992-10-07,14.11,,
1992-10-08,14.11,,
1992-10-09,14.19,,
1992-10-12,14.52,,
1992-10-13,14.67,,
1992-10-14,14.74,,
1992-10-15,14.78,,
1992-10-16,14.59,,
1992-10-19,14.56,,
1992-10-20,14.52,,
1992-10-21,14.56,,
1992-10-22,14.63,,
1992-10-23,14.67,,
1992-10-26,14.85,,
1992-10-27,15.0,,
1992-10-28,14.74,,
1992-10-29,14.74,,
1992-10-30,14.52,,
1992-11-02,14.78,,
1992-11-03,14.96,,
1992-11-04,14.93,,
1992-11-05,14.74,,
1992-11-06,14.41,,
1992-11-09,14.19,,
1992-11-10,14.3,,
1992-11-11,14.56,,
1992-11-12,14.59,,
1992-11-13,14.67,,
1992-11-16,14.89,,
1992-11-17,14.78,,
1992-11-18,14.56,,
1992-11-19,14.59,,
1992-11-20,14.78,,
1992-11-23,14.78,,
1992-11-24,14.96,,
1992-11-25,15.15,,
1992-11-27,15.07,,
1992-11-30,14.93,,
1992-12-01,15.15,,
1992-12-02,15.07,,
1992-12-03,15.19,,
1992-12-04,15.07,,
1992-12-07,15.07,,
1992-12-08,14.96,,
1992-12-09,14.85,,
1992-12-10,14.93,,
1992-12-11,14.96,,
1992-12-14,15.04,,
1992-12-15,15.19,,
1992-12-16,15.19,,
1992-12-17,15.63,,
1992-12-18,15.56,,
1992-12-21,15.52,,
1992-12-22,15.48,,
1992-12-23,15.52,,
1992-12-24,15.41,,
1992-12-28,15.48,,
1992-12-29,15.78,,
1992-12-30,15.81,,
1992-12-31,16.0,,
1993-01-04,15.85,,
1993-01-05,15.56,,
1993-01-06,15.48,,
1993-01-07,15.67,,
1993-01-08,15.44,,
1993-01-11,15.41,,
1993-01-12,15.44,,
1993-01-13,15.3,,
1993-01-14,15.19,,
1993-01-15,15.11,,
1993-01-18,15.26,,
1993-01-19,15.26,,
1993-01-20,15.19,,
1993-01-21,15.11,,
1993-01-22,15.0,,
1993-01-25,15.04,,
1993-01-26,15.11,,
1993-01-27,15.07,,
1993-01-28,14.85,,
1993-01-29,15.07,,
1993-02-01,15.37,,
1993-02-02,15.52,,
1993-02-03,15.7,,
1993-02-04,16.33,,
1993-02-05,16.37,,
1993-02-08,16.26,,
1993-02-09,16.0,,
1993-02-10,16.0,,
1993-02-11,15.93,,
1993-02-12,15.81,,
1993-02-16,15.44,,
1993-02-17,14.89,,
1993-02-18,15.26,,
1993-02-19,15.07,,
1993-02-22,15.04,,
1993-02-23,14.96,,
1993-02-24,14.96,,
1993-02-25,15.37,,
1993-02-26,15.19,,
1993-03-01,15.33,,
1993-03-02,15.44,,
1993-03-03,15.3,,
1993-03-04,15.41,,
1993-03-05,15.7,,
1993-03-08,16.0,,
1993-03-09,16.07,,
1993-03-10,16.22,,
1993-03-11,16.52,,
1993-03-12,16.07,,
1993-03-15,15.93,,
1993-03-16,15.93,,
1993-03-17,15.93,,
1993-03-18,15.93,,
1993-03-19,15.93,,
1993-03-22,15.96,,
1993-03-23,16.41,,
1993-03-24,16.37,,
1993-03-25,16.3,,
1993-03-26,16.41,,
1993-03-29,16.52,,
1993-03-30,16.44,,
1993-03-31,16.74,,
1993-04-01,16.37,,
1993-04-02,16.04,,
1993-04-05,16.07,,
1993-04-06,16.04,,
1993-04-07,16.37,,
1993-04-08,16.56,,
1993-04-12,16.59,,
1993-04-13,16.48,,
1993-04-14,16.48,,
1993-04-15,16.44,,
1993-04-16,16.67,,
1993-04-19,16.44,,
1993-04-20,16.3,,
1993-04-21,16.11,,
1993-04-22,16.0,,
1993-04-23,15.81,,
1993-04-26,15.33,,
1993-04-27,15.56,,
1993-04-28,15.44,,
1993-04-29,15.41,,
1993-04-30,15.19,,
1993-05-03,15.37,,
1993-05-04,15.89,,
1993-05-05,16.07,,
1993-05-06,16.19,,
1993-05-07,16.15,,
1993-05-10,16.11,,
1993-05-11,15.78,,
1993-05-12,15.7,,
1993-05-13,15.56,,
1993-05-14,15.26,,
1993-05-17,15.26,,
1993-05-18,15.07,,
1993-05-19,15.11,,
1993-05-20,15.19,,
1993-05-21,15.11,,
1993-05-24,15.04,,
1993-05-25,15.3,,
1993-05-26,15.3,,
1993-05-27,15.41,,
1993-05-28,15.44,,
1993-06-01,15.56,,
1993-06-02,15.59,,
1993-06-03,15.59,,
1993-06-04,15.3,,
1993-06-07,15.22,,
1993-06-08,15.15,,
1993-06-09,15.04,,
1993-06-10,15.07,,
1993-06-11,15.22,,
1993-06-14,15.3,,
1993-06-15,15.3,,
1993-06-16,15.15,,
1993-06-17,15.19,,
1993-06-18,15.3,,
1993-06-21,15.52,,
1993-06-22,15.7,,
1993-06-23,15.56,,
1993-06-24,15.44,,
1993-06-25,15.52,,
1993-06-28,15.67,,
1993-06-29,15.56,,
1993-06-30,15.74,,
1993-07-01,15.85,,
1993-07-02,15.81,,
1993-07-06,15.89,,
1993-07-07,16.15,,
1993-07-08,16.22,,
1993-07-09,16.3,,
1993-07-12,16.33,,
1993-07-13,16.44,,
1993-07-14,16.48,,
1993-07-15,16.33,,
1993-07-16,16.52,,
1993-07-19,16.56,,
1993-07-20,16.7,,
1993-07-21,16.56,,
1993-07-22,16.59,,
1993-07-23,16.59,,
1993-07-26,16.41,,
1993-07-27,16.33,,
1993-07-28,16.0,,
1993-07-29,16.07,,
1993-07-30,16.04,,
1993-08-02,16.44,,
1993-08-03,16.52,,
1993-08-04,16.48,,
1993-08-05,16.22,,
1993-08-06,16.11,,
1993-08-09,16.19,,
1993-08-10,16.22,,
1993-08-11,16.22,,
1993-08-12,16.22,,
1993-08-13,16.11,,
1993-08-16,16.19,,
1993-08-17,16.15,,
1993-08-18,16.11,,
1993-08-19,16.19,,
1993-08-20,16.3,,
1993-08-23,16.15,,
1993-08-24,16.15,,
1993-08-25,16.19,,
1993-08-26,16.19,,
1993-08-27,16.11,,
1993-08-30,16.44,,
1993-08-31,16.44,,
1993-09-01,16.59,,
1993-09-02,16.78,,
1993-09-03,16.85,,
1993-09-07,16.81,,
1993-09-08,16.78,,
1993-09-09,16.7,,
1993-09-10,17.04,,
1993-09-13,17.04,,
1993-09-14,16.89,,
1993-09-15,16.85,,
1993-09-16,16.7,,
1993-09-17,16.74,,
1993-09-20,16.44,,
1993-09-21,16.37,,
1993-09-22,16.22,,
1993-09-23,16.3,,
1993-09-24,16.22,,
1993-09-27,16.44,,
1993-09-28,16.44,,
1993-09-29,16.52,,
1993-09-30,16.52,,
1993-10-01,16.44,,
1993-10-04,16.41,,
1993-10-05,16.26,,
1993-10-06,16.3,,
1993-10-07,16.22,,
1993-10-08,16.22,,
1993-10-11,16.26,,
1993-10-12,16.15,,
1993-10-13,15.96,,
1993-10-14,15.89,,
1993-10-15,16.0,,
1993-10-18,16.0,,
1993-10-19,15.96,,
1993-10-20,15.89,,
1993-10-21,15.89,,
1993-10-22,15.81,,
1993-10-25,15.81,,
1993-10-26,15.56,,
1993-10-27,15.19,,
1993-10-28,15.26,,
1993-10-29,15.41,,
1993-11-01,15.33,,
1993-11-02,15.56,,
1993-11-03,15.33,,
1993-11-04,15.0,,
1993-11-05,14.89,,
1993-11-08,15.11,,
1993-11-09,15.33,,
1993-11-10,15.59,,
1993-11-11,15.33,,
1993-11-12,15.3,,
1993-11-15,15.26,,
1993-11-16,15.22,,
1993-11-17,15.22,,
1993-11-18,15.15,,
1993-11-19,15.07,,
1993-11-22,14.96,,
1993-11-23,14.81,,
1993-11-24,14.81,,
1993-11-26,14.89,,
1993-11-29,14.81,,
1993-11-30,14.67,,
1993-12-01,14.7,,
1993-12-02,14.81,,
1993-12-03,14.81,,
1993-12-06,14.81,,
1993-12-07,14.78,,
1993-12-08,14.67,,
1993-12-09,14.52,,
1993-12-10,14.52,,
1993-12-13,14.44,,
1993-12-14,14.19,,
1993-12-15,13.93,,
