date,SLG,SLG_EPS,PE Ratio
1998-01-26,26.63,,
1998-01-27,26.75,,
1998-01-28,26.75,,
1998-01-29,26.75,,
1998-01-30,27.88,,
1998-02-02,27.44,,
1998-02-03,26.88,,
1998-02-04,26.56,,
1998-02-05,26.44,,
1998-02-06,26.31,,
1998-02-09,26.19,,
1998-02-10,26.0,,
1998-02-11,26.5,,
1998-02-12,26.13,,
1998-02-13,26.5,,
1998-02-17,26.56,,
1998-02-18,26.13,,
1998-02-19,26.25,,
1998-02-20,26.5,,
1998-02-23,27.13,,
1998-02-24,27.0,,
1998-02-25,26.88,,
1998-02-26,26.5,,
1998-02-27,26.56,,
1998-03-02,26.13,,
1998-03-03,25.75,,
1998-03-04,25.88,,
1998-03-05,25.0,,
1998-03-06,25.25,,
1998-03-09,25.63,,
1998-03-10,25.63,,
1998-03-11,25.0,,
1998-03-12,25.19,,
1998-03-13,24.25,,
1998-03-16,24.13,,
1998-03-17,24.38,,
1998-03-18,24.0,,
1998-03-19,24.19,,
1998-03-20,24.88,,
1998-03-23,25.19,,
1998-03-24,25.38,,
1998-03-25,25.06,,
1998-03-26,25.0,,
1998-03-27,25.56,,
1998-03-30,25.38,,
1998-03-31,25.56,,
1998-04-01,25.69,,
1998-04-02,26.25,,
1998-04-03,26.44,,
1998-04-06,26.5,,
1998-04-07,26.5,,
1998-04-08,26.38,,
1998-04-09,26.38,,
1998-04-13,26.0,,
1998-04-14,25.75,,
1998-04-15,25.63,,
1998-04-16,25.5,,
1998-04-17,25.0,,
1998-04-20,24.63,,
1998-04-21,23.75,,
1998-04-22,23.88,,
1998-04-23,23.88,,
1998-04-24,23.56,,
1998-04-27,23.38,,
1998-04-28,23.5,,
1998-04-29,23.81,,
1998-04-30,24.0,,
1998-05-01,24.06,,
1998-05-04,24.0,,
1998-05-05,23.94,,
1998-05-06,23.56,,
1998-05-07,23.13,,
1998-05-08,22.75,,
1998-05-11,22.25,,
1998-05-12,22.25,,
1998-05-13,22.38,,
1998-05-14,22.25,,
1998-05-15,22.31,,
1998-05-18,22.44,,
1998-05-19,22.69,,
1998-05-20,22.5,,
1998-05-21,22.25,,
1998-05-22,22.5,,
1998-05-26,22.5,,
1998-05-27,22.25,,
1998-05-28,22.25,,
1998-05-29,22.69,,
1998-06-01,22.56,,
1998-06-02,22.63,,
1998-06-03,22.88,,
1998-06-04,22.63,,
1998-06-05,22.56,,
1998-06-08,22.56,,
1998-06-09,22.75,,
1998-06-10,22.63,,
1998-06-11,22.38,,
1998-06-12,22.25,,
1998-06-15,22.0,,
1998-06-16,22.19,,
1998-06-17,22.0,,
1998-06-18,22.0,,
1998-06-19,22.25,,
1998-06-22,22.19,,
1998-06-23,21.94,,
1998-06-24,22.31,,
1998-06-25,22.25,,
1998-06-26,22.06,,
1998-06-29,22.38,,
1998-06-30,22.5,,
1998-07-01,22.25,,
1998-07-02,22.5,,
1998-07-06,22.88,,
1998-07-07,23.75,,
1998-07-08,23.94,,
1998-07-09,24.38,,
1998-07-10,24.38,,
1998-07-13,23.81,,
1998-07-14,24.0,,
1998-07-15,24.06,,
1998-07-16,24.06,,
1998-07-17,23.75,,
1998-07-20,23.44,,
1998-07-21,23.25,,
1998-07-22,22.88,,
1998-07-23,22.94,,
1998-07-24,22.88,,
1998-07-27,22.5,,
1998-07-28,22.69,,
1998-07-29,22.13,,
1998-07-30,21.38,,
1998-07-31,22.0,,
1998-08-03,22.06,,
1998-08-04,21.38,,
1998-08-05,21.0,,
1998-08-06,20.75,,
1998-08-07,21.5,,
1998-08-10,22.0,,
1998-08-11,21.19,,
1998-08-12,21.56,,
1998-08-13,21.63,,
1998-08-14,21.63,,
1998-08-17,21.69,,
1998-08-18,21.63,,
1998-08-19,21.94,,
1998-08-20,21.56,,
1998-08-21,21.25,,
1998-08-24,20.56,,
1998-08-25,20.44,,
1998-08-26,20.31,,
1998-08-27,19.88,,
1998-08-28,19.56,,
1998-08-31,19.25,,
1998-09-01,19.0,,
1998-09-02,18.88,,
1998-09-03,18.44,,
1998-09-04,18.19,,
1998-09-08,19.31,,
1998-09-09,19.06,,
1998-09-10,18.63,,
1998-09-11,18.69,,
1998-09-14,17.88,,
1998-09-15,18.0,,
1998-09-16,18.06,,
1998-09-17,18.0,,
1998-09-18,19.0,,
1998-09-21,20.25,,
1998-09-22,21.5,,
1998-09-23,21.75,,
1998-09-24,21.0,,
1998-09-25,20.56,,
1998-09-28,20.06,,
1998-09-29,20.38,,
1998-09-30,21.0,,
1998-10-01,20.0,,
1998-10-02,19.94,,
1998-10-05,19.5,,
1998-10-06,18.94,,
1998-10-07,19.25,,
1998-10-08,18.0,,
1998-10-09,17.94,,
1998-10-12,17.63,,
1998-10-13,17.63,,
1998-10-14,17.48,,
1998-10-15,18.44,,
1998-10-16,18.69,,
1998-10-19,18.25,,
1998-10-20,18.75,,
1998-10-21,19.0,,
1998-10-22,19.0,,
1998-10-23,18.81,,
1998-10-26,18.81,,
1998-10-27,18.94,,
1998-10-28,19.0,,
1998-10-29,18.94,,
1998-10-30,18.94,,
1998-11-02,18.5,,
1998-11-03,18.75,,
1998-11-04,19.25,,
1998-11-05,19.69,,
1998-11-06,20.06,,
1998-11-09,19.88,,
1998-11-10,19.5,,
1998-11-11,19.5,,
1998-11-12,20.5,,
1998-11-13,19.81,,
1998-11-16,20.0,,
1998-11-17,19.69,,
1998-11-18,20.0,,
1998-11-19,20.5,,
1998-11-20,20.69,,
1998-11-23,21.13,,
1998-11-24,21.06,,
1998-11-25,21.75,,
1998-11-27,21.63,,
1998-11-30,21.38,,
1998-12-01,21.0,,
1998-12-02,20.75,,
1998-12-03,21.0,,
1998-12-04,21.06,,
1998-12-07,21.5,,
1998-12-08,21.06,,
1998-12-09,20.63,,
1998-12-10,20.44,,
1998-12-11,20.38,,
1998-12-14,20.56,,
1998-12-15,20.94,,
1998-12-16,21.0,,
1998-12-17,21.13,,
1998-12-18,20.94,,
1998-12-21,20.88,,
1998-12-22,21.06,,
1998-12-23,20.94,,
1998-12-24,20.63,,
1998-12-28,20.25,,
1998-12-29,20.75,,
1998-12-30,21.31,,
1998-12-31,21.63,,
1999-01-04,22.0,,
1999-01-05,22.19,,
1999-01-06,21.94,,
1999-01-07,21.81,,
1999-01-08,21.69,,
1999-01-11,21.19,,
1999-01-12,21.94,,
1999-01-13,22.0,,
1999-01-14,21.25,,
1999-01-15,21.75,,
1999-01-19,21.5,,
1999-01-20,20.81,,
1999-01-21,20.5,,
1999-01-22,20.0,,
1999-01-25,20.0,,
1999-01-26,20.44,,
1999-01-27,20.5,,
1999-01-28,20.75,,
1999-01-29,20.25,,
1999-02-01,19.94,,
1999-02-02,19.75,,
1999-02-03,19.88,,
1999-02-04,20.56,,
1999-02-05,20.69,,
1999-02-08,20.69,,
1999-02-09,20.31,,
1999-02-10,20.19,,
1999-02-11,20.06,,
1999-02-12,20.25,,
1999-02-16,19.69,,
1999-02-17,19.69,,
1999-02-18,19.31,,
1999-02-19,19.63,,
1999-02-22,20.13,,
1999-02-23,19.88,,
1999-02-24,19.88,,
1999-02-25,19.38,,
1999-02-26,19.31,,
1999-03-01,19.31,,
1999-03-02,19.44,,
1999-03-03,19.13,,
1999-03-04,19.13,,
1999-03-05,19.19,,
1999-03-08,19.31,,
1999-03-09,18.94,,
1999-03-10,18.5,,
1999-03-11,18.19,,
1999-03-12,17.88,,
1999-03-15,17.81,,
1999-03-16,18.19,,
1999-03-17,17.94,,
1999-03-18,17.88,,
1999-03-19,17.75,,
1999-03-22,18.06,,
1999-03-23,18.13,,
1999-03-24,17.94,,
1999-03-25,18.06,,
1999-03-26,18.19,,
1999-03-29,18.06,,
1999-03-30,17.81,,
1999-03-31,18.81,,
1999-04-01,18.06,,
1999-04-05,18.25,,
1999-04-06,18.31,,
1999-04-07,17.69,,
1999-04-08,17.75,,
1999-04-09,17.88,,
1999-04-12,18.25,,
1999-04-13,18.0,,
1999-04-14,18.19,,
1999-04-15,18.94,,
1999-04-16,19.44,,
1999-04-19,19.69,,
1999-04-20,19.88,,
1999-04-21,19.63,,
1999-04-22,20.0,,
1999-04-23,20.0,,
1999-04-26,19.88,,
1999-04-27,19.81,,
1999-04-28,20.13,,
1999-04-29,19.88,,
1999-04-30,19.88,,
1999-05-03,20.0,,
1999-05-04,20.0,,
1999-05-05,20.31,,
1999-05-06,20.13,,
1999-05-07,20.63,,
1999-05-10,21.19,,
1999-05-11,21.44,,
1999-05-12,21.94,,
1999-05-13,21.56,,
1999-05-14,21.13,,
1999-05-17,21.0,,
1999-05-18,20.81,,
1999-05-19,21.38,,
1999-05-20,21.5,,
1999-05-21,21.63,,
1999-05-24,22.0,,
1999-05-25,22.25,,
1999-05-26,21.81,,
1999-05-27,21.88,,
1999-05-28,21.75,,
1999-06-01,21.94,,
1999-06-02,21.94,,
1999-06-03,21.94,,
1999-06-04,21.81,,
1999-06-07,21.56,,
1999-06-08,21.44,,
1999-06-09,21.81,,
1999-06-10,21.63,,
1999-06-11,21.25,,
1999-06-14,20.19,,
1999-06-15,20.38,,
1999-06-16,20.69,,
1999-06-17,20.69,,
1999-06-18,20.56,,
1999-06-21,20.56,,
1999-06-22,20.06,,
1999-06-23,20.13,,
1999-06-24,20.31,,
1999-06-25,20.38,,
1999-06-28,20.31,,
1999-06-29,20.31,,
1999-06-30,20.44,,
1999-07-01,20.94,,
1999-07-02,20.63,,
1999-07-06,20.63,,
1999-07-07,20.56,,
1999-07-08,20.56,,
1999-07-09,21.06,,
1999-07-12,20.88,,
1999-07-13,20.63,,
1999-07-14,20.63,,
1999-07-15,21.06,,
1999-07-16,21.19,,
1999-07-19,21.31,,
1999-07-20,21.38,,
1999-07-21,21.63,,
1999-07-22,21.31,,
1999-07-23,21.13,,
1999-07-26,20.94,,
1999-07-27,21.0,,
1999-07-28,20.94,,
1999-07-29,20.5,,
1999-07-30,20.69,,
1999-08-02,21.13,,
1999-08-03,21.06,,
1999-08-04,21.0,,
1999-08-05,21.0,,
1999-08-06,20.81,,
1999-08-09,20.75,,
1999-08-10,20.63,,
1999-08-11,20.69,,
1999-08-12,20.69,,
1999-08-13,20.69,,
1999-08-16,20.69,,
1999-08-17,20.63,,
1999-08-18,20.63,,
1999-08-19,20.75,,
1999-08-20,20.69,,
1999-08-23,20.63,,
1999-08-24,20.63,,
1999-08-25,20.69,,
1999-08-26,20.88,,
1999-08-27,21.19,,
1999-08-30,21.0,,
1999-08-31,20.81,,
1999-09-01,20.81,,
1999-09-02,20.88,,
1999-09-03,20.88,,
1999-09-07,21.13,,
1999-09-08,20.94,,
1999-09-09,20.88,,
1999-09-10,21.06,,
1999-09-13,20.81,,
1999-09-14,20.75,,
1999-09-15,20.69,,
1999-09-16,20.63,,
1999-09-17,20.44,,
1999-09-20,20.5,,
1999-09-21,20.13,,
1999-09-22,20.19,,
1999-09-23,20.31,,
1999-09-24,20.25,,
1999-09-27,20.13,,
1999-09-28,19.5,,
1999-09-29,19.69,,
1999-09-30,20.5,,
1999-10-01,19.81,,
1999-10-04,19.88,,
1999-10-05,20.0,,
1999-10-06,19.75,,
1999-10-07,19.63,,
1999-10-08,19.25,,
1999-10-11,19.75,,
1999-10-12,19.69,,
1999-10-13,19.5,,
1999-10-14,19.38,,
1999-10-15,19.25,,
1999-10-18,18.81,,
1999-10-19,18.94,,
1999-10-20,18.94,,
1999-10-21,18.38,,
1999-10-22,18.38,,
1999-10-25,18.0,,
1999-10-26,17.88,,
1999-10-27,17.94,,
1999-10-28,18.0,,
1999-10-29,18.19,,
1999-11-01,18.81,,
1999-11-02,19.5,,
1999-11-03,20.44,,
1999-11-04,20.06,,
1999-11-05,20.13,,
1999-11-08,20.31,,
1999-11-09,20.19,,
1999-11-10,20.38,,
1999-11-11,20.0,,
1999-11-12,20.13,,
1999-11-15,19.88,,
1999-11-16,20.13,,
1999-11-17,20.06,,
1999-11-18,20.38,,
1999-11-19,20.31,,
1999-11-22,20.25,,
1999-11-23,19.94,,
1999-11-24,20.19,,
1999-11-26,20.25,,
1999-11-29,20.19,,
1999-11-30,20.19,,
1999-12-01,20.13,,
1999-12-02,20.19,,
1999-12-03,20.38,,
1999-12-06,20.5,,
1999-12-07,20.75,,
1999-12-08,20.88,,
1999-12-09,20.69,,
1999-12-10,20.69,,
1999-12-13,20.75,,
1999-12-14,20.75,,
1999-12-15,20.56,,
1999-12-16,20.5,,
1999-12-17,20.63,,
1999-12-20,20.94,,
1999-12-21,20.75,,
1999-12-22,20.88,,
1999-12-23,20.81,,
1999-12-27,21.06,,
1999-12-28,21.5,,
1999-12-29,21.56,,
1999-12-30,22.0,,
1999-12-31,21.75,,
2000-01-03,21.56,,
2000-01-04,21.25,,
2000-01-05,21.06,,
2000-01-06,21.44,,
2000-01-07,22.19,,
2000-01-10,22.56,,
2000-01-11,22.69,,
2000-01-12,22.75,,
2000-01-13,23.0,,
2000-01-14,22.38,,
2000-01-18,22.5,,
2000-01-19,22.19,,
2000-01-20,22.44,,
2000-01-21,22.31,,
2000-01-24,22.06,,
2000-01-25,21.94,,
2000-01-26,22.06,,
2000-01-27,22.06,,
2000-01-28,22.0,,
2000-01-31,21.75,,
2000-02-01,21.81,,
2000-02-02,21.75,,
2000-02-03,22.0,,
2000-02-04,22.31,,
2000-02-07,22.25,,
2000-02-08,22.63,,
2000-02-09,22.69,,
2000-02-10,22.5,,
2000-02-11,22.31,,
2000-02-14,21.63,,
2000-02-15,21.81,,
2000-02-16,21.56,,
2000-02-17,22.06,,
2000-02-18,22.13,,
2000-02-22,22.63,,
2000-02-23,22.63,,
2000-02-24,22.81,,
2000-02-25,23.06,,
2000-02-28,23.06,,
2000-02-29,23.19,,
2000-03-01,23.44,,
2000-03-02,23.13,,
2000-03-03,23.13,,
2000-03-06,23.13,,
2000-03-07,22.31,,
2000-03-08,22.44,,
2000-03-09,22.31,,
2000-03-10,22.0,,
2000-03-13,22.0,,
2000-03-14,21.75,,
2000-03-15,21.31,,
2000-03-16,22.63,,
2000-03-17,23.0,,
2000-03-20,23.0,,
2000-03-21,22.63,,
2000-03-22,23.38,,
2000-03-23,23.63,,
2000-03-24,23.63,,
2000-03-27,23.81,,
2000-03-28,24.0,,
2000-03-29,24.44,,
2000-03-30,23.88,,
2000-03-31,23.75,,
2000-04-03,23.88,,
2000-04-04,23.56,,
2000-04-05,24.06,,
2000-04-06,24.44,,
2000-04-07,24.44,,
2000-04-10,24.31,,
2000-04-11,24.44,,
2000-04-12,24.44,,
2000-04-13,24.19,,
2000-04-14,24.94,,
2000-04-17,24.5,,
2000-04-18,24.75,,
2000-04-19,25.19,,
2000-04-20,24.63,,
2000-04-24,24.81,,
2000-04-25,24.94,,
2000-04-26,25.0,,
2000-04-27,25.5,,
2000-04-28,25.69,,
2000-05-01,25.81,,
2000-05-02,25.75,,
2000-05-03,25.63,,
2000-05-04,25.81,,
2000-05-05,26.0,,
2000-05-08,25.56,,
2000-05-09,25.56,,
2000-05-10,24.88,,
2000-05-11,25.44,,
2000-05-12,25.44,,
2000-05-15,25.75,,
2000-05-16,25.63,,
2000-05-17,25.44,,
2000-05-18,25.25,,
2000-05-19,25.13,,
2000-05-22,25.06,,
2000-05-23,24.88,,
2000-05-24,23.88,,
2000-05-25,24.25,,
2000-05-26,24.38,,
2000-05-30,24.44,,
2000-05-31,24.25,,
2000-06-01,24.31,,
2000-06-02,24.75,,
2000-06-05,24.69,,
2000-06-06,24.75,,
2000-06-07,24.75,,
2000-06-08,25.0,,
2000-06-09,24.94,,
2000-06-12,24.94,,
2000-06-13,25.0,,
2000-06-14,25.75,,
2000-06-15,25.63,,
2000-06-16,25.38,,
2000-06-19,25.94,,
2000-06-20,26.19,,
2000-06-21,25.94,,
2000-06-22,26.06,,
2000-06-23,26.38,,
2000-06-26,26.69,,
2000-06-27,26.75,,
2000-06-28,26.5,,
2000-06-29,27.19,,
2000-06-30,26.73,,
2000-07-03,27.19,,
2000-07-05,27.19,,
2000-07-06,27.31,,
2000-07-07,27.13,,
2000-07-10,27.06,,
2000-07-11,27.13,,
2000-07-12,27.19,,
2000-07-13,27.19,,
2000-07-14,27.5,,
2000-07-17,27.81,,
2000-07-18,27.56,,
2000-07-19,27.0,,
2000-07-20,27.63,,
2000-07-21,27.75,,
2000-07-24,28.0,,
2000-07-25,28.69,,
2000-07-26,29.5,,
2000-07-27,29.63,,
2000-07-28,30.19,,
2000-07-31,29.69,,
2000-08-01,29.69,,
2000-08-02,29.13,,
2000-08-03,28.56,,
2000-08-04,28.81,,
2000-08-07,28.5,,
2000-08-08,28.81,,
2000-08-09,28.31,,
2000-08-10,28.13,,
2000-08-11,28.25,,
2000-08-14,28.31,,
2000-08-15,28.69,,
2000-08-16,29.13,,
2000-08-17,29.25,,
2000-08-18,28.5,,
2000-08-21,28.25,,
2000-08-22,28.38,,
2000-08-23,28.06,,
2000-08-24,27.88,,
2000-08-25,27.44,,
2000-08-28,26.69,,
2000-08-29,26.69,,
2000-08-30,26.81,,
2000-08-31,26.81,,
2000-09-01,27.38,,
2000-09-05,27.0,,
2000-09-06,27.06,,
2000-09-07,27.19,,
2000-09-08,27.19,,
2000-09-11,27.5,,
2000-09-12,27.38,,
2000-09-13,27.69,,
2000-09-14,27.94,,
2000-09-15,27.81,,
2000-09-18,27.75,,
2000-09-19,27.88,,
2000-09-20,27.75,,
2000-09-21,27.69,,
2000-09-22,27.69,,
2000-09-25,27.69,,
2000-09-26,28.06,,
2000-09-27,28.38,,
2000-09-28,28.5,,
2000-09-29,28.06,,
2000-10-02,27.94,,
2000-10-03,27.44,,
2000-10-04,26.94,,
2000-10-05,27.06,,
2000-10-06,27.25,,
2000-10-09,26.75,,
2000-10-10,26.94,,
2000-10-11,26.5,,
2000-10-12,26.5,,
2000-10-13,26.94,,
2000-10-16,26.44,,
2000-10-17,26.5,,
2000-10-18,26.38,,
2000-10-19,26.38,,
2000-10-20,26.25,,
2000-10-23,25.75,,
2000-10-24,25.25,,
2000-10-25,25.44,,
2000-10-26,26.75,,
2000-10-27,26.88,,
2000-10-30,26.44,,
2000-10-31,26.81,,
2000-11-01,26.69,,
2000-11-02,26.94,,
2000-11-03,26.31,,
2000-11-06,26.88,,
2000-11-07,27.13,,
2000-11-08,27.31,,
2000-11-09,27.69,,
2000-11-10,27.63,,
2000-11-13,27.69,,
2000-11-14,28.0,,
2000-11-15,27.88,,
2000-11-16,27.5,,
2000-11-17,27.25,,
2000-11-20,27.31,,
2000-11-21,27.0,,
2000-11-22,26.94,,
2000-11-24,27.63,,
2000-11-27,27.5,,
2000-11-28,27.56,,
2000-11-29,27.31,,
2000-11-30,27.31,,
2000-12-01,27.31,,
2000-12-04,27.5,,
2000-12-05,28.31,,
2000-12-06,28.19,,
2000-12-07,28.06,,
2000-12-08,28.63,,
2000-12-11,28.31,,
2000-12-12,28.06,,
2000-12-13,28.13,,
2000-12-14,28.25,,
2000-12-15,28.25,,
2000-12-18,28.5,,
2000-12-19,28.56,,
2000-12-20,28.13,,
2000-12-21,28.25,,
2000-12-22,28.19,,
2000-12-26,28.44,,
2000-12-27,28.75,,
2000-12-28,29.38,,
2000-12-29,28.0,,
2001-01-02,28.0,,
2001-01-03,28.75,,
2001-01-04,28.31,,
2001-01-05,27.69,,
2001-01-08,27.75,,
2001-01-09,27.5,,
2001-01-10,27.25,,
2001-01-11,26.75,,
2001-01-12,26.5,,
2001-01-16,26.44,,
2001-01-17,26.44,,
2001-01-18,26.44,,
2001-01-19,26.38,,
2001-01-22,26.44,,
2001-01-23,26.69,,
2001-01-24,26.44,,
2001-01-25,26.63,,
2001-01-26,27.06,,
2001-01-29,27.52,,
2001-01-30,27.73,,
2001-01-31,27.94,,
2001-02-01,27.87,,
2001-02-02,27.41,,
2001-02-05,27.73,,
2001-02-06,27.73,,
2001-02-07,27.85,,
2001-02-08,27.95,,
2001-02-09,27.85,,
2001-02-12,28.39,,
2001-02-13,28.14,,
2001-02-14,28.19,,
2001-02-15,28.08,,
2001-02-16,28.1,,
2001-02-20,27.87,,
2001-02-21,27.94,,
2001-02-22,27.58,,
2001-02-23,27.7,,
2001-02-26,28.26,,
2001-02-27,27.91,,
2001-02-28,28.08,,
2001-03-01,28.19,,
2001-03-02,28.28,,
2001-03-05,28.2,,
2001-03-06,28.35,,
2001-03-07,28.63,,
2001-03-08,28.65,,
2001-03-09,28.7,,
2001-03-12,28.36,,
2001-03-13,28.3,,
2001-03-14,28.0,,
2001-03-15,27.55,,
2001-03-16,27.35,,
2001-03-19,27.2,,
2001-03-20,27.25,,
2001-03-21,26.92,,
2001-03-22,26.57,,
2001-03-23,26.88,,
2001-03-26,27.2,,
2001-03-27,27.2,,
2001-03-28,26.9,,
2001-03-29,26.95,,
2001-03-30,27.45,,
2001-04-02,27.44,,
2001-04-03,26.9,,
2001-04-04,26.48,,
2001-04-05,26.75,,
2001-04-06,26.1,,
2001-04-09,26.2,,
2001-04-10,26.09,,
2001-04-11,25.3,,
2001-04-12,25.5,,
2001-04-16,25.6,,
2001-04-17,25.62,,
2001-04-18,26.5,,
2001-04-19,26.3,,
2001-04-20,25.92,,
2001-04-23,25.9,,
2001-04-24,26.28,,
2001-04-25,27.2,,
2001-04-26,27.8,,
2001-04-27,28.49,,
2001-04-30,28.61,,
2001-05-01,28.7,,
2001-05-02,28.53,,
2001-05-03,28.15,,
2001-05-04,28.4,,
2001-05-07,28.25,,
2001-05-08,28.28,,
2001-05-09,28.19,,
2001-05-10,28.28,,
2001-05-11,27.9,,
2001-05-14,27.9,,
2001-05-15,27.99,,
2001-05-16,27.8,,
2001-05-17,27.95,,
2001-05-18,28.03,,
2001-05-21,28.75,,
2001-05-22,29.22,,
2001-05-23,28.75,,
2001-05-24,28.75,,
2001-05-25,28.55,,
2001-05-29,28.4,,
2001-05-30,28.15,,
2001-05-31,28.25,,
2001-06-01,28.35,,
2001-06-04,28.3,,
2001-06-05,28.7,,
2001-06-06,28.65,,
2001-06-07,28.7,,
2001-06-08,28.76,,
2001-06-11,29.1,,
2001-06-12,29.17,,
2001-06-13,29.42,,
2001-06-14,29.5,,
2001-06-15,29.25,,
2001-06-18,29.5,,
2001-06-19,29.5,,
2001-06-20,29.63,,
2001-06-21,29.74,,
2001-06-22,29.5,,
2001-06-25,29.5,,
2001-06-26,29.74,,
2001-06-27,29.5,,
2001-06-28,29.8,,
2001-06-29,30.31,,
2001-07-02,30.0,,
2001-07-03,30.3,,
2001-07-05,30.3,,
2001-07-06,30.35,,
2001-07-09,30.31,,
2001-07-10,30.05,,
2001-07-11,29.9,,
2001-07-12,30.2,,
2001-07-13,30.21,,
2001-07-16,30.4,,
2001-07-17,30.65,,
2001-07-18,30.65,,
2001-07-19,30.66,,
2001-07-20,29.25,,
2001-07-23,29.2,,
2001-07-24,29.25,,
2001-07-25,29.8,,
2001-07-26,30.1,,
2001-07-27,30.41,,
2001-07-30,30.16,,
2001-07-31,30.3,,
2001-08-01,30.3,,
2001-08-02,30.11,,
2001-08-03,30.15,,
2001-08-06,30.13,,
2001-08-07,30.0,,
2001-08-08,30.1,,
2001-08-09,30.35,,
2001-08-10,30.65,,
2001-08-13,30.48,,
2001-08-14,30.65,,
2001-08-15,30.95,,
2001-08-16,30.85,,
2001-08-17,30.75,,
2001-08-20,30.75,,
2001-08-21,30.73,,
2001-08-22,30.91,,
2001-08-23,30.9,,
2001-08-24,30.7,,
2001-08-27,30.7,,
2001-08-28,30.39,,
2001-08-29,30.55,,
2001-08-30,30.05,,
2001-08-31,29.3,,
2001-09-04,29.6,,
2001-09-05,29.73,,
2001-09-06,29.4,,
2001-09-07,29.05,,
2001-09-10,28.95,,
2001-09-17,30.54,,
2001-09-18,30.25,,
2001-09-19,30.3,,
2001-09-20,29.0,,
2001-09-21,28.6,,
2001-09-24,29.35,,
2001-09-25,30.0,,
2001-09-26,29.95,,
2001-09-27,30.85,,
2001-09-28,31.52,,
2001-10-01,31.2,,
2001-10-02,31.3,,
2001-10-03,31.19,,
2001-10-04,31.2,,
2001-10-05,31.25,,
2001-10-08,30.96,,
2001-10-09,30.75,,
2001-10-10,31.25,,
2001-10-11,31.37,,
2001-10-12,31.1,,
2001-10-15,31.24,,
2001-10-16,31.05,,
2001-10-17,30.93,,
2001-10-18,30.6,,
2001-10-19,30.41,,
2001-10-22,30.27,,
2001-10-23,30.05,,
2001-10-24,29.8,,
2001-10-25,29.65,,
2001-10-26,29.56,,
2001-10-29,29.64,,
2001-10-30,29.7,,
2001-10-31,29.82,,
2001-11-01,30.15,,
2001-11-02,30.0,,
2001-11-05,29.79,,
2001-11-06,30.05,,
2001-11-07,29.7,,
2001-11-08,29.65,,
2001-11-09,29.53,,
2001-11-12,29.8,,
2001-11-13,29.75,,
2001-11-14,29.98,,
2001-11-15,30.0,,
2001-11-16,29.98,,
2001-11-19,29.99,,
2001-11-20,29.8,,
