date,NOV,NOV_EPS,PE Ratio
1997-04-01,7.19,,
1997-04-02,7.35,,
1997-04-03,7.21,,
1997-04-04,7.27,,
1997-04-07,7.38,,
1997-04-08,7.78,,
1997-04-09,8.17,,
1997-04-10,8.23,,
1997-04-11,8.14,,
1997-04-14,8.23,,
1997-04-15,8.48,,
1997-04-16,8.51,,
1997-04-17,8.57,,
1997-04-18,8.34,,
1997-04-21,8.14,,
1997-04-22,8.23,,
1997-04-23,8.12,,
1997-04-24,8.12,,
1997-04-25,8.12,,
1997-04-28,8.14,,
1997-04-29,8.31,,
1997-04-30,8.76,,
1997-05-01,8.79,,
1997-05-02,8.79,,
1997-05-05,8.93,,
1997-05-06,8.82,,
1997-05-07,8.79,,
1997-05-08,8.96,,
1997-05-09,8.9,,
1997-05-12,8.82,,
1997-05-13,8.82,,
1997-05-14,9.3,,
1997-05-15,9.64,,
1997-05-16,9.89,,
1997-05-19,10.26,,
1997-05-20,10.43,,
1997-05-21,10.91,,
1997-05-22,10.82,,
1997-05-23,11.02,,
1997-05-27,11.13,,
1997-05-28,11.02,,
1997-05-29,10.91,,
1997-05-30,10.91,,
1997-06-02,11.41,,
1997-06-03,11.83,,
1997-06-04,11.89,,
1997-06-05,11.98,,
1997-06-06,12.06,,
1997-06-09,11.38,,
1997-06-10,11.36,,
1997-06-11,11.3,,
1997-06-12,11.27,,
1997-06-13,11.3,,
1997-06-16,11.86,,
1997-06-17,12.4,,
1997-06-18,12.31,,
1997-06-19,12.06,,
1997-06-20,12.0,,
1997-06-23,11.86,,
1997-06-24,11.86,,
1997-06-25,11.89,,
1997-06-26,12.06,,
1997-06-27,12.57,,
1997-06-30,12.96,,
1997-07-01,12.89,,
1997-07-02,12.86,,
1997-07-03,12.71,,
1997-07-07,12.54,,
1997-07-08,12.51,,
1997-07-09,12.14,,
1997-07-10,12.09,,
1997-07-11,11.95,,
1997-07-14,11.38,,
1997-07-15,11.48,,
1997-07-16,11.47,,
1997-07-17,12.29,,
1997-07-18,12.44,,
1997-07-21,12.37,,
1997-07-22,12.51,,
1997-07-23,12.64,,
1997-07-24,13.37,,
1997-07-25,13.91,,
1997-07-28,13.77,,
1997-07-29,13.81,,
1997-07-30,14.02,,
1997-07-31,13.99,,
1997-08-01,13.77,,
1997-08-04,13.61,,
1997-08-05,13.51,,
1997-08-06,13.53,,
1997-08-07,13.58,,
1997-08-08,13.4,,
1997-08-11,13.29,,
1997-08-12,13.58,,
1997-08-13,13.79,,
1997-08-14,13.77,,
1997-08-15,13.82,,
1997-08-18,13.75,,
1997-08-19,14.09,,
1997-08-20,14.06,,
1997-08-21,13.69,,
1997-08-22,13.4,,
1997-08-25,12.86,,
1997-08-26,12.79,,
1997-08-27,13.13,,
1997-08-28,13.95,,
1997-08-29,13.88,,
1997-09-02,14.31,,
1997-09-03,14.57,,
1997-09-04,14.54,,
1997-09-05,14.64,,
1997-09-08,14.3,,
1997-09-09,13.67,,
1997-09-10,13.67,,
1997-09-11,13.53,,
1997-09-12,13.92,,
1997-09-15,13.61,,
1997-09-16,14.55,,
1997-09-17,14.99,,
1997-09-18,15.1,,
1997-09-19,15.13,,
1997-09-22,15.55,,
1997-09-23,15.19,,
1997-09-24,14.75,,
1997-09-25,14.86,,
1997-09-26,15.54,,
1997-09-29,16.01,,
1997-09-30,16.86,,
1997-10-01,17.44,,
1997-10-02,17.72,,
1997-10-03,17.75,,
1997-10-06,18.16,,
1997-10-07,18.23,,
1997-10-08,18.05,,
1997-10-09,18.27,,
1997-10-10,18.99,,
1997-10-13,18.63,,
1997-10-14,17.87,,
1997-10-15,16.88,,
1997-10-16,16.51,,
1997-10-17,16.34,,
1997-10-20,17.51,,
1997-10-21,18.08,,
1997-10-22,17.81,,
1997-10-23,17.51,,
1997-10-24,17.72,,
1997-10-27,16.46,,
1997-10-28,17.53,,
1997-10-29,17.15,,
1997-10-30,17.09,,
1997-10-31,17.26,,
1997-11-03,17.53,,
1997-11-04,18.19,,
1997-11-05,19.11,,
1997-11-06,19.13,,
1997-11-07,18.77,,
1997-11-10,18.81,,
1997-11-11,18.22,,
1997-11-12,17.25,,
1997-11-13,16.41,,
1997-11-14,16.34,,
1997-11-17,16.77,,
1997-11-18,15.5,,
1997-11-19,13.53,,
1997-11-20,14.6,,
1997-11-21,14.4,,
1997-11-24,13.47,,
1997-11-25,13.69,,
1997-11-26,14.23,,
1997-11-28,14.29,,
1997-12-01,14.2,,
1997-12-02,14.51,,
1997-12-03,16.06,,
1997-12-04,15.75,,
1997-12-05,15.95,,
1997-12-08,16.17,,
1997-12-09,15.64,,
1997-12-10,15.53,,
1997-12-11,14.26,,
1997-12-12,13.89,,
1997-12-15,13.3,,
1997-12-16,14.68,,
1997-12-17,14.88,,
1997-12-18,14.2,,
1997-12-19,14.46,,
1997-12-22,13.98,,
1997-12-23,13.44,,
1997-12-24,13.53,,
1997-12-26,13.61,,
1997-12-29,14.03,,
1997-12-30,15.02,,
1997-12-31,15.41,,
1998-01-02,15.22,,
1998-01-05,14.88,,
1998-01-06,13.64,,
1998-01-07,14.85,,
1998-01-08,13.98,,
1998-01-09,13.47,,
1998-01-12,12.34,,
1998-01-13,12.17,,
1998-01-14,12.17,,
1998-01-15,12.03,,
1998-01-16,12.62,,
1998-01-20,13.27,,
1998-01-21,13.07,,
1998-01-22,11.19,,
1998-01-23,10.76,,
1998-01-26,11.27,,
1998-01-27,11.61,,
1998-01-28,11.69,,
1998-01-29,12.54,,
1998-01-30,11.95,,
1998-02-02,12.26,,
1998-02-03,12.71,,
1998-02-04,13.38,,
1998-02-05,14.15,,
1998-02-06,14.43,,
1998-02-09,14.15,,
1998-02-10,13.64,,
1998-02-11,13.3,,
1998-02-12,12.79,,
1998-02-13,13.27,,
1998-02-17,12.51,,
1998-02-18,12.74,,
1998-02-19,12.99,,
1998-02-20,12.79,,
1998-02-23,11.81,,
1998-02-24,11.86,,
1998-02-25,11.83,,
1998-02-26,12.17,,
1998-02-27,12.62,,
1998-03-02,12.91,,
1998-03-03,14.0,,
1998-03-04,14.17,,
1998-03-05,14.12,,
1998-03-06,13.72,,
1998-03-09,12.99,,
1998-03-10,13.24,,
1998-03-11,13.69,,
1998-03-12,13.64,,
1998-03-13,13.22,,
1998-03-16,13.02,,
1998-03-17,12.17,,
1998-03-18,12.37,,
1998-03-19,12.37,,
1998-03-20,13.1,,
1998-03-23,14.26,,
1998-03-24,14.15,,
1998-03-25,14.2,,
1998-03-26,15.33,,
1998-03-27,15.13,,
1998-03-30,14.79,,
1998-03-31,14.85,,
1998-04-01,15.5,,
1998-04-02,15.47,,
1998-04-03,15.3,,
1998-04-06,15.13,,
1998-04-07,15.13,,
1998-04-08,15.33,,
1998-04-09,15.78,,
1998-04-13,15.98,,
1998-04-14,16.65,,
1998-04-15,17.56,,
1998-04-16,17.08,,
1998-04-17,17.7,,
1998-04-20,17.67,,
1998-04-21,17.87,,
1998-04-22,17.67,,
1998-04-23,17.39,,
1998-04-24,16.82,,
1998-04-27,16.23,,
1998-04-28,16.79,,
1998-04-29,17.19,,
1998-04-30,17.1,,
1998-05-01,17.64,,
1998-05-04,16.99,,
1998-05-05,17.58,,
1998-05-06,17.41,,
1998-05-07,16.94,,
1998-05-08,17.7,,
1998-05-11,17.36,,
1998-05-12,17.72,,
1998-05-13,17.78,,
1998-05-14,17.61,,
1998-05-15,17.92,,
1998-05-18,16.79,,
1998-05-19,16.03,,
1998-05-20,15.22,,
1998-05-21,15.27,,
1998-05-22,15.55,,
1998-05-26,15.22,,
1998-05-27,15.16,,
1998-05-28,15.84,,
1998-05-29,15.75,,
1998-06-01,15.67,,
1998-06-02,15.75,,
1998-06-03,15.67,,
1998-06-04,16.2,,
1998-06-05,16.48,,
1998-06-08,15.72,,
1998-06-09,15.64,,
1998-06-10,14.77,,
1998-06-11,13.53,,
1998-06-12,14.06,,
1998-06-15,12.96,,
1998-06-16,12.31,,
1998-06-17,12.57,,
1998-06-18,11.92,,
1998-06-19,11.69,,
1998-06-22,12.4,,
1998-06-23,13.1,,
1998-06-24,12.74,,
1998-06-25,12.17,,
1998-06-26,11.72,,
1998-06-29,12.17,,
1998-06-30,12.09,,
1998-07-01,12.74,,
1998-07-02,13.13,,
1998-07-06,12.68,,
1998-07-07,11.92,,
1998-07-08,12.26,,
1998-07-09,11.72,,
1998-07-10,11.83,,
1998-07-13,11.24,,
1998-07-14,11.61,,
1998-07-15,11.95,,
1998-07-16,11.55,,
1998-07-17,11.69,,
1998-07-20,11.16,,
1998-07-21,11.1,,
1998-07-22,10.99,,
1998-07-23,10.34,,
1998-07-24,9.92,,
1998-07-27,10.23,,
1998-07-28,10.17,,
1998-07-29,9.55,,
1998-07-30,9.98,,
1998-07-31,9.5,,
1998-08-03,9.33,,
1998-08-04,8.96,,
1998-08-05,8.14,,
1998-08-06,8.09,,
1998-08-07,9.27,,
1998-08-10,8.37,,
1998-08-11,7.78,,
1998-08-12,7.44,,
1998-08-13,6.71,,
1998-08-14,6.37,,
1998-08-17,5.8,,
1998-08-18,5.24,,
1998-08-19,5.44,,
1998-08-20,5.55,,
1998-08-21,5.33,,
1998-08-24,4.96,,
1998-08-25,4.4,,
1998-08-26,4.34,,
1998-08-27,4.06,,
1998-08-28,3.92,,
1998-08-31,3.49,,
1998-09-01,3.89,,
1998-09-02,4.09,,
1998-09-03,4.23,,
1998-09-04,4.68,,
1998-09-08,4.54,,
1998-09-09,4.62,,
1998-09-10,5.24,,
1998-09-11,5.33,,
1998-09-14,5.52,,
1998-09-15,5.64,,
1998-09-16,5.86,,
1998-09-17,5.64,,
1998-09-18,5.64,,
1998-09-21,5.38,,
1998-09-22,5.13,,
1998-09-23,5.52,,
1998-09-24,5.35,,
1998-09-25,4.99,,
1998-09-28,5.07,,
1998-09-29,5.66,,
1998-09-30,5.58,,
1998-10-01,5.47,,
1998-10-02,5.41,,
1998-10-05,5.1,,
1998-10-06,5.13,,
1998-10-07,4.87,,
1998-10-08,4.31,,
1998-10-09,4.56,,
1998-10-12,4.59,,
1998-10-13,4.34,,
1998-10-14,4.34,,
1998-10-15,4.4,,
1998-10-16,4.73,,
1998-10-19,4.76,,
1998-10-20,5.02,,
1998-10-21,6.14,,
1998-10-22,6.88,,
1998-10-23,6.76,,
1998-10-26,7.44,,
1998-10-27,6.99,,
1998-10-28,7.07,,
1998-10-29,7.04,,
1998-10-30,7.16,,
1998-11-02,7.97,,
1998-11-03,7.66,,
1998-11-04,7.92,,
1998-11-05,7.66,,
1998-11-06,7.83,,
1998-11-09,7.19,,
1998-11-10,6.42,,
1998-11-11,6.2,,
1998-11-12,6.42,,
1998-11-13,6.26,,
1998-11-16,5.75,,
1998-11-17,5.86,,
1998-11-18,5.44,,
1998-11-19,5.49,,
1998-11-20,5.58,,
1998-11-23,5.35,,
1998-11-24,4.93,,
1998-11-25,5.13,,
1998-11-27,4.93,,
1998-11-30,4.45,,
1998-12-01,4.34,,
1998-12-02,3.97,,
1998-12-03,4.0,,
1998-12-04,4.31,,
1998-12-07,4.76,,
1998-12-08,4.73,,
1998-12-09,4.73,,
1998-12-10,4.62,,
1998-12-11,4.51,,
1998-12-14,4.87,,
1998-12-15,4.56,,
1998-12-16,4.9,,
1998-12-17,4.85,,
1998-12-18,4.62,,
1998-12-21,4.51,,
1998-12-22,4.59,,
1998-12-23,4.73,,
1998-12-24,4.68,,
1998-12-28,4.65,,
1998-12-29,4.62,,
1998-12-30,4.59,,
1998-12-31,5.04,,
1999-01-04,5.27,,
1999-01-05,4.93,,
1999-01-06,5.35,,
1999-01-07,5.52,,
1999-01-08,5.66,,
1999-01-11,6.14,,
1999-01-12,5.61,,
1999-01-13,5.13,,
1999-01-14,5.16,,
1999-01-15,5.16,,
1999-01-19,5.35,,
1999-01-20,5.49,,
1999-01-21,5.27,,
1999-01-22,5.21,,
1999-01-25,4.96,,
1999-01-26,4.73,,
1999-01-27,4.54,,
1999-01-28,4.54,,
1999-01-29,4.4,,
1999-02-01,4.48,,
1999-02-02,4.56,,
1999-02-03,4.73,,
1999-02-04,4.68,,
1999-02-05,4.62,,
1999-02-08,4.73,,
1999-02-09,4.56,,
1999-02-10,4.62,,
1999-02-11,4.54,,
1999-02-12,4.45,,
1999-02-16,4.23,,
1999-02-17,3.94,,
1999-02-18,4.03,,
1999-02-19,3.97,,
1999-02-22,4.06,,
1999-02-23,3.97,,
1999-02-24,3.94,,
1999-02-25,4.0,,
1999-02-26,4.0,,
1999-03-01,4.0,,
1999-03-02,4.03,,
1999-03-03,4.23,,
1999-03-04,4.45,,
1999-03-05,4.45,,
1999-03-08,4.45,,
1999-03-09,4.2,,
1999-03-10,4.76,,
1999-03-11,4.85,,
1999-03-12,5.07,,
1999-03-15,4.85,,
1999-03-16,4.65,,
1999-03-17,5.07,,
1999-03-18,5.16,,
1999-03-19,5.04,,
1999-03-22,5.02,,
1999-03-23,4.85,,
1999-03-24,4.85,,
1999-03-25,4.96,,
1999-03-26,5.07,,
1999-03-29,5.78,,
1999-03-30,5.58,,
1999-03-31,5.21,,
1999-04-01,5.04,,
1999-04-05,5.04,,
1999-04-06,4.96,,
1999-04-07,4.62,,
1999-04-08,4.73,,
1999-04-09,5.18,,
1999-04-12,5.02,,
1999-04-13,5.13,,
1999-04-14,4.96,,
1999-04-15,5.3,,
1999-04-16,5.72,,
1999-04-19,5.92,,
1999-04-20,5.92,,
1999-04-21,6.23,,
1999-04-22,6.11,,
1999-04-23,5.69,,
1999-04-26,5.47,,
1999-04-27,5.69,,
1999-04-28,5.86,,
1999-04-29,6.11,,
1999-04-30,5.86,,
1999-05-03,6.17,,
1999-05-04,6.11,,
1999-05-05,6.37,,
1999-05-06,6.42,,
1999-05-07,6.09,,
1999-05-10,5.86,,
1999-05-11,5.78,,
1999-05-12,5.66,,
1999-05-13,5.83,,
1999-05-14,5.72,,
1999-05-17,5.66,,
1999-05-18,5.55,,
1999-05-19,5.69,,
1999-05-20,5.78,,
1999-05-21,5.8,,
1999-05-24,5.75,,
1999-05-25,5.75,,
1999-05-26,5.83,,
1999-05-27,5.52,,
1999-05-28,5.44,,
1999-06-01,5.33,,
1999-06-02,5.35,,
1999-06-03,5.47,,
1999-06-04,5.41,,
1999-06-07,5.58,,
1999-06-08,5.69,,
1999-06-09,5.61,,
1999-06-10,5.61,,
1999-06-11,5.72,,
1999-06-14,5.64,,
1999-06-15,5.64,,
1999-06-16,5.52,,
1999-06-17,5.64,,
1999-06-18,5.69,,
1999-06-21,5.49,,
1999-06-22,5.41,,
1999-06-23,5.49,,
1999-06-24,5.47,,
1999-06-25,5.49,,
1999-06-28,5.27,,
1999-06-29,5.3,,
1999-06-30,6.31,,
1999-07-01,6.03,,
1999-07-02,6.09,,
1999-07-06,6.26,,
1999-07-07,6.28,,
1999-07-08,6.68,,
1999-07-09,6.68,,
1999-07-12,7.16,,
1999-07-13,7.21,,
1999-07-14,7.21,,
1999-07-15,7.41,,
1999-07-16,7.41,,
1999-07-19,7.33,,
1999-07-20,7.19,,
1999-07-21,6.96,,
1999-07-22,7.04,,
1999-07-23,7.13,,
1999-07-26,6.85,,
1999-07-27,6.85,,
1999-07-28,7.1,,
1999-07-29,7.02,,
1999-07-30,7.19,,
1999-08-02,7.07,,
1999-08-03,7.04,,
1999-08-04,7.16,,
1999-08-05,7.1,,
1999-08-06,7.27,,
1999-08-09,7.72,,
1999-08-10,7.61,,
1999-08-11,8.03,,
1999-08-12,8.0,,
1999-08-13,7.95,,
1999-08-16,7.69,,
1999-08-17,8.09,,
1999-08-18,8.06,,
1999-08-19,8.12,,
1999-08-20,8.12,,
1999-08-23,7.97,,
1999-08-24,7.97,,
1999-08-25,7.75,,
1999-08-26,7.69,,
1999-08-27,7.64,,
1999-08-30,7.64,,
1999-08-31,7.66,,
1999-09-01,7.72,,
1999-09-02,7.75,,
1999-09-03,7.81,,
1999-09-07,7.89,,
1999-09-08,7.83,,
1999-09-09,8.12,,
1999-09-10,8.14,,
1999-09-13,8.2,,
1999-09-14,8.03,,
1999-09-15,8.09,,
1999-09-16,8.12,,
1999-09-17,8.14,,
1999-09-20,7.92,,
1999-09-21,7.69,,
1999-09-22,7.64,,
1999-09-23,7.58,,
1999-09-24,7.44,,
1999-09-27,7.41,,
1999-09-28,7.1,,
1999-09-29,7.3,,
1999-09-30,7.41,,
1999-10-01,7.21,,
1999-10-04,7.02,,
1999-10-05,6.68,,
1999-10-06,6.68,,
1999-10-07,6.03,,
1999-10-08,5.64,,
1999-10-11,5.92,,
1999-10-12,6.0,,
1999-10-13,6.14,,
1999-10-14,6.23,,
1999-10-15,5.97,,
1999-10-18,5.92,,
1999-10-19,5.86,,
1999-10-20,5.86,,
1999-10-21,5.89,,
1999-10-22,6.23,,
1999-10-25,6.17,,
1999-10-26,6.14,,
1999-10-27,6.14,,
1999-10-28,6.11,,
1999-10-29,6.11,,
1999-11-01,6.03,,
1999-11-02,6.0,,
1999-11-03,5.92,,
1999-11-04,6.14,,
1999-11-05,5.83,,
1999-11-08,6.0,,
1999-11-09,6.37,,
1999-11-10,6.51,,
1999-11-11,6.28,,
1999-11-12,6.45,,
1999-11-15,6.73,,
1999-11-16,6.76,,
1999-11-17,6.93,,
1999-11-18,7.13,,
1999-11-19,7.13,,
1999-11-22,7.24,,
1999-11-23,6.9,,
1999-11-24,6.93,,
1999-11-26,6.82,,
1999-11-29,6.48,,
1999-11-30,6.42,,
1999-12-01,6.73,,
1999-12-02,6.65,,
1999-12-03,6.42,,
1999-12-06,6.31,,
1999-12-07,6.11,,
1999-12-08,6.26,,
1999-12-09,6.11,,
1999-12-10,5.92,,
1999-12-13,5.95,,
1999-12-14,6.03,,
1999-12-15,6.09,,
1999-12-16,6.23,,
1999-12-17,6.17,,
1999-12-20,6.0,,
1999-12-21,6.2,,
1999-12-22,6.26,,
1999-12-23,6.31,,
1999-12-27,6.65,,
1999-12-28,6.65,,
1999-12-29,6.99,,
1999-12-30,6.76,,
1999-12-31,7.07,,
2000-01-03,6.59,,
2000-01-04,6.42,,
2000-01-05,6.54,,
2000-01-06,6.79,,
2000-01-07,7.27,,
2000-01-10,7.21,,
2000-01-11,7.21,,
2000-01-12,6.9,,
2000-01-13,7.19,,
2000-01-14,7.33,,
2000-01-18,7.61,,
2000-01-19,8.43,,
2000-01-20,8.31,,
2000-01-21,9.13,,
2000-01-24,9.24,,
2000-01-25,9.61,,
2000-01-26,9.64,,
2000-01-27,8.9,,
2000-01-28,8.59,,
2000-01-31,8.45,,
2000-02-01,8.62,,
2000-02-02,8.79,,
2000-02-03,8.79,,
2000-02-04,8.54,,
2000-02-07,8.88,,
2000-02-08,8.79,,
2000-02-09,8.65,,
2000-02-10,10.6,,
2000-02-11,10.6,,
2000-02-14,9.95,,
2000-02-15,10.34,,
2000-02-16,10.45,,
2000-02-17,10.29,,
2000-02-18,10.14,,
2000-02-22,10.17,,
2000-02-23,9.89,,
2000-02-24,10.17,,
2000-02-25,10.09,,
2000-02-28,10.29,,
2000-02-29,10.93,,
2000-03-01,10.79,,
2000-03-02,12.06,,
2000-03-03,11.69,,
2000-03-06,11.5,,
2000-03-07,11.47,,
2000-03-08,11.16,,
2000-03-09,11.27,,
2000-03-10,11.16,,
2000-03-13,11.5,,
2000-03-14,11.19,,
2000-03-15,10.71,,
2000-03-16,11.95,,
2000-03-17,11.78,,
2000-03-20,11.38,,
2000-03-21,11.64,,
2000-03-22,13.07,,
2000-03-23,12.79,,
2000-03-24,13.47,,
2000-03-27,13.19,,
2000-03-28,13.07,,
2000-03-29,14.15,,
2000-03-30,13.72,,
2000-03-31,13.92,,
2000-04-03,13.53,,
2000-04-04,12.6,,
2000-04-05,11.83,,
2000-04-06,12.26,,
2000-04-07,13.61,,
2000-04-10,13.02,,
2000-04-11,12.93,,
2000-04-12,13.38,,
2000-04-13,12.62,,
2000-04-14,12.31,,
2000-04-17,11.24,,
2000-04-18,11.86,,
2000-04-19,11.67,,
2000-04-20,12.12,,
2000-04-24,12.14,,
2000-04-25,10.88,,
2000-04-26,10.34,,
2000-04-27,10.71,,
2000-04-28,10.79,,
2000-05-01,11.27,,
2000-05-02,11.27,,
2000-05-03,11.1,,
2000-05-04,11.24,,
2000-05-05,11.38,,
2000-05-08,11.27,,
2000-05-09,11.67,,
2000-05-10,11.89,,
2000-05-11,12.93,,
2000-05-12,12.34,,
2000-05-15,12.68,,
2000-05-16,12.74,,
2000-05-17,12.88,,
2000-05-18,12.06,,
2000-05-19,12.45,,
2000-05-22,11.83,,
2000-05-23,12.31,,
2000-05-24,12.43,,
2000-05-25,11.89,,
2000-05-26,11.83,,
2000-05-30,11.81,,
2000-05-31,11.72,,
2000-06-01,11.83,,
2000-06-02,11.16,,
2000-06-05,10.74,,
2000-06-06,10.91,,
2000-06-07,11.22,,
2000-06-08,10.93,,
2000-06-09,10.99,,
2000-06-12,11.81,,
2000-06-13,12.57,,
2000-06-14,12.71,,
2000-06-15,13.05,,
2000-06-16,13.44,,
2000-06-19,13.53,,
2000-06-20,13.78,,
2000-06-21,14.37,,
2000-06-22,14.03,,
2000-06-23,14.4,,
2000-06-26,14.37,,
2000-06-27,14.2,,
2000-06-28,14.43,,
2000-06-29,14.31,,
2000-06-30,14.83,,
2000-07-03,14.88,,
2000-07-05,14.03,,
2000-07-06,13.98,,
2000-07-07,13.86,,
2000-07-10,13.64,,
2000-07-11,14.37,,
2000-07-12,14.12,,
2000-07-13,14.34,,
2000-07-14,14.71,,
2000-07-17,14.74,,
2000-07-18,15.05,,
2000-07-19,15.19,,
2000-07-20,15.05,,
2000-07-21,14.88,,
2000-07-24,14.37,,
2000-07-25,14.29,,
2000-07-26,14.23,,
2000-07-27,14.82,,
2000-07-28,15.02,,
2000-07-31,14.88,,
2000-08-01,15.53,,
2000-08-02,16.88,,
2000-08-03,16.4,,
2000-08-04,16.91,,
2000-08-07,16.34,,
2000-08-08,16.57,,
2000-08-09,16.74,,
2000-08-10,16.4,,
2000-08-11,15.92,,
2000-08-14,16.4,,
2000-08-15,16.09,,
2000-08-16,16.29,,
2000-08-17,16.34,,
2000-08-18,16.26,,
2000-08-21,16.06,,
2000-08-22,15.98,,
2000-08-23,16.03,,
2000-08-24,15.92,,
2000-08-25,15.95,,
2000-08-28,16.06,,
2000-08-29,16.01,,
2000-08-30,15.78,,
2000-08-31,15.64,,
2000-09-01,16.03,,
2000-09-05,15.75,,
2000-09-06,16.06,,
2000-09-07,15.7,,
2000-09-08,15.41,,
2000-09-11,16.09,,
2000-09-12,15.98,,
2000-09-13,15.72,,
2000-09-14,15.72,,
2000-09-15,15.72,,
2000-09-18,15.1,,
2000-09-19,14.51,,
2000-09-20,13.75,,
2000-09-21,12.74,,
2000-09-22,12.29,,
2000-09-25,12.45,,
2000-09-26,13.3,,
2000-09-27,14.0,,
2000-09-28,14.03,,
2000-09-29,14.09,,
2000-10-02,14.43,,
2000-10-03,14.23,,
2000-10-04,13.33,,
2000-10-05,13.24,,
2000-10-06,13.1,,
2000-10-09,13.22,,
2000-10-10,14.37,,
2000-10-11,14.79,,
2000-10-12,14.96,,
2000-10-13,14.06,,
2000-10-16,13.64,,
2000-10-17,13.84,,
2000-10-18,13.69,,
2000-10-19,14.12,,
2000-10-20,14.51,,
2000-10-23,14.2,,
2000-10-24,13.92,,
2000-10-25,13.58,,
2000-10-26,13.61,,
2000-10-27,12.91,,
2000-10-30,12.74,,
2000-10-31,13.19,,
2000-11-01,13.95,,
2000-11-02,13.53,,
2000-11-03,13.33,,
2000-11-06,13.19,,
2000-11-07,13.5,,
2000-11-08,14.12,,
2000-11-09,13.81,,
2000-11-10,13.5,,
2000-11-13,13.58,,
2000-11-14,13.95,,
2000-11-15,14.99,,
2000-11-16,14.71,,
2000-11-17,14.48,,
2000-11-20,14.46,,
2000-11-21,15.78,,
2000-11-22,15.44,,
2000-11-24,15.78,,
2000-11-27,15.53,,
2000-11-28,15.5,,
2000-11-29,14.91,,
2000-11-30,14.37,,
2000-12-01,14.91,,
2000-12-04,14.85,,
2000-12-05,15.24,,
2000-12-06,14.62,,
2000-12-07,15.13,,
2000-12-08,16.12,,
2000-12-11,16.2,,
2000-12-12,16.17,,
2000-12-13,16.48,,
2000-12-14,15.5,,
2000-12-15,16.01,,
2000-12-18,17.44,,
2000-12-19,17.25,,
2000-12-20,16.65,,
2000-12-21,16.71,,
2000-12-22,16.88,,
2000-12-26,17.36,,
2000-12-27,17.64,,
2000-12-28,17.67,,
2000-12-29,17.44,,
2001-01-02,17.25,,
2001-01-03,16.51,,
2001-01-04,15.92,,
2001-01-05,16.01,,
2001-01-08,16.26,,
2001-01-09,16.48,,
2001-01-10,17.16,,
2001-01-11,16.85,,
2001-01-12,16.65,,
2001-01-16,15.95,,
2001-01-17,15.89,,
2001-01-18,15.24,,
2001-01-19,15.75,,
2001-01-22,15.5,,
2001-01-23,15.53,,
2001-01-24,15.33,,
2001-01-25,16.37,,
2001-01-26,16.68,,
2001-01-29,16.59,,
2001-01-30,16.41,,
