date,HUM,HUM_EPS,PE Ratio
1982-06-23,10.1,,
1982-06-24,10.16,,
1982-06-25,10.16,,
1982-06-28,10.26,,
1982-06-29,10.21,,
1982-06-30,10.42,,
1982-07-01,10.26,,
1982-07-02,10.16,,
1982-07-06,10.0,,
1982-07-07,9.9,,
1982-07-08,9.84,,
1982-07-09,9.95,,
1982-07-12,10.78,,
1982-07-13,10.89,,
1982-07-14,10.78,,
1982-07-15,10.73,,
1982-07-16,10.83,,
1982-07-19,11.25,,
1982-07-20,11.46,,
1982-07-21,11.46,,
1982-07-22,11.56,,
1982-07-23,11.51,,
1982-07-26,11.35,,
1982-07-27,11.15,,
1982-07-28,10.73,,
1982-07-29,11.25,,
1982-07-30,11.04,,
1982-08-02,11.25,,
1982-08-03,10.94,,
1982-08-04,10.73,,
1982-08-05,10.52,,
1982-08-06,10.42,,
1982-08-09,10.21,,
1982-08-10,10.31,,
1982-08-11,10.31,,
1982-08-12,10.63,,
1982-08-13,10.83,,
1982-08-16,10.89,,
1982-08-17,11.35,,
1982-08-18,11.46,,
1982-08-19,11.51,,
1982-08-20,11.88,,
1982-08-23,11.88,,
1982-08-24,12.08,,
1982-08-25,12.5,,
1982-08-26,12.76,,
1982-08-27,12.66,,
1982-08-30,12.76,,
1982-08-31,13.28,,
1982-09-01,13.02,,
1982-09-02,13.13,,
1982-09-03,13.44,,
1982-09-07,12.92,,
1982-09-08,12.81,,
1982-09-09,12.81,,
1982-09-10,12.6,,
1982-09-13,12.5,,
1982-09-14,12.66,,
1982-09-15,13.49,,
1982-09-16,13.44,,
1982-09-17,12.92,,
1982-09-20,12.92,,
1982-09-21,13.59,,
1982-09-22,13.44,,
1982-09-23,13.75,,
1982-09-24,13.7,,
1982-09-27,13.75,,
1982-09-28,13.59,,
1982-09-29,13.39,,
1982-09-30,13.33,,
1982-10-01,13.75,,
1982-10-04,13.7,,
1982-10-05,14.01,,
1982-10-06,14.79,,
1982-10-07,15.21,,
1982-10-08,15.89,,
1982-10-11,16.09,,
1982-10-12,15.99,,
1982-10-13,15.99,,
1982-10-14,16.04,,
1982-10-15,15.89,,
1982-10-18,16.51,,
1982-10-19,16.72,,
1982-10-20,16.35,,
1982-10-21,16.61,,
1982-10-22,16.67,,
1982-10-25,16.09,,
1982-10-26,15.99,,
1982-10-27,16.04,,
1982-10-28,16.04,,
1982-10-29,15.83,,
1982-11-01,15.89,,
1982-11-02,16.67,,
1982-11-03,17.81,,
1982-11-04,17.86,,
1982-11-05,17.08,,
1982-11-08,16.77,,
1982-11-09,17.03,,
1982-11-10,17.08,,
1982-11-11,17.71,,
1982-11-12,16.72,,
1982-11-15,16.77,,
1982-11-16,16.3,,
1982-11-17,16.41,,
1982-11-18,16.35,,
1982-11-19,16.41,,
1982-11-22,16.25,,
1982-11-23,16.35,,
1982-11-24,16.67,,
1982-11-26,17.08,,
1982-11-29,16.88,,
1982-11-30,17.76,,
1982-12-01,17.6,,
1982-12-02,17.81,,
1982-12-03,17.81,,
1982-12-06,18.18,,
1982-12-07,18.54,,
1982-12-08,18.8,,
1982-12-09,18.33,,
1982-12-10,18.28,,
1982-12-13,18.18,,
1982-12-14,17.29,,
1982-12-15,16.67,,
1982-12-16,16.98,,
1982-12-17,17.4,,
1982-12-20,17.5,,
1982-12-21,17.92,,
1982-12-22,18.23,,
1982-12-23,18.54,,
1982-12-27,18.59,,
1982-12-28,18.75,,
1982-12-29,18.75,,
1982-12-30,18.7,,
1982-12-31,18.75,,
1983-01-03,18.33,,
1983-01-04,17.81,,
1983-01-05,18.18,,
1983-01-06,19.27,,
1983-01-07,18.91,,
1983-01-10,18.8,,
1983-01-11,18.75,,
1983-01-12,19.11,,
1983-01-13,18.75,,
1983-01-14,18.54,,
1983-01-17,18.13,,
1983-01-18,17.6,,
1983-01-19,16.56,,
1983-01-20,16.46,,
1983-01-21,16.09,,
1983-01-24,15.26,,
1983-01-25,16.04,,
1983-01-26,16.25,,
1983-01-27,16.88,,
1983-01-28,16.88,,
1983-01-31,16.61,,
1983-02-01,16.46,,
1983-02-02,16.81,,
1983-02-03,16.39,,
1983-02-04,16.39,,
1983-02-07,16.88,,
1983-02-08,16.94,,
1983-02-09,17.08,,
1983-02-10,17.36,,
1983-02-11,17.71,,
1983-02-14,18.13,,
1983-02-15,18.26,,
1983-02-16,18.13,,
1983-02-17,17.99,,
1983-02-18,17.57,,
1983-02-22,17.43,,
1983-02-23,17.36,,
1983-02-24,17.71,,
1983-02-25,17.92,,
1983-02-28,17.78,,
1983-03-01,18.33,,
1983-03-02,17.99,,
1983-03-03,18.13,,
1983-03-04,18.4,,
1983-03-07,18.82,,
1983-03-08,19.1,,
1983-03-09,19.24,,
1983-03-10,19.31,,
1983-03-11,19.31,,
1983-03-14,19.38,,
1983-03-15,19.24,,
1983-03-16,19.17,,
1983-03-17,18.68,,
1983-03-18,18.96,,
1983-03-21,19.38,,
1983-03-22,18.89,,
1983-03-23,19.03,,
1983-03-24,19.44,,
1983-03-25,20.49,,
1983-03-28,20.76,,
1983-03-29,20.28,,
1983-03-30,20.83,,
1983-03-31,20.83,,
1983-04-04,20.83,,
1983-04-05,21.25,,
1983-04-06,21.11,,
1983-04-07,20.69,,
1983-04-08,20.49,,
1983-04-11,20.83,,
1983-04-12,20.97,,
1983-04-13,20.9,,
1983-04-14,20.9,,
1983-04-15,21.32,,
1983-04-18,21.67,,
1983-04-19,21.6,,
1983-04-20,21.67,,
1983-04-21,21.46,,
1983-04-22,21.6,,
1983-04-25,21.04,,
1983-04-26,21.6,,
1983-04-27,21.74,,
1983-04-28,22.01,,
1983-04-29,22.01,,
1983-05-02,22.08,,
1983-05-03,22.01,,
1983-05-04,21.53,,
1983-05-05,21.53,,
1983-05-06,21.39,,
1983-05-09,20.9,,
1983-05-10,21.25,,
1983-05-11,21.6,,
1983-05-12,21.11,,
1983-05-13,20.9,,
1983-05-16,20.28,,
1983-05-17,20.07,,
1983-05-18,19.65,,
1983-05-19,20.14,,
1983-05-20,20.14,,
1983-05-23,20.83,,
1983-05-24,21.39,,
1983-05-25,21.32,,
1983-05-26,20.69,,
1983-05-27,20.97,,
1983-05-31,20.97,,
1983-06-01,21.11,,
1983-06-02,20.69,,
1983-06-03,20.42,,
1983-06-06,20.28,,
1983-06-07,20.35,,
1983-06-08,20.35,,
1983-06-09,20.69,,
1983-06-10,20.35,,
1983-06-13,19.79,,
1983-06-14,20.69,,
1983-06-15,21.46,,
1983-06-16,21.88,,
1983-06-17,21.67,,
1983-06-20,21.25,,
1983-06-21,21.32,,
1983-06-22,21.74,,
1983-06-23,21.67,,
1983-06-24,21.6,,
1983-06-27,21.11,,
1983-06-28,20.83,,
1983-06-29,20.69,,
1983-06-30,20.56,,
1983-07-01,20.42,,
1983-07-05,20.14,,
1983-07-06,20.63,,
1983-07-07,20.21,,
1983-07-08,19.86,,
1983-07-11,19.93,,
1983-07-12,20.49,,
1983-07-13,20.14,,
1983-07-14,20.0,,
1983-07-15,19.93,,
1983-07-18,19.79,,
1983-07-19,19.58,,
1983-07-20,20.0,,
1983-07-21,19.51,,
1983-07-22,19.24,,
1983-07-25,19.24,,
1983-07-26,19.38,,
1983-07-27,18.61,,
1983-07-28,17.78,,
1983-07-29,17.08,,
1983-08-01,16.81,,
1983-08-02,17.08,,
1983-08-03,17.29,,
1983-08-04,17.5,,
1983-08-05,17.99,,
1983-08-08,17.5,,
1983-08-09,17.71,,
1983-08-10,18.19,,
1983-08-11,18.68,,
1983-08-12,18.06,,
1983-08-15,18.68,,
1983-08-16,17.64,,
1983-08-17,17.78,,
1983-08-18,17.85,,
1983-08-19,17.92,,
1983-08-22,17.43,,
1983-08-23,17.15,,
1983-08-24,16.74,,
1983-08-25,16.67,,
1983-08-26,17.01,,
1983-08-29,17.36,,
1983-08-30,18.4,,
1983-08-31,18.47,,
1983-09-01,19.1,,
1983-09-02,19.31,,
1983-09-06,19.24,,
1983-09-07,19.17,,
1983-09-08,18.89,,
1983-09-09,19.03,,
1983-09-12,18.47,,
1983-09-13,17.78,,
1983-09-14,17.71,,
1983-09-15,17.57,,
1983-09-16,18.13,,
1983-09-19,18.75,,
1983-09-20,19.31,,
1983-09-21,19.1,,
1983-09-22,18.96,,
1983-09-23,18.61,,
1983-09-26,17.99,,
1983-09-27,17.57,,
1983-09-28,17.5,,
1983-09-29,17.78,,
1983-09-30,17.64,,
1983-10-03,17.85,,
1983-10-04,18.06,,
1983-10-05,18.19,,
1983-10-06,18.89,,
1983-10-07,19.58,,
1983-10-10,19.1,,
1983-10-11,19.17,,
1983-10-12,19.03,,
1983-10-13,18.54,,
1983-10-14,18.47,,
1983-10-17,17.92,,
1983-10-18,17.43,,
1983-10-19,16.81,,
1983-10-20,16.6,,
1983-10-21,15.69,,
1983-10-24,15.9,,
1983-10-25,15.76,,
1983-10-26,15.07,,
1983-10-27,14.31,,
1983-10-28,14.72,,
1983-10-31,14.51,,
1983-11-01,14.44,,
1983-11-02,14.72,,
1983-11-03,15.21,,
1983-11-04,15.07,,
1983-11-07,15.0,,
1983-11-08,15.14,,
1983-11-09,15.21,,
1983-11-10,15.49,,
1983-11-11,15.76,,
1983-11-14,15.97,,
1983-11-15,15.9,,
1983-11-16,15.69,,
1983-11-17,15.21,,
1983-11-18,15.14,,
1983-11-21,14.72,,
1983-11-22,14.79,,
1983-11-23,14.72,,
1983-11-25,14.86,,
1983-11-28,14.93,,
1983-11-29,14.44,,
1983-11-30,14.03,,
1983-12-01,13.96,,
1983-12-02,13.19,,
1983-12-05,13.4,,
1983-12-06,13.89,,
1983-12-07,14.17,,
1983-12-08,14.1,,
1983-12-09,13.96,,
1983-12-12,14.1,,
1983-12-13,14.44,,
1983-12-14,14.31,,
1983-12-15,13.47,,
1983-12-16,13.89,,
1983-12-19,14.1,,
1983-12-20,14.38,,
1983-12-21,14.38,,
1983-12-22,14.24,,
1983-12-23,14.58,,
1983-12-27,14.44,,
1983-12-28,14.38,,
1983-12-29,14.51,,
1983-12-30,14.58,,
1984-01-03,15.14,,
1984-01-04,15.83,,
1984-01-05,16.11,,
1984-01-06,15.97,,
1984-01-09,15.9,,
1984-01-10,15.21,,
1984-01-11,15.42,,
1984-01-12,15.56,,
1984-01-13,15.63,,
1984-01-16,15.28,,
1984-01-17,15.76,,
1984-01-18,15.49,,
1984-01-19,15.83,,
1984-01-20,15.49,,
1984-01-23,15.35,,
1984-01-24,15.49,,
1984-01-25,15.56,,
1984-01-26,15.56,,
1984-01-27,15.83,,
1984-01-30,15.56,,
1984-01-31,15.83,,
1984-02-01,16.17,,
1984-02-02,16.33,,
1984-02-03,16.17,,
1984-02-06,15.5,,
1984-02-07,15.58,,
1984-02-08,15.58,,
1984-02-09,15.83,,
1984-02-10,16.25,,
1984-02-13,16.0,,
1984-02-14,16.25,,
1984-02-15,16.0,,
1984-02-16,16.08,,
1984-02-17,15.92,,
1984-02-21,15.67,,
1984-02-22,15.58,,
1984-02-23,15.5,,
1984-02-24,16.17,,
1984-02-27,16.42,,
1984-02-28,15.83,,
1984-02-29,15.75,,
1984-03-01,15.58,,
1984-03-02,15.83,,
1984-03-05,15.83,,
1984-03-06,15.42,,
1984-03-07,14.83,,
1984-03-08,14.92,,
1984-03-09,14.58,,
1984-03-12,15.08,,
1984-03-13,15.92,,
1984-03-14,15.92,,
1984-03-15,16.08,,
1984-03-16,16.33,,
1984-03-19,16.0,,
1984-03-20,16.17,,
1984-03-21,16.0,,
1984-03-22,15.5,,
1984-03-23,15.75,,
1984-03-26,16.08,,
1984-03-27,16.17,,
1984-03-28,16.5,,
1984-03-29,16.58,,
1984-03-30,16.58,,
1984-04-02,16.75,,
1984-04-03,16.25,,
1984-04-04,16.17,,
1984-04-05,15.67,,
1984-04-06,16.0,,
1984-04-09,16.08,,
1984-04-10,15.92,,
1984-04-11,15.83,,
1984-04-12,16.0,,
1984-04-13,16.33,,
1984-04-16,16.08,,
1984-04-17,16.33,,
1984-04-18,16.42,,
1984-04-19,16.58,,
1984-04-23,16.42,,
1984-04-24,17.5,,
1984-04-25,17.67,,
1984-04-26,18.08,,
1984-04-27,18.17,,
1984-04-30,18.33,,
1984-05-01,18.33,,
1984-05-02,18.08,,
1984-05-03,18.33,,
1984-05-04,18.08,,
1984-05-07,17.75,,
1984-05-08,18.5,,
1984-05-09,17.92,,
1984-05-10,17.92,,
1984-05-11,17.92,,
1984-05-14,17.58,,
1984-05-15,17.75,,
1984-05-16,17.5,,
1984-05-17,17.17,,
1984-05-18,17.25,,
1984-05-21,17.83,,
1984-05-22,17.33,,
1984-05-23,17.25,,
1984-05-24,17.0,,
1984-05-25,17.17,,
1984-05-29,16.92,,
1984-05-30,17.0,,
1984-05-31,17.25,,
1984-06-01,17.75,,
1984-06-04,18.25,,
1984-06-05,17.58,,
1984-06-06,17.83,,
1984-06-07,17.83,,
1984-06-08,17.58,,
1984-06-11,17.42,,
1984-06-12,17.5,,
1984-06-13,18.17,,
1984-06-14,17.83,,
1984-06-15,17.83,,
1984-06-18,18.58,,
1984-06-19,19.0,,
1984-06-20,19.08,,
1984-06-21,18.5,,
1984-06-22,18.08,,
1984-06-25,18.0,,
1984-06-26,18.0,,
1984-06-27,17.67,,
1984-06-28,17.75,,
1984-06-29,17.75,,
1984-07-02,17.67,,
1984-07-03,17.75,,
1984-07-05,17.75,,
1984-07-06,17.33,,
1984-07-09,17.25,,
1984-07-10,17.42,,
1984-07-11,17.58,,
1984-07-12,17.58,,
1984-07-13,17.58,,
1984-07-16,17.33,,
1984-07-17,17.92,,
1984-07-18,17.83,,
1984-07-19,17.83,,
1984-07-20,17.25,,
1984-07-23,17.42,,
1984-07-24,17.25,,
1984-07-25,17.67,,
1984-07-26,18.08,,
1984-07-27,18.25,,
1984-07-30,18.42,,
1984-07-31,18.42,,
1984-08-01,18.58,,
1984-08-02,19.25,,
1984-08-03,19.92,,
1984-08-06,20.75,,
1984-08-07,20.42,,
1984-08-08,20.0,,
1984-08-09,20.67,,
1984-08-10,21.25,,
1984-08-13,21.5,,
1984-08-14,21.25,,
1984-08-15,21.17,,
1984-08-16,21.33,,
1984-08-17,20.58,,
1984-08-20,21.17,,
1984-08-21,21.0,,
1984-08-22,20.92,,
1984-08-23,21.08,,
1984-08-24,21.0,,
1984-08-27,20.75,,
1984-08-28,21.0,,
1984-08-29,21.17,,
1984-08-30,20.92,,
1984-08-31,20.75,,
1984-09-04,19.42,,
1984-09-05,19.92,,
1984-09-06,19.67,,
1984-09-07,19.75,,
1984-09-10,19.42,,
1984-09-11,19.0,,
1984-09-12,18.33,,
1984-09-13,19.17,,
1984-09-14,19.33,,
1984-09-17,19.92,,
1984-09-18,18.67,,
1984-09-19,18.92,,
1984-09-20,18.33,,
1984-09-21,17.58,,
1984-09-24,17.5,,
1984-09-25,18.0,,
1984-09-26,18.0,,
1984-09-27,17.67,,
1984-09-28,17.58,,
1984-10-01,17.33,,
1984-10-02,17.33,,
1984-10-03,17.0,,
1984-10-04,16.83,,
1984-10-05,16.42,,
1984-10-08,16.25,,
1984-10-09,16.08,,
1984-10-10,16.25,,
1984-10-11,16.75,,
1984-10-12,17.17,,
1984-10-15,17.17,,
1984-10-16,17.08,,
1984-10-17,16.92,,
1984-10-18,17.42,,
1984-10-19,17.92,,
1984-10-22,17.58,,
1984-10-23,17.67,,
1984-10-24,17.25,,
1984-10-25,17.25,,
1984-10-26,17.0,,
1984-10-29,16.67,,
1984-10-30,16.83,,
1984-10-31,16.67,,
1984-11-01,16.33,,
1984-11-02,16.67,,
1984-11-05,17.08,,
1984-11-06,17.17,,
1984-11-07,17.25,,
1984-11-08,17.0,,
1984-11-09,16.83,,
1984-11-12,17.0,,
1984-11-13,16.83,,
1984-11-14,16.67,,
1984-11-15,16.5,,
1984-11-16,16.5,,
1984-11-19,16.08,,
1984-11-20,16.08,,
1984-11-21,16.17,,
1984-11-23,16.33,,
1984-11-26,16.08,,
1984-11-27,16.0,,
1984-11-28,15.92,,
1984-11-29,15.83,,
1984-11-30,15.67,,
1984-12-03,15.92,,
1984-12-04,16.0,,
1984-12-05,16.0,,
1984-12-06,16.25,,
1984-12-07,16.0,,
1984-12-10,16.0,,
1984-12-11,16.25,,
1984-12-12,16.25,,
1984-12-13,16.58,,
1984-12-14,16.67,,
1984-12-17,16.75,,
1984-12-18,16.5,,
1984-12-19,16.83,,
1984-12-20,16.67,,
1984-12-21,16.75,,
1984-12-24,16.75,,
1984-12-26,16.67,,
1984-12-27,16.0,,
1984-12-28,15.42,,
1984-12-31,15.67,,
1985-01-02,15.25,,
1985-01-03,15.33,,
1985-01-04,15.17,,
1985-01-07,14.92,,
1985-01-08,14.75,,
1985-01-09,15.17,,
1985-01-10,16.17,,
1985-01-11,16.5,,
1985-01-14,16.75,,
1985-01-15,16.75,,
1985-01-16,17.08,,
1985-01-17,16.83,,
1985-01-18,17.08,,
1985-01-21,18.0,,
1985-01-22,18.42,,
1985-01-23,18.58,,
1985-01-24,18.08,,
1985-01-25,18.25,,
1985-01-28,18.25,,
1985-01-29,18.25,,
1985-01-30,18.58,,
1985-01-31,18.5,,
1985-02-01,18.58,,
1985-02-04,19.17,,
1985-02-05,19.25,,
1985-02-06,19.5,,
1985-02-07,20.17,,
1985-02-08,19.83,,
1985-02-11,19.5,,
1985-02-12,19.25,,
1985-02-13,19.83,,
1985-02-14,20.08,,
1985-02-15,20.25,,
1985-02-19,20.42,,
1985-02-20,20.33,,
1985-02-21,20.0,,
1985-02-22,19.33,,
1985-02-25,19.42,,
1985-02-26,20.0,,
1985-02-27,19.5,,
1985-02-28,19.42,,
1985-03-01,20.0,,
1985-03-04,19.75,,
1985-03-05,19.92,,
1985-03-06,19.33,,
1985-03-07,19.5,,
1985-03-08,19.42,,
1985-03-11,19.08,,
1985-03-12,19.17,,
1985-03-13,19.33,,
1985-03-14,19.25,,
1985-03-15,19.25,,
1985-03-18,18.58,,
1985-03-19,18.25,,
1985-03-20,18.25,,
1985-03-21,18.67,,
1985-03-22,18.83,,
1985-03-25,18.83,,
1985-03-26,18.83,,
1985-03-27,19.0,,
1985-03-28,19.33,,
1985-03-29,19.67,,
1985-04-01,19.58,,
1985-04-02,19.5,,
1985-04-03,19.0,,
1985-04-04,18.83,,
1985-04-08,18.17,,
1985-04-09,18.08,,
1985-04-10,18.42,,
1985-04-11,18.75,,
1985-04-12,18.83,,
1985-04-15,18.75,,
1985-04-16,18.75,,
1985-04-17,18.83,,
1985-04-18,19.08,,
1985-04-19,19.08,,
1985-04-22,19.17,,
1985-04-23,19.5,,
1985-04-24,19.17,,
1985-04-25,19.25,,
1985-04-26,19.17,,
1985-04-29,18.75,,
1985-04-30,18.5,,
1985-05-01,18.33,,
1985-05-02,18.0,,
1985-05-03,18.17,,
1985-05-06,17.92,,
1985-05-07,18.5,,
1985-05-08,19.0,,
1985-05-09,19.17,,
1985-05-10,19.83,,
1985-05-13,19.75,,
1985-05-14,19.83,,
1985-05-15,20.0,,
1985-05-16,20.0,,
1985-05-17,20.0,,
1985-05-20,20.33,,
1985-05-21,20.33,,
1985-05-22,20.5,,
1985-05-23,20.67,,
1985-05-24,20.58,,
1985-05-28,20.92,,
1985-05-29,21.17,,
1985-05-30,21.25,,
1985-05-31,22.0,,
1985-06-03,22.33,,
1985-06-04,22.42,,
1985-06-05,22.75,,
1985-06-06,22.83,,
1985-06-07,22.83,,
1985-06-10,22.25,,
1985-06-11,22.33,,
1985-06-12,22.42,,
1985-06-13,21.83,,
1985-06-14,22.08,,
1985-06-17,21.5,,
1985-06-18,21.17,,
1985-06-19,21.83,,
1985-06-20,21.83,,
1985-06-21,22.5,,
1985-06-24,22.5,,
1985-06-25,21.75,,
1985-06-26,22.42,,
1985-06-27,22.58,,
1985-06-28,22.5,,
1985-07-01,22.42,,
1985-07-02,22.5,,
1985-07-03,22.33,,
1985-07-05,22.58,,
1985-07-08,22.58,,
1985-07-09,22.33,,
1985-07-10,22.0,,
1985-07-11,22.17,,
1985-07-12,22.75,,
1985-07-15,22.83,,
1985-07-16,23.17,,
1985-07-17,23.17,,
1985-07-18,23.08,,
1985-07-19,23.83,,
1985-07-22,23.58,,
1985-07-23,23.58,,
1985-07-24,23.17,,
1985-07-25,22.67,,
1985-07-26,22.5,,
1985-07-29,21.67,,
1985-07-30,22.0,,
1985-07-31,22.08,,
1985-08-01,22.0,,
1985-08-02,21.83,,
1985-08-05,21.33,,
1985-08-06,21.0,,
1985-08-07,20.75,,
1985-08-08,21.25,,
1985-08-09,21.42,,
1985-08-12,21.33,,
1985-08-13,21.5,,
1985-08-14,21.75,,
1985-08-15,20.92,,
1985-08-16,20.67,,
1985-08-19,20.75,,
1985-08-20,20.92,,
1985-08-21,21.0,,
1985-08-22,20.25,,
1985-08-23,20.0,,
1985-08-26,20.25,,
1985-08-27,20.42,,
1985-08-28,20.92,,
1985-08-29,20.75,,
1985-08-30,20.67,,
1985-09-03,20.33,,
1985-09-04,20.17,,
1985-09-05,19.75,,
1985-09-06,20.33,,
1985-09-09,20.58,,
1985-09-10,20.17,,
1985-09-11,19.83,,
1985-09-12,19.67,,
1985-09-13,19.08,,
1985-09-16,18.92,,
1985-09-17,18.0,,
1985-09-18,18.83,,
1985-09-19,19.33,,
1985-09-20,19.58,,
1985-09-23,20.0,,
1985-09-24,19.58,,
1985-09-25,19.33,,
1985-09-26,18.67,,
1985-09-30,18.75,,
1985-10-01,19.17,,
1985-10-02,17.17,,
1985-10-03,17.5,,
1985-10-04,17.83,,
1985-10-07,18.08,,
1985-10-08,17.75,,
1985-10-09,17.5,,
1985-10-10,18.25,,
1985-10-11,18.5,,
1985-10-14,19.08,,
1985-10-15,19.0,,
1985-10-16,18.67,,
1985-10-17,18.92,,
1985-10-18,18.92,,
1985-10-21,18.58,,
1985-10-22,18.83,,
1985-10-23,18.83,,
1985-10-24,18.92,,
1985-10-25,18.67,,
1985-10-28,18.33,,
1985-10-29,18.08,,
1985-10-30,17.5,,
1985-10-31,17.58,,
1985-11-01,17.75,,
1985-11-04,17.83,,
1985-11-05,17.67,,
1985-11-06,18.0,,
1985-11-07,18.25,,
1985-11-08,18.42,,
1985-11-11,18.75,,
1985-11-12,19.08,,
1985-11-13,19.08,,
1985-11-14,18.75,,
1985-11-15,18.67,,
1985-11-18,18.67,,
1985-11-19,18.67,,
1985-11-20,18.58,,
1985-11-21,18.67,,
1985-11-22,18.67,,
1985-11-25,18.58,,
1985-11-26,18.0,,
1985-11-27,18.08,,
1985-11-29,18.25,,
1985-12-02,18.08,,
1985-12-03,17.83,,
1985-12-04,18.33,,
1985-12-05,18.83,,
1985-12-06,18.83,,
1985-12-09,19.25,,
1985-12-10,19.67,,
1985-12-11,20.25,,
1985-12-12,20.83,,
1985-12-13,21.0,,
1985-12-16,21.17,,
1985-12-17,21.92,,
1985-12-18,21.58,,
1985-12-19,21.83,,
1985-12-20,21.5,,
1985-12-23,21.17,,
1985-12-24,21.08,,
1985-12-26,20.83,,
1985-12-27,20.75,,
1985-12-30,20.75,,
1985-12-31,20.83,,
1986-01-02,20.67,,
1986-01-03,20.83,,
1986-01-06,21.08,,
1986-01-07,21.33,,
1986-01-08,20.0,,
1986-01-09,20.17,,
1986-01-10,20.67,,
1986-01-13,20.58,,
1986-01-14,20.58,,
1986-01-15,20.83,,
1986-01-16,21.17,,
1986-01-17,20.83,,
1986-01-20,20.67,,
1986-01-21,20.67,,
1986-01-22,20.33,,
1986-01-23,20.33,,
1986-01-24,20.42,,
1986-01-27,20.17,,
1986-01-28,20.17,,
1986-01-29,20.33,,
1986-01-30,20.33,,
1986-01-31,20.5,,
1986-02-03,20.75,,
1986-02-04,20.58,,
1986-02-05,20.83,,
1986-02-06,20.67,,
1986-02-07,21.17,,
1986-02-10,21.92,,
1986-02-11,21.92,,
1986-02-12,22.0,,
1986-02-13,22.17,,
1986-02-14,22.17,,
1986-02-18,22.5,,
1986-02-19,21.58,,
1986-02-20,22.0,,
1986-02-21,22.58,,
1986-02-24,22.17,,
1986-02-25,22.17,,
1986-02-26,21.17,,
1986-02-27,20.58,,
1986-02-28,20.67,,
1986-03-03,20.75,,
1986-03-04,21.0,,
1986-03-05,20.92,,
1986-03-06,20.75,,
1986-03-07,20.25,,
1986-03-10,19.83,,
1986-03-11,20.5,,
1986-03-12,19.92,,
1986-03-13,19.67,,
1986-03-14,19.67,,
1986-03-17,19.75,,
1986-03-18,19.25,,
1986-03-19,19.42,,
1986-03-20,19.92,,
1986-03-21,19.75,,
1986-03-24,20.0,,
1986-03-25,20.0,,
1986-03-26,19.92,,
1986-03-27,20.0,,
1986-03-31,20.33,,
