date,MRK,MRK_EPS,PE Ratio
1970-09-21,1.18,,
1970-09-22,1.19,,
1970-09-23,1.22,,
1970-09-24,1.21,,
1970-09-25,1.21,,
1970-09-28,1.22,,
1970-09-29,1.21,,
1970-09-30,1.23,,
1970-10-01,1.22,,
1970-10-02,1.23,,
1970-10-05,1.24,,
1970-10-06,1.26,,
1970-10-07,1.26,,
1970-10-08,1.25,,
1970-10-09,1.25,,
1970-10-12,1.22,,
1970-10-13,1.22,,
1970-10-14,1.21,,
1970-10-15,1.21,,
1970-10-16,1.19,,
1970-10-19,1.2,,
1970-10-20,1.2,,
1970-10-21,1.23,,
1970-10-22,1.2,,
1970-10-23,1.22,,
1970-10-26,1.21,,
1970-10-27,1.2,,
1970-10-28,1.2,,
1970-10-29,1.21,,
1970-10-30,1.22,,
1970-11-02,1.22,,
1970-11-03,1.24,,
1970-11-04,1.24,,
1970-11-05,1.25,,
1970-11-06,1.25,,
1970-11-09,1.26,,
1970-11-10,1.25,,
1970-11-11,1.24,,
1970-11-12,1.24,,
1970-11-13,1.23,,
1970-11-16,1.23,,
1970-11-17,1.23,,
1970-11-18,1.23,,
1970-11-19,1.23,,
1970-11-20,1.22,,
1970-11-23,1.22,,
1970-11-24,1.23,,
1970-11-25,1.22,,
1970-11-27,1.22,,
1970-11-30,1.23,,
1970-12-01,1.22,,
1970-12-02,1.23,,
1970-12-03,1.26,,
1970-12-04,1.28,,
1970-12-07,1.27,,
1970-12-08,1.31,,
1970-12-09,1.31,,
1970-12-10,1.3,,
1970-12-11,1.31,,
1970-12-14,1.29,,
1970-12-15,1.29,,
1970-12-16,1.29,,
1970-12-17,1.3,,
1970-12-18,1.29,,
1970-12-21,1.29,,
1970-12-22,1.29,,
1970-12-23,1.29,,
1970-12-24,1.29,,
1970-12-28,1.3,,
1970-12-29,1.32,,
1970-12-30,1.35,,
1970-12-31,1.38,,
1971-01-04,1.32,,
1971-01-05,1.32,,
1971-01-06,1.32,,
1971-01-07,1.32,,
1971-01-08,1.32,,
1971-01-11,1.32,,
1971-01-12,1.33,,
1971-01-13,1.33,,
1971-01-14,1.34,,
1971-01-15,1.35,,
1971-01-18,1.34,,
1971-01-19,1.34,,
1971-01-20,1.35,,
1971-01-21,1.36,,
1971-01-22,1.37,,
1971-01-25,1.36,,
1971-01-26,1.36,,
1971-01-27,1.34,,
1971-01-28,1.33,,
1971-01-29,1.32,,
1971-02-01,1.32,,
1971-02-02,1.34,,
1971-02-03,1.33,,
1971-02-04,1.35,,
1971-02-05,1.36,,
1971-02-08,1.35,,
1971-02-09,1.36,,
1971-02-10,1.39,,
1971-02-11,1.39,,
1971-02-12,1.38,,
1971-02-16,1.36,,
1971-02-17,1.36,,
1971-02-18,1.37,,
1971-02-19,1.35,,
1971-02-22,1.32,,
1971-02-23,1.34,,
1971-02-24,1.32,,
1971-02-25,1.34,,
1971-02-26,1.34,,
1971-03-01,1.34,,
1971-03-02,1.33,,
1971-03-03,1.32,,
1971-03-04,1.33,,
1971-03-05,1.33,,
1971-03-08,1.32,,
1971-03-09,1.32,,
1971-03-10,1.32,,
1971-03-11,1.32,,
1971-03-12,1.33,,
1971-03-15,1.35,,
1971-03-16,1.38,,
1971-03-17,1.38,,
1971-03-18,1.39,,
1971-03-19,1.38,,
1971-03-22,1.39,,
1971-03-23,1.39,,
1971-03-24,1.38,,
1971-03-25,1.37,,
1971-03-26,1.36,,
1971-03-29,1.37,,
1971-03-30,1.4,,
1971-03-31,1.39,,
1971-04-01,1.4,,
1971-04-02,1.41,,
1971-04-05,1.4,,
1971-04-06,1.41,,
1971-04-07,1.39,,
1971-04-08,1.38,,
1971-04-12,1.39,,
1971-04-13,1.4,,
1971-04-14,1.42,,
1971-04-15,1.4,,
1971-04-16,1.41,,
1971-04-19,1.42,,
1971-04-20,1.4,,
1971-04-21,1.4,,
1971-04-22,1.4,,
1971-04-23,1.39,,
1971-04-26,1.38,,
1971-04-27,1.41,,
1971-04-28,1.41,,
1971-04-29,1.43,,
1971-04-30,1.44,,
1971-05-03,1.47,,
1971-05-04,1.5,,
1971-05-05,1.5,,
1971-05-06,1.53,,
1971-05-07,1.52,,
1971-05-10,1.52,,
1971-05-11,1.53,,
1971-05-12,1.53,,
1971-05-13,1.52,,
1971-05-14,1.51,,
1971-05-17,1.48,,
1971-05-18,1.47,,
1971-05-19,1.49,,
1971-05-20,1.49,,
1971-05-21,1.48,,
1971-05-24,1.46,,
1971-05-25,1.44,,
1971-05-26,1.44,,
1971-05-27,1.44,,
1971-05-28,1.44,,
1971-06-01,1.44,,
1971-06-02,1.45,,
1971-06-03,1.47,,
1971-06-04,1.46,,
1971-06-07,1.47,,
1971-06-08,1.45,,
1971-06-09,1.45,,
1971-06-10,1.44,,
1971-06-11,1.43,,
1971-06-14,1.43,,
1971-06-15,1.43,,
1971-06-16,1.43,,
1971-06-17,1.42,,
1971-06-18,1.4,,
1971-06-21,1.4,,
1971-06-22,1.4,,
1971-06-23,1.42,,
1971-06-24,1.4,,
1971-06-25,1.41,,
1971-06-28,1.39,,
1971-06-29,1.4,,
1971-06-30,1.41,,
1971-07-01,1.41,,
1971-07-02,1.39,,
1971-07-06,1.38,,
1971-07-07,1.41,,
1971-07-08,1.41,,
1971-07-09,1.41,,
1971-07-12,1.41,,
1971-07-13,1.42,,
1971-07-14,1.42,,
1971-07-15,1.42,,
1971-07-16,1.43,,
1971-07-19,1.43,,
1971-07-20,1.44,,
1971-07-21,1.46,,
1971-07-22,1.45,,
1971-07-23,1.46,,
1971-07-26,1.46,,
1971-07-27,1.45,,
1971-07-28,1.45,,
1971-07-29,1.44,,
1971-07-30,1.43,,
1971-08-02,1.44,,
1971-08-03,1.41,,
1971-08-04,1.41,,
1971-08-05,1.42,,
1971-08-06,1.4,,
1971-08-09,1.4,,
1971-08-10,1.41,,
1971-08-11,1.4,,
1971-08-12,1.4,,
1971-08-13,1.39,,
1971-08-16,1.42,,
1971-08-17,1.43,,
1971-08-18,1.44,,
1971-08-19,1.44,,
1971-08-20,1.46,,
1971-08-23,1.5,,
1971-08-24,1.5,,
1971-08-25,1.52,,
1971-08-26,1.52,,
1971-08-27,1.53,,
1971-08-30,1.51,,
1971-08-31,1.49,,
1971-09-01,1.51,,
1971-09-02,1.53,,
1971-09-03,1.58,,
1971-09-07,1.56,,
1971-09-08,1.55,,
1971-09-09,1.54,,
1971-09-10,1.53,,
1971-09-13,1.52,,
1971-09-14,1.51,,
1971-09-15,1.52,,
1971-09-16,1.54,,
1971-09-17,1.56,,
1971-09-20,1.56,,
1971-09-21,1.56,,
1971-09-22,1.55,,
1971-09-23,1.55,,
1971-09-24,1.55,,
1971-09-27,1.53,,
1971-09-28,1.55,,
1971-09-29,1.54,,
1971-09-30,1.56,,
1971-10-01,1.56,,
1971-10-04,1.56,,
1971-10-05,1.56,,
1971-10-06,1.59,,
1971-10-07,1.59,,
1971-10-08,1.6,,
1971-10-11,1.6,,
1971-10-12,1.6,,
1971-10-13,1.62,,
1971-10-14,1.62,,
1971-10-15,1.6,,
1971-10-18,1.56,,
1971-10-19,1.58,,
1971-10-20,1.54,,
1971-10-21,1.55,,
1971-10-22,1.54,,
1971-10-25,1.54,,
1971-10-26,1.53,,
1971-10-27,1.53,,
1971-10-28,1.56,,
1971-10-29,1.6,,
1971-11-01,1.57,,
1971-11-02,1.57,,
1971-11-03,1.59,,
1971-11-04,1.59,,
1971-11-05,1.6,,
1971-11-08,1.6,,
1971-11-09,1.62,,
1971-11-10,1.64,,
1971-11-11,1.58,,
1971-11-12,1.55,,
1971-11-15,1.56,,
1971-11-16,1.55,,
1971-11-17,1.59,,
1971-11-18,1.6,,
1971-11-19,1.6,,
1971-11-22,1.56,,
1971-11-23,1.55,,
1971-11-24,1.54,,
1971-11-26,1.58,,
1971-11-29,1.61,,
1971-11-30,1.64,,
1971-12-01,1.64,,
1971-12-02,1.66,,
1971-12-03,1.68,,
1971-12-06,1.69,,
1971-12-07,1.69,,
1971-12-08,1.7,,
1971-12-09,1.68,,
1971-12-10,1.69,,
1971-12-13,1.69,,
1971-12-14,1.69,,
1971-12-15,1.71,,
1971-12-16,1.71,,
1971-12-17,1.76,,
1971-12-20,1.82,,
1971-12-21,1.81,,
1971-12-22,1.77,,
1971-12-23,1.74,,
1971-12-27,1.73,,
1971-12-28,1.72,,
1971-12-29,1.7,,
1971-12-30,1.71,,
1971-12-31,1.72,,
1972-01-03,1.74,,
1972-01-04,1.78,,
1972-01-05,1.8,,
1972-01-06,1.79,,
1972-01-07,1.8,,
1972-01-10,1.79,,
1972-01-11,1.8,,
1972-01-12,1.79,,
1972-01-13,1.77,,
1972-01-14,1.78,,
1972-01-17,1.78,,
1972-01-18,1.79,,
1972-01-19,1.78,,
1972-01-20,1.74,,
1972-01-21,1.74,,
1972-01-24,1.74,,
1972-01-25,1.77,,
1972-01-26,1.77,,
1972-01-27,1.8,,
1972-01-28,1.81,,
1972-01-31,1.81,,
1972-02-01,1.81,,
1972-02-02,1.86,,
1972-02-03,1.9,,
1972-02-04,1.91,,
1972-02-07,1.86,,
1972-02-08,1.87,,
1972-02-09,1.9,,
1972-02-10,1.88,,
1972-02-11,1.88,,
1972-02-14,1.86,,
1972-02-15,1.88,,
1972-02-16,1.87,,
1972-02-17,1.89,,
1972-02-18,1.88,,
1972-02-22,1.85,,
1972-02-23,1.85,,
1972-02-24,1.88,,
1972-02-25,1.87,,
1972-02-28,1.83,,
1972-02-29,1.85,,
1972-03-01,1.86,,
1972-03-02,1.87,,
1972-03-03,1.89,,
1972-03-06,1.91,,
1972-03-07,1.92,,
1972-03-08,1.91,,
1972-03-09,1.9,,
1972-03-10,1.9,,
1972-03-13,1.89,,
1972-03-14,1.91,,
1972-03-15,1.91,,
1972-03-16,1.9,,
1972-03-17,1.91,,
1972-03-20,1.93,,
1972-03-21,1.93,,
1972-03-22,1.95,,
1972-03-23,1.94,,
1972-03-24,1.93,,
1972-03-27,1.95,,
1972-03-28,1.95,,
1972-03-29,1.93,,
1972-03-30,1.93,,
1972-04-03,1.94,,
1972-04-04,1.95,,
1972-04-05,1.99,,
1972-04-06,2.01,,
1972-04-07,2.01,,
1972-04-10,2.01,,
1972-04-11,2.02,,
1972-04-12,2.03,,
1972-04-13,2.05,,
1972-04-14,2.04,,
1972-04-17,2.05,,
1972-04-18,2.07,,
1972-04-19,2.04,,
1972-04-20,2.03,,
1972-04-21,2.05,,
1972-04-24,2.04,,
1972-04-25,2.02,,
1972-04-26,2.01,,
1972-04-27,2.01,,
1972-04-28,2.02,,
1972-05-01,1.96,,
1972-05-02,1.97,,
1972-05-03,1.94,,
1972-05-04,1.93,,
1972-05-05,1.96,,
1972-05-08,1.94,,
1972-05-09,1.92,,
1972-05-10,1.93,,
1972-05-11,1.93,,
1972-05-12,1.92,,
1972-05-15,1.93,,
1972-05-16,1.92,,
1972-05-17,1.94,,
1972-05-18,1.96,,
1972-05-19,2.02,,
1972-05-22,2.03,,
1972-05-23,2.03,,
1972-05-24,2.05,,
1972-05-25,2.05,,
1972-05-26,2.03,,
1972-05-30,2.05,,
1972-05-31,2.03,,
1972-06-01,2.03,,
1972-06-02,2.0,,
1972-06-05,1.99,,
1972-06-06,1.97,,
1972-06-07,1.97,,
1972-06-08,1.98,,
1972-06-09,1.98,,
1972-06-12,1.95,,
1972-06-13,1.94,,
1972-06-14,1.95,,
1972-06-15,1.97,,
1972-06-16,1.96,,
1972-06-19,1.95,,
1972-06-20,2.0,,
1972-06-21,2.04,,
1972-06-22,2.03,,
1972-06-23,2.03,,
1972-06-26,2.06,,
1972-06-27,2.07,,
1972-06-28,2.13,,
1972-06-29,2.17,,
1972-06-30,2.16,,
1972-07-03,2.15,,
1972-07-05,2.24,,
1972-07-06,2.27,,
1972-07-07,2.31,,
1972-07-10,2.27,,
1972-07-11,2.24,,
1972-07-12,2.22,,
1972-07-13,2.15,,
1972-07-14,2.19,,
1972-07-17,2.16,,
1972-07-18,2.17,,
1972-07-19,2.15,,
1972-07-20,2.14,,
1972-07-21,2.15,,
1972-07-24,2.16,,
1972-07-25,2.19,,
1972-07-26,2.28,,
1972-07-27,2.3,,
1972-07-28,2.33,,
1972-07-31,2.35,,
1972-08-01,2.34,,
1972-08-02,2.34,,
1972-08-03,2.38,,
1972-08-04,2.42,,
1972-08-07,2.4,,
1972-08-08,2.35,,
1972-08-09,2.35,,
1972-08-10,2.34,,
1972-08-11,2.33,,
1972-08-14,2.35,,
1972-08-15,2.36,,
1972-08-16,2.34,,
1972-08-17,2.32,,
1972-08-18,2.32,,
1972-08-21,2.27,,
1972-08-22,2.26,,
1972-08-23,2.28,,
1972-08-24,2.28,,
1972-08-25,2.23,,
1972-08-28,2.16,,
1972-08-29,2.18,,
1972-08-30,2.22,,
1972-08-31,2.27,,
1972-09-01,2.27,,
1972-09-05,2.28,,
1972-09-06,2.27,,
1972-09-07,2.29,,
1972-09-08,2.31,,
1972-09-11,2.27,,
1972-09-12,2.25,,
1972-09-13,2.25,,
1972-09-14,2.26,,
1972-09-15,2.24,,
1972-09-18,2.26,,
1972-09-19,2.26,,
1972-09-20,2.25,,
1972-09-21,2.25,,
1972-09-22,2.24,,
1972-09-25,2.22,,
1972-09-26,2.22,,
1972-09-27,2.23,,
1972-09-28,2.25,,
1972-09-29,2.28,,
1972-10-02,2.24,,
1972-10-03,2.28,,
1972-10-04,2.3,,
1972-10-05,2.24,,
1972-10-06,2.28,,
1972-10-09,2.25,,
1972-10-10,2.26,,
1972-10-11,2.25,,
1972-10-12,2.27,,
1972-10-13,2.26,,
1972-10-16,2.25,,
1972-10-17,2.26,,
1972-10-18,2.27,,
1972-10-19,2.26,,
1972-10-20,2.28,,
1972-10-23,2.27,,
1972-10-24,2.3,,
1972-10-25,2.3,,
1972-10-26,2.3,,
1972-10-27,2.3,,
1972-10-30,2.31,,
1972-10-31,2.38,,
1972-11-01,2.42,,
1972-11-02,2.46,,
1972-11-03,2.49,,
1972-11-06,2.45,,
1972-11-08,2.44,,
1972-11-09,2.45,,
1972-11-10,2.43,,
1972-11-13,2.39,,
1972-11-14,2.38,,
1972-11-15,2.42,,
1972-11-16,2.39,,
1972-11-17,2.39,,
1972-11-20,2.38,,
1972-11-21,2.38,,
1972-11-22,2.39,,
1972-11-24,2.39,,
1972-11-27,2.35,,
1972-11-28,2.35,,
1972-11-29,2.35,,
1972-11-30,2.36,,
1972-12-01,2.4,,
1972-12-04,2.42,,
1972-12-05,2.43,,
1972-12-06,2.45,,
1972-12-07,2.47,,
1972-12-08,2.48,,
1972-12-11,2.44,,
1972-12-12,2.45,,
1972-12-13,2.48,,
1972-12-14,2.48,,
1972-12-15,2.48,,
1972-12-18,2.48,,
1972-12-19,2.48,,
1972-12-20,2.47,,
1972-12-21,2.42,,
1972-12-22,2.44,,
1972-12-26,2.46,,
1972-12-27,2.46,,
1972-12-29,2.48,,
1973-01-02,2.51,,
1973-01-03,2.54,,
1973-01-04,2.56,,
1973-01-05,2.6,,
1973-01-08,2.63,,
1973-01-09,2.63,,
1973-01-10,2.69,,
1973-01-11,2.73,,
1973-01-12,2.69,,
1973-01-15,2.64,,
1973-01-16,2.63,,
1973-01-17,2.66,,
1973-01-18,2.67,,
1973-01-19,2.69,,
1973-01-22,2.72,,
1973-01-23,2.68,,
1973-01-24,2.64,,
1973-01-26,2.65,,
1973-01-29,2.6,,
1973-01-30,2.62,,
1973-01-31,2.61,,
1973-02-01,2.56,,
1973-02-02,2.5,,
1973-02-05,2.55,,
1973-02-06,2.57,,
1973-02-07,2.59,,
1973-02-08,2.58,,
1973-02-09,2.63,,
1973-02-12,2.66,,
1973-02-13,2.71,,
1973-02-14,2.68,,
1973-02-15,2.69,,
1973-02-16,2.68,,
1973-02-20,2.72,,
1973-02-21,2.69,,
1973-02-22,2.69,,
1973-02-23,2.68,,
1973-02-26,2.62,,
1973-02-27,2.61,,
1973-02-28,2.57,,
1973-03-01,2.52,,
1973-03-02,2.57,,
1973-03-05,2.58,,
1973-03-06,2.69,,
1973-03-07,2.71,,
1973-03-08,2.7,,
1973-03-09,2.72,,
1973-03-12,2.74,,
1973-03-13,2.79,,
1973-03-14,2.76,,
1973-03-15,2.74,,
1973-03-16,2.73,,
1973-03-19,2.7,,
1973-03-20,2.65,,
1973-03-21,2.56,,
1973-03-22,2.53,,
1973-03-23,2.6,,
1973-03-26,2.61,,
1973-03-27,2.66,,
1973-03-28,2.69,,
1973-03-29,2.71,,
1973-03-30,2.66,,
1973-04-02,2.56,,
1973-04-03,2.55,,
1973-04-04,2.58,,
1973-04-05,2.58,,
1973-04-06,2.61,,
1973-04-09,2.63,,
1973-04-10,2.69,,
1973-04-11,2.68,,
1973-04-12,2.63,,
1973-04-13,2.63,,
1973-04-16,2.6,,
1973-04-17,2.61,,
1973-04-18,2.66,,
1973-04-19,2.69,,
1973-04-23,2.71,,
1973-04-24,2.64,,
1973-04-25,2.58,,
1973-04-26,2.56,,
1973-04-27,2.45,,
1973-04-30,2.45,,
1973-05-01,2.46,,
1973-05-02,2.58,,
1973-05-03,2.6,,
1973-05-04,2.64,,
1973-05-07,2.6,,
1973-05-08,2.64,,
1973-05-09,2.6,,
1973-05-10,2.56,,
1973-05-11,2.47,,
1973-05-14,2.45,,
1973-05-15,2.48,,
1973-05-16,2.5,,
1973-05-17,2.5,,
1973-05-18,2.44,,
1973-05-21,2.41,,
1973-05-22,2.44,,
1973-05-23,2.48,,
1973-05-24,2.53,,
1973-05-25,2.52,,
1973-05-29,2.51,,
1973-05-30,2.48,,
1973-05-31,2.48,,
1973-06-01,2.41,,
1973-06-04,2.39,,
1973-06-05,2.45,,
1973-06-06,2.48,,
1973-06-07,2.53,,
1973-06-08,2.56,,
1973-06-11,2.56,,
1973-06-12,2.63,,
1973-06-13,2.62,,
1973-06-14,2.62,,
1973-06-15,2.55,,
1973-06-18,2.56,,
1973-06-19,2.53,,
1973-06-20,2.48,,
1973-06-21,2.45,,
1973-06-22,2.46,,
1973-06-25,2.41,,
1973-06-26,2.44,,
1973-06-27,2.49,,
1973-06-28,2.52,,
1973-06-29,2.5,,
1973-07-02,2.5,,
1973-07-03,2.42,,
1973-07-05,2.36,,
1973-07-06,2.31,,
1973-07-09,2.32,,
1973-07-10,2.32,,
1973-07-11,2.39,,
1973-07-12,2.38,,
1973-07-13,2.35,,
1973-07-16,2.42,,
1973-07-17,2.47,,
1973-07-18,2.46,,
1973-07-19,2.47,,
1973-07-20,2.49,,
1973-07-23,2.47,,
1973-07-24,2.48,,
1973-07-25,2.55,,
1973-07-26,2.55,,
1973-07-27,2.58,,
1973-07-30,2.58,,
1973-07-31,2.58,,
1973-08-01,2.53,,
1973-08-02,2.53,,
1973-08-03,2.51,,
1973-08-06,2.49,,
1973-08-07,2.51,,
1973-08-08,2.5,,
1973-08-09,2.49,,
1973-08-10,2.49,,
1973-08-13,2.45,,
1973-08-14,2.38,,
1973-08-15,2.38,,
1973-08-16,2.35,,
1973-08-17,2.32,,
1973-08-20,2.3,,
1973-08-21,2.26,,
1973-08-22,2.22,,
1973-08-23,2.26,,
1973-08-24,2.33,,
1973-08-27,2.33,,
1973-08-28,2.35,,
1973-08-29,2.33,,
1973-08-30,2.29,,
1973-08-31,2.26,,
1973-09-04,2.22,,
1973-09-05,2.21,,
1973-09-06,2.19,,
1973-09-07,2.17,,
1973-09-10,2.16,,
1973-09-11,2.23,,
1973-09-12,2.28,,
1973-09-13,2.33,,
1973-09-14,2.33,,
1973-09-17,2.35,,
1973-09-18,2.32,,
1973-09-19,2.33,,
1973-09-20,2.33,,
1973-09-21,2.31,,
1973-09-24,2.31,,
1973-09-25,2.33,,
1973-09-26,2.3,,
1973-09-27,2.31,,
1973-09-28,2.27,,
1973-10-01,2.24,,
1973-10-02,2.26,,
1973-10-03,2.31,,
1973-10-04,2.32,,
1973-10-05,2.37,,
1973-10-08,2.43,,
1973-10-09,2.45,,
1973-10-10,2.43,,
1973-10-11,2.45,,
1973-10-12,2.47,,
1973-10-15,2.44,,
1973-10-16,2.47,,
1973-10-17,2.48,,
1973-10-18,2.5,,
1973-10-19,2.48,,
1973-10-22,2.42,,
1973-10-23,2.45,,
1973-10-24,2.44,,
1973-10-25,2.5,,
1973-10-26,2.48,,
1973-10-29,2.52,,
1973-10-30,2.47,,
1973-10-31,2.39,,
1973-11-01,2.38,,
1973-11-02,2.4,,
1973-11-05,2.39,,
1973-11-06,2.38,,
1973-11-07,2.4,,
1973-11-08,2.41,,
1973-11-09,2.43,,
1973-11-12,2.42,,
1973-11-13,2.49,,
1973-11-14,2.46,,
1973-11-15,2.48,,
1973-11-16,2.47,,
1973-11-19,2.43,,
1973-11-20,2.42,,
1973-11-21,2.4,,
1973-11-23,2.37,,
1973-11-26,2.33,,
1973-11-27,2.3,,
1973-11-28,2.36,,
1973-11-29,2.39,,
1973-11-30,2.36,,
1973-12-03,2.33,,
1973-12-04,2.34,,
1973-12-05,2.28,,
1973-12-06,2.31,,
1973-12-07,2.32,,
1973-12-10,2.36,,
1973-12-11,2.31,,
1973-12-12,2.28,,
1973-12-13,2.22,,
1973-12-14,2.22,,
1973-12-17,2.26,,
1973-12-18,2.27,,
1973-12-19,2.28,,
1973-12-20,2.22,,
1973-12-21,2.19,,
1973-12-24,2.18,,
1973-12-26,2.23,,
1973-12-27,2.3,,
1973-12-28,2.28,,
1973-12-31,2.24,,
1974-01-02,2.23,,
1974-01-03,2.24,,
1974-01-04,2.14,,
1974-01-07,2.1,,
1974-01-08,2.07,,
1974-01-09,2.03,,
1974-01-10,2.01,,
1974-01-11,2.04,,
1974-01-14,2.06,,
1974-01-15,2.11,,
1974-01-16,2.13,,
1974-01-17,2.14,,
1974-01-18,2.1,,
1974-01-21,2.15,,
1974-01-22,2.19,,
1974-01-23,2.23,,
1974-01-24,2.21,,
1974-01-25,2.24,,
1974-01-28,2.19,,
1974-01-29,2.17,,
1974-01-30,2.19,,
1974-01-31,2.17,,
1974-02-01,2.15,,
1974-02-04,2.11,,
1974-02-05,2.1,,
1974-02-06,2.1,,
1974-02-07,2.09,,
1974-02-08,2.07,,
1974-02-11,2.03,,
1974-02-12,2.03,,
1974-02-13,2.01,,
1974-02-14,2.01,,
1974-02-15,2.04,,
1974-02-19,2.1,,
1974-02-20,2.11,,
1974-02-21,2.19,,
1974-02-22,2.16,,
1974-02-25,2.15,,
1974-02-26,2.17,,
1974-02-27,2.19,,
1974-02-28,2.18,,
1974-03-01,2.19,,
1974-03-04,2.18,,
1974-03-05,2.22,,
1974-03-06,2.22,,
1974-03-07,2.19,,
1974-03-08,2.25,,
1974-03-11,2.26,,
1974-03-12,2.35,,
1974-03-13,2.38,,
1974-03-14,2.35,,
1974-03-15,2.36,,
1974-03-18,2.33,,
1974-03-19,2.32,,
1974-03-20,2.31,,
1974-03-21,2.33,,
1974-03-22,2.34,,
1974-03-25,2.36,,
1974-03-26,2.33,,
1974-03-27,2.31,,
1974-03-28,2.27,,
1974-03-29,2.25,,
1974-04-01,2.24,,
