date,TWTR,TWTR_EPS,PE Ratio
2014-03-26,44.43,,
2014-03-27,46.32,,
2014-03-28,47.3,,
2014-03-31,46.67,,
2014-04-01,46.98,,
2014-04-02,45.73,,
2014-04-03,44.05,,
2014-04-04,43.14,,
2014-04-07,42.45,,
2014-04-08,41.78,,
2014-04-09,42.49,,
2014-04-10,41.34,,
2014-04-11,40.05,,
2014-04-14,40.87,,
2014-04-15,45.52,,
2014-04-16,44.42,,
2014-04-17,45.01,,
2014-04-21,46.13,,
2014-04-22,46.02,,
2014-04-23,45.95,,
2014-04-24,44.82,,
2014-04-25,41.61,,
2014-04-28,40.73,,
2014-04-29,42.62,,
2014-04-30,38.97,,
2014-05-01,39.09,,
2014-05-02,39.02,,
2014-05-05,38.75,,
2014-05-06,31.85,,
2014-05-07,30.66,,
2014-05-08,31.96,-0.23,-138.95652173913044
2014-05-09,32.05,-0.23,-139.3478260869565
2014-05-12,33.94,-0.23,-147.56521739130434
2014-05-13,33.39,-0.23,-145.17391304347825
2014-05-14,32.85,-0.23,-142.82608695652175
2014-05-15,32.77,-0.23,-142.47826086956522
2014-05-16,32.26,-0.23,-140.26086956521738
2014-05-19,32.07,-0.23,-139.43478260869566
2014-05-20,31.77,-0.23,-138.1304347826087
2014-05-21,31.75,-0.23,-138.04347826086956
2014-05-22,31.52,-0.23,-137.04347826086956
2014-05-23,30.5,-0.23,-132.6086956521739
2014-05-27,30.51,-0.23,-132.65217391304347
2014-05-28,33.77,-0.23,-146.82608695652175
2014-05-29,34.0,-0.23,-147.82608695652172
2014-05-30,32.44,-0.23,-141.04347826086956
2014-06-02,31.75,-0.23,-138.04347826086956
2014-06-03,32.58,-0.23,-141.65217391304347
2014-06-04,32.9,-0.23,-143.04347826086956
2014-06-05,33.89,-0.23,-147.34782608695653
2014-06-06,33.33,-0.23,-144.91304347826085
2014-06-09,34.47,-0.23,-149.86956521739128
2014-06-10,35.37,-0.23,-153.78260869565216
2014-06-11,35.54,-0.23,-154.52173913043478
2014-06-12,36.79,-0.23,-159.95652173913044
2014-06-13,36.9,-0.23,-160.43478260869563
2014-06-16,38.02,-0.23,-165.30434782608697
2014-06-17,38.02,-0.23,-165.30434782608697
2014-06-18,38.74,-0.23,-168.43478260869566
2014-06-19,38.9,-0.23,-169.1304347826087
2014-06-20,39.24,-0.23,-170.6086956521739
2014-06-23,39.52,-0.23,-171.82608695652175
2014-06-24,38.48,-0.23,-167.30434782608694
2014-06-25,39.46,-0.23,-171.56521739130434
2014-06-26,41.44,-0.23,-180.17391304347825
2014-06-27,40.93,-0.23,-177.95652173913044
2014-06-30,40.97,-0.23,-178.1304347826087
2014-07-01,42.05,-0.23,-182.82608695652172
2014-07-02,41.77,-0.23,-181.6086956521739
2014-07-03,41.33,-0.23,-179.69565217391303
2014-07-07,40.23,-0.23,-174.91304347826085
2014-07-08,37.41,-0.23,-162.65217391304347
2014-07-09,38.06,-0.23,-165.47826086956522
2014-07-10,37.84,-0.23,-164.52173913043478
2014-07-11,38.33,-0.23,-166.65217391304347
2014-07-14,38.31,-0.23,-166.56521739130434
2014-07-15,37.88,-0.23,-164.69565217391306
2014-07-16,37.43,-0.23,-162.7391304347826
2014-07-17,36.87,-0.23,-160.30434782608694
2014-07-18,37.05,-0.23,-161.0869565217391
2014-07-21,38.05,-0.23,-165.43478260869563
2014-07-22,37.65,-0.23,-163.69565217391303
2014-07-23,37.75,-0.23,-164.1304347826087
2014-07-24,38.71,-0.23,-168.30434782608694
2014-07-25,38.16,-0.23,-165.91304347826085
2014-07-28,37.93,-0.23,-164.91304347826087
2014-07-29,38.59,-0.23,-167.7826086956522
2014-07-30,46.3,-0.23,-201.30434782608694
2014-07-31,45.19,-0.23,-196.4782608695652
2014-08-01,44.13,-0.23,-191.8695652173913
2014-08-04,43.47,-0.23,-189.0
2014-08-05,43.83,-0.23,-190.56521739130434
2014-08-06,43.46,-0.23,-188.95652173913044
2014-08-07,43.0,-0.23,-186.95652173913044
2014-08-08,43.13,-0.23,-187.52173913043478
2014-08-11,43.27,-0.24,-180.29166666666669
2014-08-12,43.81,-0.24,-182.54166666666669
2014-08-13,44.15,-0.24,-183.95833333333334
2014-08-14,45.33,-0.24,-188.875
2014-08-15,44.76,-0.24,-186.5
2014-08-18,45.12,-0.24,-188.0
2014-08-19,45.09,-0.24,-187.87500000000003
2014-08-20,45.06,-0.24,-187.75000000000003
2014-08-21,45.11,-0.24,-187.95833333333334
2014-08-22,45.98,-0.24,-191.58333333333331
2014-08-25,46.1,-0.24,-192.08333333333334
2014-08-26,48.17,-0.24,-200.70833333333334
2014-08-27,48.06,-0.24,-200.25000000000003
2014-08-28,49.43,-0.24,-205.95833333333334
2014-08-29,49.75,-0.24,-207.29166666666669
2014-09-02,51.02,-0.24,-212.58333333333334
2014-09-03,49.33,-0.24,-205.54166666666666
2014-09-04,50.24,-0.24,-209.33333333333334
2014-09-05,50.7,-0.24,-211.25000000000003
2014-09-08,52.0,-0.24,-216.66666666666669
2014-09-09,50.61,-0.24,-210.875
2014-09-10,52.91,-0.24,-220.45833333333331
2014-09-11,52.64,-0.24,-219.33333333333334
2014-09-12,52.11,-0.24,-217.125
2014-09-15,49.38,-0.24,-205.75000000000003
2014-09-16,50.83,-0.24,-211.79166666666666
2014-09-17,50.7,-0.24,-211.25000000000003
2014-09-18,50.88,-0.24,-212.00000000000003
2014-09-19,53.0,-0.24,-220.83333333333334
2014-09-22,51.94,-0.24,-216.41666666666666
2014-09-23,52.17,-0.24,-217.37500000000003
2014-09-24,52.96,-0.24,-220.66666666666669
2014-09-25,51.45,-0.24,-214.37500000000003
2014-09-26,51.89,-0.24,-216.20833333333334
2014-09-29,51.74,-0.24,-215.58333333333334
2014-09-30,51.58,-0.24,-214.91666666666666
2014-10-01,50.06,-0.24,-208.58333333333334
2014-10-02,51.85,-0.24,-216.04166666666669
2014-10-03,53.94,-0.24,-224.75
2014-10-06,53.49,-0.24,-222.87500000000003
2014-10-07,53.53,-0.24,-223.04166666666669
2014-10-08,55.42,-0.24,-230.91666666666669
2014-10-09,55.29,-0.24,-230.375
2014-10-10,50.4,-0.24,-210.0
2014-10-13,48.49,-0.24,-202.04166666666669
2014-10-14,48.58,-0.24,-202.41666666666666
2014-10-15,49.99,-0.24,-208.29166666666669
2014-10-16,48.23,-0.24,-200.95833333333331
2014-10-17,48.77,-0.24,-203.20833333333334
2014-10-20,50.7,-0.24,-211.25000000000003
2014-10-21,50.63,-0.24,-210.95833333333334
2014-10-22,49.08,-0.24,-204.5
2014-10-23,49.67,-0.24,-206.95833333333334
2014-10-24,49.95,-0.24,-208.12500000000003
2014-10-27,48.56,-0.24,-202.33333333333334
2014-10-28,43.78,-0.24,-182.41666666666669
2014-10-29,42.08,-0.24,-175.33333333333334
2014-10-30,41.8,-0.24,-174.16666666666666
2014-10-31,41.47,-0.24,-172.79166666666666
2014-11-03,40.21,-0.24,-167.54166666666669
2014-11-04,40.9,-0.24,-170.41666666666666
2014-11-05,40.37,-0.24,-168.20833333333334
2014-11-06,40.84,-0.29,-140.82758620689657
2014-11-07,40.31,-0.29,-139.00000000000003
2014-11-10,39.59,-0.29,-136.51724137931038
2014-11-11,39.59,-0.29,-136.51724137931038
2014-11-12,42.54,-0.29,-146.6896551724138
2014-11-13,40.04,-0.29,-138.0689655172414
2014-11-14,41.85,-0.29,-144.31034482758622
2014-11-17,40.47,-0.29,-139.55172413793105
2014-11-18,40.61,-0.29,-140.0344827586207
2014-11-19,39.71,-0.29,-136.93103448275863
2014-11-20,39.81,-0.29,-137.27586206896552
2014-11-21,40.03,-0.29,-138.0344827586207
2014-11-24,40.19,-0.29,-138.58620689655172
2014-11-25,39.76,-0.29,-137.10344827586206
2014-11-26,41.13,-0.29,-141.82758620689657
2014-11-28,41.74,-0.29,-143.93103448275863
2014-12-01,39.04,-0.29,-134.6206896551724
2014-12-02,38.91,-0.29,-134.17241379310346
2014-12-03,39.06,-0.29,-134.6896551724138
2014-12-04,38.79,-0.29,-133.75862068965517
2014-12-05,38.49,-0.29,-132.7241379310345
2014-12-08,36.29,-0.29,-125.13793103448276
2014-12-09,37.05,-0.29,-127.75862068965517
2014-12-10,36.35,-0.29,-125.3448275862069
2014-12-11,36.7,-0.29,-126.55172413793105
2014-12-12,37.1,-0.29,-127.93103448275863
2014-12-15,36.85,-0.29,-127.0689655172414
2014-12-16,35.13,-0.29,-121.13793103448278
2014-12-17,35.57,-0.29,-122.65517241379311
2014-12-18,36.73,-0.29,-126.6551724137931
2014-12-19,37.08,-0.29,-127.86206896551724
2014-12-22,38.43,-0.29,-132.51724137931035
2014-12-23,37.57,-0.29,-129.55172413793105
2014-12-24,37.61,-0.29,-129.6896551724138
2014-12-26,37.6,-0.29,-129.6551724137931
2014-12-29,36.42,-0.29,-125.58620689655174
2014-12-30,35.86,-0.29,-123.65517241379311
2014-12-31,35.87,-0.29,-123.6896551724138
2015-01-02,36.56,-0.29,-126.0689655172414
2015-01-05,36.38,-0.29,-125.44827586206898
2015-01-06,38.76,-0.29,-133.6551724137931
2015-01-07,37.28,-0.29,-128.55172413793105
2015-01-08,39.09,-0.29,-134.79310344827587
2015-01-09,40.17,-0.29,-138.51724137931035
2015-01-12,39.37,-0.29,-135.75862068965517
2015-01-13,39.65,-0.29,-136.72413793103448
2015-01-14,39.85,-0.29,-137.41379310344828
2015-01-15,36.93,-0.29,-127.3448275862069
2015-01-16,37.31,-0.29,-128.6551724137931
2015-01-20,37.57,-0.29,-129.55172413793105
2015-01-21,37.83,-0.29,-130.44827586206898
2015-01-22,39.07,-0.29,-134.7241379310345
2015-01-23,39.42,-0.29,-135.93103448275863
2015-01-26,40.1,-0.29,-138.27586206896552
2015-01-27,38.92,-0.29,-134.20689655172416
2015-01-28,37.15,-0.29,-128.10344827586206
2015-01-29,36.68,-0.29,-126.48275862068967
2015-01-30,37.53,-0.29,-129.41379310344828
2015-02-02,37.46,-0.29,-129.17241379310346
2015-02-03,39.79,-0.29,-137.20689655172416
2015-02-04,40.72,-0.29,-140.41379310344828
2015-02-05,41.26,-0.29,-142.27586206896552
2015-02-06,48.01,-0.29,-165.55172413793105
2015-02-09,47.32,-0.29,-163.17241379310346
2015-02-10,46.26,-0.29,-159.51724137931035
2015-02-11,47.5,-0.29,-163.79310344827587
2015-02-12,47.95,-0.29,-165.34482758620692
2015-02-13,48.5,-0.29,-167.24137931034483
2015-02-17,48.03,-0.29,-165.62068965517244
2015-02-18,47.82,-0.29,-164.89655172413794
2015-02-19,48.7,-0.29,-167.93103448275863
2015-02-20,49.11,-0.29,-169.34482758620692
2015-02-23,48.47,-0.29,-167.13793103448276
2015-02-24,48.69,-0.29,-167.89655172413794
2015-02-25,48.55,-0.29,-167.41379310344828
2015-02-26,49.41,-0.29,-170.3793103448276
2015-02-27,48.08,-0.29,-165.79310344827587
2015-03-02,48.15,-0.2,-240.74999999999997
2015-03-03,47.71,-0.2,-238.54999999999998
2015-03-04,47.57,-0.2,-237.85
2015-03-05,47.35,-0.2,-236.75
2015-03-06,46.75,-0.2,-233.75
2015-03-09,47.59,-0.2,-237.95000000000002
2015-03-10,45.84,-0.2,-229.20000000000002
2015-03-11,46.27,-0.2,-231.35
2015-03-12,47.07,-0.2,-235.35
2015-03-13,46.66,-0.2,-233.29999999999998
2015-03-16,46.43,-0.2,-232.14999999999998
2015-03-17,46.93,-0.2,-234.64999999999998
2015-03-18,47.2,-0.2,-236.0
2015-03-19,47.93,-0.2,-239.64999999999998
2015-03-20,48.44,-0.2,-242.2
2015-03-23,48.46,-0.2,-242.29999999999998
2015-03-24,51.47,-0.2,-257.34999999999997
2015-03-25,49.5,-0.2,-247.5
2015-03-26,49.92,-0.2,-249.6
2015-03-27,50.01,-0.2,-250.04999999999998
2015-03-30,49.89,-0.2,-249.45
2015-03-31,50.08,-0.2,-250.39999999999998
2015-04-01,50.47,-0.2,-252.35
2015-04-02,50.42,-0.2,-252.1
2015-04-06,50.84,-0.2,-254.20000000000002
2015-04-07,52.87,-0.2,-264.34999999999997
2015-04-08,52.3,-0.2,-261.49999999999994
2015-04-09,52.17,-0.2,-260.84999999999997
2015-04-10,51.94,-0.2,-259.7
2015-04-13,51.62,-0.2,-258.09999999999997
2015-04-14,51.2,-0.2,-256.0
2015-04-15,51.3,-0.2,-256.49999999999994
2015-04-16,52.03,-0.2,-260.15
2015-04-17,50.66,-0.2,-253.29999999999998
2015-04-20,51.4,-0.2,-257.0
2015-04-21,51.32,-0.2,-256.59999999999997
2015-04-22,51.73,-0.2,-258.65
2015-04-23,51.41,-0.2,-257.04999999999995
2015-04-24,50.82,-0.2,-254.1
2015-04-27,51.66,-0.2,-258.29999999999995
2015-04-28,42.27,-0.2,-211.35
2015-04-29,38.49,-0.2,-192.45
2015-04-30,38.96,-0.2,-194.79999999999998
2015-05-01,37.84,-0.2,-189.20000000000002
2015-05-04,37.88,-0.2,-189.4
2015-05-05,37.42,-0.2,-187.1
2015-05-06,37.26,-0.2,-186.29999999999998
2015-05-07,37.71,-0.2,-188.54999999999998
2015-05-08,37.59,-0.2,-187.95000000000002
2015-05-11,37.31,-0.25,-149.24
2015-05-12,37.48,-0.25,-149.92
2015-05-13,37.72,-0.25,-150.88
2015-05-14,37.33,-0.25,-149.32
2015-05-15,37.1,-0.25,-148.4
2015-05-18,37.28,-0.25,-149.12
2015-05-19,37.5,-0.25,-150.0
2015-05-20,36.78,-0.25,-147.12
2015-05-21,36.68,-0.25,-146.72
2015-05-22,36.6,-0.25,-146.4
2015-05-26,36.51,-0.25,-146.04
2015-05-27,36.41,-0.25,-145.64
2015-05-28,36.83,-0.25,-147.32
2015-05-29,36.67,-0.25,-146.68
2015-06-01,36.63,-0.25,-146.52
2015-06-02,36.4,-0.25,-145.6
2015-06-03,37.0,-0.25,-148.0
2015-06-04,36.71,-0.25,-146.84
2015-06-05,37.0,-0.25,-148.0
2015-06-08,36.46,-0.25,-145.84
2015-06-09,35.88,-0.25,-143.52
2015-06-10,35.85,-0.25,-143.4
2015-06-11,35.84,-0.25,-143.36
2015-06-12,35.9,-0.25,-143.6
2015-06-15,34.67,-0.25,-138.68
2015-06-16,34.82,-0.25,-139.28
2015-06-17,34.69,-0.25,-138.76
2015-06-18,34.66,-0.25,-138.64
2015-06-19,35.86,-0.25,-143.44
2015-06-22,35.55,-0.25,-142.2
2015-06-23,35.37,-0.25,-141.48
2015-06-24,35.17,-0.25,-140.68
2015-06-25,35.17,-0.25,-140.68
2015-06-26,35.26,-0.25,-141.04
2015-06-29,34.21,-0.25,-136.84
2015-06-30,36.22,-0.25,-144.88
2015-07-01,35.4,-0.25,-141.6
2015-07-02,35.72,-0.25,-142.88
2015-07-06,35.43,-0.25,-141.72
2015-07-07,35.52,-0.25,-142.08
2015-07-08,34.76,-0.25,-139.04
2015-07-09,34.36,-0.25,-137.44
2015-07-10,34.91,-0.25,-139.64
2015-07-13,35.78,-0.25,-143.12
2015-07-14,36.72,-0.25,-146.88
2015-07-15,35.66,-0.25,-142.64
2015-07-16,36.1,-0.25,-144.4
2015-07-17,35.67,-0.25,-142.68
2015-07-20,35.81,-0.25,-143.24
2015-07-21,36.63,-0.25,-146.52
2015-07-22,36.09,-0.25,-144.36
2015-07-23,36.19,-0.25,-144.76
2015-07-24,35.42,-0.25,-141.68
2015-07-27,34.7,-0.25,-138.8
2015-07-28,36.54,-0.25,-146.16
2015-07-29,31.24,-0.25,-124.96
2015-07-30,31.47,-0.25,-125.88
2015-07-31,31.01,-0.25,-124.04
2015-08-03,29.27,-0.25,-117.08
2015-08-04,29.34,-0.25,-117.36
2015-08-05,28.48,-0.25,-113.92
2015-08-06,27.54,-0.25,-110.16
2015-08-07,27.04,-0.21,-128.76190476190476
2015-08-10,29.5,-0.21,-140.47619047619048
2015-08-11,29.62,-0.21,-141.04761904761907
2015-08-12,29.39,-0.21,-139.95238095238096
2015-08-13,28.54,-0.21,-135.9047619047619
2015-08-14,29.06,-0.21,-138.38095238095238
2015-08-17,29.06,-0.21,-138.38095238095238
2015-08-18,28.3,-0.21,-134.76190476190476
2015-08-19,27.61,-0.21,-131.47619047619048
2015-08-20,26.0,-0.21,-123.80952380952381
2015-08-21,25.87,-0.21,-123.1904761904762
2015-08-24,25.17,-0.21,-119.85714285714288
2015-08-25,24.38,-0.21,-116.09523809523809
2015-08-26,25.03,-0.21,-119.1904761904762
2015-08-27,26.46,-0.21,-126.00000000000001
2015-08-28,26.83,-0.21,-127.76190476190476
2015-08-31,27.79,-0.21,-132.33333333333334
2015-09-01,27.03,-0.21,-128.71428571428572
2015-09-02,27.82,-0.21,-132.47619047619048
2015-09-03,28.3,-0.21,-134.76190476190476
2015-09-04,28.15,-0.21,-134.04761904761904
2015-09-08,27.18,-0.21,-129.42857142857144
2015-09-09,27.18,-0.21,-129.42857142857144
2015-09-10,27.71,-0.21,-131.95238095238096
2015-09-11,27.39,-0.21,-130.42857142857144
2015-09-14,26.9,-0.21,-128.0952380952381
2015-09-15,27.17,-0.21,-129.3809523809524
2015-09-16,27.75,-0.21,-132.14285714285714
2015-09-17,27.41,-0.21,-130.52380952380952
2015-09-18,27.96,-0.21,-133.14285714285714
2015-09-21,27.38,-0.21,-130.38095238095238
2015-09-22,26.83,-0.21,-127.76190476190476
2015-09-23,26.79,-0.21,-127.57142857142857
2015-09-24,26.6,-0.21,-126.66666666666667
2015-09-25,25.29,-0.21,-120.42857142857143
2015-09-28,25.26,-0.21,-120.28571428571429
2015-09-29,25.59,-0.21,-121.85714285714286
2015-09-30,26.94,-0.21,-128.2857142857143
2015-10-01,24.68,-0.21,-117.52380952380953
2015-10-02,26.31,-0.21,-125.28571428571428
2015-10-05,28.15,-0.21,-134.04761904761904
2015-10-06,27.62,-0.21,-131.52380952380955
2015-10-07,29.83,-0.21,-142.04761904761904
2015-10-08,30.32,-0.21,-144.38095238095238
2015-10-09,30.85,-0.21,-146.90476190476193
2015-10-12,28.75,-0.21,-136.9047619047619
2015-10-13,29.06,-0.21,-138.38095238095238
2015-10-14,29.38,-0.21,-139.9047619047619
2015-10-15,29.71,-0.21,-141.47619047619048
2015-10-16,31.15,-0.21,-148.33333333333334
2015-10-19,30.91,-0.21,-147.1904761904762
2015-10-20,30.91,-0.21,-147.1904761904762
2015-10-21,29.3,-0.21,-139.52380952380952
2015-10-22,29.15,-0.21,-138.8095238095238
2015-10-23,30.28,-0.21,-144.1904761904762
2015-10-26,30.89,-0.21,-147.0952380952381
2015-10-27,31.34,-0.21,-149.23809523809524
2015-10-28,30.87,-0.21,-147.0
2015-10-29,29.06,-0.21,-138.38095238095238
2015-10-30,28.46,-0.21,-135.52380952380955
2015-11-02,29.2,-0.21,-139.04761904761904
2015-11-03,29.13,-0.21,-138.71428571428572
2015-11-04,29.36,-0.21,-139.80952380952382
2015-11-05,28.66,-0.21,-136.47619047619048
2015-11-06,28.28,-0.2,-141.4
2015-11-09,27.09,-0.2,-135.45
2015-11-10,27.05,-0.2,-135.25
2015-11-11,26.5,-0.2,-132.5
2015-11-12,26.13,-0.2,-130.64999999999998
2015-11-13,25.18,-0.2,-125.89999999999999
2015-11-16,25.41,-0.2,-127.05
2015-11-17,25.23,-0.2,-126.14999999999999
2015-11-18,25.9,-0.2,-129.49999999999997
2015-11-19,26.32,-0.2,-131.6
2015-11-20,26.27,-0.2,-131.35
2015-11-23,25.2,-0.2,-125.99999999999999
2015-11-24,25.52,-0.2,-127.6
2015-11-25,26.06,-0.2,-130.29999999999998
2015-11-27,25.75,-0.2,-128.75
2015-11-30,25.4,-0.2,-126.99999999999999
2015-12-01,25.53,-0.2,-127.65
2015-12-02,25.4,-0.2,-126.99999999999999
2015-12-03,25.9,-0.2,-129.49999999999997
2015-12-04,25.02,-0.2,-125.1
2015-12-07,24.46,-0.2,-122.3
2015-12-08,24.99,-0.2,-124.94999999999999
2015-12-09,24.31,-0.2,-121.54999999999998
2015-12-10,25.91,-0.2,-129.54999999999998
2015-12-11,24.84,-0.2,-124.19999999999999
2015-12-14,24.92,-0.2,-124.60000000000001
2015-12-15,23.95,-0.2,-119.74999999999999
2015-12-16,24.3,-0.2,-121.5
2015-12-17,23.31,-0.2,-116.54999999999998
2015-12-18,22.99,-0.2,-114.94999999999999
2015-12-21,22.14,-0.2,-110.7
2015-12-22,22.56,-0.2,-112.79999999999998
2015-12-23,22.67,-0.2,-113.35000000000001
2015-12-24,22.97,-0.2,-114.85
2015-12-28,22.53,-0.2,-112.65
2015-12-29,22.47,-0.2,-112.35
2015-12-30,22.23,-0.2,-111.14999999999999
2015-12-31,23.14,-0.2,-115.7
2016-01-04,22.56,-0.2,-112.79999999999998
2016-01-05,21.92,-0.2,-109.60000000000001
2016-01-06,21.39,-0.2,-106.95
2016-01-07,20.26,-0.2,-101.3
2016-01-08,19.98,-0.2,-99.89999999999999
2016-01-11,19.65,-0.2,-98.24999999999999
2016-01-12,19.62,-0.2,-98.1
2016-01-13,18.68,-0.2,-93.39999999999999
2016-01-14,19.0,-0.2,-95.0
2016-01-15,17.94,-0.2,-89.7
2016-01-19,16.69,-0.2,-83.45
2016-01-20,17.38,-0.2,-86.89999999999999
2016-01-21,17.83,-0.2,-89.14999999999999
2016-01-22,17.84,-0.2,-89.19999999999999
2016-01-25,17.02,-0.2,-85.1
2016-01-26,17.01,-0.2,-85.05
2016-01-27,16.78,-0.2,-83.9
2016-01-28,16.49,-0.2,-82.44999999999999
2016-01-29,16.8,-0.2,-84.0
2016-02-01,17.91,-0.2,-89.55
2016-02-02,16.08,-0.2,-80.39999999999999
2016-02-03,16.56,-0.2,-82.79999999999998
2016-02-04,16.91,-0.2,-84.55
2016-02-05,15.72,-0.2,-78.6
2016-02-08,14.9,-0.2,-74.5
2016-02-09,14.4,-0.2,-72.0
2016-02-10,14.98,-0.2,-74.89999999999999
2016-02-11,14.31,-0.2,-71.55
2016-02-12,15.88,-0.2,-79.4
2016-02-16,16.36,-0.2,-81.8
2016-02-17,17.46,-0.2,-87.3
2016-02-18,18.43,-0.2,-92.14999999999999
2016-02-19,18.31,-0.2,-91.54999999999998
2016-02-22,18.3,-0.2,-91.5
2016-02-23,18.3,-0.2,-91.5
2016-02-24,18.0,-0.2,-90.0
2016-02-25,17.59,-0.2,-87.94999999999999
2016-02-26,17.94,-0.2,-89.7
2016-02-29,18.12,-0.13,-139.3846153846154
2016-03-01,17.85,-0.13,-137.30769230769232
2016-03-02,18.54,-0.13,-142.6153846153846
2016-03-03,19.31,-0.13,-148.53846153846152
2016-03-04,19.36,-0.13,-148.9230769230769
2016-03-07,19.17,-0.13,-147.46153846153848
2016-03-08,18.33,-0.13,-140.99999999999997
2016-03-09,17.66,-0.13,-135.84615384615384
2016-03-10,16.61,-0.13,-127.76923076923076
2016-03-11,16.81,-0.13,-129.3076923076923
2016-03-14,17.12,-0.13,-131.6923076923077
2016-03-15,16.19,-0.13,-124.53846153846155
2016-03-16,16.7,-0.13,-128.46153846153845
2016-03-17,16.85,-0.13,-129.6153846153846
2016-03-18,16.85,-0.13,-129.6153846153846
2016-03-21,16.89,-0.13,-129.92307692307693
2016-03-22,16.86,-0.13,-129.69230769230768
2016-03-23,16.01,-0.13,-123.15384615384616
2016-03-24,15.91,-0.13,-122.38461538461539
2016-03-28,15.6,-0.13,-120.0
2016-03-29,15.97,-0.13,-122.84615384615385
2016-03-30,16.36,-0.13,-125.84615384615384
2016-03-31,16.55,-0.13,-127.3076923076923
2016-04-01,15.98,-0.13,-122.92307692307692
2016-04-04,17.09,-0.13,-131.46153846153845
2016-04-05,17.05,-0.13,-131.15384615384616
2016-04-06,17.26,-0.13,-132.76923076923077
2016-04-07,16.98,-0.13,-130.6153846153846
2016-04-08,16.65,-0.13,-128.07692307692307
2016-04-11,16.51,-0.13,-127.00000000000001
2016-04-12,16.57,-0.13,-127.46153846153845
2016-04-13,17.37,-0.13,-133.6153846153846
2016-04-14,17.53,-0.13,-134.84615384615384
2016-04-15,17.58,-0.13,-135.23076923076923
2016-04-18,17.31,-0.13,-133.15384615384613
2016-04-19,16.92,-0.13,-130.15384615384616
2016-04-20,17.4,-0.13,-133.84615384615384
2016-04-21,17.51,-0.13,-134.6923076923077
2016-04-22,17.23,-0.13,-132.53846153846155
2016-04-25,17.09,-0.13,-131.46153846153845
2016-04-26,17.75,-0.13,-136.53846153846155
2016-04-27,14.86,-0.13,-114.30769230769229
2016-04-28,14.64,-0.13,-112.61538461538461
2016-04-29,14.62,-0.13,-112.46153846153845
2016-05-02,14.4,-0.13,-110.76923076923077
2016-05-03,14.01,-0.12,-116.75
2016-05-04,14.84,-0.12,-123.66666666666667
2016-05-05,14.12,-0.12,-117.66666666666667
2016-05-06,14.4,-0.12,-120.00000000000001
2016-05-09,14.2,-0.12,-118.33333333333333
2016-05-10,14.63,-0.12,-121.91666666666667
2016-05-11,14.59,-0.12,-121.58333333333334
2016-05-12,14.08,-0.12,-117.33333333333334
2016-05-13,14.1,-0.12,-117.5
2016-05-16,14.29,-0.12,-119.08333333333333
2016-05-17,14.34,-0.12,-119.5
2016-05-18,14.14,-0.12,-117.83333333333334
2016-05-19,14.15,-0.12,-117.91666666666667
2016-05-20,14.43,-0.12,-120.25
2016-05-23,14.41,-0.12,-120.08333333333334
2016-05-24,14.03,-0.12,-116.91666666666667
