date,SO,SO_EPS,PE Ratio
1990-06-01,7.56,,
1990-06-04,7.71,,
1990-06-05,7.67,,
1990-06-06,7.71,,
1990-06-07,7.71,,
1990-06-08,7.6,,
1990-06-11,7.6,,
1990-06-12,7.71,,
1990-06-13,7.67,,
1990-06-14,7.64,,
1990-06-15,7.6,,
1990-06-18,7.48,,
1990-06-19,7.56,,
1990-06-20,7.6,,
1990-06-21,7.6,,
1990-06-22,7.6,,
1990-06-25,7.52,,
1990-06-26,7.64,,
1990-06-27,7.67,,
1990-06-28,7.6,,
1990-06-29,7.71,,
1990-07-02,7.71,,
1990-07-03,7.67,,
1990-07-05,7.64,,
1990-07-06,7.64,,
1990-07-09,7.64,,
1990-07-10,7.6,,
1990-07-11,7.6,,
1990-07-12,7.6,,
1990-07-13,7.67,,
1990-07-16,7.64,,
1990-07-17,7.6,,
1990-07-18,7.56,,
1990-07-19,7.64,,
1990-07-20,7.6,,
1990-07-23,7.56,,
1990-07-24,7.67,,
1990-07-25,7.67,,
1990-07-26,7.67,,
1990-07-27,7.71,,
1990-07-30,7.9,,
1990-07-31,7.83,,
1990-08-01,7.83,,
1990-08-02,7.75,,
1990-08-03,7.6,,
1990-08-06,7.41,,
1990-08-07,7.56,,
1990-08-08,7.52,,
1990-08-09,7.45,,
1990-08-10,7.41,,
1990-08-13,7.48,,
1990-08-14,7.45,,
1990-08-15,7.52,,
1990-08-16,7.41,,
1990-08-17,7.22,,
1990-08-20,7.29,,
1990-08-21,7.18,,
1990-08-22,7.18,,
1990-08-23,7.14,,
1990-08-24,7.1,,
1990-08-27,7.18,,
1990-08-28,7.03,,
1990-08-29,7.14,,
1990-08-30,7.1,,
1990-08-31,7.18,,
1990-09-04,7.1,,
1990-09-05,7.18,,
1990-09-06,7.14,,
1990-09-07,7.29,,
1990-09-10,7.29,,
1990-09-11,7.25,,
1990-09-12,7.25,,
1990-09-13,7.14,,
1990-09-14,7.14,,
1990-09-17,7.22,,
1990-09-18,7.22,,
1990-09-19,7.22,,
1990-09-20,7.18,,
1990-09-21,7.18,,
1990-09-24,7.1,,
1990-09-25,7.22,,
1990-09-26,7.18,,
1990-09-27,7.22,,
1990-09-28,7.25,,
1990-10-01,7.52,,
1990-10-02,7.52,,
1990-10-03,7.41,,
1990-10-04,7.56,,
1990-10-05,7.6,,
1990-10-08,7.67,,
1990-10-09,7.64,,
1990-10-10,7.6,,
1990-10-11,7.67,,
1990-10-12,7.75,,
1990-10-15,7.75,,
1990-10-16,7.75,,
1990-10-17,7.83,,
1990-10-18,7.83,,
1990-10-19,7.98,,
1990-10-22,7.98,,
1990-10-23,7.98,,
1990-10-24,8.02,,
1990-10-25,7.94,,
1990-10-26,7.9,,
1990-10-29,7.98,,
1990-10-30,7.94,,
1990-10-31,7.98,,
1990-11-01,8.06,,
1990-11-02,8.21,,
1990-11-05,8.13,,
1990-11-06,8.06,,
1990-11-07,7.94,,
1990-11-08,8.02,,
1990-11-09,8.09,,
1990-11-12,8.17,,
1990-11-13,8.02,,
1990-11-14,7.94,,
1990-11-15,7.94,,
1990-11-16,8.02,,
1990-11-19,8.09,,
1990-11-20,8.06,,
1990-11-21,8.09,,
1990-11-23,8.09,,
1990-11-26,8.13,,
1990-11-27,8.09,,
1990-11-28,8.09,,
1990-11-29,8.02,,
1990-11-30,8.21,,
1990-12-03,8.32,,
1990-12-04,8.4,,
1990-12-05,8.36,,
1990-12-06,8.29,,
1990-12-07,8.21,,
1990-12-10,8.25,,
1990-12-11,8.17,,
1990-12-12,8.32,,
1990-12-13,8.29,,
1990-12-14,8.32,,
1990-12-17,8.36,,
1990-12-18,8.48,,
1990-12-19,8.48,,
1990-12-20,8.36,,
1990-12-21,8.48,,
1990-12-24,8.4,,
1990-12-26,8.48,,
1990-12-27,8.4,,
1990-12-28,8.51,,
1990-12-31,8.51,,
1991-01-02,8.36,,
1991-01-03,8.25,,
1991-01-04,8.13,,
1991-01-07,8.09,,
1991-01-08,8.13,,
1991-01-09,8.13,,
1991-01-10,8.25,,
1991-01-11,8.29,,
1991-01-14,8.21,,
1991-01-15,8.25,,
1991-01-16,8.17,,
1991-01-17,8.4,,
1991-01-18,8.51,,
1991-01-21,8.4,,
1991-01-22,8.32,,
1991-01-23,8.32,,
1991-01-24,8.32,,
1991-01-25,8.17,,
1991-01-28,8.25,,
1991-01-29,8.17,,
1991-01-30,8.02,,
1991-01-31,7.94,,
1991-02-01,7.98,,
1991-02-04,8.02,,
1991-02-05,8.02,,
1991-02-06,8.13,,
1991-02-07,8.25,,
1991-02-08,8.36,,
1991-02-11,8.55,,
1991-02-12,8.51,,
1991-02-13,8.67,,
1991-02-14,8.51,,
1991-02-15,8.59,,
1991-02-19,8.48,,
1991-02-20,8.29,,
1991-02-21,8.29,,
1991-02-22,8.36,,
1991-02-25,8.55,,
1991-02-26,8.4,,
1991-02-27,8.44,,
1991-02-28,8.44,,
1991-03-01,8.48,,
1991-03-04,8.29,,
1991-03-05,8.36,,
1991-03-06,8.21,,
1991-03-07,8.25,,
1991-03-08,8.21,,
1991-03-11,8.32,,
1991-03-12,8.36,,
1991-03-13,8.44,,
1991-03-14,8.4,,
1991-03-15,8.51,,
1991-03-18,8.48,,
1991-03-19,8.36,,
1991-03-20,8.48,,
1991-03-21,8.4,,
1991-03-22,8.55,,
1991-03-25,8.71,,
1991-03-26,8.74,,
1991-03-27,8.71,,
1991-03-28,8.74,,
1991-04-01,8.67,,
1991-04-02,8.55,,
1991-04-03,8.51,,
1991-04-04,8.63,,
1991-04-05,8.51,,
1991-04-08,8.59,,
1991-04-09,8.48,,
1991-04-10,8.55,,
1991-04-11,8.55,,
1991-04-12,8.63,,
1991-04-15,8.67,,
1991-04-16,8.74,,
1991-04-17,8.78,,
1991-04-18,8.63,,
1991-04-19,8.59,,
1991-04-22,8.36,,
1991-04-23,8.48,,
1991-04-24,8.55,,
1991-04-25,8.44,,
1991-04-26,8.4,,
1991-04-29,8.44,,
1991-04-30,8.44,,
1991-05-01,8.48,,
1991-05-02,8.4,,
1991-05-03,8.4,,
1991-05-06,8.4,,
1991-05-07,8.32,,
1991-05-08,8.36,,
1991-05-09,8.4,,
1991-05-10,8.25,,
1991-05-13,8.25,,
1991-05-14,8.17,,
1991-05-15,8.25,,
1991-05-16,8.4,,
1991-05-17,8.25,,
1991-05-20,8.44,,
1991-05-21,8.48,,
1991-05-22,8.4,,
1991-05-23,8.4,,
1991-05-24,8.36,,
1991-05-28,8.4,,
1991-05-29,8.29,,
1991-05-30,8.32,,
1991-05-31,8.29,,
1991-06-03,8.21,,
1991-06-04,8.17,,
1991-06-05,8.17,,
1991-06-06,8.06,,
1991-06-07,7.98,,
1991-06-10,8.09,,
1991-06-11,8.13,,
1991-06-12,8.06,,
1991-06-13,8.17,,
1991-06-14,8.36,,
1991-06-17,8.36,,
1991-06-18,8.21,,
1991-06-19,8.17,,
1991-06-20,8.17,,
1991-06-21,8.29,,
1991-06-24,8.32,,
1991-06-25,8.44,,
1991-06-26,8.48,,
1991-06-27,8.55,,
1991-06-28,8.4,,
1991-07-01,8.4,,
1991-07-02,8.32,,
1991-07-03,8.29,,
1991-07-05,8.29,,
1991-07-08,8.32,,
1991-07-09,8.29,,
1991-07-10,8.32,,
1991-07-11,8.44,,
1991-07-12,8.4,,
1991-07-15,8.44,,
1991-07-16,8.4,,
1991-07-17,8.4,,
1991-07-18,8.48,,
1991-07-19,8.48,,
1991-07-22,8.51,,
1991-07-23,8.48,,
1991-07-24,8.55,,
1991-07-25,8.59,,
1991-07-26,8.55,,
1991-07-29,8.67,,
1991-07-30,8.48,,
1991-07-31,8.44,,
1991-08-01,8.44,,
1991-08-02,8.44,,
1991-08-05,8.44,,
1991-08-06,8.51,,
1991-08-07,8.44,,
1991-08-08,8.48,,
1991-08-09,8.48,,
1991-08-12,8.51,,
1991-08-13,8.4,,
1991-08-14,8.36,,
1991-08-15,8.4,,
1991-08-16,8.36,,
1991-08-19,8.17,,
1991-08-20,8.29,,
1991-08-21,8.51,,
1991-08-22,8.51,,
1991-08-23,8.36,,
1991-08-26,8.36,,
1991-08-27,8.4,,
1991-08-28,8.48,,
1991-08-29,8.44,,
1991-08-30,8.36,,
1991-09-03,8.36,,
1991-09-04,8.36,,
1991-09-05,8.36,,
1991-09-06,8.48,,
1991-09-09,8.44,,
1991-09-10,8.48,,
1991-09-11,8.48,,
1991-09-12,8.48,,
1991-09-13,8.48,,
1991-09-16,8.48,,
1991-09-17,8.44,,
1991-09-18,8.55,,
1991-09-19,8.55,,
1991-09-20,8.59,,
1991-09-23,8.67,,
1991-09-24,8.78,,
1991-09-25,8.86,,
1991-09-26,8.93,,
1991-09-27,9.09,,
1991-09-30,9.2,,
1991-10-01,9.24,,
1991-10-02,9.24,,
1991-10-03,9.24,,
1991-10-04,9.2,,
1991-10-07,9.24,,
1991-10-08,9.35,,
1991-10-09,9.16,,
1991-10-10,9.16,,
1991-10-11,9.24,,
1991-10-14,9.28,,
1991-10-15,9.24,,
1991-10-16,9.16,,
1991-10-17,9.16,,
1991-10-18,9.16,,
1991-10-21,9.09,,
1991-10-22,9.13,,
1991-10-23,9.16,,
1991-10-24,9.13,,
1991-10-25,9.2,,
1991-10-28,9.35,,
1991-10-29,9.2,,
1991-10-30,9.2,,
1991-10-31,9.16,,
1991-11-01,9.13,,
1991-11-04,9.09,,
1991-11-05,9.01,,
1991-11-06,9.01,,
1991-11-07,9.32,,
1991-11-08,9.2,,
1991-11-11,9.2,,
1991-11-12,9.28,,
1991-11-13,9.39,,
1991-11-14,9.43,,
1991-11-15,9.09,,
1991-11-18,9.28,,
1991-11-19,9.16,,
1991-11-20,9.2,,
1991-11-21,9.24,,
1991-11-22,9.09,,
1991-11-25,9.24,,
1991-11-26,9.47,,
1991-11-27,9.62,,
1991-11-29,9.58,,
1991-12-02,9.7,,
1991-12-03,9.58,,
1991-12-04,9.55,,
1991-12-05,9.43,,
1991-12-06,9.81,,
1991-12-09,9.81,,
1991-12-10,9.77,,
1991-12-11,9.77,,
1991-12-12,9.85,,
1991-12-13,9.74,,
1991-12-16,9.74,,
1991-12-17,9.62,,
1991-12-18,9.74,,
1991-12-19,9.7,,
1991-12-20,10.04,,
1991-12-23,10.27,,
1991-12-24,10.16,,
1991-12-26,10.31,,
1991-12-27,10.35,,
1991-12-30,10.46,,
1991-12-31,10.5,,
1992-01-02,10.46,,
1992-01-03,10.61,,
1992-01-06,10.39,,
1992-01-07,10.16,,
1992-01-08,10.04,,
1992-01-09,9.93,,
1992-01-10,9.89,,
1992-01-13,9.81,,
1992-01-14,10.0,,
1992-01-15,9.81,,
1992-01-16,9.58,,
1992-01-17,9.81,,
1992-01-20,9.97,,
1992-01-21,10.08,,
1992-01-22,10.08,,
1992-01-23,9.97,,
1992-01-24,10.12,,
1992-01-27,10.12,,
1992-01-28,9.93,,
1992-01-29,9.97,,
1992-01-30,9.97,,
1992-01-31,9.97,,
1992-02-03,9.93,,
1992-02-04,9.77,,
1992-02-05,9.74,,
1992-02-06,9.74,,
1992-02-07,9.7,,
1992-02-10,9.77,,
1992-02-11,9.77,,
1992-02-12,9.85,,
1992-02-13,9.77,,
1992-02-14,9.74,,
1992-02-18,9.74,,
1992-02-19,9.58,,
1992-02-20,9.66,,
1992-02-21,9.58,,
1992-02-24,9.43,,
1992-02-25,9.43,,
1992-02-26,9.47,,
1992-02-27,9.51,,
1992-02-28,9.51,,
1992-03-02,9.58,,
1992-03-03,9.43,,
1992-03-04,9.39,,
1992-03-05,9.32,,
1992-03-06,9.32,,
1992-03-09,9.55,,
1992-03-10,9.58,,
1992-03-11,9.51,,
1992-03-12,9.47,,
1992-03-13,9.55,,
1992-03-16,9.66,,
1992-03-17,9.66,,
1992-03-18,9.7,,
1992-03-19,9.58,,
1992-03-20,9.74,,
1992-03-23,9.62,,
1992-03-24,9.51,,
1992-03-25,9.55,,
1992-03-26,9.62,,
1992-03-27,9.55,,
1992-03-30,9.66,,
1992-03-31,9.74,,
1992-04-01,9.7,,
1992-04-02,9.66,,
1992-04-03,9.7,,
1992-04-06,9.62,,
1992-04-07,9.62,,
1992-04-08,9.58,,
1992-04-09,9.66,,
1992-04-10,9.77,,
1992-04-13,9.85,,
1992-04-14,9.85,,
1992-04-15,10.0,,
1992-04-16,10.04,,
1992-04-20,10.0,,
1992-04-21,10.08,,
1992-04-22,10.04,,
1992-04-23,10.12,,
1992-04-24,10.08,,
1992-04-27,10.0,,
1992-04-28,9.77,,
1992-04-29,9.93,,
1992-04-30,10.04,,
1992-05-01,9.93,,
1992-05-04,9.97,,
1992-05-05,10.16,,
1992-05-06,10.08,,
1992-05-07,10.04,,
1992-05-08,10.16,,
1992-05-11,10.16,,
1992-05-12,10.39,,
1992-05-13,10.5,,
1992-05-14,10.35,,
1992-05-15,10.27,,
1992-05-18,10.35,,
1992-05-19,10.35,,
1992-05-20,10.39,,
1992-05-21,10.27,,
1992-05-22,10.31,,
1992-05-26,10.31,,
1992-05-27,10.31,,
1992-05-28,10.46,,
1992-05-29,10.31,,
1992-06-01,10.35,,
1992-06-02,10.27,,
1992-06-03,10.27,,
1992-06-04,10.23,,
1992-06-05,10.27,,
1992-06-08,10.39,,
1992-06-09,10.39,,
1992-06-10,10.39,,
1992-06-11,10.5,,
1992-06-12,10.61,,
1992-06-15,10.69,,
1992-06-16,10.77,,
1992-06-17,10.77,,
1992-06-18,10.73,,
1992-06-19,10.69,,
1992-06-22,10.81,,
1992-06-23,10.73,,
1992-06-24,10.61,,
1992-06-25,10.58,,
1992-06-26,10.61,,
1992-06-29,10.73,,
1992-06-30,10.65,,
1992-07-01,10.73,,
1992-07-02,10.77,,
1992-07-06,10.84,,
1992-07-07,10.84,,
1992-07-08,10.92,,
1992-07-09,10.92,,
1992-07-10,10.92,,
1992-07-13,10.92,,
1992-07-14,11.03,,
1992-07-15,11.03,,
1992-07-16,11.15,,
1992-07-17,11.11,,
1992-07-20,11.11,,
1992-07-21,11.07,,
1992-07-22,11.15,,
1992-07-23,11.07,,
1992-07-24,11.15,,
1992-07-27,11.26,,
1992-07-28,11.15,,
1992-07-29,11.34,,
1992-07-30,11.38,,
1992-07-31,11.57,,
1992-08-03,11.53,,
1992-08-04,11.53,,
1992-08-05,11.38,,
1992-08-06,11.42,,
1992-08-07,11.53,,
1992-08-10,11.53,,
1992-08-11,11.42,,
1992-08-12,11.42,,
1992-08-13,11.42,,
1992-08-14,11.38,,
1992-08-17,11.42,,
1992-08-18,11.45,,
1992-08-19,11.42,,
1992-08-20,11.42,,
1992-08-21,11.3,,
1992-08-24,11.23,,
1992-08-25,11.3,,
1992-08-26,11.38,,
1992-08-27,11.38,,
1992-08-28,11.45,,
1992-08-31,11.38,,
1992-09-01,11.42,,
1992-09-02,11.38,,
1992-09-03,11.26,,
1992-09-04,11.38,,
1992-09-08,11.42,,
1992-09-09,11.42,,
1992-09-10,11.45,,
1992-09-11,11.42,,
1992-09-14,11.45,,
1992-09-15,11.38,,
1992-09-16,11.49,,
1992-09-17,11.42,,
1992-09-18,11.45,,
1992-09-21,11.49,,
1992-09-22,11.42,,
1992-09-23,11.49,,
1992-09-24,11.45,,
1992-09-25,11.49,,
1992-09-28,11.49,,
1992-09-29,11.49,,
1992-09-30,11.61,,
1992-10-01,11.57,,
1992-10-02,11.38,,
1992-10-05,11.42,,
1992-10-06,11.38,,
1992-10-07,11.38,,
1992-10-08,11.42,,
1992-10-09,11.3,,
1992-10-12,11.3,,
1992-10-13,11.38,,
1992-10-14,11.42,,
1992-10-15,11.38,,
1992-10-16,11.42,,
1992-10-19,11.42,,
1992-10-20,11.34,,
1992-10-21,11.26,,
1992-10-22,11.23,,
1992-10-23,11.19,,
1992-10-26,11.26,,
1992-10-27,11.07,,
1992-10-28,11.11,,
1992-10-29,11.23,,
1992-10-30,11.26,,
1992-11-02,11.3,,
1992-11-03,11.3,,
1992-11-04,11.26,,
1992-11-05,11.23,,
1992-11-06,11.19,,
1992-11-09,11.11,,
1992-11-10,10.84,,
1992-11-11,10.77,,
1992-11-12,10.96,,
1992-11-13,10.88,,
1992-11-16,10.96,,
1992-11-17,10.92,,
1992-11-18,11.0,,
1992-11-19,11.07,,
1992-11-20,11.15,,
1992-11-23,11.07,,
1992-11-24,11.0,,
1992-11-25,10.92,,
1992-11-27,11.0,,
1992-11-30,11.0,,
1992-12-01,11.03,,
1992-12-02,10.96,,
1992-12-03,10.96,,
1992-12-04,10.96,,
1992-12-07,11.11,,
1992-12-08,11.07,,
1992-12-09,11.15,,
1992-12-10,11.23,,
1992-12-11,11.23,,
1992-12-14,11.26,,
1992-12-15,11.34,,
1992-12-16,11.42,,
1992-12-17,11.42,,
1992-12-18,11.53,,
1992-12-21,11.65,,
1992-12-22,11.84,,
1992-12-23,11.91,,
1992-12-24,11.8,,
1992-12-28,11.72,,
1992-12-29,11.65,,
1992-12-30,11.72,,
1992-12-31,11.76,,
1993-01-04,11.68,,
1993-01-05,11.65,,
1993-01-06,11.72,,
1993-01-07,11.49,,
1993-01-08,11.38,,
1993-01-11,11.53,,
1993-01-12,11.53,,
1993-01-13,11.68,,
1993-01-14,11.76,,
1993-01-15,11.68,,
1993-01-18,11.72,,
1993-01-19,11.76,,
1993-01-20,11.8,,
1993-01-21,11.91,,
1993-01-22,11.84,,
1993-01-25,11.8,,
1993-01-26,11.61,,
1993-01-27,11.65,,
1993-01-28,11.76,,
1993-01-29,11.8,,
1993-02-01,11.95,,
1993-02-02,11.95,,
1993-02-03,12.1,,
1993-02-04,12.22,,
1993-02-05,12.18,,
1993-02-08,12.14,,
1993-02-09,12.1,,
1993-02-10,12.14,,
1993-02-11,12.07,,
1993-02-12,12.1,,
1993-02-16,12.1,,
1993-02-17,12.07,,
1993-02-18,12.07,,
1993-02-19,12.18,,
1993-02-22,12.52,,
1993-02-23,12.45,,
1993-02-24,12.49,,
1993-02-25,12.52,,
1993-02-26,12.6,,
1993-03-01,12.49,,
1993-03-02,12.49,,
1993-03-03,12.6,,
1993-03-04,12.64,,
1993-03-05,12.52,,
1993-03-08,12.64,,
1993-03-09,12.6,,
1993-03-10,12.56,,
1993-03-11,12.52,,
1993-03-12,12.37,,
1993-03-15,12.29,,
1993-03-16,12.41,,
1993-03-17,12.45,,
1993-03-18,12.6,,
1993-03-19,12.56,,
1993-03-22,12.52,,
1993-03-23,12.64,,
1993-03-24,12.71,,
1993-03-25,12.79,,
1993-03-26,12.68,,
1993-03-29,12.79,,
1993-03-30,12.91,,
1993-03-31,13.02,,
1993-04-01,13.06,,
1993-04-02,12.87,,
1993-04-05,12.87,,
1993-04-06,12.98,,
1993-04-07,13.13,,
1993-04-08,13.21,,
1993-04-12,13.44,,
1993-04-13,13.48,,
1993-04-14,13.59,,
1993-04-15,13.59,,
1993-04-16,13.67,,
1993-04-19,13.67,,
1993-04-20,13.44,,
1993-04-21,13.25,,
1993-04-22,13.21,,
1993-04-23,13.13,,
1993-04-26,13.21,,
1993-04-27,13.02,,
1993-04-28,12.94,,
1993-04-29,12.94,,
1993-04-30,12.87,,
1993-05-03,13.02,,
1993-05-04,13.1,,
1993-05-05,12.94,,
1993-05-06,12.79,,
1993-05-07,12.71,,
1993-05-10,12.71,,
1993-05-11,12.75,,
1993-05-12,12.68,,
1993-05-13,12.37,,
1993-05-14,12.33,,
1993-05-17,12.22,,
1993-05-18,12.07,,
1993-05-19,12.22,,
1993-05-20,12.18,,
1993-05-21,12.07,,
1993-05-24,12.1,,
1993-05-25,12.26,,
1993-05-26,12.41,,
1993-05-27,12.37,,
1993-05-28,12.41,,
1993-06-01,12.64,,
1993-06-02,12.56,,
1993-06-03,12.56,,
1993-06-04,12.49,,
1993-06-07,12.49,,
1993-06-08,12.41,,
1993-06-09,12.52,,
1993-06-10,12.49,,
1993-06-11,12.56,,
1993-06-14,12.56,,
1993-06-15,12.56,,
1993-06-16,12.52,,
1993-06-17,12.64,,
1993-06-18,12.68,,
1993-06-21,12.75,,
1993-06-22,12.71,,
1993-06-23,12.71,,
1993-06-24,12.79,,
1993-06-25,12.87,,
1993-06-28,13.02,,
1993-06-29,12.94,,
1993-06-30,12.87,,
1993-07-01,12.98,,
1993-07-02,12.98,,
1993-07-06,12.91,,
1993-07-07,12.94,,
1993-07-08,12.98,,
1993-07-09,12.91,,
1993-07-12,12.91,,
1993-07-13,12.83,,
1993-07-14,12.94,,
1993-07-15,12.94,,
1993-07-16,12.87,,
1993-07-19,12.98,,
1993-07-20,12.98,,
1993-07-21,12.94,,
1993-07-22,12.91,,
1993-07-23,13.02,,
1993-07-26,13.02,,
1993-07-27,12.71,,
1993-07-28,12.6,,
1993-07-29,12.79,,
1993-07-30,12.68,,
1993-08-02,12.75,,
1993-08-03,12.91,,
1993-08-04,12.94,,
1993-08-05,12.91,,
1993-08-06,12.83,,
1993-08-09,13.02,,
1993-08-10,13.1,,
1993-08-11,13.29,,
1993-08-12,13.36,,
1993-08-13,13.29,,
1993-08-16,13.29,,
1993-08-17,13.29,,
1993-08-18,13.36,,
1993-08-19,13.44,,
1993-08-20,13.4,,
1993-08-23,13.33,,
1993-08-24,13.48,,
1993-08-25,13.48,,
1993-08-26,13.52,,
1993-08-27,13.4,,
1993-08-30,13.52,,
1993-08-31,13.59,,
1993-09-01,13.63,,
1993-09-02,13.67,,
1993-09-03,13.67,,
1993-09-07,13.59,,
1993-09-08,13.63,,
1993-09-09,13.59,,
1993-09-10,13.75,,
1993-09-13,13.86,,
1993-09-14,13.82,,
1993-09-15,14.09,,
1993-09-16,14.01,,
1993-09-17,14.05,,
1993-09-20,13.9,,
1993-09-21,13.78,,
1993-09-22,13.78,,
1993-09-23,13.78,,
1993-09-24,13.75,,
1993-09-27,13.78,,
1993-09-28,13.86,,
1993-09-29,13.78,,
1993-09-30,13.75,,
1993-10-01,13.75,,
1993-10-04,13.78,,
1993-10-05,13.67,,
1993-10-06,13.71,,
1993-10-07,13.55,,
1993-10-08,13.67,,
1993-10-11,13.59,,
1993-10-12,13.59,,
1993-10-13,13.59,,
1993-10-14,13.9,,
1993-10-15,13.94,,
1993-10-18,14.13,,
1993-10-19,14.2,,
1993-10-20,14.32,,
1993-10-21,14.13,,
1993-10-22,13.94,,
1993-10-25,13.86,,
1993-10-26,13.52,,
1993-10-27,13.71,,
1993-10-28,13.82,,
1993-10-29,13.71,,
1993-11-01,13.59,,
1993-11-02,13.33,,
1993-11-03,12.94,,
1993-11-04,12.94,,
1993-11-05,13.02,,
1993-11-08,13.02,,
1993-11-09,13.1,,
1993-11-10,13.13,,
1993-11-11,12.91,,
1993-11-12,13.02,,
1993-11-15,12.98,,
1993-11-16,13.17,,
1993-11-17,13.13,,
1993-11-18,13.25,,
1993-11-19,13.13,,
1993-11-22,13.17,,
1993-11-23,13.25,,
1993-11-24,13.17,,
1993-11-26,13.25,,
1993-11-29,13.25,,
1993-11-30,13.21,,
1993-12-01,13.06,,
1993-12-02,12.94,,
1993-12-03,12.94,,
1993-12-06,13.13,,
1993-12-07,13.29,,
1993-12-08,13.21,,
1993-12-09,13.06,,
1993-12-10,13.13,,
1993-12-13,13.21,,
1993-12-14,13.17,,
1993-12-15,13.29,,
