date,PNC,PNC_EPS,PE Ratio
1976-05-26,2.56,,
1976-05-27,2.56,,
1976-05-28,2.56,,
1976-06-01,2.56,,
1976-06-02,2.56,,
1976-06-03,2.56,,
1976-06-04,2.53,,
1976-06-07,2.5,,
1976-06-08,2.5,,
1976-06-09,2.53,,
1976-06-10,2.53,,
1976-06-11,2.53,,
1976-06-14,2.56,,
1976-06-15,2.56,,
1976-06-16,2.56,,
1976-06-17,2.59,,
1976-06-18,2.59,,
1976-06-21,2.59,,
1976-06-22,2.59,,
1976-06-23,2.56,,
1976-06-24,2.56,,
1976-06-25,2.59,,
1976-06-28,2.59,,
1976-06-29,2.66,,
1976-06-30,2.66,,
1976-07-01,2.66,,
1976-07-02,2.66,,
1976-07-06,2.66,,
1976-07-07,2.69,,
1976-07-08,2.69,,
1976-07-09,2.66,,
1976-07-12,2.66,,
1976-07-13,2.66,,
1976-07-14,2.66,,
1976-07-15,2.59,,
1976-07-16,2.59,,
1976-07-19,2.59,,
1976-07-20,2.5,,
1976-07-21,2.44,,
1976-07-22,2.5,,
1976-07-23,2.5,,
1976-07-26,2.5,,
1976-07-27,2.5,,
1976-07-28,2.47,,
1976-07-29,2.47,,
1976-07-30,2.44,,
1976-08-02,2.44,,
1976-08-03,2.44,,
1976-08-04,2.5,,
1976-08-05,2.53,,
1976-08-06,2.5,,
1976-08-09,2.5,,
1976-08-10,2.5,,
1976-08-11,2.5,,
1976-08-12,2.5,,
1976-08-13,2.5,,
1976-08-16,2.47,,
1976-08-17,2.47,,
1976-08-18,2.5,,
1976-08-19,2.47,,
1976-08-20,2.47,,
1976-08-23,2.47,,
1976-08-24,2.47,,
1976-08-25,2.47,,
1976-08-26,2.47,,
1976-08-27,2.47,,
1976-08-30,2.47,,
1976-08-31,2.44,,
1976-09-01,2.47,,
1976-09-02,2.44,,
1976-09-03,2.44,,
1976-09-07,2.44,,
1976-09-08,2.44,,
1976-09-09,2.41,,
1976-09-10,2.41,,
1976-09-13,2.41,,
1976-09-14,2.41,,
1976-09-15,2.5,,
1976-09-16,2.5,,
1976-09-17,2.53,,
1976-09-20,2.59,,
1976-09-21,2.59,,
1976-09-22,2.63,,
1976-09-23,2.72,,
1976-09-24,2.69,,
1976-09-27,2.63,,
1976-09-28,2.59,,
1976-09-29,2.59,,
1976-09-30,2.56,,
1976-10-01,2.56,,
1976-10-04,2.56,,
1976-10-05,2.56,,
1976-10-06,2.56,,
1976-10-07,2.56,,
1976-10-08,2.59,,
1976-10-11,2.59,,
1976-10-12,2.59,,
1976-10-13,2.56,,
1976-10-14,2.47,,
1976-10-15,2.5,,
1976-10-18,2.5,,
1976-10-19,2.5,,
1976-10-20,2.53,,
1976-10-21,2.53,,
1976-10-22,2.5,,
1976-10-25,2.5,,
1976-10-26,2.5,,
1976-10-27,2.47,,
1976-10-28,2.47,,
1976-10-29,2.47,,
1976-11-01,2.47,,
1976-11-03,2.44,,
1976-11-04,2.47,,
1976-11-05,2.47,,
1976-11-08,2.44,,
1976-11-09,2.38,,
1976-11-10,2.41,,
1976-11-11,2.41,,
1976-11-12,2.44,,
1976-11-15,2.44,,
1976-11-16,2.41,,
1976-11-17,2.44,,
1976-11-18,2.44,,
1976-11-19,2.44,,
1976-11-22,2.44,,
1976-11-23,2.41,,
1976-11-24,2.38,,
1976-11-26,2.38,,
1976-11-29,2.44,,
1976-11-30,2.44,,
1976-12-01,2.47,,
1976-12-02,2.47,,
1976-12-03,2.5,,
1976-12-06,2.5,,
1976-12-07,2.5,,
1976-12-08,2.5,,
1976-12-09,2.5,,
1976-12-10,2.44,,
1976-12-13,2.5,,
1976-12-14,2.56,,
1976-12-15,2.53,,
1976-12-16,2.59,,
1976-12-17,2.63,,
1976-12-20,2.69,,
1976-12-21,2.72,,
1976-12-22,2.72,,
1976-12-23,2.75,,
1976-12-27,2.72,,
1976-12-28,2.75,,
1976-12-29,2.75,,
1976-12-30,2.72,,
1976-12-31,2.94,,
1977-01-03,2.94,,
1977-01-04,2.94,,
1977-01-05,2.91,,
1977-01-06,2.94,,
1977-01-07,2.91,,
1977-01-10,2.91,,
1977-01-11,2.81,,
1977-01-12,2.81,,
1977-01-13,2.81,,
1977-01-14,2.78,,
1977-01-17,2.81,,
1977-01-18,2.81,,
1977-01-19,2.84,,
1977-01-20,2.84,,
1977-01-21,2.88,,
1977-01-24,2.78,,
1977-01-25,2.78,,
1977-01-26,2.78,,
1977-01-27,2.75,,
1977-01-28,2.63,,
1977-01-31,2.66,,
1977-02-01,2.72,,
1977-02-02,2.72,,
1977-02-03,2.72,,
1977-02-04,2.72,,
1977-02-07,2.72,,
1977-02-08,2.72,,
1977-02-09,2.72,,
1977-02-10,2.72,,
1977-02-11,2.72,,
1977-02-14,2.72,,
1977-02-15,2.72,,
1977-02-16,2.72,,
1977-02-17,2.72,,
1977-02-18,2.75,,
1977-02-22,2.72,,
1977-02-23,2.69,,
1977-02-24,2.69,,
1977-02-25,2.69,,
1977-02-28,2.69,,
1977-03-01,2.75,,
1977-03-02,2.72,,
1977-03-03,2.72,,
1977-03-04,2.72,,
1977-03-07,2.72,,
1977-03-08,2.69,,
1977-03-09,2.69,,
1977-03-10,2.69,,
1977-03-11,2.66,,
1977-03-14,2.66,,
1977-03-15,2.66,,
1977-03-16,2.66,,
1977-03-17,2.66,,
1977-03-18,2.66,,
1977-03-21,2.66,,
1977-03-22,2.66,,
1977-03-23,2.59,,
1977-03-24,2.59,,
1977-03-25,2.59,,
1977-03-28,2.63,,
1977-03-29,2.63,,
1977-03-30,2.63,,
1977-03-31,2.66,,
1977-04-01,2.75,,
1977-04-04,2.72,,
1977-04-05,2.72,,
1977-04-06,2.72,,
1977-04-07,2.66,,
1977-04-11,2.66,,
1977-04-12,2.69,,
1977-04-13,2.72,,
1977-04-14,2.72,,
1977-04-15,2.72,,
1977-04-18,2.69,,
1977-04-19,2.69,,
1977-04-20,2.69,,
1977-04-21,2.75,,
1977-04-22,2.75,,
1977-04-25,2.72,,
1977-04-26,2.72,,
1977-04-27,2.72,,
1977-04-28,2.72,,
1977-04-29,2.75,,
1977-05-02,2.75,,
1977-05-03,2.75,,
1977-05-04,2.81,,
1977-05-05,2.81,,
1977-05-06,2.81,,
1977-05-09,2.84,,
1977-05-10,2.81,,
1977-05-11,2.81,,
1977-05-12,2.78,,
1977-05-13,2.75,,
1977-05-16,2.75,,
1977-05-17,2.78,,
1977-05-18,2.81,,
1977-05-19,2.81,,
1977-05-20,2.78,,
1977-05-23,2.78,,
1977-05-24,2.78,,
1977-05-25,2.78,,
1977-05-26,2.75,,
1977-05-27,2.75,,
1977-05-31,2.69,,
1977-06-01,2.72,,
1977-06-02,2.72,,
1977-06-03,2.72,,
1977-06-06,2.69,,
1977-06-07,2.69,,
1977-06-08,2.69,,
1977-06-09,2.69,,
1977-06-10,2.69,,
1977-06-13,2.75,,
1977-06-14,2.72,,
1977-06-15,2.78,,
1977-06-16,2.78,,
1977-06-17,2.78,,
1977-06-20,2.78,,
1977-06-21,2.78,,
1977-06-22,2.78,,
1977-06-23,2.78,,
1977-06-24,2.78,,
1977-06-27,2.81,,
1977-06-28,2.81,,
1977-06-29,2.81,,
1977-06-30,2.84,,
1977-07-01,2.84,,
1977-07-05,2.84,,
1977-07-06,2.84,,
1977-07-07,2.84,,
1977-07-08,2.78,,
1977-07-11,2.78,,
1977-07-12,2.78,,
1977-07-13,2.78,,
1977-07-15,2.78,,
1977-07-18,2.78,,
1977-07-19,2.81,,
1977-07-20,2.84,,
1977-07-21,2.84,,
1977-07-22,2.88,,
1977-07-25,2.84,,
1977-07-26,2.84,,
1977-07-27,2.78,,
1977-07-28,2.78,,
1977-07-29,2.78,,
1977-08-01,2.75,,
1977-08-02,2.75,,
1977-08-03,2.75,,
1977-08-04,2.75,,
1977-08-05,2.75,,
1977-08-08,2.75,,
1977-08-09,2.75,,
1977-08-10,2.75,,
1977-08-11,2.75,,
1977-08-12,2.75,,
1977-08-15,2.75,,
1977-08-16,2.75,,
1977-08-17,2.78,,
1977-08-18,2.78,,
1977-08-19,2.75,,
1977-08-22,2.75,,
1977-08-23,2.75,,
1977-08-24,2.75,,
1977-08-25,2.75,,
1977-08-26,2.75,,
1977-08-29,2.75,,
1977-08-30,2.78,,
1977-08-31,2.78,,
1977-09-01,2.78,,
1977-09-02,2.81,,
1977-09-06,2.81,,
1977-09-07,2.81,,
1977-09-08,2.84,,
1977-09-09,2.81,,
1977-09-12,2.81,,
1977-09-13,2.81,,
1977-09-14,2.81,,
1977-09-15,2.81,,
1977-09-16,2.81,,
1977-09-19,2.78,,
1977-09-20,2.78,,
1977-09-21,2.75,,
1977-09-22,2.75,,
1977-09-23,2.72,,
1977-09-26,2.69,,
1977-09-27,2.69,,
1977-09-28,2.66,,
1977-09-29,2.66,,
1977-09-30,2.66,,
1977-10-03,2.66,,
1977-10-04,2.59,,
1977-10-05,2.59,,
1977-10-06,2.53,,
1977-10-07,2.56,,
1977-10-10,2.59,,
1977-10-11,2.69,,
1977-10-12,2.69,,
1977-10-13,2.69,,
1977-10-14,2.69,,
1977-10-17,2.69,,
1977-10-18,2.81,,
1977-10-19,2.84,,
1977-10-20,2.88,,
1977-10-21,2.88,,
1977-10-24,2.88,,
1977-10-25,2.78,,
1977-10-26,2.75,,
1977-10-27,2.75,,
1977-10-28,2.75,,
1977-10-31,2.75,,
1977-11-01,2.75,,
1977-11-02,2.69,,
1977-11-03,2.66,,
1977-11-04,2.66,,
1977-11-07,2.69,,
1977-11-08,2.69,,
1977-11-09,2.72,,
1977-11-10,2.75,,
1977-11-11,2.72,,
1977-11-14,2.69,,
1977-11-15,2.69,,
1977-11-16,2.69,,
1977-11-17,2.69,,
1977-11-18,2.69,,
1977-11-21,2.69,,
1977-11-22,2.66,,
1977-11-23,2.66,,
1977-11-25,2.66,,
1977-11-28,2.66,,
1977-11-29,2.66,,
1977-11-30,2.72,,
1977-12-01,2.78,,
1977-12-02,2.78,,
1977-12-05,2.78,,
1977-12-06,2.75,,
1977-12-07,2.75,,
1977-12-08,2.78,,
1977-12-09,2.78,,
1977-12-12,2.75,,
1977-12-13,2.75,,
1977-12-14,2.75,,
1977-12-15,2.75,,
1977-12-16,2.75,,
1977-12-19,2.75,,
1977-12-20,2.66,,
1977-12-21,2.72,,
1977-12-22,2.78,,
1977-12-23,2.81,,
1977-12-27,2.84,,
1977-12-28,2.84,,
1977-12-29,2.88,,
1977-12-30,2.88,,
1978-01-03,2.84,,
1978-01-04,2.84,,
1978-01-05,2.91,,
1978-01-06,2.84,,
1978-01-09,2.84,,
1978-01-10,2.72,,
1978-01-11,2.75,,
1978-01-12,2.78,,
1978-01-13,2.78,,
1978-01-16,2.81,,
1978-01-17,2.78,,
1978-01-18,2.81,,
1978-01-19,2.81,,
1978-01-20,2.88,,
1978-01-23,2.88,,
1978-01-24,2.88,,
1978-01-25,2.91,,
1978-01-26,2.91,,
1978-01-27,2.91,,
1978-01-30,2.91,,
1978-01-31,2.94,,
1978-02-01,2.91,,
1978-02-02,2.94,,
1978-02-03,2.94,,
1978-02-06,2.91,,
1978-02-07,2.94,,
1978-02-08,2.94,,
1978-02-09,2.94,,
1978-02-10,2.91,,
1978-02-13,2.94,,
1978-02-14,2.94,,
1978-02-15,2.97,,
1978-02-16,2.97,,
1978-02-17,2.94,,
1978-02-21,2.94,,
1978-02-22,2.94,,
1978-02-23,2.97,,
1978-02-24,2.97,,
1978-02-27,2.97,,
1978-02-28,2.94,,
1978-03-01,2.94,,
1978-03-02,2.94,,
1978-03-03,2.94,,
1978-03-06,2.94,,
1978-03-07,2.94,,
1978-03-08,2.94,,
1978-03-09,2.94,,
1978-03-10,2.94,,
1978-03-13,2.94,,
1978-03-14,2.88,,
1978-03-15,2.88,,
1978-03-16,2.88,,
1978-03-17,2.88,,
1978-03-20,2.88,,
1978-03-21,2.88,,
1978-03-22,2.88,,
1978-03-23,2.88,,
1978-03-27,2.88,,
1978-03-28,2.88,,
1978-03-29,2.88,,
1978-03-30,2.91,,
1978-03-31,2.91,,
1978-04-03,2.91,,
1978-04-04,2.91,,
1978-04-05,2.91,,
1978-04-06,2.94,,
1978-04-07,2.91,,
1978-04-10,2.91,,
1978-04-11,2.91,,
1978-04-12,2.91,,
1978-04-13,2.91,,
1978-04-14,2.94,,
1978-04-17,2.94,,
1978-04-18,2.94,,
1978-04-19,2.94,,
1978-04-20,2.94,,
1978-04-21,2.94,,
1978-04-24,2.94,,
1978-04-25,2.94,,
1978-04-26,3.0,,
1978-04-27,3.0,,
1978-04-28,3.0,,
1978-05-01,3.06,,
1978-05-02,3.06,,
1978-05-03,3.06,,
1978-05-04,3.03,,
1978-05-05,3.0,,
1978-05-08,3.0,,
1978-05-09,3.03,,
1978-05-10,3.03,,
1978-05-11,3.06,,
1978-05-12,3.06,,
1978-05-15,3.06,,
1978-05-16,3.06,,
1978-05-17,3.06,,
1978-05-18,3.06,,
1978-05-19,3.06,,
1978-05-22,3.03,,
1978-05-23,3.0,,
1978-05-24,3.0,,
1978-05-25,3.0,,
1978-05-26,3.0,,
1978-05-30,3.0,,
1978-05-31,3.0,,
1978-06-01,3.0,,
1978-06-02,3.0,,
1978-06-05,3.0,,
1978-06-06,3.0,,
1978-06-07,3.0,,
1978-06-08,3.0,,
1978-06-09,3.0,,
1978-06-12,3.0,,
1978-06-13,3.0,,
1978-06-14,3.0,,
1978-06-15,3.0,,
1978-06-16,3.0,,
1978-06-19,3.0,,
1978-06-20,3.0,,
1978-06-21,3.0,,
1978-06-22,3.0,,
1978-06-23,3.0,,
1978-06-26,3.0,,
1978-06-27,2.97,,
1978-06-28,2.97,,
1978-06-29,2.97,,
1978-06-30,2.97,,
1978-07-03,2.97,,
1978-07-05,2.97,,
1978-07-06,2.97,,
1978-07-07,2.94,,
1978-07-10,2.94,,
1978-07-11,2.97,,
1978-07-12,2.97,,
1978-07-13,3.03,,
1978-07-14,3.06,,
1978-07-17,3.06,,
1978-07-18,3.03,,
1978-07-19,3.03,,
1978-07-20,3.03,,
1978-07-21,3.03,,
1978-07-24,3.0,,
1978-07-25,3.0,,
1978-07-26,3.0,,
1978-07-27,3.0,,
1978-07-28,3.06,,
1978-07-31,3.06,,
1978-08-01,3.03,,
1978-08-02,3.03,,
1978-08-03,3.06,,
1978-08-04,3.06,,
1978-08-07,3.06,,
1978-08-08,3.06,,
1978-08-09,3.06,,
1978-08-10,3.03,,
1978-08-11,3.03,,
1978-08-14,3.06,,
1978-08-15,3.09,,
1978-08-16,3.09,,
1978-08-17,3.13,,
1978-08-18,3.19,,
1978-08-21,3.19,,
1978-08-22,3.22,,
1978-08-23,3.22,,
1978-08-24,3.22,,
1978-08-25,3.22,,
1978-08-28,3.25,,
1978-08-29,3.38,,
1978-08-30,3.41,,
1978-08-31,3.47,,
1978-09-01,3.53,,
1978-09-05,3.53,,
1978-09-06,3.56,,
1978-09-07,3.53,,
1978-09-08,3.53,,
1978-09-11,3.53,,
1978-09-12,3.56,,
1978-09-13,3.56,,
1978-09-14,3.53,,
1978-09-15,3.5,,
1978-09-18,3.47,,
1978-09-19,3.41,,
1978-09-20,3.38,,
1978-09-21,3.38,,
1978-09-22,3.38,,
1978-09-25,3.38,,
1978-09-26,3.38,,
1978-09-27,3.34,,
1978-09-28,3.34,,
1978-09-29,3.28,,
1978-10-02,3.41,,
1978-10-03,3.44,,
1978-10-04,3.44,,
1978-10-05,3.44,,
1978-10-06,3.44,,
1978-10-09,3.44,,
1978-10-10,3.47,,
1978-10-11,3.44,,
1978-10-12,3.5,,
1978-10-13,3.47,,
1978-10-16,3.53,,
1978-10-17,3.44,,
1978-10-18,3.41,,
1978-10-19,3.41,,
1978-10-20,3.38,,
1978-10-23,3.38,,
1978-10-24,3.38,,
1978-10-25,3.34,,
1978-10-26,3.28,,
1978-10-27,3.28,,
1978-10-30,3.25,,
1978-10-31,3.25,,
1978-11-01,3.34,,
1978-11-02,3.34,,
1978-11-03,3.34,,
1978-11-06,3.38,,
1978-11-07,3.34,,
1978-11-08,3.34,,
1978-11-09,3.38,,
1978-11-10,3.34,,
1978-11-13,3.31,,
1978-11-14,3.31,,
1978-11-15,3.25,,
1978-11-16,3.22,,
1978-11-17,3.22,,
1978-11-20,3.22,,
1978-11-21,3.22,,
1978-11-22,3.19,,
1978-11-24,3.19,,
1978-11-27,3.22,,
1978-11-28,3.22,,
1978-11-29,3.19,,
1978-11-30,3.19,,
1978-12-01,3.19,,
1978-12-04,3.19,,
1978-12-05,3.25,,
1978-12-06,3.28,,
1978-12-07,3.28,,
1978-12-08,3.47,,
1978-12-11,3.47,,
1978-12-12,3.5,,
1978-12-13,3.5,,
1978-12-14,3.5,,
1978-12-15,3.5,,
1978-12-18,3.44,,
1978-12-19,3.44,,
1978-12-20,3.44,,
1978-12-21,3.38,,
1978-12-22,3.38,,
1978-12-26,3.38,,
1978-12-27,3.38,,
1978-12-28,3.38,,
1978-12-29,3.41,,
1979-01-02,3.41,,
1979-01-03,3.38,,
1979-01-04,3.38,,
1979-01-05,3.41,,
1979-01-08,3.38,,
1979-01-09,3.38,,
1979-01-10,3.34,,
1979-01-11,3.34,,
1979-01-12,3.31,,
1979-01-15,3.31,,
1979-01-16,3.31,,
1979-01-17,3.31,,
1979-01-18,3.34,,
1979-01-19,3.34,,
1979-01-22,3.34,,
1979-01-23,3.34,,
1979-01-24,3.34,,
1979-01-25,3.41,,
1979-01-26,3.44,,
1979-01-29,3.41,,
1979-01-30,3.44,,
1979-01-31,3.41,,
1979-02-01,3.41,,
1979-02-02,3.41,,
1979-02-05,3.41,,
1979-02-06,3.41,,
1979-02-07,3.41,,
1979-02-08,3.41,,
1979-02-09,3.41,,
1979-02-12,3.38,,
1979-02-13,3.38,,
1979-02-14,3.38,,
1979-02-15,3.38,,
1979-02-16,3.38,,
1979-02-20,3.38,,
1979-02-21,3.38,,
1979-02-22,3.38,,
1979-02-23,3.38,,
1979-02-26,3.38,,
1979-02-27,3.31,,
1979-02-28,3.31,,
1979-03-01,3.31,,
1979-03-02,3.34,,
1979-03-05,3.31,,
1979-03-06,3.31,,
1979-03-07,3.47,,
1979-03-08,3.5,,
1979-03-09,3.41,,
1979-03-12,3.53,,
1979-03-13,3.5,,
1979-03-14,3.56,,
1979-03-15,3.5,,
1979-03-16,3.5,,
1979-03-19,3.53,,
1979-03-20,3.5,,
1979-03-21,3.5,,
1979-03-22,3.5,,
1979-03-23,3.5,,
1979-03-26,3.47,,
1979-03-27,3.47,,
1979-03-28,3.41,,
1979-03-29,3.41,,
1979-03-30,3.41,,
1979-04-02,3.41,,
1979-04-03,3.41,,
1979-04-04,3.41,,
1979-04-05,3.41,,
1979-04-06,3.44,,
1979-04-09,3.31,,
1979-04-10,3.41,,
1979-04-11,3.38,,
1979-04-12,3.41,,
1979-04-16,3.41,,
1979-04-17,3.41,,
1979-04-18,3.41,,
1979-04-19,3.38,,
1979-04-20,3.31,,
1979-04-23,3.31,,
1979-04-24,3.31,,
1979-04-25,3.31,,
1979-04-26,3.31,,
1979-04-27,3.31,,
1979-04-30,3.31,,
1979-05-01,3.28,,
1979-05-02,3.28,,
1979-05-03,3.28,,
1979-05-04,3.28,,
1979-05-07,3.28,,
1979-05-08,3.28,,
1979-05-09,3.28,,
1979-05-10,3.28,,
1979-05-11,3.28,,
1979-05-14,3.28,,
1979-05-15,3.28,,
1979-05-16,3.28,,
1979-05-17,3.31,,
1979-05-18,3.34,,
1979-05-21,3.34,,
1979-05-22,3.34,,
1979-05-23,3.34,,
1979-05-24,3.34,,
1979-05-25,3.34,,
1979-05-29,3.34,,
1979-05-30,3.31,,
1979-05-31,3.31,,
1979-06-01,3.28,,
1979-06-04,3.28,,
1979-06-05,3.25,,
1979-06-06,3.25,,
1979-06-07,3.25,,
1979-06-08,3.25,,
1979-06-11,3.25,,
1979-06-12,3.28,,
1979-06-13,3.28,,
1979-06-14,3.28,,
1979-06-15,3.28,,
1979-06-18,3.28,,
1979-06-19,3.28,,
1979-06-20,3.28,,
1979-06-21,3.28,,
1979-06-22,3.31,,
1979-06-25,3.28,,
1979-06-26,3.28,,
1979-06-27,3.28,,
1979-06-28,3.28,,
1979-06-29,3.28,,
1979-07-02,3.28,,
1979-07-03,3.28,,
1979-07-05,3.28,,
1979-07-06,3.28,,
1979-07-09,3.34,,
1979-07-10,3.38,,
1979-07-11,3.34,,
1979-07-12,3.34,,
1979-07-13,3.34,,
1979-07-16,3.38,,
1979-07-17,3.38,,
1979-07-18,3.41,,
1979-07-19,3.44,,
1979-07-20,3.47,,
1979-07-23,3.47,,
1979-07-24,3.47,,
1979-07-25,3.47,,
1979-07-26,3.47,,
1979-07-27,3.44,,
1979-07-30,3.44,,
1979-07-31,3.44,,
1979-08-01,3.5,,
1979-08-02,3.53,,
1979-08-03,3.56,,
1979-08-06,3.56,,
1979-08-07,3.59,,
1979-08-08,3.72,,
1979-08-09,3.72,,
1979-08-10,3.72,,
1979-08-13,3.69,,
1979-08-14,3.66,,
1979-08-15,3.66,,
1979-08-16,3.63,,
1979-08-17,3.59,,
1979-08-20,3.56,,
1979-08-21,3.56,,
1979-08-22,3.53,,
1979-08-23,3.53,,
1979-08-24,3.5,,
1979-08-27,3.5,,
1979-08-28,3.53,,
1979-08-29,3.53,,
1979-08-30,3.53,,
1979-08-31,3.53,,
1979-09-04,3.53,,
1979-09-05,3.5,,
1979-09-06,3.5,,
1979-09-07,3.5,,
1979-09-10,3.5,,
1979-09-11,3.53,,
1979-09-12,3.53,,
1979-09-13,3.53,,
1979-09-14,3.53,,
1979-09-17,3.53,,
1979-09-18,3.53,,
1979-09-19,3.5,,
1979-09-20,3.5,,
1979-09-21,3.53,,
1979-09-24,3.5,,
1979-09-25,3.5,,
1979-09-26,3.5,,
1979-09-27,3.5,,
1979-09-28,3.5,,
1979-10-01,3.5,,
1979-10-02,3.5,,
1979-10-03,3.5,,
1979-10-04,3.5,,
1979-10-05,3.5,,
1979-10-08,3.5,,
1979-10-09,3.38,,
1979-10-10,3.06,,
1979-10-11,3.03,,
1979-10-12,3.09,,
1979-10-15,3.0,,
1979-10-16,2.84,,
1979-10-17,2.88,,
1979-10-18,2.94,,
1979-10-19,2.88,,
1979-10-22,2.78,,
1979-10-23,2.78,,
1979-10-24,2.78,,
1979-10-25,2.78,,
1979-10-26,2.81,,
1979-10-29,2.81,,
1979-10-30,3.03,,
1979-10-31,3.09,,
1979-11-01,3.09,,
1979-11-02,3.09,,
1979-11-05,3.13,,
1979-11-06,3.09,,
1979-11-07,3.03,,
1979-11-08,3.0,,
1979-11-09,3.03,,
1979-11-12,3.03,,
1979-11-13,3.09,,
1979-11-14,3.09,,
1979-11-15,3.09,,
1979-11-16,3.09,,
1979-11-19,3.06,,
1979-11-20,3.06,,
1979-11-21,3.03,,
1979-11-23,3.03,,
1979-11-26,3.06,,
1979-11-27,3.09,,
1979-11-28,3.09,,
1979-11-29,3.09,,
1979-11-30,3.09,,
1979-12-03,3.06,,
1979-12-04,3.09,,
1979-12-05,3.09,,
1979-12-06,3.09,,
1979-12-07,3.09,,
1979-12-10,3.09,,
1979-12-11,3.09,,
1979-12-12,3.09,,
1979-12-13,3.06,,
1979-12-14,3.06,,
1979-12-17,3.06,,
1979-12-18,3.03,,
1979-12-19,3.03,,
1979-12-20,3.03,,
1979-12-21,3.03,,
1979-12-24,3.03,,
1979-12-26,3.03,,
1979-12-27,3.03,,
1979-12-28,3.03,,
1979-12-31,3.03,,
1980-01-02,3.0,,
1980-01-03,3.0,,
1980-01-04,3.0,,
1980-01-07,3.0,,
1980-01-08,3.03,,
1980-01-09,3.06,,
1980-01-10,3.06,,
1980-01-11,3.03,,
1980-01-14,3.03,,
1980-01-15,3.06,,
1980-01-16,3.13,,
1980-01-17,3.19,,
1980-01-18,3.19,,
1980-01-21,3.22,,
1980-01-22,3.31,,
1980-01-23,3.31,,
1980-01-24,3.31,,
1980-01-25,3.22,,
1980-01-28,3.16,,
1980-01-29,3.16,,
1980-01-30,3.16,,
1980-01-31,3.16,,
1980-02-01,3.16,,
1980-02-04,3.19,,
1980-02-05,3.22,,
1980-02-06,3.22,,
1980-02-07,3.19,,
1980-02-08,3.19,,
1980-02-11,3.16,,
1980-02-12,3.13,,
1980-02-13,3.13,,
1980-02-14,3.13,,
