date,VRSN,VRSN_EPS,PE Ratio
1998-09-18,6.5,,
1998-09-21,6.34,,
1998-09-22,6.63,,
1998-09-23,6.75,,
1998-09-24,6.88,,
1998-09-25,6.94,,
1998-09-28,6.89,,
1998-09-29,6.81,,
1998-09-30,6.81,,
1998-10-01,6.91,,
1998-10-02,6.81,,
1998-10-05,6.66,,
1998-10-06,6.44,,
1998-10-07,5.63,,
1998-10-08,5.35,,
1998-10-09,5.88,,
1998-10-12,6.81,,
1998-10-13,7.09,,
1998-10-14,7.41,,
1998-10-15,7.28,,
1998-10-16,7.33,,
1998-10-19,7.13,,
1998-10-20,7.13,,
1998-10-21,7.16,,
1998-10-22,7.5,,
1998-10-23,7.91,,
1998-10-26,7.88,,
1998-10-27,7.5,,
1998-10-28,7.47,,
1998-10-29,7.48,,
1998-10-30,7.67,,
1998-11-02,7.5,,
1998-11-03,7.75,,
1998-11-04,8.73,,
1998-11-05,9.31,,
1998-11-06,9.78,,
1998-11-09,9.78,,
1998-11-10,9.13,,
1998-11-11,9.0,,
1998-11-12,9.53,,
1998-11-13,9.42,,
1998-11-16,9.45,,
1998-11-17,9.34,,
1998-11-18,9.16,,
1998-11-19,9.19,,
1998-11-20,8.72,,
1998-11-23,9.03,,
1998-11-24,9.31,,
1998-11-25,9.78,,
1998-11-27,11.0,,
1998-11-30,10.03,,
1998-12-01,9.53,,
1998-12-02,9.66,,
1998-12-03,9.67,,
1998-12-04,10.0,,
1998-12-07,10.97,,
1998-12-08,11.75,,
1998-12-09,13.0,,
1998-12-10,12.5,,
1998-12-11,12.63,,
1998-12-14,12.13,,
1998-12-15,12.31,,
1998-12-16,12.31,,
1998-12-17,12.98,,
1998-12-18,12.78,,
1998-12-21,14.47,,
1998-12-22,14.83,,
1998-12-23,16.44,,
1998-12-24,17.91,,
1998-12-28,15.89,,
1998-12-29,16.25,,
1998-12-30,15.45,,
1998-12-31,14.78,,
1999-01-04,15.0,,
1999-01-05,15.88,,
1999-01-06,16.75,,
1999-01-07,18.88,,
1999-01-08,18.0,,
1999-01-11,18.41,,
1999-01-12,16.88,,
1999-01-13,16.56,,
1999-01-14,16.94,,
1999-01-15,18.25,,
1999-01-19,22.16,,
1999-01-20,20.56,,
1999-01-21,19.13,,
1999-01-22,19.75,,
1999-01-25,19.33,,
1999-01-26,20.38,,
1999-01-27,22.5,,
1999-01-28,23.38,,
1999-01-29,23.81,,
1999-02-01,22.81,,
1999-02-02,23.86,,
1999-02-03,23.57,,
1999-02-04,22.41,,
1999-02-05,22.25,,
1999-02-08,22.06,,
1999-02-09,20.84,,
1999-02-10,20.25,,
1999-02-11,23.5,,
1999-02-12,22.5,,
1999-02-16,22.25,,
1999-02-17,21.75,,
1999-02-18,22.06,,
1999-02-19,22.81,,
1999-02-22,24.28,,
1999-02-23,27.13,,
1999-02-24,25.81,,
1999-02-25,24.41,,
1999-02-26,24.5,,
1999-03-01,25.06,,
1999-03-02,23.86,,
1999-03-03,24.22,,
1999-03-04,24.38,,
1999-03-05,26.06,,
1999-03-08,29.75,,
1999-03-09,30.95,,
1999-03-10,30.81,,
1999-03-11,30.94,,
1999-03-12,29.94,,
1999-03-15,30.7,,
1999-03-16,31.13,,
1999-03-17,30.25,,
1999-03-18,29.63,,
1999-03-19,29.34,,
1999-03-22,29.81,,
1999-03-23,28.88,,
1999-03-24,30.47,,
1999-03-25,33.73,,
1999-03-26,33.25,,
1999-03-29,34.56,,
1999-03-30,33.66,,
1999-03-31,38.5,,
1999-04-01,37.44,,
1999-04-05,38.88,,
1999-04-06,40.28,,
1999-04-07,37.66,,
1999-04-08,36.64,,
1999-04-09,38.19,,
1999-04-12,44.13,,
1999-04-13,43.13,,
1999-04-14,40.44,,
1999-04-15,39.14,,
1999-04-16,36.09,,
1999-04-19,27.5,,
1999-04-20,28.13,,
1999-04-21,36.41,,
1999-04-22,36.67,,
1999-04-23,32.77,,
1999-04-26,35.34,,
1999-04-27,31.02,,
1999-04-28,25.81,,
1999-04-29,27.5,,
1999-04-30,28.75,,
1999-05-03,27.97,,
1999-05-04,25.28,,
1999-05-05,27.59,,
1999-05-06,26.16,,
1999-05-07,26.75,,
1999-05-10,28.25,,
1999-05-11,30.0,,
1999-05-12,30.19,,
1999-05-13,31.7,,
1999-05-14,32.02,,
1999-05-17,32.29,,
1999-05-18,32.19,,
1999-05-19,33.19,,
1999-05-20,34.89,,
1999-05-21,34.3,,
1999-05-24,31.0,,
1999-05-25,27.97,,
1999-05-26,26.44,,
1999-05-27,27.78,,
1999-05-28,29.63,,
1999-06-01,28.0,,
1999-06-02,30.06,,
1999-06-03,28.5,,
1999-06-04,29.63,,
1999-06-07,30.63,,
1999-06-08,29.25,,
1999-06-09,29.31,,
1999-06-10,28.5,,
1999-06-11,27.25,,
1999-06-14,24.63,,
1999-06-15,24.81,,
1999-06-16,27.97,,
1999-06-17,28.31,,
1999-06-18,32.97,,
1999-06-21,35.06,,
1999-06-22,33.91,,
1999-06-23,33.5,,
1999-06-24,36.47,,
1999-06-25,34.25,,
1999-06-28,37.0,,
1999-06-29,38.94,,
1999-06-30,43.13,,
1999-07-01,41.28,,
1999-07-02,42.47,,
1999-07-06,44.03,,
1999-07-07,42.94,,
1999-07-08,44.81,,
1999-07-09,44.5,,
1999-07-12,42.05,,
1999-07-13,41.09,,
1999-07-14,44.38,,
1999-07-15,46.41,,
1999-07-16,47.13,,
1999-07-19,43.44,,
1999-07-20,41.25,,
1999-07-21,42.72,,
1999-07-22,38.09,,
1999-07-23,41.19,,
1999-07-26,37.63,,
1999-07-27,38.66,,
1999-07-28,38.63,,
1999-07-29,37.94,,
1999-07-30,37.06,,
1999-08-02,36.0,,
1999-08-03,32.63,,
1999-08-04,29.47,,
1999-08-05,35.06,,
1999-08-06,35.13,,
1999-08-09,32.94,,
1999-08-10,35.25,,
1999-08-11,36.56,,
1999-08-12,39.38,,
1999-08-13,41.5,,
1999-08-16,42.91,,
1999-08-17,44.63,,
1999-08-18,45.28,,
1999-08-19,44.13,,
1999-08-20,43.47,,
1999-08-23,47.44,,
1999-08-24,50.34,,
1999-08-25,53.13,,
1999-08-26,55.25,,
1999-08-27,51.19,,
1999-08-30,52.69,,
1999-08-31,54.16,,
1999-09-01,53.97,,
1999-09-02,51.72,,
1999-09-03,54.63,,
1999-09-07,56.06,,
1999-09-08,55.44,,
1999-09-09,55.31,,
1999-09-10,56.19,,
1999-09-13,53.94,,
1999-09-14,55.5,,
1999-09-15,54.44,,
1999-09-16,53.63,,
1999-09-17,55.13,,
1999-09-20,58.0,,
1999-09-21,54.06,,
1999-09-22,52.97,,
1999-09-23,52.5,,
1999-09-24,51.06,,
1999-09-27,52.22,,
1999-09-28,51.38,,
1999-09-29,52.0,,
1999-09-30,53.25,,
1999-10-01,52.17,,
1999-10-04,51.44,,
1999-10-05,56.19,,
1999-10-06,57.19,,
1999-10-07,59.81,,
1999-10-08,57.63,,
1999-10-11,59.31,,
1999-10-12,57.66,,
1999-10-13,54.25,,
1999-10-14,54.94,,
1999-10-15,53.03,,
1999-10-18,51.16,,
1999-10-19,52.44,,
1999-10-20,52.59,,
1999-10-21,56.81,,
1999-10-22,56.0,,
1999-10-25,54.66,,
1999-10-26,57.81,,
1999-10-27,57.25,,
1999-10-28,63.75,,
1999-10-29,61.75,,
1999-11-01,65.78,,
1999-11-02,77.5,,
1999-11-03,80.47,,
1999-11-04,78.66,,
1999-11-05,80.77,,
1999-11-08,86.5,,
1999-11-09,78.75,,
1999-11-10,76.13,,
1999-11-11,77.5,,
1999-11-12,84.0,,
1999-11-15,86.19,,
1999-11-16,85.59,,
1999-11-17,83.66,,
1999-11-18,86.5,,
1999-11-19,85.03,,
1999-11-22,92.38,,
1999-11-23,93.5,,
1999-11-24,95.5,,
1999-11-26,99.0,,
1999-11-29,98.31,,
1999-11-30,92.91,,
1999-12-01,91.5,,
1999-12-02,97.41,,
1999-12-03,102.97,,
1999-12-06,118.34,,
1999-12-07,131.19,,
1999-12-08,124.5,,
1999-12-09,125.88,,
1999-12-10,124.5,,
1999-12-13,119.38,,
1999-12-14,115.5,,
1999-12-15,112.38,,
1999-12-16,129.88,,
1999-12-17,130.94,,
1999-12-20,150.13,,
1999-12-21,185.44,,
1999-12-22,175.44,,
1999-12-23,174.25,,
1999-12-27,167.75,,
1999-12-28,178.31,,
1999-12-29,190.5,,
1999-12-30,182.44,,
1999-12-31,190.94,,
2000-01-03,190.13,,
2000-01-04,188.38,,
2000-01-05,178.0,,
2000-01-06,155.13,,
2000-01-07,169.83,,
2000-01-10,181.75,,
2000-01-11,165.81,,
2000-01-12,160.42,,
2000-01-13,176.0,,
2000-01-14,183.44,,
2000-01-18,196.88,,
2000-01-19,195.13,,
2000-01-20,209.0,,
2000-01-21,207.94,,
2000-01-24,195.94,,
2000-01-25,196.88,,
2000-01-26,189.81,,
2000-01-27,175.02,,
2000-01-28,164.47,,
2000-01-31,161.38,,
2000-02-01,169.44,,
2000-02-02,175.06,,
2000-02-03,182.5,,
2000-02-04,188.94,,
2000-02-07,182.56,,
2000-02-08,189.44,,
2000-02-09,194.81,,
2000-02-10,219.75,,
2000-02-11,209.0,,
2000-02-14,201.5,,
2000-02-15,218.5,,
2000-02-16,220.73,,
2000-02-17,223.02,,
2000-02-18,237.13,,
2000-02-22,223.63,,
2000-02-23,242.63,,
2000-02-24,251.25,,
2000-02-25,239.88,,
2000-02-28,246.06,,
2000-02-29,253.0,,
2000-03-01,251.13,,
2000-03-02,245.69,,
2000-03-03,248.5,,
2000-03-06,247.44,,
2000-03-07,200.0,,
2000-03-08,203.0,,
2000-03-09,240.75,,
2000-03-10,239.94,,
2000-03-13,227.13,,
2000-03-14,217.63,,
2000-03-15,194.75,,
2000-03-16,200.25,,
2000-03-17,202.13,,
2000-03-20,185.19,,
2000-03-21,178.08,,
2000-03-22,182.06,,
2000-03-23,175.5,,
2000-03-24,190.88,,
2000-03-27,189.25,,
2000-03-28,187.5,,
2000-03-29,169.25,,
2000-03-30,152.0,,
2000-03-31,149.5,,
2000-04-03,116.63,,
2000-04-04,120.0,,
2000-04-05,130.38,,
2000-04-06,155.27,,
2000-04-07,176.5,,
2000-04-10,152.69,,
2000-04-11,146.75,,
2000-04-12,133.13,,
2000-04-13,114.69,,
2000-04-14,97.8,,
2000-04-17,110.75,,
2000-04-18,139.5,,
2000-04-19,130.92,,
2000-04-20,118.5,,
2000-04-24,99.38,,
2000-04-25,111.0,,
2000-04-26,107.03,,
2000-04-27,126.3,,
2000-04-28,139.38,,
2000-05-01,136.0,,
2000-05-02,126.5,,
2000-05-03,128.48,,
2000-05-04,129.81,,
2000-05-05,138.5,,
2000-05-08,132.06,,
2000-05-09,129.81,,
2000-05-10,121.0,,
2000-05-11,116.75,,
2000-05-12,117.25,,
2000-05-15,129.81,,
2000-05-16,139.56,,
2000-05-17,133.06,,
2000-05-18,130.5,,
2000-05-19,125.0,,
2000-05-22,117.88,,
2000-05-23,108.0,,
2000-05-24,117.31,,
2000-05-25,122.13,,
2000-05-26,120.86,,
2000-05-30,135.0,,
2000-05-31,135.38,,
2000-06-01,154.56,,
2000-06-02,182.38,,
2000-06-05,177.69,,
2000-06-06,171.05,,
2000-06-07,190.81,,
2000-06-08,196.38,,
2000-06-09,196.0,,
2000-06-12,172.94,,
2000-06-13,167.06,,
2000-06-14,166.13,,
2000-06-15,172.44,,
2000-06-16,164.56,,
2000-06-19,173.5,,
2000-06-20,175.63,,
2000-06-21,167.88,,
2000-06-22,161.0,,
2000-06-23,149.25,,
2000-06-26,161.94,,
2000-06-27,156.94,,
2000-06-28,171.75,,
2000-06-29,175.56,,
2000-06-30,176.5,,
2000-07-03,183.38,,
2000-07-05,166.5,,
2000-07-06,175.5,,
2000-07-07,172.88,,
2000-07-10,172.94,,
2000-07-11,166.0,,
2000-07-12,177.69,,
2000-07-13,192.88,,
2000-07-14,192.0,,
2000-07-17,187.06,,
2000-07-18,179.13,,
2000-07-19,172.0,,
2000-07-20,186.5,,
2000-07-21,180.44,,
2000-07-24,184.63,,
2000-07-25,181.88,,
2000-07-26,179.19,,
2000-07-27,175.63,,
2000-07-28,160.75,,
2000-07-31,158.69,,
2000-08-01,151.25,,
2000-08-02,143.44,,
2000-08-03,162.19,,
2000-08-04,162.06,,
2000-08-07,154.31,,
2000-08-08,148.0,,
2000-08-09,145.75,,
2000-08-10,142.5,,
2000-08-11,140.31,,
2000-08-14,147.0,,
2000-08-15,154.19,,
2000-08-16,155.13,,
2000-08-17,157.25,,
2000-08-18,159.75,,
2000-08-21,162.69,,
2000-08-22,166.19,,
2000-08-23,174.13,,
2000-08-24,178.44,,
2000-08-25,176.38,,
2000-08-28,181.38,,
2000-08-29,187.5,,
2000-08-30,193.75,,
2000-08-31,198.88,,
2000-09-01,185.94,,
2000-09-05,181.31,,
2000-09-06,170.19,,
2000-09-07,178.69,,
2000-09-08,171.88,,
2000-09-11,171.75,,
2000-09-12,166.27,,
2000-09-13,173.0,,
2000-09-14,175.69,,
2000-09-15,180.56,,
2000-09-18,179.86,,
2000-09-19,188.19,,
2000-09-20,194.0,,
2000-09-21,191.19,,
2000-09-22,194.88,,
2000-09-25,192.19,,
2000-09-26,186.56,,
2000-09-27,194.44,,
2000-09-28,208.38,,
2000-09-29,202.56,,
2000-10-02,191.88,,
2000-10-03,180.0,,
2000-10-04,183.56,,
2000-10-05,193.31,,
2000-10-06,188.06,,
2000-10-09,186.69,,
2000-10-10,177.38,,
2000-10-11,157.63,,
2000-10-12,147.5,,
2000-10-13,162.0,,
2000-10-16,165.13,,
2000-10-17,158.38,,
2000-10-18,153.5,,
2000-10-19,166.86,,
2000-10-20,177.31,,
2000-10-23,176.63,,
2000-10-24,168.31,,
2000-10-25,147.44,,
2000-10-26,142.31,,
2000-10-27,127.31,,
2000-10-30,116.94,,
2000-10-31,132.0,,
2000-11-01,127.31,,
2000-11-02,135.88,,
2000-11-03,142.38,,
2000-11-06,143.27,,
2000-11-07,139.75,,
2000-11-08,127.13,,
2000-11-09,123.06,,
2000-11-10,113.19,,
2000-11-13,108.75,,
2000-11-14,119.06,,
2000-11-15,119.94,,
2000-11-16,117.94,,
2000-11-17,113.75,,
2000-11-20,104.63,,
2000-11-21,94.06,,
2000-11-22,85.06,,
2000-11-24,93.25,,
2000-11-27,87.19,,
2000-11-28,82.09,,
2000-11-29,80.75,,
2000-11-30,86.69,,
2000-12-01,84.88,,
2000-12-04,87.0,,
2000-12-05,101.38,,
2000-12-06,103.63,,
2000-12-07,102.38,,
2000-12-08,111.98,,
2000-12-11,116.0,,
2000-12-12,112.06,,
2000-12-13,102.0,,
2000-12-14,95.44,,
2000-12-15,93.56,,
2000-12-18,86.44,,
2000-12-19,79.75,,
2000-12-20,68.81,,
2000-12-21,68.13,,
2000-12-22,80.44,,
2000-12-26,79.75,,
2000-12-27,81.31,,
2000-12-28,79.63,,
2000-12-29,74.19,,
2001-01-02,61.81,,
2001-01-03,80.61,,
2001-01-04,76.88,,
2001-01-05,68.81,,
2001-01-08,66.69,,
2001-01-09,73.13,,
2001-01-10,79.56,,
2001-01-11,87.44,,
2001-01-12,84.88,,
2001-01-16,78.38,,
2001-01-17,88.5,,
2001-01-18,91.94,,
2001-01-19,79.44,,
2001-01-22,77.75,,
2001-01-23,74.5,,
2001-01-24,81.5,,
2001-01-25,73.63,,
2001-01-26,76.25,,
2001-01-29,80.88,,
2001-01-30,77.81,,
2001-01-31,73.5,,
2001-02-01,75.0,,
2001-02-02,67.5,,
2001-02-05,70.06,,
2001-02-06,68.81,,
2001-02-07,64.38,,
2001-02-08,61.63,,
2001-02-09,59.94,,
2001-02-12,58.5,,
2001-02-13,57.88,,
2001-02-14,63.0,,
2001-02-15,63.98,,
2001-02-16,59.75,,
2001-02-20,56.31,,
2001-02-21,50.69,,
2001-02-22,48.13,,
2001-02-23,48.88,,
2001-02-26,53.31,,
2001-02-27,48.19,,
2001-02-28,47.69,,
2001-03-01,54.0,,
2001-03-02,50.56,,
2001-03-05,46.94,,
2001-03-06,48.69,,
2001-03-07,47.0,,
2001-03-08,44.63,,
2001-03-09,40.44,,
2001-03-12,36.94,,
2001-03-13,37.13,,
2001-03-14,38.0,,
2001-03-15,34.44,,
2001-03-16,33.94,,
2001-03-19,34.0,,
2001-03-20,31.75,,
2001-03-21,33.0,,
2001-03-22,35.0,,
2001-03-23,33.38,,
2001-03-26,35.25,,
2001-03-27,37.63,,
2001-03-28,33.06,,
2001-03-29,32.25,,
2001-03-30,35.44,,
2001-04-02,35.75,,
2001-04-03,28.0,,
2001-04-04,30.75,,
2001-04-05,34.06,,
2001-04-06,33.38,,
2001-04-09,33.6,,
2001-04-10,39.87,,
2001-04-11,43.82,,
2001-04-12,44.95,,
2001-04-16,42.26,,
2001-04-17,44.13,,
2001-04-18,47.43,,
2001-04-19,51.36,,
2001-04-20,50.92,,
2001-04-23,46.9,,
2001-04-24,41.93,,
2001-04-25,46.6,,
2001-04-26,46.22,,
2001-04-27,51.91,,
2001-04-30,51.28,,
2001-05-01,52.55,,
2001-05-02,59.4,,
2001-05-03,56.49,,
2001-05-04,57.04,,
2001-05-07,55.52,,
2001-05-08,58.25,,
2001-05-09,54.95,,
2001-05-10,53.39,,
2001-05-11,52.54,,
2001-05-14,51.36,,
2001-05-15,51.54,,
2001-05-16,55.47,,
2001-05-17,58.0,,
2001-05-18,60.74,,
2001-05-21,67.66,,
2001-05-22,66.01,,
2001-05-23,61.97,,
2001-05-24,64.95,,
2001-05-25,62.47,,
2001-05-29,58.05,,
2001-05-30,55.21,,
2001-05-31,56.5,,
2001-06-01,56.24,,
2001-06-04,54.3,,
2001-06-05,56.6,,
2001-06-06,54.09,,
2001-06-07,58.75,,
2001-06-08,55.66,,
2001-06-11,53.91,,
2001-06-12,57.95,,
2001-06-13,54.01,,
2001-06-14,50.1,,
2001-06-15,50.11,,
2001-06-18,50.46,,
2001-06-19,49.14,,
2001-06-20,56.36,,
2001-06-21,58.63,,
2001-06-22,58.53,,
2001-06-25,60.07,,
2001-06-26,56.69,,
2001-06-27,57.29,,
2001-06-28,56.38,,
2001-06-29,60.01,,
2001-07-02,60.5,,
2001-07-03,58.61,,
2001-07-05,54.11,,
2001-07-06,51.19,,
2001-07-09,51.3,,
2001-07-10,52.95,,
2001-07-11,50.25,,
2001-07-12,56.3,,
2001-07-13,54.48,,
2001-07-16,52.3,,
2001-07-17,55.89,,
2001-07-18,49.87,,
2001-07-19,45.54,,
2001-07-20,42.95,,
2001-07-23,42.9,,
2001-07-24,44.36,,
2001-07-25,47.24,,
2001-07-26,47.17,,
2001-07-27,54.1,,
2001-07-30,55.33,,
2001-07-31,54.61,,
2001-08-01,55.94,,
2001-08-02,55.95,,
2001-08-03,54.2,,
2001-08-06,53.24,,
2001-08-07,54.75,,
2001-08-08,51.88,,
2001-08-09,50.65,,
2001-08-10,49.35,,
2001-08-13,49.61,,
2001-08-14,48.98,,
2001-08-15,46.07,,
2001-08-16,47.65,,
2001-08-17,46.65,,
2001-08-20,44.48,,
2001-08-21,43.2,,
2001-08-22,44.07,,
2001-08-23,44.01,,
2001-08-24,47.01,,
2001-08-27,47.69,,
2001-08-28,44.64,,
2001-08-29,38.69,,
2001-08-30,39.74,,
2001-08-31,41.05,,
2001-09-04,38.44,,
2001-09-05,36.45,,
2001-09-06,34.16,,
2001-09-07,38.55,,
2001-09-10,40.08,,
2001-09-17,39.9,,
2001-09-18,40.32,,
2001-09-19,42.9,,
2001-09-20,39.99,,
2001-09-21,38.3,,
2001-09-24,39.86,,
2001-09-25,42.22,,
2001-09-26,37.95,,
2001-09-27,39.51,,
2001-09-28,41.9,,
2001-10-01,42.25,,
2001-10-02,42.44,,
2001-10-03,46.17,,
2001-10-04,47.28,,
2001-10-05,46.8,,
2001-10-08,47.8,,
2001-10-09,45.09,,
2001-10-10,46.64,,
2001-10-11,51.5,,
2001-10-12,49.08,,
2001-10-15,49.94,,
2001-10-16,49.76,,
2001-10-17,45.43,,
2001-10-18,47.43,,
2001-10-19,47.24,,
2001-10-22,47.27,,
2001-10-23,47.0,,
2001-10-24,49.45,,
2001-10-25,53.34,,
2001-10-26,42.82,,
2001-10-29,39.66,,
2001-10-30,39.91,,
2001-10-31,38.71,,
2001-11-01,36.94,,
2001-11-02,38.73,,
2001-11-05,40.21,,
2001-11-06,41.55,,
2001-11-07,41.73,,
2001-11-08,41.2,,
2001-11-09,42.83,,
2001-11-12,43.83,,
2001-11-13,46.03,,
2001-11-14,46.75,,
2001-11-15,44.66,,
2001-11-16,45.23,,
2001-11-19,46.5,,
2001-11-20,41.23,,
2001-11-21,39.17,,
2001-11-23,40.02,,
2001-11-26,40.02,,
2001-11-27,40.03,,
2001-11-28,39.3,,
2001-11-29,37.73,,
2001-11-30,37.36,,
2001-12-03,36.73,,
2001-12-04,37.58,,
2001-12-05,40.33,,
2001-12-06,42.93,,
2001-12-07,42.33,,
2001-12-10,41.67,,
2001-12-11,40.8,,
2001-12-12,42.75,,
2001-12-13,41.92,,
2001-12-14,40.99,,
2001-12-17,41.98,,
2001-12-18,42.89,,
2001-12-19,41.12,,
2001-12-20,37.94,,
2001-12-21,39.82,,
2001-12-24,38.42,,
2001-12-26,38.62,,
2001-12-27,38.91,,
2001-12-28,38.9,,
2001-12-31,38.04,,
2002-01-02,38.06,,
2002-01-03,37.34,,
2002-01-04,36.31,,
2002-01-07,34.05,,
2002-01-08,36.05,,
2002-01-09,34.87,,
2002-01-10,37.46,,
2002-01-11,36.21,,
2002-01-14,35.09,,
2002-01-15,35.69,,
2002-01-16,33.28,,
2002-01-17,35.25,,
2002-01-18,33.95,,
2002-01-22,34.19,,
2002-01-23,36.71,,
2002-01-24,36.25,,
2002-01-25,34.67,,
2002-01-28,33.29,,
2002-01-29,32.09,,
2002-01-30,31.76,,
2002-01-31,30.86,,
2002-02-01,31.0,,
2002-02-04,28.9,,
2002-02-05,26.45,,
2002-02-06,23.93,,
2002-02-07,24.1,,
2002-02-08,27.06,,
2002-02-11,25.68,,
2002-02-12,26.31,,
2002-02-13,25.51,,
2002-02-14,25.61,,
2002-02-15,25.0,,
2002-02-19,23.53,,
2002-02-20,24.49,,
2002-02-21,22.71,,
2002-02-22,23.5,,
2002-02-25,24.44,,
2002-02-26,24.56,,
2002-02-27,25.26,,
2002-02-28,23.73,,
2002-03-01,26.86,,
2002-03-04,29.01,,
2002-03-05,29.34,,
2002-03-06,28.65,,
2002-03-07,27.93,,
2002-03-08,31.5,,
2002-03-11,32.51,,
2002-03-12,30.02,,
2002-03-13,29.51,,
2002-03-14,30.48,,
2002-03-15,30.36,,
2002-03-18,29.92,,
2002-03-19,29.13,,
2002-03-20,26.42,,
2002-03-21,28.02,,
2002-03-22,27.67,,
2002-03-25,26.48,,
2002-03-26,25.89,,
2002-03-27,26.48,,
2002-03-28,27.0,,
2002-04-01,27.0,,
2002-04-02,25.25,,
2002-04-03,25.77,,
2002-04-04,24.2,,
2002-04-05,24.35,,
2002-04-08,24.95,,
2002-04-09,24.03,,
2002-04-10,23.74,,
2002-04-11,24.03,,
2002-04-12,25.32,,
2002-04-15,25.9,,
2002-04-16,26.45,,
2002-04-17,26.11,,
2002-04-18,24.84,,
2002-04-19,24.53,,
2002-04-22,22.49,,
2002-04-23,21.58,,
2002-04-24,18.0,,
2002-04-25,18.24,,
2002-04-26,9.89,,
2002-04-29,8.07,,
2002-04-30,9.25,,
2002-05-01,9.04,,
2002-05-02,8.41,,
2002-05-03,8.75,,
2002-05-06,8.42,,
2002-05-07,8.88,,
2002-05-08,10.25,,
