date,BKNG,BKNG_EPS,PE Ratio
1999-11-10,345.0,,
1999-11-11,337.5,,
1999-11-12,339.75,,
1999-11-15,359.63,,
1999-11-16,412.5,,
1999-11-17,461.25,,
1999-11-18,431.25,,
1999-11-19,407.25,,
1999-11-22,400.5,,
1999-11-23,371.63,,
1999-11-24,366.0,,
1999-11-26,381.75,,
1999-11-29,386.25,,
1999-11-30,372.0,,
1999-12-01,363.75,,
1999-12-02,390.38,,
1999-12-03,371.25,,
1999-12-06,366.38,,
1999-12-07,369.0,,
1999-12-08,356.25,,
1999-12-09,347.25,,
1999-12-10,350.25,,
1999-12-13,348.0,,
1999-12-14,326.25,,
1999-12-15,331.5,,
1999-12-16,343.13,,
1999-12-17,341.63,,
1999-12-20,336.0,,
1999-12-21,356.25,,
1999-12-22,342.0,,
1999-12-23,330.0,,
1999-12-27,326.25,,
1999-12-28,311.25,,
1999-12-29,303.38,,
1999-12-30,280.5,,
1999-12-31,284.25,,
2000-01-03,307.5,,
2000-01-04,324.0,,
2000-01-05,359.63,,
2000-01-06,345.0,,
2000-01-07,343.5,,
2000-01-10,325.5,,
2000-01-11,316.88,,
2000-01-12,306.75,,
2000-01-13,309.75,,
2000-01-14,341.25,,
2000-01-18,355.13,,
2000-01-19,374.63,,
2000-01-20,371.63,,
2000-01-21,381.0,,
2000-01-24,359.63,,
2000-01-25,377.63,,
2000-01-26,397.5,,
2000-01-27,384.75,,
2000-01-28,357.75,,
2000-01-31,348.0,,
2000-02-01,343.5,,
2000-02-02,357.38,,
2000-02-03,357.38,,
2000-02-04,362.25,,
2000-02-07,361.5,,
2000-02-08,348.38,,
2000-02-09,350.63,,
2000-02-10,337.5,,
2000-02-11,323.25,,
2000-02-14,326.25,,
2000-02-15,318.0,,
2000-02-16,317.63,,
2000-02-17,330.0,,
2000-02-18,306.0,,
2000-02-22,300.75,,
2000-02-23,311.25,,
2000-02-24,340.5,,
2000-02-25,341.25,,
2000-02-28,323.25,,
2000-02-29,335.63,,
2000-03-01,386.25,,
2000-03-02,429.0,,
2000-03-03,450.0,,
2000-03-06,541.13,,
2000-03-07,471.75,,
2000-03-08,525.38,,
2000-03-09,562.13,,
2000-03-10,567.0,,
2000-03-13,575.63,,
2000-03-14,569.63,,
2000-03-15,534.0,,
2000-03-16,527.63,,
2000-03-17,540.0,,
2000-03-20,466.13,,
2000-03-21,487.5,,
2000-03-22,522.0,,
2000-03-23,528.0,,
2000-03-24,543.0,,
2000-03-27,552.0,,
2000-03-28,521.63,,
2000-03-29,490.88,,
2000-03-30,486.75,,
2000-03-31,480.0,,
2000-04-03,392.25,,
2000-04-04,451.5,,
2000-04-05,431.63,,
2000-04-06,462.75,,
2000-04-07,468.38,,
2000-04-10,437.25,,
2000-04-11,390.38,,
2000-04-12,360.75,,
2000-04-13,372.75,,
2000-04-14,351.28,,
2000-04-17,312.38,,
2000-04-18,384.0,,
2000-04-19,390.38,,
2000-04-20,407.25,,
2000-04-24,370.5,,
2000-04-25,387.38,,
2000-04-26,383.25,,
2000-04-27,389.63,,
2000-04-28,379.5,,
2000-05-01,381.38,,
2000-05-02,357.0,,
2000-05-03,348.09,,
2000-05-04,347.63,,
2000-05-05,344.63,,
2000-05-08,329.25,,
2000-05-09,317.63,,
2000-05-10,309.38,,
2000-05-11,297.0,,
2000-05-12,298.13,,
2000-05-15,302.63,,
2000-05-16,324.38,,
2000-05-17,304.13,,
2000-05-18,282.38,,
2000-05-19,268.5,,
2000-05-22,266.63,,
2000-05-23,243.0,,
2000-05-24,219.0,,
2000-05-25,217.5,,
2000-05-26,216.75,,
2000-05-30,235.5,,
2000-05-31,228.75,,
2000-06-01,251.63,,
2000-06-02,279.0,,
2000-06-05,294.0,,
2000-06-06,264.38,,
2000-06-07,270.0,,
2000-06-08,273.38,,
2000-06-09,270.75,,
2000-06-12,252.0,,
2000-06-13,261.0,,
2000-06-14,259.13,,
2000-06-15,256.5,,
2000-06-16,259.13,,
2000-06-19,267.38,,
2000-06-20,279.0,,
2000-06-21,270.0,,
2000-06-22,271.88,,
2000-06-23,250.88,,
2000-06-26,228.0,,
2000-06-27,240.0,,
2000-06-28,241.13,,
2000-06-29,220.88,,
2000-06-30,227.91,,
2000-07-03,240.0,,
2000-07-05,222.75,,
2000-07-06,228.38,,
2000-07-07,225.38,,
2000-07-10,223.5,,
2000-07-11,195.0,,
2000-07-12,213.75,,
2000-07-13,230.63,,
2000-07-14,236.63,,
2000-07-17,237.38,,
2000-07-18,232.5,,
2000-07-19,238.5,,
2000-07-20,243.38,,
2000-07-21,240.38,,
2000-07-24,186.75,,
2000-07-25,187.5,,
2000-07-26,171.75,,
2000-07-27,154.88,,
2000-07-28,147.0,,
2000-07-31,141.75,,
2000-08-01,149.63,,
2000-08-02,148.88,,
2000-08-03,145.88,,
2000-08-04,145.5,,
2000-08-07,165.0,,
2000-08-08,168.0,,
2000-08-09,153.75,,
2000-08-10,142.5,,
2000-08-11,144.0,,
2000-08-14,147.38,,
2000-08-15,152.25,,
2000-08-16,150.75,,
2000-08-17,151.5,,
2000-08-18,158.63,,
2000-08-21,153.0,,
2000-08-22,148.5,,
2000-08-23,152.63,,
2000-08-24,162.75,,
2000-08-25,159.0,,
2000-08-28,160.13,,
2000-08-29,165.0,,
2000-08-30,166.5,,
2000-08-31,163.13,,
2000-09-01,155.63,,
2000-09-05,173.63,,
2000-09-06,165.0,,
2000-09-07,155.63,,
2000-09-08,154.5,,
2000-09-11,159.0,,
2000-09-12,165.0,,
2000-09-13,167.63,,
2000-09-14,162.0,,
2000-09-15,156.75,,
2000-09-18,153.0,,
2000-09-19,150.75,,
2000-09-20,140.63,,
2000-09-21,129.38,,
2000-09-22,131.25,,
2000-09-25,122.63,,
2000-09-26,111.84,,
2000-09-27,64.5,,
2000-09-28,71.25,,
2000-09-29,71.25,,
2000-10-02,65.25,,
2000-10-03,59.25,,
2000-10-04,56.25,,
2000-10-05,34.88,,
2000-10-06,33.38,,
2000-10-09,39.0,,
2000-10-10,40.69,,
2000-10-11,32.63,,
2000-10-12,31.13,,
2000-10-13,37.88,,
2000-10-16,34.5,,
2000-10-17,30.94,,
2000-10-18,29.25,,
2000-10-19,30.75,,
2000-10-20,32.53,,
2000-10-23,33.75,,
2000-10-24,32.44,,
2000-10-25,31.88,,
2000-10-26,30.38,,
2000-10-27,33.75,,
2000-10-30,33.38,,
2000-10-31,34.5,,
2000-11-01,37.13,,
2000-11-02,41.06,,
2000-11-03,28.31,,
2000-11-06,27.0,,
2000-11-07,25.69,,
2000-11-08,19.5,,
2000-11-09,19.31,,
2000-11-10,20.06,,
2000-11-13,18.38,,
2000-11-14,18.56,,
2000-11-15,16.5,,
2000-11-16,16.5,,
2000-11-17,15.56,,
2000-11-20,14.63,,
2000-11-21,13.88,,
2000-11-22,13.69,,
2000-11-24,15.19,,
2000-11-27,15.0,,
2000-11-28,13.88,,
2000-11-29,15.38,,
2000-11-30,15.0,,
2000-12-01,14.63,,
2000-12-04,12.56,,
2000-12-05,12.19,,
2000-12-06,10.69,,
2000-12-07,11.25,,
2000-12-08,14.63,,
2000-12-11,13.5,,
2000-12-12,13.31,,
2000-12-13,13.13,,
2000-12-14,12.38,,
2000-12-15,10.88,,
2000-12-18,9.38,,
2000-12-19,9.19,,
2000-12-20,7.5,,
2000-12-21,7.69,,
2000-12-22,7.69,,
2000-12-26,6.75,,
2000-12-27,8.44,,
2000-12-28,7.88,,
2000-12-29,7.88,,
2001-01-02,8.44,,
2001-01-03,10.88,,
2001-01-04,11.63,,
2001-01-05,10.31,,
2001-01-08,9.38,,
2001-01-09,10.88,,
2001-01-10,12.38,,
2001-01-11,15.56,,
2001-01-12,17.81,,
2001-01-16,21.0,,
2001-01-17,20.06,,
2001-01-18,17.63,,
2001-01-19,16.69,,
2001-01-22,16.31,,
2001-01-23,15.75,,
2001-01-24,16.13,,
2001-01-25,15.56,,
2001-01-26,15.75,,
2001-01-29,15.75,,
2001-01-30,17.81,,
2001-01-31,15.94,,
2001-02-01,17.06,,
2001-02-02,15.75,,
2001-02-05,16.5,,
2001-02-06,17.81,,
2001-02-07,16.13,,
2001-02-08,18.38,,
2001-02-09,16.5,,
2001-02-12,16.69,,
2001-02-13,15.94,,
2001-02-14,15.38,,
2001-02-15,18.0,,
2001-02-16,15.75,,
2001-02-20,16.31,,
2001-02-21,14.44,,
2001-02-22,12.19,,
2001-02-23,15.38,,
2001-02-26,17.25,,
2001-02-27,16.5,,
2001-02-28,16.13,,
2001-03-01,15.38,,
2001-03-02,15.38,,
2001-03-05,15.56,,
2001-03-06,16.5,,
2001-03-07,15.75,,
2001-03-08,15.56,,
2001-03-09,14.44,,
2001-03-12,13.31,,
2001-03-13,14.25,,
2001-03-14,13.13,,
2001-03-15,13.88,,
2001-03-16,12.75,,
2001-03-19,12.94,,
2001-03-20,12.75,,
2001-03-21,13.13,,
2001-03-22,12.75,,
2001-03-23,13.88,,
2001-03-26,13.31,,
2001-03-27,12.94,,
2001-03-28,12.75,,
2001-03-29,13.31,,
2001-03-30,15.19,,
2001-04-02,18.38,,
2001-04-03,15.19,,
2001-04-04,15.75,,
2001-04-05,17.06,,
2001-04-06,16.13,,
2001-04-09,17.52,,
2001-04-10,18.0,,
2001-04-11,18.42,,
2001-04-12,18.6,,
2001-04-16,18.36,,
2001-04-17,18.78,,
2001-04-18,19.8,,
2001-04-19,22.02,,
2001-04-20,22.92,,
2001-04-23,19.92,,
2001-04-24,20.64,,
2001-04-25,21.6,,
2001-04-26,23.22,,
2001-04-27,25.2,,
2001-04-30,29.1,,
2001-05-01,39.54,,
2001-05-02,41.76,,
2001-05-03,34.86,,
2001-05-04,36.48,,
2001-05-07,31.8,,
2001-05-08,31.14,,
2001-05-09,28.56,,
2001-05-10,29.04,,
2001-05-11,28.86,,
2001-05-14,25.8,,
2001-05-15,26.4,,
2001-05-16,29.82,,
2001-05-17,29.94,,
2001-05-18,29.64,,
2001-05-21,34.86,,
2001-05-22,33.24,,
2001-05-23,31.5,,
2001-05-24,30.66,,
2001-05-25,31.2,,
2001-05-29,30.12,,
2001-05-30,29.22,,
2001-05-31,32.4,,
2001-06-01,31.74,,
2001-06-04,31.86,,
2001-06-05,32.7,,
2001-06-06,42.36,,
2001-06-07,46.2,,
2001-06-08,46.26,,
2001-06-11,45.0,,
2001-06-12,43.38,,
2001-06-13,46.68,,
2001-06-14,47.46,,
2001-06-15,48.48,,
2001-06-18,47.64,,
2001-06-19,45.84,,
2001-06-20,44.16,,
2001-06-21,44.64,,
2001-06-22,46.08,,
2001-06-25,45.9,,
2001-06-26,45.36,,
2001-06-27,46.86,,
2001-06-28,48.48,,
2001-06-29,54.3,,
2001-07-02,59.46,,
2001-07-03,56.7,,
2001-07-05,50.28,,
2001-07-06,46.98,,
2001-07-09,46.8,,
2001-07-10,47.04,,
2001-07-11,46.86,,
2001-07-12,48.0,,
2001-07-13,52.2,,
2001-07-16,52.44,,
2001-07-17,54.06,,
2001-07-18,52.98,,
2001-07-19,50.52,,
2001-07-20,50.28,,
2001-07-23,50.7,,
2001-07-24,47.58,,
2001-07-25,49.62,,
2001-07-26,50.28,,
2001-07-27,48.3,,
2001-07-30,50.94,,
2001-07-31,53.22,,
2001-08-01,57.12,,
2001-08-02,53.58,,
2001-08-03,51.96,,
2001-08-06,52.08,,
2001-08-07,54.0,,
2001-08-08,50.82,,
2001-08-09,48.6,,
2001-08-10,46.2,,
2001-08-13,49.74,,
2001-08-14,48.36,,
2001-08-15,45.18,,
2001-08-16,42.06,,
2001-08-17,39.18,,
2001-08-20,39.6,,
2001-08-21,38.1,,
2001-08-22,34.8,,
2001-08-23,31.5,,
2001-08-24,34.74,,
2001-08-27,34.56,,
2001-08-28,34.38,,
2001-08-29,33.84,,
2001-08-30,32.76,,
2001-08-31,33.12,,
2001-09-04,33.0,,
2001-09-05,32.4,,
2001-09-06,29.7,,
2001-09-07,30.0,,
2001-09-10,30.0,,
2001-09-17,18.06,,
2001-09-18,14.1,,
2001-09-19,12.18,,
2001-09-20,13.74,,
2001-09-21,13.86,,
2001-09-24,15.12,,
2001-09-25,15.78,,
2001-09-26,18.3,,
2001-09-27,20.28,,
2001-09-28,22.74,,
2001-10-01,21.48,,
2001-10-02,22.02,,
2001-10-03,24.06,,
2001-10-04,23.94,,
2001-10-05,22.86,,
2001-10-08,21.06,,
2001-10-09,20.52,,
2001-10-10,22.74,,
2001-10-11,23.7,,
2001-10-12,23.22,,
2001-10-15,23.52,,
2001-10-16,25.5,,
2001-10-17,23.4,,
2001-10-18,22.2,,
2001-10-19,22.8,,
2001-10-22,23.7,,
2001-10-23,23.94,,
2001-10-24,23.82,,
2001-10-25,23.58,,
2001-10-26,26.04,,
2001-10-29,28.86,,
2001-10-30,27.18,,
2001-10-31,28.86,,
2001-11-01,26.4,,
2001-11-02,27.0,,
2001-11-05,25.98,,
2001-11-06,26.58,,
2001-11-07,27.0,,
2001-11-08,26.64,,
2001-11-09,27.0,,
2001-11-12,25.68,,
2001-11-13,26.58,,
2001-11-14,26.58,,
2001-11-15,27.06,,
2001-11-16,25.5,,
2001-11-19,24.48,,
2001-11-20,24.0,,
2001-11-21,24.0,,
2001-11-23,24.0,,
2001-11-26,24.84,,
2001-11-27,24.72,,
2001-11-28,24.06,,
2001-11-29,24.6,,
2001-11-30,25.2,,
2001-12-03,24.9,,
2001-12-04,24.78,,
2001-12-05,25.5,,
2001-12-06,25.56,,
2001-12-07,27.3,,
2001-12-10,28.5,,
2001-12-11,33.42,,
2001-12-12,34.38,,
2001-12-13,33.48,,
2001-12-14,32.22,,
2001-12-17,33.42,,
2001-12-18,37.56,,
2001-12-19,36.12,,
2001-12-20,32.7,,
2001-12-21,32.46,,
2001-12-24,31.56,,
2001-12-26,32.58,,
2001-12-27,34.62,,
2001-12-28,35.22,,
2001-12-31,34.92,,
2002-01-02,35.1,,
2002-01-03,35.52,,
2002-01-04,35.28,,
2002-01-07,35.28,,
2002-01-08,33.42,,
2002-01-09,33.72,,
2002-01-10,34.56,,
2002-01-11,34.26,,
2002-01-14,34.26,,
2002-01-15,35.52,,
2002-01-16,33.78,,
2002-01-17,33.84,,
2002-01-18,33.12,,
2002-01-22,34.62,,
2002-01-23,35.28,,
2002-01-24,34.68,,
2002-01-25,34.8,,
2002-01-28,37.92,,
2002-01-29,35.88,,
2002-01-30,36.06,,
2002-01-31,37.8,,
2002-02-01,37.92,,
2002-02-04,28.98,,
2002-02-05,24.48,,
2002-02-06,24.0,,
2002-02-07,24.24,,
2002-02-08,24.96,,
2002-02-11,25.2,,
2002-02-12,24.72,,
2002-02-13,24.0,,
2002-02-14,23.76,,
2002-02-15,23.52,,
2002-02-19,22.02,,
2002-02-20,23.28,,
2002-02-21,24.18,,
2002-02-22,25.62,,
2002-02-25,25.8,,
2002-02-26,26.4,,
2002-02-27,26.4,,
2002-02-28,24.0,,
2002-03-01,25.38,,
2002-03-04,26.46,,
2002-03-05,27.6,,
2002-03-06,30.0,,
2002-03-07,28.8,,
2002-03-08,29.76,,
2002-03-11,32.1,,
2002-03-12,31.14,,
2002-03-13,31.5,,
2002-03-14,31.26,,
2002-03-15,30.3,,
2002-03-18,31.2,,
2002-03-19,31.8,,
2002-03-20,31.86,,
2002-03-21,33.0,,
2002-03-22,32.64,,
2002-03-25,32.4,,
2002-03-26,31.68,,
2002-03-27,31.98,,
2002-03-28,31.38,,
2002-04-01,31.62,,
2002-04-02,30.96,,
2002-04-03,28.2,,
2002-04-04,27.48,,
2002-04-05,27.48,,
2002-04-08,27.6,,
2002-04-09,26.94,,
2002-04-10,24.3,,
2002-04-11,23.1,,
2002-04-12,23.82,,
2002-04-15,26.22,,
2002-04-16,28.32,,
2002-04-17,28.32,,
2002-04-18,28.02,,
2002-04-19,28.86,,
2002-04-22,29.82,,
2002-04-23,28.74,,
2002-04-24,28.98,,
2002-04-25,30.48,,
2002-04-26,31.14,,
2002-04-29,29.28,,
2002-04-30,30.24,,
2002-05-01,31.5,,
2002-05-02,24.54,,
2002-05-03,25.08,,
2002-05-06,23.1,,
2002-05-07,21.0,,
2002-05-08,24.6,,
2002-05-09,24.0,,
2002-05-10,23.7,,
2002-05-13,25.44,,
2002-05-14,26.28,,
2002-05-15,24.96,,
2002-05-16,24.6,,
2002-05-17,25.92,,
2002-05-20,24.78,,
2002-05-21,24.24,,
2002-05-22,23.58,,
2002-05-23,25.98,,
2002-05-24,25.26,,
2002-05-28,24.3,,
2002-05-29,24.6,,
2002-05-30,24.42,,
2002-05-31,24.18,,
2002-06-03,24.06,,
2002-06-04,24.18,,
2002-06-05,23.34,,
2002-06-06,22.62,,
2002-06-07,22.98,,
2002-06-10,26.58,,
2002-06-11,24.84,,
2002-06-12,24.6,,
2002-06-13,24.54,,
2002-06-14,24.06,,
2002-06-17,26.04,,
2002-06-18,25.8,,
2002-06-19,24.36,,
2002-06-20,24.54,,
2002-06-21,23.4,,
2002-06-24,21.6,,
2002-06-25,22.8,,
2002-06-26,16.98,,
2002-06-27,17.16,,
2002-06-28,16.74,,
2002-07-01,15.42,,
2002-07-02,13.86,,
2002-07-03,13.86,,
2002-07-05,14.88,,
2002-07-08,13.74,,
2002-07-09,14.34,,
2002-07-10,14.52,,
2002-07-11,13.86,,
2002-07-12,14.22,,
2002-07-15,14.46,,
2002-07-16,15.3,,
2002-07-17,16.5,,
2002-07-18,15.3,,
2002-07-19,15.24,,
2002-07-22,14.7,,
2002-07-23,12.72,,
2002-07-24,12.96,,
2002-07-25,11.28,,
2002-07-26,10.32,,
2002-07-29,11.28,,
2002-07-30,11.04,,
2002-07-31,11.1,,
2002-08-01,12.0,,
2002-08-02,12.12,,
2002-08-05,11.7,,
2002-08-06,12.18,,
2002-08-07,12.18,,
2002-08-08,12.24,,
2002-08-09,12.18,,
2002-08-12,13.38,,
2002-08-13,12.9,,
2002-08-14,13.38,,
2002-08-15,13.08,,
2002-08-16,13.26,,
2002-08-19,13.8,,
2002-08-20,13.86,,
2002-08-21,14.52,,
2002-08-22,15.6,,
2002-08-23,15.66,,
2002-08-26,15.3,,
2002-08-27,14.28,,
2002-08-28,13.98,,
2002-08-29,14.34,,
2002-08-30,14.1,,
2002-09-03,13.5,,
2002-09-04,13.74,,
2002-09-05,13.02,,
2002-09-06,13.44,,
2002-09-09,14.1,,
2002-09-10,14.16,,
2002-09-11,14.04,,
2002-09-12,13.8,,
2002-09-13,13.68,,
2002-09-16,12.96,,
2002-09-17,12.84,,
2002-09-18,12.0,,
2002-09-19,10.98,,
2002-09-20,11.28,,
2002-09-23,10.92,,
2002-09-24,10.14,,
2002-09-25,8.94,,
2002-09-26,9.18,,
2002-09-27,9.42,,
2002-09-30,8.76,,
2002-10-01,9.24,,
2002-10-02,8.94,,
2002-10-03,8.82,,
2002-10-04,8.52,,
2002-10-07,7.68,,
2002-10-08,7.38,,
2002-10-09,6.6,,
2002-10-10,7.08,,
2002-10-11,7.92,,
2002-10-14,9.0,,
2002-10-15,9.48,,
2002-10-16,9.06,,
2002-10-17,9.78,,
2002-10-18,9.84,,
2002-10-21,10.62,,
2002-10-22,10.8,,
2002-10-23,11.1,,
2002-10-24,12.54,,
2002-10-25,13.92,,
2002-10-28,13.62,,
2002-10-29,12.84,,
2002-10-30,13.68,,
2002-10-31,13.26,,
2002-11-01,13.08,,
2002-11-04,12.6,,
2002-11-05,13.86,,
2002-11-06,10.14,,
2002-11-07,9.36,,
2002-11-08,8.88,,
2002-11-11,8.22,,
2002-11-12,9.0,,
2002-11-13,9.0,,
2002-11-14,9.42,,
2002-11-15,9.18,,
2002-11-18,9.24,,
2002-11-19,9.18,,
2002-11-20,9.9,,
2002-11-21,10.5,,
2002-11-22,10.74,,
2002-11-25,11.46,,
2002-11-26,11.28,,
2002-11-27,10.92,,
2002-11-29,10.5,,
2002-12-02,10.32,,
2002-12-03,9.84,,
2002-12-04,9.9,,
2002-12-05,9.9,,
2002-12-06,9.78,,
2002-12-09,9.84,,
2002-12-10,9.9,,
2002-12-11,9.78,,
2002-12-12,9.66,,
2002-12-13,10.08,,
2002-12-16,9.78,,
2002-12-17,9.42,,
2002-12-18,9.06,,
2002-12-19,8.34,,
2002-12-20,8.52,,
2002-12-23,9.24,,
2002-12-24,9.06,,
2002-12-26,9.3,,
2002-12-27,9.12,,
2002-12-30,9.12,,
2002-12-31,9.6,,
2003-01-02,10.02,,
2003-01-03,9.6,,
2003-01-06,8.94,,
2003-01-07,8.94,,
2003-01-08,8.94,,
2003-01-09,8.94,,
2003-01-10,8.94,,
2003-01-13,8.94,,
2003-01-14,8.88,,
2003-01-15,8.76,,
2003-01-16,8.52,,
2003-01-17,8.46,,
2003-01-21,8.28,,
2003-01-22,7.92,,
2003-01-23,7.8,,
2003-01-24,7.56,,
2003-01-27,7.62,,
2003-01-28,8.4,,
2003-01-29,8.34,,
2003-01-30,7.62,,
2003-01-31,7.8,,
2003-02-03,7.68,,
2003-02-04,7.68,,
2003-02-05,7.8,,
2003-02-06,7.38,,
2003-02-07,7.5,,
2003-02-10,8.34,,
2003-02-11,7.5,,
2003-02-12,7.02,,
2003-02-13,6.96,,
2003-02-14,7.32,,
2003-02-18,7.68,,
2003-02-19,7.38,,
2003-02-20,7.62,,
2003-02-21,7.56,,
2003-02-24,8.64,,
2003-02-25,8.16,,
2003-02-26,8.04,,
2003-02-27,7.86,,
2003-02-28,7.92,,
2003-03-03,8.34,,
2003-03-04,8.16,,
2003-03-05,8.22,,
2003-03-06,7.8,,
2003-03-07,7.8,,
2003-03-10,7.74,,
2003-03-11,7.74,,
2003-03-12,7.8,,
2003-03-13,8.22,,
2003-03-14,8.46,,
2003-03-17,8.46,,
2003-03-18,8.82,,
2003-03-19,11.58,,
2003-03-20,10.74,,
2003-03-21,10.86,,
2003-03-24,10.26,,
2003-03-25,10.8,,
2003-03-26,10.32,,
2003-03-27,10.2,,
2003-03-28,9.9,,
2003-03-31,9.84,,
2003-04-01,9.9,,
2003-04-02,10.14,,
2003-04-03,10.02,,
2003-04-04,9.96,,
2003-04-07,10.26,,
2003-04-08,10.08,,
2003-04-09,9.72,,
2003-04-10,10.02,,
2003-04-11,10.08,,
2003-04-14,10.02,,
2003-04-15,10.68,,
2003-04-16,11.1,,
2003-04-17,11.58,,
2003-04-21,13.08,,
2003-04-22,12.66,,
2003-04-23,12.6,,
2003-04-24,12.24,,
2003-04-25,12.06,,
2003-04-28,12.36,,
2003-04-29,12.06,,
2003-04-30,13.32,,
2003-05-01,14.22,,
2003-05-02,18.84,,
2003-05-05,19.02,,
2003-05-06,20.28,,
2003-05-07,19.08,,
2003-05-08,18.06,,
2003-05-09,17.7,,
2003-05-12,19.38,,
2003-05-13,19.86,,
2003-05-14,19.8,,
2003-05-15,19.14,,
2003-05-16,20.16,,
2003-05-19,19.38,,
2003-05-20,18.6,,
2003-05-21,18.84,,
2003-05-22,22.5,,
2003-05-23,25.56,,
2003-05-27,23.94,,
2003-05-28,26.7,,
2003-05-29,26.04,,
2003-05-30,24.6,,
2003-06-02,24.06,,
2003-06-03,22.8,,
2003-06-04,25.14,,
2003-06-05,25.44,,
2003-06-06,23.94,,
2003-06-09,23.58,,
2003-06-10,24.06,,
2003-06-11,23.94,,
2003-06-12,26.52,,
2003-06-13,25.44,,
2003-06-16,25.22,,
2003-06-17,24.15,,
2003-06-18,24.91,,
2003-06-19,25.03,,
2003-06-20,25.78,,
2003-06-23,23.91,,
2003-06-24,22.98,,
2003-06-25,23.42,,
2003-06-26,23.24,,
2003-06-27,21.7,,
2003-06-30,22.32,,
2003-07-01,21.78,,
2003-07-02,24.3,,
2003-07-03,25.49,,
2003-07-07,25.83,,
2003-07-08,26.65,,
