date,UNM,UNM_EPS,PE Ratio
1987-05-27,5.78,,
1987-05-28,5.84,,
1987-05-29,5.88,,
1987-06-01,5.72,,
1987-06-02,5.56,,
1987-06-03,5.63,,
1987-06-04,5.63,,
1987-06-05,5.66,,
1987-06-08,5.56,,
1987-06-09,5.72,,
1987-06-10,5.78,,
1987-06-11,5.88,,
1987-06-12,5.94,,
1987-06-15,5.97,,
1987-06-16,5.94,,
1987-06-17,6.0,,
1987-06-18,5.97,,
1987-06-19,6.22,,
1987-06-22,6.19,,
1987-06-23,6.0,,
1987-06-24,6.0,,
1987-06-25,5.97,,
1987-06-26,6.0,,
1987-06-29,5.97,,
1987-06-30,5.97,,
1987-07-01,6.0,,
1987-07-02,6.03,,
1987-07-06,6.09,,
1987-07-07,6.0,,
1987-07-08,6.0,,
1987-07-09,6.0,,
1987-07-10,5.97,,
1987-07-13,6.0,,
1987-07-14,6.0,,
1987-07-15,5.91,,
1987-07-16,5.94,,
1987-07-17,5.94,,
1987-07-20,5.91,,
1987-07-21,5.84,,
1987-07-22,5.81,,
1987-07-23,5.75,,
1987-07-24,5.72,,
1987-07-27,5.78,,
1987-07-28,5.75,,
1987-07-29,5.75,,
1987-07-30,5.84,,
1987-07-31,5.91,,
1987-08-03,5.97,,
1987-08-04,6.13,,
1987-08-05,6.16,,
1987-08-06,6.25,,
1987-08-07,6.22,,
1987-08-10,6.63,,
1987-08-11,6.63,,
1987-08-12,6.72,,
1987-08-13,6.66,,
1987-08-14,6.38,,
1987-08-17,6.41,,
1987-08-18,6.38,,
1987-08-19,6.25,,
1987-08-20,6.22,,
1987-08-21,6.38,,
1987-08-24,6.44,,
1987-08-25,6.53,,
1987-08-26,6.56,,
1987-08-27,6.56,,
1987-08-28,6.5,,
1987-08-31,6.59,,
1987-09-01,6.5,,
1987-09-02,6.31,,
1987-09-03,6.28,,
1987-09-04,6.28,,
1987-09-08,6.09,,
1987-09-09,6.28,,
1987-09-10,6.25,,
1987-09-11,6.19,,
1987-09-14,6.22,,
1987-09-15,6.06,,
1987-09-16,6.06,,
1987-09-17,6.09,,
1987-09-18,5.94,,
1987-09-21,5.78,,
1987-09-22,5.91,,
1987-09-23,5.91,,
1987-09-24,5.94,,
1987-09-25,6.0,,
1987-09-28,6.0,,
1987-09-29,5.84,,
1987-09-30,5.84,,
1987-10-01,5.88,,
1987-10-02,5.94,,
1987-10-05,5.88,,
1987-10-06,6.0,,
1987-10-07,5.81,,
1987-10-08,5.94,,
1987-10-09,5.94,,
1987-10-12,6.0,,
1987-10-13,6.13,,
1987-10-14,5.97,,
1987-10-15,5.91,,
1987-10-16,5.75,,
1987-10-19,5.13,,
1987-10-20,5.0,,
1987-10-21,5.03,,
1987-10-22,4.88,,
1987-10-23,4.75,,
1987-10-26,4.41,,
1987-10-27,4.5,,
1987-10-28,4.25,,
1987-10-29,4.34,,
1987-10-30,4.75,,
1987-11-02,4.88,,
1987-11-03,4.94,,
1987-11-04,4.97,,
1987-11-05,4.94,,
1987-11-06,4.97,,
1987-11-09,4.75,,
1987-11-10,4.53,,
1987-11-11,4.44,,
1987-11-12,4.5,,
1987-11-13,4.5,,
1987-11-16,4.5,,
1987-11-17,4.44,,
1987-11-18,4.44,,
1987-11-19,4.13,,
1987-11-20,4.22,,
1987-11-23,4.38,,
1987-11-24,4.38,,
1987-11-25,4.44,,
1987-11-27,4.5,,
1987-11-30,4.44,,
1987-12-01,4.41,,
1987-12-02,4.31,,
1987-12-03,4.31,,
1987-12-04,4.16,,
1987-12-07,3.94,,
1987-12-08,4.06,,
1987-12-09,4.19,,
1987-12-10,4.03,,
1987-12-11,3.97,,
1987-12-14,3.97,,
1987-12-15,4.0,,
1987-12-16,4.09,,
1987-12-17,4.31,,
1987-12-18,4.47,,
1987-12-21,4.47,,
1987-12-22,4.44,,
1987-12-23,4.66,,
1987-12-24,4.81,,
1987-12-28,4.63,,
1987-12-29,4.63,,
1987-12-30,4.56,,
1987-12-31,4.63,,
1988-01-04,4.63,,
1988-01-05,4.72,,
1988-01-06,4.75,,
1988-01-07,4.72,,
1988-01-08,4.56,,
1988-01-11,4.66,,
1988-01-12,4.59,,
1988-01-13,4.53,,
1988-01-14,4.59,,
1988-01-15,4.84,,
1988-01-18,4.81,,
1988-01-19,4.88,,
1988-01-20,4.78,,
1988-01-21,4.78,,
1988-01-22,4.84,,
1988-01-25,4.97,,
1988-01-26,4.97,,
1988-01-27,5.03,,
1988-01-28,5.13,,
1988-01-29,5.25,,
1988-02-01,5.22,,
1988-02-02,5.28,,
1988-02-03,5.19,,
1988-02-04,5.06,,
1988-02-05,5.03,,
1988-02-08,5.06,,
1988-02-09,5.16,,
1988-02-10,5.19,,
1988-02-11,5.19,,
1988-02-12,5.31,,
1988-02-16,5.28,,
1988-02-17,5.34,,
1988-02-18,5.38,,
1988-02-19,5.41,,
1988-02-22,5.5,,
1988-02-23,5.63,,
1988-02-24,5.56,,
1988-02-25,5.63,,
1988-02-26,5.63,,
1988-02-29,5.66,,
1988-03-01,5.63,,
1988-03-02,5.56,,
1988-03-03,5.59,,
1988-03-04,5.47,,
1988-03-07,5.5,,
1988-03-08,5.47,,
1988-03-09,5.5,,
1988-03-10,5.47,,
1988-03-11,5.44,,
1988-03-14,5.41,,
1988-03-15,5.41,,
1988-03-16,5.47,,
1988-03-17,5.47,,
1988-03-18,5.38,,
1988-03-21,5.41,,
1988-03-22,5.5,,
1988-03-23,5.47,,
1988-03-24,5.44,,
1988-03-25,5.44,,
1988-03-28,5.41,,
1988-03-29,5.19,,
1988-03-30,5.19,,
1988-03-31,5.25,,
1988-04-04,5.28,,
1988-04-05,5.22,,
1988-04-06,5.38,,
1988-04-07,5.34,,
1988-04-08,5.44,,
1988-04-11,5.38,,
1988-04-12,5.41,,
1988-04-13,5.44,,
1988-04-14,5.38,,
1988-04-15,5.34,,
1988-04-18,5.31,,
1988-04-19,5.31,,
1988-04-20,5.28,,
1988-04-21,5.13,,
1988-04-22,5.13,,
1988-04-25,5.25,,
1988-04-26,5.38,,
1988-04-27,5.31,,
1988-04-28,5.34,,
1988-04-29,5.38,,
1988-05-02,5.38,,
1988-05-03,5.31,,
1988-05-04,5.31,,
1988-05-05,5.28,,
1988-05-06,5.28,,
1988-05-09,5.25,,
1988-05-10,5.31,,
1988-05-11,5.31,,
1988-05-12,5.25,,
1988-05-13,5.25,,
1988-05-16,5.25,,
1988-05-17,5.34,,
1988-05-18,5.25,,
1988-05-19,5.19,,
1988-05-20,5.16,,
1988-05-23,5.13,,
1988-05-24,5.19,,
1988-05-25,5.16,,
1988-05-26,5.13,,
1988-05-27,5.13,,
1988-05-31,5.09,,
1988-06-01,5.34,,
1988-06-02,5.44,,
1988-06-03,5.5,,
1988-06-06,5.47,,
1988-06-07,5.53,,
1988-06-08,5.66,,
1988-06-09,5.75,,
1988-06-10,5.88,,
1988-06-13,5.81,,
1988-06-14,6.03,,
1988-06-15,6.0,,
1988-06-16,5.97,,
1988-06-17,6.06,,
1988-06-20,6.03,,
1988-06-21,5.84,,
1988-06-22,6.0,,
1988-06-23,5.94,,
1988-06-24,5.94,,
1988-06-27,5.94,,
1988-06-28,5.91,,
1988-06-29,5.94,,
1988-06-30,6.0,,
1988-07-01,6.06,,
1988-07-05,5.97,,
1988-07-06,6.13,,
1988-07-07,6.06,,
1988-07-08,6.0,,
1988-07-11,6.0,,
1988-07-12,6.0,,
1988-07-13,6.0,,
1988-07-14,5.94,,
1988-07-15,6.0,,
1988-07-18,5.88,,
1988-07-19,5.91,,
1988-07-20,5.88,,
1988-07-21,5.84,,
1988-07-22,5.81,,
1988-07-25,5.88,,
1988-07-26,6.0,,
1988-07-27,5.81,,
1988-07-28,5.81,,
1988-07-29,5.75,,
1988-08-01,5.81,,
1988-08-02,6.0,,
1988-08-03,6.13,,
1988-08-04,6.19,,
1988-08-05,6.09,,
1988-08-08,6.25,,
1988-08-09,6.13,,
1988-08-10,6.03,,
1988-08-11,6.09,,
1988-08-12,6.22,,
1988-08-15,6.13,,
1988-08-16,6.09,,
1988-08-17,6.22,,
1988-08-18,6.13,,
1988-08-19,5.97,,
1988-08-22,5.94,,
1988-08-23,5.97,,
1988-08-24,5.97,,
1988-08-25,5.84,,
1988-08-26,5.91,,
1988-08-29,5.88,,
1988-08-30,5.88,,
1988-08-31,5.91,,
1988-09-01,5.88,,
1988-09-02,6.06,,
1988-09-06,6.03,,
1988-09-07,6.03,,
1988-09-08,6.25,,
1988-09-09,6.22,,
1988-09-12,6.19,,
1988-09-13,6.31,,
1988-09-14,6.34,,
1988-09-15,6.25,,
1988-09-16,6.25,,
1988-09-19,6.16,,
1988-09-20,6.19,,
1988-09-21,6.13,,
1988-09-22,6.16,,
1988-09-23,6.16,,
1988-09-26,6.25,,
1988-09-27,6.19,,
1988-09-28,6.22,,
1988-09-29,6.25,,
1988-09-30,6.25,,
1988-10-03,6.34,,
1988-10-04,6.28,,
1988-10-05,6.28,,
1988-10-06,6.31,,
1988-10-07,6.38,,
1988-10-10,6.34,,
1988-10-11,6.44,,
1988-10-12,6.31,,
1988-10-13,6.25,,
1988-10-14,6.25,,
1988-10-17,6.28,,
1988-10-18,6.31,,
1988-10-19,6.19,,
1988-10-20,6.25,,
1988-10-21,6.22,,
1988-10-24,6.22,,
1988-10-25,6.28,,
1988-10-26,6.25,,
1988-10-27,6.22,,
1988-10-28,6.22,,
1988-10-31,6.25,,
1988-11-01,6.31,,
1988-11-02,6.38,,
1988-11-03,6.56,,
1988-11-04,6.53,,
1988-11-07,6.5,,
1988-11-08,6.53,,
1988-11-09,6.5,,
1988-11-10,6.47,,
1988-11-11,6.47,,
1988-11-14,6.53,,
1988-11-15,6.5,,
1988-11-16,6.56,,
1988-11-17,6.59,,
1988-11-18,6.56,,
1988-11-21,6.56,,
1988-11-22,6.56,,
1988-11-23,6.63,,
1988-11-25,6.63,,
1988-11-28,6.66,,
1988-11-29,6.72,,
1988-11-30,6.81,,
1988-12-01,6.84,,
1988-12-02,6.78,,
1988-12-05,6.66,,
1988-12-06,6.69,,
1988-12-07,6.72,,
1988-12-08,6.66,,
1988-12-09,6.72,,
1988-12-12,6.66,,
1988-12-13,6.66,,
1988-12-14,6.72,,
1988-12-15,6.66,,
1988-12-16,6.69,,
1988-12-19,6.69,,
1988-12-20,6.63,,
1988-12-21,6.75,,
1988-12-22,6.72,,
1988-12-23,6.69,,
1988-12-27,6.75,,
1988-12-28,6.69,,
1988-12-29,6.66,,
1988-12-30,6.75,,
1989-01-03,6.69,,
1989-01-04,6.72,,
1989-01-05,6.72,,
1989-01-06,6.69,,
1989-01-09,6.69,,
1989-01-10,6.69,,
1989-01-11,6.69,,
1989-01-12,6.72,,
1989-01-13,6.75,,
1989-01-16,6.75,,
1989-01-17,6.69,,
1989-01-18,6.72,,
1989-01-19,6.72,,
1989-01-20,6.72,,
1989-01-23,6.72,,
1989-01-24,6.75,,
1989-01-25,6.75,,
1989-01-26,6.75,,
1989-01-27,6.84,,
1989-01-30,6.81,,
1989-01-31,6.91,,
1989-02-01,7.06,,
1989-02-02,7.06,,
1989-02-03,7.03,,
1989-02-06,7.0,,
1989-02-07,6.97,,
1989-02-08,7.03,,
1989-02-09,7.22,,
1989-02-10,7.31,,
1989-02-13,7.22,,
1989-02-14,7.22,,
1989-02-15,7.25,,
1989-02-16,7.19,,
1989-02-17,7.25,,
1989-02-21,7.28,,
1989-02-22,7.28,,
1989-02-23,7.19,,
1989-02-24,7.16,,
1989-02-27,7.09,,
1989-02-28,7.06,,
1989-03-01,7.19,,
1989-03-02,7.31,,
1989-03-03,7.19,,
1989-03-06,7.19,,
1989-03-07,7.28,,
1989-03-08,7.28,,
1989-03-09,7.22,,
1989-03-10,7.22,,
1989-03-13,7.22,,
1989-03-14,7.25,,
1989-03-15,7.47,,
1989-03-16,7.44,,
1989-03-17,7.41,,
1989-03-20,7.34,,
1989-03-21,7.44,,
1989-03-22,7.41,,
1989-03-23,7.5,,
1989-03-27,7.5,,
1989-03-28,7.5,,
1989-03-29,7.75,,
1989-03-30,7.69,,
1989-03-31,7.84,,
1989-04-03,8.06,,
1989-04-04,7.91,,
1989-04-05,8.09,,
1989-04-06,8.03,,
1989-04-07,8.03,,
1989-04-10,8.09,,
1989-04-11,8.03,,
1989-04-12,8.06,,
1989-04-13,7.91,,
1989-04-14,7.94,,
1989-04-17,8.0,,
1989-04-18,7.97,,
1989-04-19,7.91,,
1989-04-20,7.91,,
1989-04-21,7.81,,
1989-04-24,7.81,,
1989-04-25,7.88,,
1989-04-26,7.94,,
1989-04-27,7.97,,
1989-04-28,7.94,,
1989-05-01,7.94,,
1989-05-02,8.03,,
1989-05-03,7.97,,
1989-05-04,8.06,,
1989-05-05,8.06,,
1989-05-08,8.03,,
1989-05-09,7.97,,
1989-05-10,7.97,,
1989-05-11,8.03,,
1989-05-12,8.16,,
1989-05-15,8.16,,
1989-05-16,8.16,,
1989-05-17,8.16,,
1989-05-18,8.16,,
1989-05-19,8.41,,
1989-05-22,8.28,,
1989-05-23,8.22,,
1989-05-24,8.16,,
1989-05-25,8.19,,
1989-05-26,8.13,,
1989-05-30,8.06,,
1989-05-31,8.09,,
1989-06-01,8.16,,
1989-06-02,8.38,,
1989-06-05,8.25,,
1989-06-06,8.38,,
1989-06-07,8.41,,
1989-06-08,8.44,,
1989-06-09,8.59,,
1989-06-12,8.59,,
1989-06-13,8.63,,
1989-06-14,8.63,,
1989-06-15,8.56,,
1989-06-16,8.5,,
1989-06-19,8.44,,
1989-06-20,8.5,,
1989-06-21,8.53,,
1989-06-22,8.31,,
1989-06-23,8.31,,
1989-06-26,8.38,,
1989-06-27,8.41,,
1989-06-28,8.41,,
1989-06-29,8.41,,
1989-06-30,8.38,,
1989-07-03,8.38,,
1989-07-05,8.34,,
1989-07-06,8.44,,
1989-07-07,8.44,,
1989-07-10,8.38,,
1989-07-11,8.5,,
1989-07-12,8.56,,
1989-07-13,8.56,,
1989-07-14,8.63,,
1989-07-17,8.72,,
1989-07-18,8.69,,
1989-07-19,8.75,,
1989-07-20,8.84,,
1989-07-21,8.78,,
1989-07-24,8.94,,
1989-07-25,8.94,,
1989-07-26,9.03,,
1989-07-27,8.97,,
1989-07-28,8.94,,
1989-07-31,9.0,,
1989-08-01,9.03,,
1989-08-02,9.31,,
1989-08-03,9.59,,
1989-08-04,9.59,,
1989-08-07,9.38,,
1989-08-08,9.44,,
1989-08-09,9.38,,
1989-08-10,9.19,,
1989-08-11,9.31,,
1989-08-14,9.13,,
1989-08-15,9.19,,
1989-08-16,9.28,,
1989-08-17,9.47,,
1989-08-18,9.47,,
1989-08-21,9.31,,
1989-08-22,9.31,,
1989-08-23,9.28,,
1989-08-24,9.25,,
1989-08-25,9.38,,
1989-08-28,9.31,,
1989-08-29,9.38,,
1989-08-30,9.38,,
1989-08-31,9.34,,
1989-09-01,9.34,,
1989-09-05,9.31,,
1989-09-06,9.25,,
1989-09-07,9.25,,
1989-09-08,9.94,,
1989-09-11,9.94,,
1989-09-12,9.97,,
1989-09-13,10.03,,
1989-09-14,10.03,,
1989-09-15,9.97,,
1989-09-18,10.03,,
1989-09-19,10.09,,
1989-09-20,10.16,,
1989-09-21,10.16,,
1989-09-22,10.13,,
1989-09-25,10.13,,
1989-09-26,10.16,,
1989-09-27,10.16,,
1989-09-28,10.25,,
1989-09-29,10.31,,
1989-10-02,10.41,,
1989-10-03,10.38,,
1989-10-04,10.38,,
1989-10-05,10.41,,
1989-10-06,10.38,,
1989-10-09,10.31,,
1989-10-10,10.16,,
1989-10-11,10.09,,
1989-10-12,10.34,,
1989-10-13,10.38,,
1989-10-16,10.06,,
1989-10-17,10.0,,
1989-10-18,10.09,,
1989-10-19,10.41,,
1989-10-20,10.47,,
1989-10-23,10.28,,
1989-10-24,10.25,,
1989-10-25,10.25,,
1989-10-26,10.31,,
1989-10-27,10.25,,
1989-10-30,10.75,,
1989-10-31,10.97,,
1989-11-01,11.28,,
1989-11-02,11.25,,
1989-11-03,11.06,,
1989-11-06,10.94,,
1989-11-07,11.0,,
1989-11-08,11.16,,
1989-11-09,11.13,,
1989-11-10,11.03,,
1989-11-13,10.94,,
1989-11-14,10.75,,
1989-11-15,10.84,,
1989-11-16,10.81,,
1989-11-17,11.09,,
1989-11-20,11.19,,
1989-11-21,11.34,,
1989-11-22,11.5,,
1989-11-24,11.66,,
1989-11-27,11.69,,
1989-11-28,11.88,,
1989-11-29,11.81,,
1989-11-30,11.69,,
1989-12-01,11.75,,
1989-12-04,11.78,,
1989-12-05,11.94,,
1989-12-06,11.97,,
1989-12-07,11.75,,
1989-12-08,12.0,,
1989-12-11,12.06,,
1989-12-12,11.94,,
1989-12-13,11.81,,
1989-12-14,11.69,,
1989-12-15,11.81,,
1989-12-18,11.63,,
1989-12-19,11.41,,
1989-12-20,11.75,,
1989-12-21,11.66,,
1989-12-22,11.59,,
1989-12-26,11.69,,
1989-12-27,11.78,,
1989-12-28,11.91,,
1989-12-29,12.0,,
1990-01-02,11.94,,
1990-01-03,12.13,,
1990-01-04,12.31,,
1990-01-05,12.47,,
1990-01-08,12.34,,
1990-01-09,12.19,,
1990-01-10,12.25,,
1990-01-11,12.44,,
1990-01-12,12.22,,
1990-01-15,12.09,,
1990-01-16,12.31,,
1990-01-17,12.41,,
1990-01-18,12.22,,
1990-01-19,12.41,,
1990-01-22,12.28,,
1990-01-23,12.38,,
1990-01-24,12.38,,
1990-01-25,12.47,,
1990-01-26,11.81,,
1990-01-29,10.88,,
1990-01-30,10.28,,
1990-01-31,10.72,,
1990-02-01,10.81,,
1990-02-02,11.09,,
1990-02-05,11.06,,
1990-02-06,10.94,,
1990-02-07,10.94,,
1990-02-08,11.22,,
1990-02-09,11.38,,
1990-02-12,11.19,,
1990-02-13,10.94,,
1990-02-14,10.75,,
1990-02-15,10.81,,
1990-02-16,10.97,,
1990-02-20,10.94,,
1990-02-21,10.97,,
1990-02-22,11.0,,
1990-02-23,10.81,,
1990-02-26,10.94,,
1990-02-27,11.19,,
1990-02-28,11.5,,
1990-03-01,11.47,,
1990-03-02,11.44,,
1990-03-05,11.47,,
1990-03-06,11.47,,
1990-03-07,11.53,,
1990-03-08,11.53,,
1990-03-09,11.47,,
1990-03-12,11.47,,
1990-03-13,11.41,,
1990-03-14,11.5,,
1990-03-15,11.47,,
1990-03-16,11.44,,
1990-03-19,11.38,,
1990-03-20,11.34,,
1990-03-21,11.06,,
1990-03-22,10.97,,
1990-03-23,11.06,,
1990-03-26,11.13,,
1990-03-27,11.13,,
1990-03-28,11.13,,
1990-03-29,11.06,,
1990-03-30,11.28,,
1990-04-02,11.19,,
1990-04-03,11.22,,
1990-04-04,11.03,,
1990-04-05,11.03,,
1990-04-06,11.06,,
1990-04-09,10.91,,
1990-04-10,10.72,,
1990-04-11,10.81,,
1990-04-12,11.0,,
1990-04-16,11.34,,
1990-04-17,11.13,,
1990-04-18,11.09,,
1990-04-19,10.88,,
1990-04-20,10.91,,
1990-04-23,10.81,,
1990-04-24,10.75,,
1990-04-25,10.75,,
1990-04-26,10.75,,
1990-04-27,10.66,,
1990-04-30,10.84,,
1990-05-01,11.03,,
1990-05-02,11.31,,
1990-05-03,11.38,,
1990-05-04,11.53,,
1990-05-07,11.66,,
1990-05-08,11.69,,
1990-05-09,11.63,,
1990-05-10,11.97,,
1990-05-11,12.09,,
1990-05-14,12.44,,
1990-05-15,12.34,,
1990-05-16,12.34,,
1990-05-17,12.41,,
1990-05-18,12.38,,
1990-05-21,12.41,,
1990-05-22,12.41,,
1990-05-23,12.41,,
1990-05-24,12.38,,
1990-05-25,12.44,,
1990-05-29,12.5,,
1990-05-30,12.34,,
1990-05-31,12.19,,
1990-06-01,12.06,,
1990-06-04,12.22,,
1990-06-05,12.16,,
1990-06-06,12.16,,
1990-06-07,12.38,,
1990-06-08,12.25,,
1990-06-11,12.34,,
1990-06-12,12.44,,
1990-06-13,12.78,,
1990-06-14,12.91,,
1990-06-15,12.88,,
1990-06-18,12.75,,
1990-06-19,12.56,,
1990-06-20,12.5,,
1990-06-21,12.56,,
1990-06-22,12.72,,
1990-06-25,12.59,,
1990-06-26,12.75,,
1990-06-27,12.94,,
1990-06-28,13.16,,
1990-06-29,13.34,,
1990-07-02,13.69,,
1990-07-03,13.94,,
1990-07-05,14.0,,
1990-07-06,13.94,,
1990-07-09,13.75,,
1990-07-10,13.69,,
1990-07-11,13.47,,
1990-07-12,13.53,,
1990-07-13,13.91,,
1990-07-16,14.13,,
1990-07-17,14.22,,
1990-07-18,13.84,,
1990-07-19,13.44,,
1990-07-20,13.31,,
1990-07-23,13.0,,
1990-07-24,13.03,,
1990-07-25,13.25,,
1990-07-26,13.38,,
1990-07-27,13.25,,
1990-07-30,13.5,,
1990-07-31,13.78,,
1990-08-01,13.66,,
1990-08-02,13.44,,
1990-08-03,12.91,,
1990-08-06,12.53,,
1990-08-07,12.5,,
1990-08-08,12.59,,
1990-08-09,12.5,,
1990-08-10,12.53,,
1990-08-13,12.97,,
1990-08-14,13.03,,
1990-08-15,13.25,,
1990-08-16,12.97,,
1990-08-17,12.88,,
1990-08-20,12.88,,
1990-08-21,12.56,,
1990-08-22,12.44,,
1990-08-23,11.94,,
1990-08-24,11.94,,
1990-08-27,12.41,,
1990-08-28,12.53,,
1990-08-29,12.84,,
1990-08-30,12.72,,
1990-08-31,12.69,,
1990-09-04,12.56,,
1990-09-05,12.69,,
1990-09-06,12.63,,
1990-09-07,12.75,,
1990-09-10,12.78,,
1990-09-11,12.88,,
1990-09-12,12.81,,
1990-09-13,12.63,,
1990-09-14,12.38,,
1990-09-17,12.16,,
1990-09-18,11.63,,
1990-09-19,11.66,,
1990-09-20,11.63,,
1990-09-21,11.53,,
1990-09-24,11.0,,
1990-09-25,10.75,,
1990-09-26,10.28,,
1990-09-27,9.56,,
1990-09-28,10.03,,
1990-10-01,10.38,,
1990-10-02,10.13,,
1990-10-03,9.91,,
1990-10-04,9.91,,
1990-10-05,8.97,,
1990-10-08,8.94,,
1990-10-09,8.31,,
1990-10-10,8.31,,
1990-10-11,8.31,,
1990-10-12,8.53,,
1990-10-15,8.69,,
1990-10-16,8.75,,
1990-10-17,8.91,,
1990-10-18,9.22,,
1990-10-19,9.56,,
1990-10-22,9.75,,
1990-10-23,10.06,,
1990-10-24,9.75,,
1990-10-25,9.63,,
1990-10-26,9.41,,
1990-10-29,9.0,,
1990-10-30,9.25,,
1990-10-31,9.13,,
1990-11-01,9.53,,
1990-11-02,9.69,,
1990-11-05,10.16,,
1990-11-06,10.13,,
1990-11-07,10.0,,
1990-11-08,10.03,,
1990-11-09,10.13,,
1990-11-12,10.31,,
1990-11-13,10.31,,
1990-11-14,10.53,,
1990-11-15,10.5,,
1990-11-16,10.34,,
1990-11-19,10.5,,
1990-11-20,10.56,,
1990-11-21,10.59,,
1990-11-23,10.59,,
1990-11-26,10.56,,
1990-11-27,11.28,,
1990-11-28,11.38,,
1990-11-29,11.31,,
1990-11-30,11.81,,
1990-12-03,11.91,,
1990-12-04,12.06,,
1990-12-05,12.28,,
1990-12-06,12.16,,
1990-12-07,12.28,,
1990-12-10,12.25,,
1990-12-11,12.19,,
1990-12-12,12.19,,
1990-12-13,12.0,,
1990-12-14,11.72,,
1990-12-17,11.66,,
1990-12-18,11.75,,
1990-12-19,11.72,,
1990-12-20,11.66,,
1990-12-21,11.63,,
1990-12-24,11.69,,
1990-12-26,11.72,,
1990-12-27,11.75,,
1990-12-28,11.56,,
1990-12-31,11.66,,
1991-01-02,11.72,,
1991-01-03,11.34,,
1991-01-04,11.31,,
1991-01-07,10.88,,
1991-01-08,10.81,,
1991-01-09,11.09,,
1991-01-10,11.06,,
1991-01-11,10.84,,
1991-01-14,10.72,,
1991-01-15,10.44,,
1991-01-16,11.03,,
1991-01-17,11.41,,
1991-01-18,11.25,,
1991-01-21,11.25,,
1991-01-22,11.25,,
1991-01-23,11.38,,
1991-01-24,11.69,,
1991-01-25,11.81,,
1991-01-28,12.13,,
1991-01-29,12.13,,
1991-01-30,12.47,,
1991-01-31,12.91,,
1991-02-01,13.09,,
1991-02-04,13.34,,
