date,SNA,SNA_EPS,PE Ratio
1990-05-15,23.92,,
1990-05-16,23.67,,
1990-05-17,23.83,,
1990-05-18,23.5,,
1990-05-21,23.5,,
1990-05-22,23.75,,
1990-05-23,23.75,,
1990-05-24,23.67,,
1990-05-25,23.83,,
1990-05-29,24.5,,
1990-05-30,24.58,,
1990-05-31,24.33,,
1990-06-01,24.58,,
1990-06-04,24.75,,
1990-06-05,24.67,,
1990-06-06,24.67,,
1990-06-07,24.67,,
1990-06-08,24.42,,
1990-06-11,24.75,,
1990-06-12,25.17,,
1990-06-13,24.92,,
1990-06-14,24.5,,
1990-06-15,23.58,,
1990-06-18,22.75,,
1990-06-19,23.42,,
1990-06-20,23.75,,
1990-06-21,23.58,,
1990-06-22,23.5,,
1990-06-25,23.5,,
1990-06-26,23.58,,
1990-06-27,23.58,,
1990-06-28,23.67,,
1990-06-29,23.58,,
1990-07-02,23.83,,
1990-07-03,23.33,,
1990-07-05,22.92,,
1990-07-06,22.75,,
1990-07-09,22.83,,
1990-07-10,22.67,,
1990-07-11,23.17,,
1990-07-12,23.17,,
1990-07-13,23.5,,
1990-07-16,23.92,,
1990-07-17,23.5,,
1990-07-18,23.25,,
1990-07-19,22.83,,
1990-07-20,22.67,,
1990-07-23,22.83,,
1990-07-24,23.08,,
1990-07-25,23.0,,
1990-07-26,22.83,,
1990-07-27,23.08,,
1990-07-30,23.5,,
1990-07-31,23.42,,
1990-08-01,23.25,,
1990-08-02,23.08,,
1990-08-03,23.08,,
1990-08-06,22.0,,
1990-08-07,21.25,,
1990-08-08,21.33,,
1990-08-09,21.0,,
1990-08-10,21.08,,
1990-08-13,21.67,,
1990-08-14,21.58,,
1990-08-15,21.67,,
1990-08-16,21.5,,
1990-08-17,21.25,,
1990-08-20,21.58,,
1990-08-21,21.08,,
1990-08-22,20.83,,
1990-08-23,20.08,,
1990-08-24,19.92,,
1990-08-27,20.17,,
1990-08-28,20.25,,
1990-08-29,20.42,,
1990-08-30,20.42,,
1990-08-31,20.42,,
1990-09-04,20.5,,
1990-09-05,21.08,,
1990-09-06,20.83,,
1990-09-07,21.33,,
1990-09-10,21.25,,
1990-09-11,20.83,,
1990-09-12,20.58,,
1990-09-13,20.33,,
1990-09-14,20.17,,
1990-09-17,20.17,,
1990-09-18,20.25,,
1990-09-19,19.67,,
1990-09-20,19.17,,
1990-09-21,19.67,,
1990-09-24,19.0,,
1990-09-25,19.42,,
1990-09-26,18.5,,
1990-09-27,18.58,,
1990-09-28,18.58,,
1990-10-01,18.67,,
1990-10-02,18.83,,
1990-10-03,19.0,,
1990-10-04,19.17,,
1990-10-05,18.83,,
1990-10-08,18.67,,
1990-10-09,17.67,,
1990-10-10,18.08,,
1990-10-11,18.17,,
1990-10-12,18.0,,
1990-10-15,18.08,,
1990-10-16,18.17,,
1990-10-17,18.17,,
1990-10-18,19.08,,
1990-10-19,20.08,,
1990-10-22,20.17,,
1990-10-23,20.08,,
1990-10-24,20.0,,
1990-10-25,20.0,,
1990-10-26,19.17,,
1990-10-29,19.0,,
1990-10-30,18.58,,
1990-10-31,18.42,,
1990-11-01,18.58,,
1990-11-02,18.92,,
1990-11-05,18.67,,
1990-11-06,18.83,,
1990-11-07,18.67,,
1990-11-08,19.08,,
1990-11-09,19.58,,
1990-11-12,20.33,,
1990-11-13,19.42,,
1990-11-14,19.75,,
1990-11-15,19.5,,
1990-11-16,19.5,,
1990-11-19,19.58,,
1990-11-20,19.58,,
1990-11-21,19.17,,
1990-11-23,19.08,,
1990-11-26,18.75,,
1990-11-27,19.33,,
1990-11-28,19.58,,
1990-11-29,19.08,,
1990-11-30,19.75,,
1990-12-03,21.5,,
1990-12-04,21.33,,
1990-12-05,21.42,,
1990-12-06,21.33,,
1990-12-07,21.0,,
1990-12-10,20.58,,
1990-12-11,20.58,,
1990-12-12,21.17,,
1990-12-13,21.08,,
1990-12-14,21.17,,
1990-12-17,21.0,,
1990-12-18,21.0,,
1990-12-19,21.17,,
1990-12-20,21.33,,
1990-12-21,21.58,,
1990-12-24,21.17,,
1990-12-26,20.83,,
1990-12-27,20.42,,
1990-12-28,20.33,,
1990-12-31,21.17,,
1991-01-02,21.25,,
1991-01-03,20.67,,
1991-01-04,20.5,,
1991-01-07,19.58,,
1991-01-08,19.83,,
1991-01-09,19.83,,
1991-01-10,20.67,,
1991-01-11,19.25,,
1991-01-14,19.08,,
1991-01-15,18.58,,
1991-01-16,19.0,,
1991-01-17,19.58,,
1991-01-18,19.58,,
1991-01-21,19.58,,
1991-01-22,18.83,,
1991-01-23,19.25,,
1991-01-24,19.83,,
1991-01-25,19.75,,
1991-01-28,19.33,,
1991-01-29,19.25,,
1991-01-30,19.67,,
1991-01-31,20.33,,
1991-02-01,19.92,,
1991-02-04,19.92,,
1991-02-05,20.08,,
1991-02-06,20.92,,
1991-02-07,21.17,,
1991-02-08,21.5,,
1991-02-11,21.75,,
1991-02-12,21.58,,
1991-02-13,22.17,,
1991-02-14,22.0,,
1991-02-15,22.25,,
1991-02-19,22.75,,
1991-02-20,22.5,,
1991-02-21,22.17,,
1991-02-22,21.33,,
1991-02-25,20.92,,
1991-02-26,20.25,,
1991-02-27,20.5,,
1991-02-28,20.83,,
1991-03-01,20.67,,
1991-03-04,20.17,,
1991-03-05,20.92,,
1991-03-06,20.75,,
1991-03-07,21.0,,
1991-03-08,20.83,,
1991-03-11,20.67,,
1991-03-12,20.25,,
1991-03-13,20.17,,
1991-03-14,20.25,,
1991-03-15,20.42,,
1991-03-18,20.5,,
1991-03-19,20.33,,
1991-03-20,20.5,,
1991-03-21,20.5,,
1991-03-22,20.92,,
1991-03-25,21.42,,
1991-03-26,21.25,,
1991-03-27,21.17,,
1991-03-28,21.25,,
1991-04-01,20.33,,
1991-04-02,21.33,,
1991-04-03,20.42,,
1991-04-04,20.58,,
1991-04-05,20.5,,
1991-04-08,20.33,,
1991-04-09,19.83,,
1991-04-10,19.67,,
1991-04-11,19.83,,
1991-04-12,20.0,,
1991-04-15,20.33,,
1991-04-16,20.67,,
1991-04-17,20.92,,
1991-04-18,21.17,,
1991-04-19,20.92,,
1991-04-22,20.5,,
1991-04-23,20.67,,
1991-04-24,20.25,,
1991-04-25,20.08,,
1991-04-26,20.25,,
1991-04-29,20.17,,
1991-04-30,20.67,,
1991-05-01,20.67,,
1991-05-02,20.42,,
1991-05-03,20.67,,
1991-05-06,20.33,,
1991-05-07,20.25,,
1991-05-08,20.5,,
1991-05-09,21.0,,
1991-05-10,20.83,,
1991-05-13,20.75,,
1991-05-14,20.58,,
1991-05-15,20.17,,
1991-05-16,20.25,,
1991-05-17,20.42,,
1991-05-20,20.08,,
1991-05-21,20.5,,
1991-05-22,20.0,,
1991-05-23,19.5,,
1991-05-24,19.75,,
1991-05-28,20.25,,
1991-05-29,20.0,,
1991-05-30,20.17,,
1991-05-31,20.17,,
1991-06-03,20.58,,
1991-06-04,20.92,,
1991-06-05,20.42,,
1991-06-06,20.25,,
1991-06-07,20.25,,
1991-06-10,20.5,,
1991-06-11,20.42,,
1991-06-12,20.0,,
1991-06-13,20.25,,
1991-06-14,20.67,,
1991-06-17,20.58,,
1991-06-18,21.17,,
1991-06-19,21.17,,
1991-06-20,20.83,,
1991-06-21,20.92,,
1991-06-24,20.5,,
1991-06-25,20.33,,
1991-06-26,20.33,,
1991-06-27,20.08,,
1991-06-28,19.83,,
1991-07-01,20.58,,
1991-07-02,20.83,,
1991-07-03,20.83,,
1991-07-05,21.08,,
1991-07-08,21.25,,
1991-07-09,21.58,,
1991-07-10,21.92,,
1991-07-11,22.17,,
1991-07-12,22.17,,
1991-07-15,21.75,,
1991-07-16,22.67,,
1991-07-17,22.25,,
1991-07-18,21.92,,
1991-07-19,22.08,,
1991-07-22,22.33,,
1991-07-23,22.33,,
1991-07-24,22.25,,
1991-07-25,22.33,,
1991-07-26,22.08,,
1991-07-29,22.0,,
1991-07-30,21.83,,
1991-07-31,21.83,,
1991-08-01,22.58,,
1991-08-02,22.58,,
1991-08-05,22.08,,
1991-08-06,22.17,,
1991-08-07,22.33,,
1991-08-08,21.92,,
1991-08-09,21.67,,
1991-08-12,22.08,,
1991-08-13,21.83,,
1991-08-14,21.92,,
1991-08-15,22.25,,
1991-08-16,22.25,,
1991-08-19,21.08,,
1991-08-20,20.92,,
1991-08-21,22.33,,
1991-08-22,21.83,,
1991-08-23,22.0,,
1991-08-26,21.92,,
1991-08-27,21.83,,
1991-08-28,21.92,,
1991-08-29,21.5,,
1991-08-30,21.0,,
1991-09-03,20.5,,
1991-09-04,20.0,,
1991-09-05,20.25,,
1991-09-06,20.17,,
1991-09-09,20.33,,
1991-09-10,20.08,,
1991-09-11,20.5,,
1991-09-12,20.67,,
1991-09-13,20.58,,
1991-09-16,20.83,,
1991-09-17,20.58,,
1991-09-18,20.92,,
1991-09-19,21.42,,
1991-09-20,21.08,,
1991-09-23,21.08,,
1991-09-24,21.08,,
1991-09-25,21.0,,
1991-09-26,20.83,,
1991-09-27,20.92,,
1991-09-30,21.0,,
1991-10-01,21.5,,
1991-10-02,21.5,,
1991-10-03,21.33,,
1991-10-04,21.5,,
1991-10-07,21.58,,
1991-10-08,21.42,,
1991-10-09,21.25,,
1991-10-10,21.17,,
1991-10-11,20.92,,
1991-10-14,21.0,,
1991-10-15,21.0,,
1991-10-16,20.67,,
1991-10-17,20.67,,
1991-10-18,22.08,,
1991-10-21,21.33,,
1991-10-22,21.58,,
1991-10-23,21.25,,
1991-10-24,21.67,,
1991-10-25,21.25,,
1991-10-28,21.08,,
1991-10-29,20.5,,
1991-10-30,20.25,,
1991-10-31,20.25,,
1991-11-01,21.08,,
1991-11-04,20.75,,
1991-11-05,20.58,,
1991-11-06,20.33,,
1991-11-07,20.25,,
1991-11-08,20.08,,
1991-11-11,20.17,,
1991-11-12,20.58,,
1991-11-13,20.25,,
1991-11-14,20.25,,
1991-11-15,20.33,,
1991-11-18,20.08,,
1991-11-19,19.75,,
1991-11-20,19.42,,
1991-11-21,19.08,,
1991-11-22,19.33,,
1991-11-25,19.58,,
1991-11-26,20.08,,
1991-11-27,20.17,,
1991-11-29,20.17,,
1991-12-02,20.17,,
1991-12-03,19.83,,
1991-12-04,20.0,,
1991-12-05,20.17,,
1991-12-06,19.92,,
1991-12-09,20.0,,
1991-12-10,20.17,,
1991-12-11,20.17,,
1991-12-12,20.25,,
1991-12-13,20.58,,
1991-12-16,20.58,,
1991-12-17,20.42,,
1991-12-18,20.08,,
1991-12-19,19.75,,
1991-12-20,19.17,,
1991-12-23,19.33,,
1991-12-24,20.67,,
1991-12-26,20.42,,
1991-12-27,20.42,,
1991-12-30,20.58,,
1991-12-31,21.58,,
1992-01-02,22.33,,
1992-01-03,22.25,,
1992-01-06,21.67,,
1992-01-07,22.0,,
1992-01-08,22.67,,
1992-01-09,22.42,,
1992-01-10,22.42,,
1992-01-13,22.25,,
1992-01-14,23.08,,
1992-01-15,23.75,,
1992-01-16,23.75,,
1992-01-17,23.67,,
1992-01-20,23.83,,
1992-01-21,23.5,,
1992-01-22,24.0,,
1992-01-23,23.17,,
1992-01-24,22.5,,
1992-01-27,22.83,,
1992-01-28,22.83,,
1992-01-29,22.75,,
1992-01-30,22.75,,
1992-01-31,22.33,,
1992-02-03,22.33,,
1992-02-04,22.58,,
1992-02-05,22.25,,
1992-02-06,22.83,,
1992-02-07,22.83,,
1992-02-10,23.33,,
1992-02-11,23.33,,
1992-02-12,23.5,,
1992-02-13,23.75,,
1992-02-14,23.92,,
1992-02-18,24.67,,
1992-02-19,24.08,,
1992-02-20,24.67,,
1992-02-21,24.67,,
1992-02-24,25.0,,
1992-02-25,24.67,,
1992-02-26,25.0,,
1992-02-27,24.75,,
1992-02-28,24.17,,
1992-03-02,24.67,,
1992-03-03,25.0,,
1992-03-04,25.42,,
1992-03-05,25.75,,
1992-03-06,25.83,,
1992-03-09,25.58,,
1992-03-10,25.92,,
1992-03-11,26.17,,
1992-03-12,26.25,,
1992-03-13,26.33,,
1992-03-16,26.33,,
1992-03-17,26.67,,
1992-03-18,26.0,,
1992-03-19,26.08,,
1992-03-20,26.17,,
1992-03-23,25.92,,
1992-03-24,25.5,,
1992-03-25,25.42,,
1992-03-26,25.33,,
1992-03-27,25.17,,
1992-03-30,25.17,,
1992-03-31,25.0,,
1992-04-01,25.0,,
1992-04-02,25.42,,
1992-04-03,25.83,,
1992-04-06,25.42,,
1992-04-07,24.83,,
1992-04-08,24.17,,
1992-04-09,24.67,,
1992-04-10,24.92,,
1992-04-13,24.58,,
1992-04-14,24.67,,
1992-04-15,24.08,,
1992-04-16,23.92,,
1992-04-20,23.5,,
1992-04-21,23.08,,
1992-04-22,23.25,,
1992-04-23,23.17,,
1992-04-24,23.17,,
1992-04-27,23.5,,
1992-04-28,23.5,,
1992-04-29,23.42,,
1992-04-30,23.67,,
1992-05-01,23.25,,
1992-05-04,22.67,,
1992-05-05,22.67,,
1992-05-06,22.5,,
1992-05-07,22.5,,
1992-05-08,22.92,,
1992-05-11,23.33,,
1992-05-12,23.08,,
1992-05-13,23.33,,
1992-05-14,23.17,,
1992-05-15,22.83,,
1992-05-18,23.08,,
1992-05-19,23.33,,
1992-05-20,23.08,,
1992-05-21,22.83,,
1992-05-22,22.67,,
1992-05-26,22.08,,
1992-05-27,22.08,,
1992-05-28,23.0,,
1992-05-29,22.08,,
1992-06-01,22.17,,
1992-06-02,21.58,,
1992-06-03,21.58,,
1992-06-04,21.67,,
1992-06-05,21.5,,
1992-06-08,21.67,,
1992-06-09,21.83,,
1992-06-10,21.58,,
1992-06-11,21.75,,
1992-06-12,21.83,,
1992-06-15,22.0,,
1992-06-16,22.08,,
1992-06-17,21.75,,
1992-06-18,21.67,,
1992-06-19,20.5,,
1992-06-22,20.25,,
1992-06-23,19.83,,
1992-06-24,19.5,,
1992-06-25,20.17,,
1992-06-26,20.17,,
1992-06-29,20.42,,
1992-06-30,20.75,,
1992-07-01,20.92,,
1992-07-02,20.75,,
1992-07-06,20.5,,
1992-07-07,20.83,,
1992-07-08,20.75,,
1992-07-09,21.0,,
1992-07-10,21.33,,
1992-07-13,21.58,,
1992-07-14,21.58,,
1992-07-15,21.58,,
1992-07-16,21.92,,
1992-07-17,21.92,,
1992-07-20,21.33,,
1992-07-21,21.17,,
1992-07-22,20.75,,
1992-07-23,20.58,,
1992-07-24,20.42,,
1992-07-27,20.42,,
1992-07-28,20.67,,
1992-07-29,20.75,,
1992-07-30,21.0,,
1992-07-31,21.0,,
1992-08-03,21.42,,
1992-08-04,21.42,,
1992-08-05,21.5,,
1992-08-06,21.58,,
1992-08-07,21.58,,
1992-08-10,21.67,,
1992-08-11,21.83,,
1992-08-12,21.92,,
1992-08-13,21.83,,
1992-08-14,21.67,,
1992-08-17,21.75,,
1992-08-18,22.0,,
1992-08-19,21.67,,
1992-08-20,21.83,,
1992-08-21,22.0,,
1992-08-24,21.58,,
1992-08-25,21.33,,
1992-08-26,20.67,,
1992-08-27,20.67,,
1992-08-28,20.67,,
1992-08-31,20.58,,
1992-09-01,20.67,,
1992-09-02,20.92,,
1992-09-03,20.75,,
1992-09-04,20.75,,
1992-09-08,20.75,,
1992-09-09,20.83,,
1992-09-10,20.83,,
1992-09-11,20.83,,
1992-09-14,20.83,,
1992-09-15,20.92,,
1992-09-16,21.17,,
1992-09-17,21.17,,
1992-09-18,21.17,,
1992-09-21,21.0,,
1992-09-22,20.83,,
1992-09-23,20.75,,
1992-09-24,21.0,,
1992-09-25,21.08,,
1992-09-28,21.67,,
1992-09-29,21.67,,
1992-09-30,21.75,,
1992-10-01,21.5,,
1992-10-02,20.67,,
1992-10-05,19.92,,
1992-10-06,19.83,,
1992-10-07,19.92,,
1992-10-08,20.17,,
1992-10-09,19.83,,
1992-10-12,20.08,,
1992-10-13,19.92,,
1992-10-14,19.42,,
1992-10-15,19.33,,
1992-10-16,19.17,,
1992-10-19,19.42,,
1992-10-20,19.42,,
1992-10-21,19.42,,
1992-10-22,19.42,,
1992-10-23,19.58,,
1992-10-26,19.5,,
1992-10-27,19.25,,
1992-10-28,19.08,,
1992-10-29,19.33,,
1992-10-30,19.17,,
1992-11-02,19.5,,
1992-11-03,19.25,,
1992-11-04,19.25,,
1992-11-05,19.25,,
1992-11-06,19.17,,
1992-11-09,19.33,,
1992-11-10,19.17,,
1992-11-11,19.33,,
1992-11-12,19.25,,
1992-11-13,19.0,,
1992-11-16,18.92,,
1992-11-17,18.5,,
1992-11-18,18.25,,
1992-11-19,18.58,,
1992-11-20,18.67,,
1992-11-23,18.58,,
1992-11-24,18.33,,
1992-11-25,18.17,,
1992-11-27,18.33,,
1992-11-30,19.08,,
1992-12-01,19.92,,
1992-12-02,20.0,,
1992-12-03,20.33,,
1992-12-04,20.33,,
1992-12-07,20.33,,
1992-12-08,20.58,,
1992-12-09,20.33,,
1992-12-10,20.33,,
1992-12-11,20.25,,
1992-12-14,20.33,,
1992-12-15,20.25,,
1992-12-16,20.5,,
1992-12-17,20.58,,
1992-12-18,20.75,,
1992-12-21,21.08,,
1992-12-22,21.17,,
1992-12-23,20.92,,
1992-12-24,20.83,,
1992-12-28,20.58,,
1992-12-29,20.83,,
1992-12-30,20.83,,
1992-12-31,20.92,,
1993-01-04,21.17,,
1993-01-05,21.25,,
1993-01-06,21.25,,
1993-01-07,20.5,,
1993-01-08,20.58,,
1993-01-11,20.83,,
1993-01-12,20.5,,
1993-01-13,20.75,,
1993-01-14,20.92,,
1993-01-15,21.17,,
1993-01-18,20.92,,
1993-01-19,20.75,,
1993-01-20,21.0,,
1993-01-21,21.0,,
1993-01-22,21.17,,
1993-01-25,21.42,,
1993-01-26,21.25,,
1993-01-27,21.42,,
1993-01-28,21.5,,
1993-01-29,21.42,,
1993-02-01,21.5,,
1993-02-02,21.75,,
1993-02-03,22.92,,
1993-02-04,23.0,,
1993-02-05,22.83,,
1993-02-08,22.5,,
1993-02-09,22.33,,
1993-02-10,21.67,,
1993-02-11,21.75,,
1993-02-12,21.5,,
1993-02-16,21.67,,
1993-02-17,21.83,,
1993-02-18,21.58,,
1993-02-19,21.75,,
1993-02-22,21.83,,
1993-02-23,22.17,,
1993-02-24,22.42,,
1993-02-25,22.5,,
1993-02-26,22.33,,
1993-03-01,22.33,,
1993-03-02,22.5,,
1993-03-03,22.67,,
1993-03-04,22.25,,
1993-03-05,22.25,,
1993-03-08,22.58,,
1993-03-09,22.75,,
1993-03-10,22.42,,
1993-03-11,22.42,,
1993-03-12,22.17,,
1993-03-15,21.83,,
1993-03-16,21.67,,
1993-03-17,21.58,,
1993-03-18,21.75,,
1993-03-19,21.58,,
1993-03-22,21.58,,
1993-03-23,22.08,,
1993-03-24,22.08,,
1993-03-25,22.42,,
1993-03-26,21.92,,
1993-03-29,22.42,,
1993-03-30,22.42,,
1993-03-31,22.42,,
1993-04-01,22.25,,
1993-04-02,22.33,,
1993-04-05,22.33,,
1993-04-06,22.33,,
1993-04-07,22.5,,
1993-04-08,22.67,,
1993-04-12,22.58,,
1993-04-13,22.58,,
1993-04-14,22.92,,
1993-04-15,22.75,,
1993-04-16,22.58,,
1993-04-19,22.42,,
1993-04-20,22.33,,
1993-04-21,23.17,,
1993-04-22,23.42,,
1993-04-23,23.33,,
1993-04-26,23.75,,
1993-04-27,24.83,,
1993-04-28,24.67,,
1993-04-29,24.92,,
1993-04-30,24.5,,
1993-05-03,24.5,,
1993-05-04,24.33,,
1993-05-05,23.75,,
1993-05-06,24.33,,
1993-05-07,23.83,,
1993-05-10,23.92,,
1993-05-11,23.75,,
1993-05-12,24.67,,
1993-05-13,24.58,,
1993-05-14,24.42,,
1993-05-17,24.33,,
1993-05-18,24.42,,
1993-05-19,24.92,,
1993-05-20,24.83,,
1993-05-21,24.33,,
1993-05-24,24.58,,
1993-05-25,24.75,,
1993-05-26,25.33,,
1993-05-27,25.08,,
1993-05-28,25.0,,
1993-06-01,25.25,,
1993-06-02,25.25,,
1993-06-03,25.33,,
1993-06-04,25.25,,
1993-06-07,25.33,,
1993-06-08,25.33,,
1993-06-09,25.67,,
1993-06-10,25.75,,
1993-06-11,25.67,,
1993-06-14,25.75,,
1993-06-15,25.83,,
1993-06-16,25.75,,
1993-06-17,25.75,,
1993-06-18,25.67,,
1993-06-21,25.67,,
1993-06-22,25.33,,
1993-06-23,25.33,,
1993-06-24,25.5,,
1993-06-25,25.5,,
1993-06-28,25.67,,
1993-06-29,25.58,,
1993-06-30,26.0,,
1993-07-01,26.0,,
1993-07-02,26.0,,
1993-07-06,25.83,,
1993-07-07,25.75,,
1993-07-08,25.92,,
1993-07-09,25.58,,
1993-07-12,25.5,,
1993-07-13,25.5,,
1993-07-14,25.58,,
1993-07-15,25.67,,
1993-07-16,25.83,,
1993-07-19,25.67,,
1993-07-20,25.83,,
1993-07-21,26.92,,
1993-07-22,26.5,,
1993-07-23,27.0,,
1993-07-26,28.67,,
1993-07-27,28.42,,
1993-07-28,28.83,,
1993-07-29,28.83,,
1993-07-30,29.0,,
1993-08-02,29.25,,
1993-08-03,29.0,,
1993-08-04,29.08,,
1993-08-05,29.0,,
1993-08-06,28.67,,
1993-08-09,28.92,,
1993-08-10,29.25,,
1993-08-11,29.0,,
1993-08-12,28.58,,
1993-08-13,28.5,,
1993-08-16,28.17,,
1993-08-17,28.25,,
1993-08-18,28.33,,
1993-08-19,28.0,,
1993-08-20,28.08,,
1993-08-23,28.67,,
1993-08-24,28.42,,
1993-08-25,28.58,,
1993-08-26,28.58,,
1993-08-27,28.0,,
1993-08-30,27.75,,
1993-08-31,28.0,,
1993-09-01,28.08,,
1993-09-02,27.83,,
1993-09-03,27.5,,
1993-09-07,27.25,,
1993-09-08,26.83,,
1993-09-09,26.67,,
1993-09-10,26.75,,
1993-09-13,27.08,,
1993-09-14,27.33,,
1993-09-15,27.42,,
1993-09-16,27.08,,
1993-09-17,27.0,,
1993-09-20,27.08,,
1993-09-21,26.75,,
1993-09-22,26.5,,
1993-09-23,26.17,,
1993-09-24,26.17,,
1993-09-27,26.17,,
1993-09-28,26.0,,
1993-09-29,25.67,,
1993-09-30,25.58,,
1993-10-01,25.42,,
1993-10-04,26.0,,
1993-10-05,26.33,,
1993-10-06,26.17,,
1993-10-07,25.83,,
1993-10-08,25.58,,
1993-10-11,25.5,,
1993-10-12,25.42,,
1993-10-13,25.42,,
1993-10-14,25.58,,
1993-10-15,25.75,,
1993-10-18,25.83,,
1993-10-19,26.08,,
1993-10-20,25.83,,
1993-10-21,26.25,,
1993-10-22,26.75,,
1993-10-25,26.5,,
1993-10-26,26.33,,
1993-10-27,26.67,,
1993-10-28,26.42,,
1993-10-29,26.5,,
1993-11-01,26.5,,
1993-11-02,26.42,,
1993-11-03,26.25,,
1993-11-04,26.08,,
1993-11-05,25.92,,
1993-11-08,25.67,,
1993-11-09,25.58,,
1993-11-10,25.83,,
1993-11-11,25.83,,
1993-11-12,25.58,,
1993-11-15,25.58,,
1993-11-16,25.42,,
1993-11-17,24.83,,
1993-11-18,25.17,,
1993-11-19,25.0,,
1993-11-22,24.83,,
1993-11-23,24.33,,
1993-11-24,24.75,,
1993-11-26,24.92,,
1993-11-29,25.08,,
1993-11-30,25.33,,
1993-12-01,25.33,,
1993-12-02,25.33,,
1993-12-03,25.33,,
1993-12-06,25.5,,
1993-12-07,25.42,,
1993-12-08,25.33,,
1993-12-09,25.17,,
1993-12-10,24.92,,
1993-12-13,24.83,,
1993-12-14,25.25,,
