date,close price,BLK_SHE,BLK_TA,BLK_TL,market cap,PB Ratio
2001-02-26,42.1,,,,,
2001-02-27,41.0,,,,,
2001-02-28,39.4,,,,,
2001-03-01,40.3,,,,,
2001-03-02,40.51,,,,,
2001-03-05,39.56,,,,,
2001-03-06,39.6,,,,,
2001-03-07,39.9,,,,,
2001-03-08,39.95,,,,,
2001-03-09,37.6,,,,,
2001-03-12,38.03,,,,,
2001-03-13,38.99,,,,,
2001-03-14,39.2,,,,,
2001-03-15,38.74,,,,,
2001-03-16,38.05,,,,,
2001-03-19,37.95,,,,,
2001-03-20,36.19,,,,,
2001-03-21,35.95,,,,,
2001-03-22,34.0,,,,,
2001-03-23,32.6,,,,,
2001-03-26,33.25,,,,,
2001-03-27,34.94,,,,,
2001-03-28,35.5,,,,,
2001-03-29,36.35,,,,,
2001-03-30,36.0,,,,,
2001-04-02,35.5,,,,,
2001-04-03,34.75,,,,,
2001-04-04,32.0,,,,,
2001-04-05,33.54,,,,,
2001-04-06,33.2,,,,,
2001-04-09,33.7,,,,,
2001-04-10,34.8,,,,,
2001-04-11,36.4,,,,,
2001-04-12,34.22,,,,,
2001-04-16,31.82,,,,,
2001-04-17,33.0,,,,,
2001-04-18,34.4,,,,,
2001-04-19,34.1,,,,,
2001-04-20,32.3,,,,,
2001-04-23,32.0,,,,,
2001-04-24,33.4,,,,,
2001-04-25,33.75,,,,,
2001-04-26,32.4,,,,,
2001-04-27,33.5,,,,,
2001-04-30,33.8,,,,,
2001-05-01,34.25,,,,,
2001-05-02,33.87,,,,,
2001-05-03,33.91,,,,,
2001-05-04,33.65,,,,,
2001-05-07,34.43,,,,,
2001-05-08,34.93,,,,,
2001-05-09,35.55,,,,,
2001-05-10,36.0,,,,,
2001-05-11,36.03,,,,,
2001-05-14,36.16,,,,,
2001-05-15,37.2,,,,,
2001-05-16,36.15,,,,,
2001-05-17,37.0,,,,,
2001-05-18,37.02,,,,,
2001-05-21,37.2,,,,,
2001-05-22,37.17,,,,,
2001-05-23,36.35,,,,,
2001-05-24,35.75,,,,,
2001-05-25,36.11,,,,,
2001-05-29,36.75,,,,,
2001-05-30,36.35,,,,,
2001-05-31,36.4,,,,,
2001-06-01,35.47,,,,,
2001-06-04,35.9,,,,,
2001-06-05,36.65,,,,,
2001-06-06,36.4,,,,,
2001-06-07,35.65,,,,,
2001-06-08,35.46,,,,,
2001-06-11,34.75,,,,,
2001-06-12,34.73,,,,,
2001-06-13,34.45,,,,,
2001-06-14,33.55,,,,,
2001-06-15,32.95,,,,,
2001-06-18,32.98,,,,,
2001-06-19,33.1,,,,,
2001-06-20,33.25,,,,,
2001-06-21,33.5,,,,,
2001-06-22,32.98,,,,,
2001-06-25,33.0,,,,,
2001-06-26,33.5,,,,,
2001-06-27,35.4,,,,,
2001-06-28,36.5,,,,,
2001-06-29,34.29,,,,,
2001-07-02,35.81,,,,,
2001-07-03,34.59,,,,,
2001-07-05,35.24,,,,,
2001-07-06,35.1,,,,,
2001-07-09,34.75,,,,,
2001-07-10,34.31,,,,,
2001-07-11,36.1,,,,,
2001-07-12,38.4,,,,,
2001-07-13,39.03,,,,,
2001-07-16,39.52,,,,,
2001-07-17,41.2,,,,,
2001-07-18,40.5,,,,,
2001-07-19,41.43,,,,,
2001-07-20,40.55,,,,,
2001-07-23,40.11,,,,,
2001-07-24,40.0,,,,,
2001-07-25,40.01,,,,,
2001-07-26,40.0,,,,,
2001-07-27,39.6,,,,,
2001-07-30,39.6,,,,,
2001-07-31,39.85,,,,,
2001-08-01,40.16,,,,,
2001-08-02,40.55,,,,,
2001-08-03,39.75,,,,,
2001-08-06,40.84,,,,,
2001-08-07,41.65,,,,,
2001-08-08,40.05,,,,,
2001-08-09,40.46,,,,,
2001-08-10,39.86,,,,,
2001-08-13,39.75,,,,,
2001-08-14,40.4,,,,,
2001-08-15,39.4,,,,,
2001-08-16,39.4,,,,,
2001-08-17,38.75,,,,,
2001-08-20,39.15,,,,,
2001-08-21,39.15,,,,,
2001-08-22,38.95,,,,,
2001-08-23,38.95,,,,,
2001-08-24,40.25,,,,,
2001-08-27,39.55,,,,,
2001-08-28,38.8,,,,,
2001-08-29,38.97,,,,,
2001-08-30,38.45,,,,,
2001-08-31,38.05,,,,,
2001-09-04,38.74,,,,,
2001-09-05,40.03,,,,,
2001-09-06,40.44,,,,,
2001-09-07,40.37,,,,,
2001-09-10,40.45,,,,,
2001-09-17,43.65,,,,,
2001-09-18,42.35,,,,,
2001-09-19,41.5,,,,,
2001-09-20,39.5,,,,,
2001-09-21,39.35,,,,,
2001-09-24,39.76,,,,,
2001-09-25,39.8,,,,,
2001-09-26,40.1,,,,,
2001-09-27,41.0,,,,,
2001-09-28,44.22,,,,,
2001-10-01,40.15,,,,,
2001-10-02,39.6,,,,,
2001-10-03,39.98,,,,,
2001-10-04,39.75,,,,,
2001-10-05,39.99,,,,,
2001-10-08,40.08,,,,,
2001-10-09,40.2,,,,,
2001-10-10,40.3,,,,,
2001-10-11,40.06,,,,,
2001-10-12,39.34,,,,,
2001-10-15,40.86,,,,,
2001-10-16,41.75,,,,,
2001-10-17,42.2,,,,,
2001-10-18,42.0,,,,,
2001-10-19,42.38,,,,,
2001-10-22,42.0,,,,,
2001-10-23,41.9,,,,,
2001-10-24,41.91,,,,,
2001-10-25,41.82,,,,,
2001-10-26,41.9,,,,,
2001-10-29,42.5,,,,,
2001-10-30,43.25,,,,,
2001-10-31,43.25,,,,,
2001-11-01,43.31,,,,,
2001-11-02,43.44,,,,,
2001-11-05,42.41,,,,,
2001-11-06,42.95,,,,,
2001-11-07,42.7,,,,,
2001-11-08,43.0,,,,,
2001-11-09,42.89,,,,,
2001-11-12,42.75,,,,,
2001-11-13,42.56,,,,,
2001-11-14,42.5,,,,,
2001-11-15,41.95,,,,,
2001-11-16,42.54,,,,,
2001-11-19,41.22,,,,,
2001-11-20,41.07,,,,,
2001-11-21,40.95,,,,,
2001-11-23,41.18,,,,,
2001-11-26,42.0,,,,,
2001-11-27,40.9,,,,,
2001-11-28,40.38,,,,,
2001-11-29,38.99,,,,,
2001-11-30,38.78,,,,,
2001-12-03,38.4,,,,,
2001-12-04,38.09,,,,,
2001-12-05,38.91,,,,,
2001-12-06,40.28,,,,,
2001-12-07,39.0,,,,,
2001-12-10,38.7,,,,,
2001-12-11,38.91,,,,,
2001-12-12,38.22,,,,,
2001-12-13,39.25,,,,,
2001-12-14,41.5,,,,,
2001-12-17,41.06,,,,,
2001-12-18,41.02,,,,,
2001-12-19,41.1,,,,,
2001-12-20,41.0,,,,,
2001-12-21,41.42,,,,,
2001-12-24,41.15,,,,,
2001-12-26,42.15,,,,,
2001-12-27,42.45,,,,,
2001-12-28,41.76,,,,,
2001-12-31,41.7,,,,,
2002-01-02,41.32,,,,,
2002-01-03,41.42,,,,,
2002-01-04,41.92,,,,,
2002-01-07,41.4,,,,,
2002-01-08,41.45,,,,,
2002-01-09,41.44,,,,,
2002-01-10,42.05,,,,,
2002-01-11,40.9,,,,,
2002-01-14,41.0,,,,,
2002-01-15,42.0,,,,,
2002-01-16,42.01,,,,,
2002-01-17,42.9,,,,,
2002-01-18,42.25,,,,,
2002-01-22,41.6,,,,,
2002-01-23,42.0,,,,,
2002-01-24,41.8,,,,,
2002-01-25,42.15,,,,,
2002-01-28,40.99,,,,,
2002-01-29,41.0,,,,,
2002-01-30,41.62,,,,,
2002-01-31,43.0,,,,,
2002-02-01,42.97,,,,,
2002-02-04,42.46,,,,,
2002-02-05,42.92,,,,,
2002-02-06,42.75,,,,,
2002-02-07,42.95,,,,,
2002-02-08,43.55,,,,,
2002-02-11,43.15,,,,,
2002-02-12,43.1,,,,,
2002-02-13,42.6,,,,,
2002-02-14,42.25,,,,,
2002-02-15,41.24,,,,,
2002-02-19,41.9,,,,,
2002-02-20,42.29,,,,,
2002-02-21,42.9,,,,,
2002-02-22,43.14,,,,,
2002-02-25,43.51,,,,,
2002-02-26,43.71,,,,,
2002-02-27,43.9,,,,,
2002-02-28,44.5,,,,,
2002-03-01,44.88,,,,,
2002-03-04,46.26,,,,,
2002-03-05,45.86,,,,,
2002-03-06,44.01,,,,,
2002-03-07,44.99,,,,,
2002-03-08,45.0,,,,,
2002-03-11,44.39,,,,,
2002-03-12,44.16,,,,,
2002-03-13,44.35,,,,,
2002-03-14,44.6,,,,,
2002-03-15,44.22,,,,,
2002-03-18,44.6,,,,,
2002-03-19,44.12,,,,,
2002-03-20,44.0,,,,,
2002-03-21,44.56,,,,,
2002-03-22,44.48,,,,,
2002-03-25,43.94,,,,,
2002-03-26,43.95,,,,,
2002-03-27,44.35,,,,,
2002-03-28,44.6,,,,,
2002-04-01,44.9,,,,,
2002-04-02,44.5,,,,,
2002-04-03,44.27,,,,,
2002-04-04,43.87,,,,,
2002-04-05,43.4,,,,,
2002-04-08,43.5,,,,,
2002-04-09,42.46,,,,,
2002-04-10,42.0,,,,,
2002-04-11,40.45,,,,,
2002-04-12,45.6,,,,,
2002-04-15,46.0,,,,,
2002-04-16,46.45,,,,,
2002-04-17,44.75,,,,,
2002-04-18,44.99,,,,,
2002-04-19,43.75,,,,,
2002-04-22,45.01,,,,,
2002-04-23,45.08,,,,,
2002-04-24,45.28,,,,,
2002-04-25,44.99,,,,,
2002-04-26,45.0,,,,,
2002-04-29,45.01,,,,,
2002-04-30,46.0,,,,,
2002-05-01,46.35,,,,,
2002-05-02,46.76,,,,,
2002-05-03,47.0,,,,,
2002-05-06,46.04,,,,,
2002-05-07,46.1,,,,,
2002-05-08,46.2,,,,,
2002-05-09,46.1,,,,,
2002-05-10,45.48,,,,,
2002-05-13,45.3,,,,,
2002-05-14,47.35,,,,,
2002-05-15,46.84,,,,,
2002-05-16,46.29,,,,,
2002-05-17,46.1,,,,,
2002-05-20,45.66,,,,,
2002-05-21,45.35,,,,,
2002-05-22,45.23,,,,,
2002-05-23,46.1,,,,,
2002-05-24,45.41,,,,,
2002-05-28,45.25,,,,,
2002-05-29,44.85,,,,,
2002-05-30,43.87,,,,,
2002-05-31,43.0,,,,,
2002-06-03,41.95,,,,,
2002-06-04,42.56,,,,,
2002-06-05,44.1,,,,,
2002-06-06,43.85,,,,,
2002-06-07,44.1,,,,,
2002-06-10,44.51,,,,,
2002-06-11,43.5,,,,,
2002-06-12,43.35,,,,,
2002-06-13,43.2,,,,,
2002-06-14,42.15,,,,,
2002-06-17,41.9,,,,,
2002-06-18,43.65,,,,,
2002-06-19,42.7,,,,,
2002-06-20,42.86,,,,,
2002-06-21,42.2,,,,,
2002-06-24,42.55,,,,,
2002-06-25,43.05,,,,,
2002-06-26,43.15,,,,,
2002-06-27,44.06,,,,,
2002-06-28,44.3,,,,,
2002-07-01,43.85,,,,,
2002-07-02,43.21,,,,,
2002-07-03,42.16,,,,,
2002-07-05,42.4,,,,,
2002-07-08,42.95,,,,,
2002-07-09,42.27,,,,,
2002-07-10,42.1,,,,,
2002-07-11,42.3,,,,,
2002-07-12,43.32,,,,,
2002-07-15,43.95,,,,,
2002-07-16,43.71,,,,,
2002-07-17,44.34,,,,,
2002-07-18,43.72,,,,,
2002-07-19,42.79,,,,,
2002-07-22,43.33,,,,,
2002-07-23,42.35,,,,,
2002-07-24,40.5,,,,,
2002-07-25,40.0,,,,,
2002-07-26,40.6,,,,,
2002-07-29,42.6,,,,,
2002-07-30,42.43,,,,,
2002-07-31,41.95,,,,,
2002-08-01,41.89,,,,,
2002-08-02,41.01,,,,,
2002-08-05,40.55,,,,,
2002-08-06,40.72,,,,,
2002-08-07,40.43,,,,,
2002-08-08,42.4,,,,,
2002-08-09,44.53,,,,,
2002-08-12,44.41,,,,,
2002-08-13,43.58,,,,,
2002-08-14,45.1,,,,,
2002-08-15,44.6,,,,,
2002-08-16,46.42,,,,,
2002-08-19,45.0,,,,,
2002-08-20,44.8,,,,,
2002-08-21,45.3,,,,,
2002-08-22,45.58,,,,,
2002-08-23,44.95,,,,,
2002-08-26,44.87,,,,,
2002-08-27,44.45,,,,,
2002-08-28,43.7,,,,,
2002-08-29,43.65,,,,,
2002-08-30,44.25,,,,,
2002-09-03,43.06,,,,,
2002-09-04,43.0,,,,,
2002-09-05,42.94,,,,,
2002-09-06,43.1,,,,,
2002-09-09,43.97,,,,,
2002-09-10,43.65,,,,,
2002-09-11,44.16,,,,,
2002-09-12,43.81,,,,,
2002-09-13,44.9,,,,,
2002-09-16,44.21,,,,,
2002-09-17,43.9,,,,,
2002-09-18,43.2,,,,,
2002-09-19,42.66,,,,,
2002-09-20,42.0,,,,,
2002-09-23,41.54,,,,,
2002-09-24,41.3,,,,,
2002-09-25,40.8,,,,,
2002-09-26,41.1,,,,,
2002-09-27,41.81,,,,,
2002-09-30,41.42,,,,,
2002-10-01,41.28,,,,,
2002-10-02,41.02,,,,,
2002-10-03,40.2,,,,,
2002-10-04,37.55,,,,,
2002-10-07,35.95,,,,,
2002-10-08,36.15,,,,,
2002-10-09,36.2,,,,,
2002-10-10,37.36,,,,,
2002-10-11,36.97,,,,,
2002-10-14,36.75,,,,,
2002-10-15,37.92,,,,,
2002-10-16,37.92,,,,,
2002-10-17,38.53,,,,,
2002-10-18,38.4,,,,,
2002-10-21,38.4,,,,,
2002-10-22,37.9,,,,,
2002-10-23,36.45,,,,,
2002-10-24,36.0,,,,,
2002-10-25,35.5,,,,,
2002-10-28,35.9,,,,,
2002-10-29,34.99,,,,,
2002-10-30,35.05,,,,,
2002-10-31,35.72,,,,,
2002-11-01,35.45,,,,,
2002-11-04,34.65,,,,,
2002-11-05,34.59,,,,,
2002-11-06,34.3,,,,,
2002-11-07,34.55,,,,,
2002-11-08,35.25,,,,,
2002-11-11,35.36,,,,,
2002-11-12,35.5,,,,,
2002-11-13,35.75,,,,,
2002-11-14,36.52,,,,,
2002-11-15,36.58,,,,,
2002-11-18,36.66,,,,,
2002-11-19,36.29,,,,,
2002-11-20,37.35,,,,,
2002-11-21,39.3,,,,,
2002-11-22,39.25,,,,,
2002-11-25,39.66,,,,,
2002-11-26,39.65,,,,,
2002-11-27,40.1,,,,,
2002-11-29,40.01,,,,,
2002-12-02,39.86,,,,,
2002-12-03,39.15,,,,,
2002-12-04,39.45,,,,,
2002-12-05,38.5,,,,,
2002-12-06,39.15,,,,,
2002-12-09,38.5,,,,,
2002-12-10,39.6,,,,,
2002-12-11,39.6,,,,,
2002-12-12,40.73,,,,,
2002-12-13,41.26,,,,,
2002-12-16,40.9,,,,,
2002-12-17,40.77,,,,,
2002-12-18,40.5,,,,,
2002-12-19,40.58,,,,,
2002-12-20,40.19,,,,,
2002-12-23,40.2,,,,,
2002-12-24,39.89,,,,,
2002-12-26,39.29,,,,,
2002-12-27,38.97,,,,,
2002-12-30,38.91,,,,,
2002-12-31,39.4,,,,,
2003-01-02,40.25,,,,,
2003-01-03,40.95,,,,,
2003-01-06,41.18,,,,,
2003-01-07,40.96,,,,,
2003-01-08,41.1,,,,,
2003-01-09,42.03,,,,,
2003-01-10,42.33,,,,,
2003-01-13,42.1,,,,,
2003-01-14,42.0,,,,,
2003-01-15,41.5,,,,,
2003-01-16,41.65,,,,,
2003-01-17,41.8,,,,,
2003-01-21,40.6,,,,,
2003-01-22,40.87,,,,,
2003-01-23,40.65,,,,,
2003-01-24,40.13,,,,,
2003-01-27,40.65,,,,,
2003-01-28,41.2,,,,,
2003-01-29,40.97,,,,,
2003-01-30,41.25,,,,,
2003-01-31,42.25,,,,,
2003-02-03,42.2,,,,,
2003-02-04,42.29,,,,,
2003-02-05,41.89,,,,,
2003-02-06,41.56,,,,,
2003-02-07,41.76,,,,,
2003-02-10,41.51,,,,,
2003-02-11,41.21,,,,,
2003-02-12,41.43,,,,,
2003-02-13,41.23,,,,,
2003-02-14,41.7,,,,,
2003-02-18,42.0,,,,,
2003-02-19,41.58,,,,,
2003-02-20,41.75,,,,,
2003-02-21,42.55,,,,,
2003-02-24,41.48,,,,,
2003-02-25,41.89,,,,,
2003-02-26,40.98,,,,,
2003-02-27,41.6,,,,,
2003-02-28,41.6,,,,,
2003-03-03,42.7,,,,,
2003-03-04,42.23,,,,,
2003-03-05,42.08,,,,,
2003-03-06,42.04,,,,,
2003-03-07,42.29,,,,,
2003-03-10,41.99,,,,,
2003-03-11,41.09,,,,,
2003-03-12,39.95,,,,,
2003-03-13,41.15,,,,,
2003-03-14,41.44,,,,,
2003-03-17,42.97,,,,,
2003-03-18,43.35,,,,,
2003-03-19,43.5,,,,,
2003-03-20,43.48,,,,,
