date,close price,WAT_SHE,WAT_TA,WAT_TL,market cap,PB Ratio
1996-12-09,7.25,,,,,
1996-12-10,7.5,,,,,
1996-12-11,7.5,,,,,
1996-12-12,7.56,,,,,
1996-12-13,7.53,,,,,
1996-12-16,7.44,,,,,
1996-12-17,7.47,,,,,
1996-12-18,7.47,,,,,
1996-12-19,7.69,,,,,
1996-12-20,7.63,,,,,
1996-12-23,7.59,,,,,
1996-12-24,7.63,,,,,
1996-12-26,7.66,,,,,
1996-12-27,7.63,,,,,
1996-12-30,7.59,,,,,
1996-12-31,7.59,,,,,
1997-01-02,7.53,,,,,
1997-01-03,7.53,,,,,
1997-01-06,7.56,,,,,
1997-01-07,7.44,,,,,
1997-01-08,7.44,,,,,
1997-01-09,7.44,,,,,
1997-01-10,7.38,,,,,
1997-01-13,7.34,,,,,
1997-01-14,7.19,,,,,
1997-01-15,7.16,,,,,
1997-01-16,7.03,,,,,
1997-01-17,7.06,,,,,
1997-01-20,7.16,,,,,
1997-01-21,7.66,,,,,
1997-01-22,7.59,,,,,
1997-01-23,7.72,,,,,
1997-01-24,7.47,,,,,
1997-01-27,7.56,,,,,
1997-01-28,7.69,,,,,
1997-01-29,7.5,,,,,
1997-01-30,7.47,,,,,
1997-01-31,7.41,,,,,
1997-02-03,7.47,,,,,
1997-02-04,7.59,,,,,
1997-02-05,7.41,,,,,
1997-02-06,7.34,,,,,
1997-02-07,7.47,,,,,
1997-02-10,7.34,,,,,
1997-02-11,7.16,,,,,
1997-02-12,7.0,,,,,
1997-02-13,7.0,,,,,
1997-02-14,6.94,,,,,
1997-02-18,6.81,,,,,
1997-02-19,6.75,,,,,
1997-02-20,6.75,,,,,
1997-02-21,7.0,,,,,
1997-02-24,7.16,,,,,
1997-02-25,7.16,,,,,
1997-02-26,7.34,,,,,
1997-02-27,7.34,,,,,
1997-02-28,7.53,,,,,
1997-03-03,7.59,,,,,
1997-03-04,7.44,,,,,
1997-03-05,7.41,,,,,
1997-03-06,7.31,,,,,
1997-03-07,7.34,,,,,
1997-03-10,7.31,,,,,
1997-03-11,7.19,,,,,
1997-03-12,7.16,,,,,
1997-03-13,7.0,,,,,
1997-03-14,6.97,,,,,
1997-03-17,6.91,,,,,
1997-03-18,7.06,,,,,
1997-03-19,6.78,,,,,
1997-03-20,6.91,,,,,
1997-03-21,6.88,,,,,
1997-03-24,6.91,,,,,
1997-03-25,6.91,,,,,
1997-03-26,6.78,,,,,
1997-03-27,6.84,,,,,
1997-03-31,6.69,,,,,
1997-04-01,6.69,,,,,
1997-04-02,6.69,,,,,
1997-04-03,6.69,,,,,
1997-04-04,6.78,,,,,
1997-04-07,6.88,,,,,
1997-04-08,7.0,,,,,
1997-04-09,6.59,,,,,
1997-04-10,6.25,,,,,
1997-04-11,6.22,,,,,
1997-04-14,6.13,,,,,
1997-04-15,6.06,,,,,
1997-04-16,5.94,,,,,
1997-04-17,5.84,,,,,
1997-04-18,6.09,,,,,
1997-04-21,5.97,,,,,
1997-04-22,6.59,,,,,
1997-04-23,6.72,,,,,
1997-04-24,7.06,,,,,
1997-04-25,6.97,,,,,
1997-04-28,7.19,,,,,
1997-04-29,7.34,,,,,
1997-04-30,7.41,,,,,
1997-05-01,7.22,,,,,
1997-05-02,7.5,,,,,
1997-05-05,7.56,,,,,
1997-05-06,7.41,,,,,
1997-05-07,7.53,,,,,
1997-05-08,7.34,,,,,
1997-05-09,7.53,,,,,
1997-05-12,7.53,,,,,
1997-05-13,7.59,,,,,
1997-05-14,7.44,,,,,
1997-05-15,7.47,,,,,
1997-05-16,7.66,,,,,
1997-05-19,7.66,,,,,
1997-05-20,7.88,,,,,
1997-05-21,7.94,,,,,
1997-05-22,7.94,,,,,
1997-05-23,8.03,,,,,
1997-05-27,8.09,,,,,
1997-05-28,8.0,,,,,
1997-05-29,8.03,,,,,
1997-05-30,8.06,,,,,
1997-06-02,8.34,,,,,
1997-06-03,8.38,,,,,
1997-06-04,8.38,,,,,
1997-06-05,8.47,,,,,
1997-06-06,8.59,,,,,
1997-06-09,8.66,,,,,
1997-06-10,8.53,,,,,
1997-06-11,8.31,,,,,
1997-06-12,8.09,,,,,
1997-06-13,8.13,,,,,
1997-06-16,8.09,,,,,
1997-06-17,8.16,,,,,
1997-06-18,8.13,,,,,
1997-06-19,7.94,,,,,
1997-06-20,8.03,,,,,
1997-06-23,7.84,,,,,
1997-06-24,7.75,,,,,
1997-06-25,8.19,,,,,
1997-06-26,8.44,,,,,
1997-06-27,8.56,,,,,
1997-06-30,8.97,,,,,
1997-07-01,8.75,,,,,
1997-07-02,8.67,,,,,
1997-07-03,8.75,,,,,
1997-07-07,8.72,,,,,
1997-07-08,8.94,,,,,
1997-07-09,8.86,,,,,
1997-07-10,8.72,,,,,
1997-07-11,8.56,,,,,
1997-07-14,8.8,,,,,
1997-07-15,8.78,,,,,
1997-07-16,8.94,,,,,
1997-07-17,8.72,,,,,
1997-07-18,8.58,,,,,
1997-07-21,8.64,,,,,
1997-07-22,8.67,,,,,
1997-07-23,8.75,,,,,
1997-07-24,8.72,,,,,
1997-07-25,8.81,,,,,
1997-07-28,8.91,,,,,
1997-07-29,8.77,,,,,
1997-07-30,8.75,,,,,
1997-07-31,8.95,,,,,
1997-08-01,8.86,,,,,
1997-08-04,8.86,,,,,
1997-08-05,8.91,,,,,
1997-08-06,8.78,,,,,
1997-08-07,8.8,,,,,
1997-08-08,8.48,,,,,
1997-08-11,8.41,,,,,
1997-08-12,8.34,,,,,
1997-08-13,8.33,,,,,
1997-08-14,8.17,,,,,
1997-08-15,8.09,,,,,
1997-08-18,8.09,,,,,
1997-08-19,7.92,,,,,
1997-08-20,8.17,,,,,
1997-08-21,8.08,,,,,
1997-08-22,8.14,,,,,
1997-08-25,8.06,,,,,
1997-08-26,8.19,,,,,
1997-08-27,8.03,,,,,
1997-08-28,8.14,,,,,
1997-08-29,8.33,,,,,
1997-09-02,8.5,,,,,
1997-09-03,8.63,,,,,
1997-09-04,8.77,,,,,
1997-09-05,8.67,,,,,
1997-09-08,8.75,,,,,
1997-09-09,8.75,,,,,
1997-09-10,8.67,,,,,
1997-09-11,8.5,,,,,
1997-09-12,10.11,,,,,
1997-09-15,10.08,,,,,
1997-09-16,10.91,,,,,
1997-09-17,10.84,,,,,
1997-09-18,11.0,,,,,
1997-09-19,10.91,,,,,
1997-09-22,11.31,,,,,
1997-09-23,10.72,,,,,
1997-09-24,10.69,,,,,
1997-09-25,10.84,,,,,
1997-09-26,10.94,,,,,
1997-09-29,11.19,,,,,
1997-09-30,11.05,,,,,
1997-10-01,11.25,,,,,
1997-10-02,11.58,,,,,
1997-10-03,11.73,,,,,
1997-10-06,11.14,,,,,
1997-10-07,11.45,,,,,
1997-10-08,11.42,,,,,
1997-10-09,11.19,,,,,
1997-10-10,11.56,,,,,
1997-10-13,11.48,,,,,
1997-10-14,11.58,,,,,
1997-10-15,11.67,,,,,
1997-10-16,11.38,,,,,
1997-10-17,10.98,,,,,
1997-10-20,11.09,,,,,
1997-10-21,11.72,,,,,
1997-10-22,11.69,,,,,
1997-10-23,11.61,,,,,
1997-10-24,11.63,,,,,
1997-10-27,11.06,,,,,
1997-10-28,11.0,,,,,
1997-10-29,10.92,,,,,
1997-10-30,10.73,,,,,
1997-10-31,11.0,,,,,
1997-11-03,10.72,,,,,
1997-11-04,10.58,,,,,
1997-11-05,10.41,,,,,
1997-11-06,10.31,,,,,
1997-11-07,10.25,,,,,
1997-11-10,10.23,,,,,
1997-11-11,10.08,,,,,
1997-11-12,9.88,,,,,
1997-11-13,9.86,,,,,
1997-11-14,9.98,,,,,
1997-11-17,10.0,,,,,
1997-11-18,10.11,,,,,
1997-11-19,10.16,,,,,
1997-11-20,10.66,,,,,
1997-11-21,10.75,,,,,
1997-11-24,10.45,,,,,
1997-11-25,10.44,,,,,
1997-11-26,10.53,,,,,
1997-11-28,10.7,,,,,
1997-12-01,10.63,,,,,
1997-12-02,10.69,,,,,
1997-12-03,10.8,,,,,
1997-12-04,10.83,,,,,
1997-12-05,10.97,,,,,
1997-12-08,11.0,,,,,
1997-12-09,10.7,,,,,
1997-12-10,10.3,,,,,
1997-12-11,10.22,,,,,
1997-12-12,10.38,,,,,
1997-12-15,10.23,,,,,
1997-12-16,10.27,,,,,
1997-12-17,10.23,,,,,
1997-12-18,9.95,,,,,
1997-12-19,9.78,,,,,
1997-12-22,9.86,,,,,
1997-12-23,9.69,,,,,
1997-12-24,9.47,,,,,
1997-12-26,9.17,,,,,
1997-12-29,9.38,,,,,
1997-12-30,9.5,,,,,
1997-12-31,9.53,,,,,
1998-01-02,9.39,,,,,
1998-01-05,9.14,,,,,
1998-01-06,9.81,,,,,
1998-01-07,9.52,,,,,
1998-01-08,10.3,,,,,
1998-01-09,10.05,,,,,
1998-01-12,10.14,,,,,
1998-01-13,10.11,,,,,
1998-01-14,10.19,,,,,
1998-01-15,10.2,,,,,
1998-01-16,10.25,,,,,
1998-01-20,10.31,,,,,
1998-01-21,10.55,,,,,
1998-01-22,10.5,,,,,
1998-01-23,10.66,,,,,
1998-01-26,10.73,,,,,
1998-01-27,11.5,,,,,
1998-01-28,11.75,,,,,
1998-01-29,11.5,,,,,
1998-01-30,11.53,,,,,
1998-02-02,11.52,,,,,
1998-02-03,11.28,,,,,
1998-02-04,11.36,,,,,
1998-02-05,11.5,,,,,
1998-02-06,11.69,,,,,
1998-02-09,12.0,,,,,
1998-02-10,11.91,,,,,
1998-02-11,11.88,,,,,
1998-02-12,12.0,,,,,
1998-02-13,11.98,,,,,
1998-02-17,11.98,,,,,
1998-02-18,12.34,,,,,
1998-02-19,12.38,,,,,
1998-02-20,12.31,,,,,
1998-02-23,12.5,,,,,
1998-02-24,12.38,,,,,
1998-02-25,12.39,,,,,
1998-02-26,12.22,,,,,
1998-02-27,12.42,,,,,
1998-03-02,12.22,,,,,
1998-03-03,12.09,,,,,
1998-03-04,11.73,,,,,
1998-03-05,11.7,,,,,
1998-03-06,11.83,,,,,
1998-03-09,11.52,,,,,
1998-03-10,12.09,,,,,
1998-03-11,12.17,,,,,
1998-03-12,12.45,,,,,
1998-03-13,12.34,,,,,
1998-03-16,12.27,,,,,
1998-03-17,12.25,,,,,
1998-03-18,12.36,,,,,
1998-03-19,12.56,,,,,
1998-03-20,12.7,,,,,
1998-03-23,12.86,,,,,
1998-03-24,12.86,,,,,
1998-03-25,12.88,,,,,
1998-03-26,12.61,,,,,
1998-03-27,12.56,,,,,
1998-03-30,12.33,,,,,
1998-03-31,12.48,,,,,
1998-04-01,12.67,,,,,
1998-04-02,12.72,,,,,
1998-04-03,12.84,,,,,
1998-04-06,12.39,,,,,
1998-04-07,12.45,,,,,
1998-04-08,12.94,,,,,
1998-04-09,12.86,,,,,
1998-04-13,12.73,,,,,
1998-04-14,13.13,,,,,
1998-04-15,12.92,,,,,
1998-04-16,12.61,,,,,
1998-04-17,12.61,,,,,
1998-04-20,12.75,,,,,
1998-04-21,13.17,,,,,
1998-04-22,13.11,,,,,
1998-04-23,12.89,,,,,
1998-04-24,12.77,,,,,
1998-04-27,12.53,,,,,
1998-04-28,13.27,,,,,
1998-04-29,13.72,,,,,
1998-04-30,13.44,,,,,
1998-05-01,13.53,,,,,
1998-05-04,13.78,,,,,
1998-05-05,13.73,,,,,
1998-05-06,13.53,,,,,
1998-05-07,13.28,,,,,
1998-05-08,13.5,,,,,
1998-05-11,13.86,,,,,
1998-05-12,13.91,,,,,
1998-05-13,13.98,,,,,
1998-05-14,13.86,,,,,
1998-05-15,14.39,,,,,
1998-05-18,14.42,,,,,
1998-05-19,14.56,,,,,
1998-05-20,14.59,,,,,
1998-05-21,14.44,,,,,
1998-05-22,14.5,,,,,
1998-05-26,14.53,,,,,
1998-05-27,14.53,,,,,
1998-05-28,14.81,,,,,
1998-05-29,14.56,,,,,
1998-06-01,14.56,,,,,
1998-06-02,14.88,,,,,
1998-06-03,14.77,,,,,
1998-06-04,15.05,,,,,
1998-06-05,15.31,,,,,
1998-06-08,15.56,,,,,
1998-06-09,15.72,,,,,
1998-06-10,15.44,,,,,
1998-06-11,15.19,,,,,
1998-06-12,15.11,,,,,
1998-06-15,14.84,,,,,
1998-06-16,14.7,,,,,
1998-06-17,14.63,,,,,
1998-06-18,14.61,,,,,
1998-06-19,14.53,,,,,
1998-06-22,14.95,,,,,
1998-06-23,15.0,,,,,
1998-06-24,15.41,,,,,
1998-06-25,15.03,,,,,
1998-06-26,14.81,,,,,
1998-06-29,14.75,,,,,
1998-06-30,14.73,,,,,
1998-07-01,15.02,,,,,
1998-07-02,15.16,,,,,
1998-07-06,15.58,,,,,
1998-07-07,16.22,,,,,
1998-07-08,16.05,,,,,
1998-07-09,16.05,,,,,
1998-07-10,16.02,,,,,
1998-07-13,16.25,,,,,
1998-07-14,16.53,,,,,
1998-07-15,16.69,,,,,
1998-07-16,17.0,,,,,
1998-07-17,16.95,,,,,
1998-07-20,16.84,,,,,
1998-07-21,16.39,,,,,
1998-07-22,15.81,,,,,
1998-07-23,15.84,,,,,
1998-07-24,15.81,,,,,
1998-07-27,15.69,,,,,
1998-07-28,16.06,,,,,
1998-07-29,16.19,,,,,
1998-07-30,16.06,,,,,
1998-07-31,15.97,,,,,
1998-08-03,15.73,,,,,
1998-08-04,15.27,,,,,
1998-08-05,14.63,,,,,
1998-08-06,14.77,,,,,
1998-08-07,14.97,,,,,
1998-08-10,15.28,,,,,
1998-08-11,14.94,,,,,
1998-08-12,14.98,,,,,
1998-08-13,14.84,,,,,
1998-08-14,14.83,,,,,
1998-08-17,15.14,,,,,
1998-08-18,15.63,,,,,
1998-08-19,16.09,,,,,
1998-08-20,15.98,,,,,
1998-08-21,15.8,,,,,
1998-08-24,16.06,,,,,
1998-08-25,16.0,,,,,
1998-08-26,16.0,,,,,
1998-08-27,15.5,,,,,
1998-08-28,14.41,,,,,
1998-08-31,13.47,,,,,
1998-09-01,14.13,,,,,
1998-09-02,14.94,,,,,
1998-09-03,14.63,,,,,
1998-09-04,14.53,,,,,
1998-09-08,15.55,,,,,
1998-09-09,15.41,,,,,
1998-09-10,15.41,,,,,
1998-09-11,15.75,,,,,
1998-09-14,15.97,,,,,
1998-09-15,15.5,,,,,
1998-09-16,15.94,,,,,
1998-09-17,15.69,,,,,
1998-09-18,15.64,,,,,
1998-09-21,15.38,,,,,
1998-09-22,15.63,,,,,
1998-09-23,16.41,,,,,
1998-09-24,16.5,,,,,
1998-09-25,16.44,,,,,
1998-09-28,16.25,,,,,
1998-09-29,16.63,,,,,
1998-09-30,16.75,,,,,
1998-10-01,16.36,,,,,
1998-10-02,16.44,,,,,
1998-10-05,15.72,,,,,
1998-10-06,15.36,,,,,
1998-10-07,14.25,,,,,
1998-10-08,14.48,,,,,
1998-10-09,14.38,,,,,
1998-10-12,14.53,,,,,
1998-10-13,14.38,,,,,
1998-10-14,14.67,,,,,
1998-10-15,15.25,,,,,
1998-10-16,15.27,,,,,
1998-10-19,15.39,,,,,
1998-10-20,16.28,,,,,
1998-10-21,15.38,,,,,
1998-10-22,16.13,,,,,
1998-10-23,16.02,,,,,
1998-10-26,16.63,,,,,
1998-10-27,17.34,,,,,
1998-10-28,17.5,,,,,
1998-10-29,18.03,,,,,
1998-10-30,17.94,,,,,
1998-11-02,19.09,,,,,
1998-11-03,18.94,,,,,
1998-11-04,18.69,,,,,
1998-11-05,18.83,,,,,
1998-11-06,19.52,,,,,
1998-11-09,19.41,,,,,
1998-11-10,19.42,,,,,
1998-11-11,19.5,,,,,
1998-11-12,19.91,,,,,
1998-11-13,19.63,,,,,
1998-11-16,20.02,,,,,
1998-11-17,20.0,,,,,
1998-11-18,19.8,,,,,
1998-11-19,20.08,,,,,
1998-11-20,20.31,,,,,
1998-11-23,20.69,,,,,
1998-11-24,19.28,,,,,
1998-11-25,19.72,,,,,
1998-11-27,19.81,,,,,
1998-11-30,19.28,,,,,
1998-12-01,19.5,,,,,
1998-12-02,19.64,,,,,
1998-12-03,19.73,,,,,
1998-12-04,19.94,,,,,
1998-12-07,20.16,,,,,
1998-12-08,20.25,,,,,
1998-12-09,20.31,,,,,
1998-12-10,19.69,,,,,
1998-12-11,19.75,,,,,
1998-12-14,19.81,,,,,
1998-12-15,20.06,,,,,
1998-12-16,20.25,,,,,
1998-12-17,20.5,,,,,
1998-12-18,20.38,,,,,
1998-12-21,20.56,,,,,
1998-12-22,20.78,,,,,
1998-12-23,21.08,,,,,
1998-12-24,20.91,,,,,
1998-12-28,20.63,,,,,
1998-12-29,20.66,,,,,
1998-12-30,21.09,,,,,
1998-12-31,21.81,,,,,
1999-01-04,21.16,,,,,
1999-01-05,20.78,,,,,
1999-01-06,21.19,,,,,
1999-01-07,20.75,,,,,
1999-01-08,20.38,,,,,
1999-01-11,19.73,,,,,
1999-01-12,19.22,,,,,
1999-01-13,19.28,,,,,
1999-01-14,19.03,,,,,
1999-01-15,19.72,,,,,
1999-01-19,19.64,,,,,
1999-01-20,20.0,,,,,
1999-01-21,20.28,,,,,
1999-01-22,20.63,,,,,
1999-01-25,20.59,,,,,
1999-01-26,21.14,,,,,
1999-01-27,21.59,,,,,
1999-01-28,22.53,,,,,
1999-01-29,22.75,,,,,
1999-02-01,23.03,,,,,
1999-02-02,21.75,,,,,
1999-02-03,22.28,,,,,
1999-02-04,22.45,,,,,
1999-02-05,21.47,,,,,
1999-02-08,22.0,,,,,
1999-02-09,21.92,,,,,
1999-02-10,21.53,,,,,
1999-02-11,21.63,,,,,
1999-02-12,21.3,,,,,
1999-02-16,21.88,,,,,
1999-02-17,21.25,,,,,
1999-02-18,21.36,,,,,
1999-02-19,21.8,,,,,
1999-02-22,22.38,,,,,
1999-02-23,22.92,,,,,
1999-02-24,23.31,,,,,
1999-02-25,22.55,,,,,
1999-02-26,23.31,,,,,
1999-03-01,24.0,,,,,
1999-03-02,24.94,,,,,
1999-03-03,24.77,,,,,
1999-03-04,24.98,,,,,
1999-03-05,25.11,,,,,
1999-03-08,25.61,,,,,
1999-03-09,25.47,,,,,
1999-03-10,26.06,,,,,
1999-03-11,26.73,,,,,
1999-03-12,26.06,,,,,
1999-03-15,26.09,,,,,
1999-03-16,25.98,,,,,
1999-03-17,25.94,,,,,
1999-03-18,25.69,,,,,
1999-03-19,25.41,,,,,
1999-03-22,24.84,,,,,
1999-03-23,24.75,,,,,
1999-03-24,24.8,,,,,
1999-03-25,24.97,,,,,
1999-03-26,25.39,,,,,
1999-03-29,26.5,,,,,
1999-03-30,26.69,,,,,
1999-03-31,26.27,,,,,
1999-04-01,26.78,,,,,
1999-04-05,27.0,,,,,
1999-04-06,27.13,,,,,
1999-04-07,26.92,,,,,
1999-04-08,26.97,,,,,
1999-04-09,27.38,,,,,
1999-04-12,27.45,,,,,
1999-04-13,27.06,,,,,
1999-04-14,27.31,,,,,
1999-04-15,26.75,,,,,
1999-04-16,26.91,,,,,
1999-04-19,25.88,,,,,
1999-04-20,25.38,,,,,
1999-04-21,26.73,,,,,
1999-04-22,26.56,,,,,
1999-04-23,27.19,,,,,
1999-04-26,27.88,,,,,
1999-04-27,26.56,,,,,
1999-04-28,26.5,,,,,
1999-04-29,25.88,,,,,
1999-04-30,26.28,,,,,
