date,close price,HSIC_SHE,HSIC_TA,HSIC_TL,market cap,PB Ratio
1996-12-11,7.55,,,,,
1996-12-12,7.4,,,,,
1996-12-13,6.91,,,,,
1996-12-16,6.84,,,,,
1996-12-17,6.84,,,,,
1996-12-18,6.81,,,,,
1996-12-19,6.72,,,,,
1996-12-20,6.72,,,,,
1996-12-23,6.91,,,,,
1996-12-24,6.86,,,,,
1996-12-26,6.76,,,,,
1996-12-27,6.76,,,,,
1996-12-30,6.79,,,,,
1996-12-31,6.74,,,,,
1997-01-02,6.69,,,,,
1997-01-03,6.57,,,,,
1997-01-06,6.69,,,,,
1997-01-07,6.69,,,,,
1997-01-08,6.72,,,,,
1997-01-09,6.74,,,,,
1997-01-10,7.03,,,,,
1997-01-13,7.16,,,,,
1997-01-14,7.25,,,,,
1997-01-15,7.55,,,,,
1997-01-16,7.4,,,,,
1997-01-17,7.33,,,,,
1997-01-20,7.33,,,,,
1997-01-21,7.16,,,,,
1997-01-22,6.96,,,,,
1997-01-23,6.72,,,,,
1997-01-24,6.81,,,,,
1997-01-27,6.72,,,,,
1997-01-28,6.52,,,,,
1997-01-29,6.37,,,,,
1997-01-30,6.5,,,,,
1997-01-31,6.62,,,,,
1997-02-03,6.74,,,,,
1997-02-04,6.69,,,,,
1997-02-05,6.81,,,,,
1997-02-06,6.67,,,,,
1997-02-07,6.69,,,,,
1997-02-10,6.72,,,,,
1997-02-11,6.59,,,,,
1997-02-12,6.74,,,,,
1997-02-13,6.54,,,,,
1997-02-14,6.2,,,,,
1997-02-18,6.05,,,,,
1997-02-19,6.23,,,,,
1997-02-20,6.08,,,,,
1997-02-21,6.09,,,,,
1997-02-24,6.05,,,,,
1997-02-25,5.86,,,,,
1997-02-26,5.2,,,,,
1997-02-27,5.39,,,,,
1997-02-28,5.29,,,,,
1997-03-03,5.34,,,,,
1997-03-04,5.49,,,,,
1997-03-05,5.54,,,,,
1997-03-06,5.59,,,,,
1997-03-07,5.61,,,,,
1997-03-10,5.39,,,,,
1997-03-11,5.34,,,,,
1997-03-12,4.95,,,,,
1997-03-13,4.82,,,,,
1997-03-14,5.05,,,,,
1997-03-17,5.05,,,,,
1997-03-18,5.05,,,,,
1997-03-19,5.02,,,,,
1997-03-20,5.1,,,,,
1997-03-21,5.22,,,,,
1997-03-24,5.27,,,,,
1997-03-25,5.49,,,,,
1997-03-26,5.64,,,,,
1997-03-27,5.71,,,,,
1997-03-31,5.69,,,,,
1997-04-01,5.78,,,,,
1997-04-02,5.69,,,,,
1997-04-03,5.61,,,,,
1997-04-04,5.69,,,,,
1997-04-07,5.69,,,,,
1997-04-08,5.69,,,,,
1997-04-09,5.69,,,,,
1997-04-10,5.69,,,,,
1997-04-11,5.69,,,,,
1997-04-14,5.64,,,,,
1997-04-15,5.44,,,,,
1997-04-16,5.34,,,,,
1997-04-17,5.34,,,,,
1997-04-18,5.34,,,,,
1997-04-21,5.29,,,,,
1997-04-22,5.27,,,,,
1997-04-23,5.29,,,,,
1997-04-24,5.49,,,,,
1997-04-25,5.74,,,,,
1997-04-28,5.74,,,,,
1997-04-29,5.59,,,,,
1997-04-30,5.44,,,,,
1997-05-01,5.56,,,,,
1997-05-02,6.15,,,,,
1997-05-05,6.62,,,,,
1997-05-06,6.08,,,,,
1997-05-07,6.13,,,,,
1997-05-08,6.1,,,,,
1997-05-09,6.37,,,,,
1997-05-12,6.42,,,,,
1997-05-13,6.59,,,,,
1997-05-14,6.57,,,,,
1997-05-15,6.45,,,,,
1997-05-16,6.57,,,,,
1997-05-19,6.47,,,,,
1997-05-20,6.42,,,,,
1997-05-21,6.57,,,,,
1997-05-22,6.56,,,,,
1997-05-23,6.62,,,,,
1997-05-27,6.72,,,,,
1997-05-28,6.62,,,,,
1997-05-29,6.67,,,,,
1997-05-30,6.54,,,,,
1997-06-02,6.67,,,,,
1997-06-03,6.67,,,,,
1997-06-04,6.79,,,,,
1997-06-05,6.83,,,,,
1997-06-06,6.79,,,,,
1997-06-09,6.78,,,,,
1997-06-10,6.81,,,,,
1997-06-11,6.96,,,,,
1997-06-12,6.96,,,,,
1997-06-13,6.95,,,,,
1997-06-16,6.96,,,,,
1997-06-17,6.67,,,,,
1997-06-18,6.32,,,,,
1997-06-19,6.3,,,,,
1997-06-20,6.15,,,,,
1997-06-23,6.13,,,,,
1997-06-24,5.98,,,,,
1997-06-25,6.23,,,,,
1997-06-26,6.03,,,,,
1997-06-27,5.99,,,,,
1997-06-30,6.13,,,,,
1997-07-01,6.36,,,,,
1997-07-02,6.81,,,,,
1997-07-03,6.91,,,,,
1997-07-07,7.11,,,,,
1997-07-08,7.03,,,,,
1997-07-09,7.03,,,,,
1997-07-10,7.03,,,,,
1997-07-11,7.05,,,,,
1997-07-14,7.07,,,,,
1997-07-15,7.16,,,,,
1997-07-16,7.23,,,,,
1997-07-17,7.43,,,,,
1997-07-18,7.55,,,,,
1997-07-21,7.38,,,,,
1997-07-22,7.37,,,,,
1997-07-23,7.33,,,,,
1997-07-24,7.29,,,,,
1997-07-25,7.27,,,,,
1997-07-28,7.24,,,,,
1997-07-29,7.28,,,,,
1997-07-30,7.25,,,,,
1997-07-31,7.25,,,,,
1997-08-01,7.65,,,,,
1997-08-04,7.9,,,,,
1997-08-05,7.84,,,,,
1997-08-06,7.6,,,,,
1997-08-07,7.6,,,,,
1997-08-08,7.43,,,,,
1997-08-11,7.08,,,,,
1997-08-12,7.06,,,,,
1997-08-13,7.03,,,,,
1997-08-14,6.94,,,,,
1997-08-15,6.81,,,,,
1997-08-18,6.91,,,,,
1997-08-19,6.89,,,,,
1997-08-20,7.01,,,,,
1997-08-21,6.91,,,,,
1997-08-22,7.01,,,,,
1997-08-25,7.06,,,,,
1997-08-26,7.03,,,,,
1997-08-27,7.06,,,,,
1997-08-28,7.0,,,,,
1997-08-29,6.99,,,,,
1997-09-02,7.03,,,,,
1997-09-03,6.99,,,,,
1997-09-04,7.01,,,,,
1997-09-05,6.94,,,,,
1997-09-08,6.91,,,,,
1997-09-09,6.96,,,,,
1997-09-10,6.62,,,,,
1997-09-11,6.73,,,,,
1997-09-12,6.7,,,,,
1997-09-15,6.89,,,,,
1997-09-16,7.11,,,,,
1997-09-17,7.21,,,,,
1997-09-18,7.06,,,,,
1997-09-19,6.94,,,,,
1997-09-22,7.03,,,,,
1997-09-23,6.96,,,,,
1997-09-24,6.91,,,,,
1997-09-25,6.95,,,,,
1997-09-26,6.96,,,,,
1997-09-29,7.0,,,,,
1997-09-30,7.01,,,,,
1997-10-01,7.01,,,,,
1997-10-02,6.96,,,,,
1997-10-03,6.94,,,,,
1997-10-06,6.94,,,,,
1997-10-07,6.94,,,,,
1997-10-08,6.94,,,,,
1997-10-09,7.03,,,,,
1997-10-10,7.06,,,,,
1997-10-13,7.01,,,,,
1997-10-14,7.16,,,,,
1997-10-15,7.16,,,,,
1997-10-16,7.08,,,,,
1997-10-17,7.06,,,,,
1997-10-20,7.11,,,,,
1997-10-21,7.28,,,,,
1997-10-22,7.3,,,,,
1997-10-23,7.11,,,,,
1997-10-24,7.06,,,,,
1997-10-27,6.94,,,,,
1997-10-28,6.57,,,,,
1997-10-29,6.54,,,,,
1997-10-30,6.38,,,,,
1997-10-31,6.45,,,,,
1997-11-03,6.73,,,,,
1997-11-04,6.94,,,,,
1997-11-05,6.96,,,,,
1997-11-06,7.01,,,,,
1997-11-07,6.96,,,,,
1997-11-10,6.97,,,,,
1997-11-11,6.96,,,,,
1997-11-12,6.89,,,,,
1997-11-13,6.85,,,,,
1997-11-14,6.78,,,,,
1997-11-17,6.57,,,,,
1997-11-18,6.63,,,,,
1997-11-19,6.52,,,,,
1997-11-20,6.59,,,,,
1997-11-21,6.96,,,,,
1997-11-24,7.14,,,,,
1997-11-25,6.91,,,,,
1997-11-26,6.91,,,,,
1997-11-28,6.91,,,,,
1997-12-01,6.86,,,,,
1997-12-02,6.81,,,,,
1997-12-03,6.91,,,,,
1997-12-04,6.86,,,,,
1997-12-05,6.76,,,,,
1997-12-08,6.91,,,,,
1997-12-09,6.85,,,,,
1997-12-10,6.84,,,,,
1997-12-11,6.91,,,,,
1997-12-12,6.9,,,,,
1997-12-15,6.91,,,,,
1997-12-16,6.84,,,,,
1997-12-17,6.7,,,,,
1997-12-18,6.59,,,,,
1997-12-19,6.57,,,,,
1997-12-22,6.45,,,,,
1997-12-23,6.37,,,,,
1997-12-24,6.57,,,,,
1997-12-26,6.59,,,,,
1997-12-29,6.61,,,,,
1997-12-30,6.83,,,,,
1997-12-31,6.86,,,,,
1998-01-02,6.91,,,,,
1998-01-05,6.67,,,,,
1998-01-06,6.74,,,,,
1998-01-07,6.76,,,,,
1998-01-08,6.72,,,,,
1998-01-09,6.37,,,,,
1998-01-12,5.91,,,,,
1998-01-13,6.05,,,,,
1998-01-14,6.03,,,,,
1998-01-15,6.08,,,,,
1998-01-16,6.42,,,,,
1998-01-20,6.74,,,,,
1998-01-21,6.67,,,,,
1998-01-22,6.74,,,,,
1998-01-23,6.79,,,,,
1998-01-26,6.65,,,,,
1998-01-27,6.5,,,,,
1998-01-28,6.54,,,,,
1998-01-29,6.67,,,,,
1998-01-30,6.47,,,,,
1998-02-02,6.25,,,,,
1998-02-03,6.52,,,,,
1998-02-04,6.57,,,,,
1998-02-05,6.72,,,,,
1998-02-06,6.62,,,,,
1998-02-09,6.79,,,,,
1998-02-10,6.86,,,,,
1998-02-11,7.07,,,,,
1998-02-12,7.07,,,,,
1998-02-13,7.08,,,,,
1998-02-17,7.11,,,,,
1998-02-18,7.28,,,,,
1998-02-19,7.5,,,,,
1998-02-20,7.6,,,,,
1998-02-23,7.59,,,,,
1998-02-24,7.62,,,,,
1998-02-25,7.65,,,,,
1998-02-26,7.7,,,,,
1998-02-27,7.99,,,,,
1998-03-02,7.89,,,,,
1998-03-03,7.95,,,,,
1998-03-04,7.93,,,,,
1998-03-05,7.81,,,,,
1998-03-06,7.81,,,,,
1998-03-09,7.75,,,,,
1998-03-10,7.79,,,,,
1998-03-11,7.82,,,,,
1998-03-12,7.72,,,,,
1998-03-13,7.72,,,,,
1998-03-16,7.82,,,,,
1998-03-17,7.82,,,,,
1998-03-18,7.84,,,,,
1998-03-19,7.82,,,,,
1998-03-20,7.65,,,,,
1998-03-23,7.65,,,,,
1998-03-24,7.7,,,,,
1998-03-25,7.65,,,,,
1998-03-26,7.57,,,,,
1998-03-27,7.57,,,,,
1998-03-30,7.67,,,,,
1998-03-31,8.14,,,,,
1998-04-01,8.26,,,,,
1998-04-02,8.63,,,,,
1998-04-03,8.41,,,,,
1998-04-06,8.48,,,,,
1998-04-07,8.58,,,,,
1998-04-08,8.44,,,,,
1998-04-09,8.24,,,,,
1998-04-13,8.14,,,,,
1998-04-14,8.04,,,,,
1998-04-15,8.14,,,,,
1998-04-16,8.24,,,,,
1998-04-17,8.24,,,,,
1998-04-20,8.19,,,,,
1998-04-21,7.87,,,,,
1998-04-22,7.93,,,,,
1998-04-23,7.62,,,,,
1998-04-24,7.56,,,,,
1998-04-27,7.4,,,,,
1998-04-28,7.4,,,,,
1998-04-29,7.65,,,,,
1998-04-30,7.65,,,,,
1998-05-01,7.79,,,,,
1998-05-04,7.89,,,,,
1998-05-05,7.87,,,,,
1998-05-06,7.84,,,,,
1998-05-07,7.66,,,,,
1998-05-08,7.87,,,,,
1998-05-11,7.79,,,,,
1998-05-12,7.87,,,,,
1998-05-13,7.87,,,,,
1998-05-14,7.92,,,,,
1998-05-15,7.99,,,,,
1998-05-18,8.09,,,,,
1998-05-19,8.38,,,,,
1998-05-20,8.41,,,,,
1998-05-21,8.19,,,,,
1998-05-22,8.09,,,,,
1998-05-26,7.87,,,,,
1998-05-27,7.6,,,,,
1998-05-28,7.52,,,,,
1998-05-29,7.55,,,,,
1998-06-01,7.38,,,,,
1998-06-02,7.6,,,,,
1998-06-03,7.6,,,,,
1998-06-04,7.79,,,,,
1998-06-05,7.94,,,,,
1998-06-08,7.82,,,,,
1998-06-09,7.92,,,,,
1998-06-10,7.94,,,,,
1998-06-11,7.98,,,,,
1998-06-12,8.09,,,,,
1998-06-15,7.89,,,,,
1998-06-16,7.89,,,,,
1998-06-17,8.0,,,,,
1998-06-18,7.89,,,,,
1998-06-19,7.99,,,,,
1998-06-22,8.14,,,,,
1998-06-23,8.46,,,,,
1998-06-24,8.8,,,,,
1998-06-25,8.65,,,,,
1998-06-26,9.02,,,,,
1998-06-29,9.02,,,,,
1998-06-30,9.04,,,,,
1998-07-01,8.73,,,,,
1998-07-02,8.65,,,,,
1998-07-06,8.64,,,,,
1998-07-07,8.9,,,,,
1998-07-08,8.82,,,,,
1998-07-09,8.82,,,,,
1998-07-10,8.98,,,,,
1998-07-13,9.22,,,,,
1998-07-14,9.17,,,,,
1998-07-15,9.44,,,,,
1998-07-16,9.51,,,,,
1998-07-17,9.66,,,,,
1998-07-20,9.85,,,,,
1998-07-21,9.71,,,,,
1998-07-22,9.56,,,,,
1998-07-23,9.4,,,,,
1998-07-24,9.12,,,,,
1998-07-27,9.0,,,,,
1998-07-28,9.02,,,,,
1998-07-29,9.22,,,,,
1998-07-30,9.53,,,,,
1998-07-31,9.44,,,,,
1998-08-03,9.5,,,,,
1998-08-04,8.63,,,,,
1998-08-05,8.6,,,,,
1998-08-06,8.52,,,,,
1998-08-07,8.82,,,,,
1998-08-10,8.63,,,,,
1998-08-11,8.48,,,,,
1998-08-12,8.73,,,,,
1998-08-13,8.75,,,,,
1998-08-14,8.82,,,,,
1998-08-17,8.87,,,,,
1998-08-18,9.08,,,,,
1998-08-19,9.12,,,,,
1998-08-20,9.06,,,,,
1998-08-21,9.02,,,,,
1998-08-24,9.07,,,,,
1998-08-25,8.82,,,,,
1998-08-26,8.42,,,,,
1998-08-27,8.19,,,,,
1998-08-28,7.99,,,,,
1998-08-31,7.55,,,,,
1998-09-01,7.99,,,,,
1998-09-02,7.84,,,,,
1998-09-03,7.45,,,,,
1998-09-04,7.35,,,,,
1998-09-08,7.41,,,,,
1998-09-09,7.45,,,,,
1998-09-10,7.4,,,,,
1998-09-11,7.67,,,,,
1998-09-14,7.1,,,,,
1998-09-15,7.21,,,,,
1998-09-16,7.11,,,,,
1998-09-17,6.81,,,,,
1998-09-18,6.48,,,,,
1998-09-21,6.27,,,,,
1998-09-22,6.52,,,,,
1998-09-23,6.91,,,,,
1998-09-24,6.86,,,,,
1998-09-25,6.83,,,,,
1998-09-28,6.86,,,,,
1998-09-29,6.67,,,,,
1998-09-30,6.81,,,,,
1998-10-01,6.62,,,,,
1998-10-02,6.67,,,,,
1998-10-05,6.4,,,,,
1998-10-06,6.29,,,,,
1998-10-07,6.18,,,,,
1998-10-08,5.93,,,,,
1998-10-09,5.72,,,,,
1998-10-12,5.88,,,,,
1998-10-13,5.76,,,,,
1998-10-14,5.49,,,,,
1998-10-15,5.65,,,,,
1998-10-16,6.0,,,,,
1998-10-19,6.13,,,,,
1998-10-20,6.45,,,,,
1998-10-21,6.67,,,,,
1998-10-22,6.76,,,,,
1998-10-23,6.91,,,,,
1998-10-26,6.94,,,,,
1998-10-27,6.67,,,,,
1998-10-28,6.94,,,,,
1998-10-29,7.35,,,,,
1998-10-30,7.59,,,,,
1998-11-02,7.43,,,,,
1998-11-03,7.32,,,,,
1998-11-04,7.35,,,,,
1998-11-05,7.18,,,,,
1998-11-06,7.16,,,,,
1998-11-09,7.03,,,,,
1998-11-10,6.96,,,,,
1998-11-11,7.01,,,,,
1998-11-12,7.17,,,,,
1998-11-13,6.91,,,,,
1998-11-16,6.99,,,,,
1998-11-17,7.01,,,,,
1998-11-18,7.28,,,,,
1998-11-19,7.43,,,,,
1998-11-20,7.48,,,,,
1998-11-23,7.25,,,,,
1998-11-24,7.18,,,,,
1998-11-25,7.16,,,,,
1998-11-27,7.01,,,,,
1998-11-30,6.96,,,,,
1998-12-01,7.03,,,,,
1998-12-02,7.06,,,,,
1998-12-03,7.05,,,,,
1998-12-04,7.01,,,,,
1998-12-07,7.13,,,,,
1998-12-08,7.03,,,,,
1998-12-09,7.05,,,,,
1998-12-10,7.06,,,,,
1998-12-11,7.16,,,,,
1998-12-14,7.23,,,,,
1998-12-15,7.45,,,,,
1998-12-16,7.44,,,,,
1998-12-17,7.55,,,,,
1998-12-18,7.6,,,,,
1998-12-21,7.82,,,,,
1998-12-22,7.67,,,,,
1998-12-23,7.77,,,,,
1998-12-24,7.87,,,,,
1998-12-28,7.97,,,,,
1998-12-29,8.8,,,,,
1998-12-30,8.8,,,,,
1998-12-31,8.77,,,,,
1999-01-04,8.8,,,,,
1999-01-05,8.48,,,,,
1999-01-06,8.96,,,,,
1999-01-07,8.82,,,,,
1999-01-08,9.12,,,,,
1999-01-11,9.08,,,,,
1999-01-12,8.43,,,,,
1999-01-13,8.63,,,,,
1999-01-14,7.97,,,,,
1999-01-15,8.26,,,,,
1999-01-19,8.19,,,,,
1999-01-20,8.24,,,,,
1999-01-21,8.25,,,,,
1999-01-22,8.09,,,,,
1999-01-25,8.09,,,,,
1999-01-26,8.43,,,,,
1999-01-27,8.11,,,,,
1999-01-28,8.15,,,,,
1999-01-29,8.25,,,,,
1999-02-01,8.21,,,,,
1999-02-02,8.26,,,,,
1999-02-03,8.24,,,,,
1999-02-04,8.11,,,,,
1999-02-05,7.03,,,,,
1999-02-08,6.94,,,,,
1999-02-09,7.06,,,,,
1999-02-10,6.74,,,,,
1999-02-11,6.57,,,,,
1999-02-12,6.59,,,,,
1999-02-16,6.53,,,,,
1999-02-17,6.35,,,,,
1999-02-18,5.94,,,,,
1999-02-19,4.88,,,,,
1999-02-22,5.66,,,,,
1999-02-23,5.44,,,,,
1999-02-24,5.39,,,,,
1999-02-25,5.12,,,,,
1999-02-26,5.02,,,,,
1999-03-01,5.15,,,,,
1999-03-02,5.49,,,,,
1999-03-03,5.69,,,,,
1999-03-04,5.51,,,,,
1999-03-05,5.29,,,,,
1999-03-08,5.56,,,,,
1999-03-09,5.58,,,,,
1999-03-10,5.25,,,,,
1999-03-11,5.17,,,,,
1999-03-12,5.06,,,,,
1999-03-15,5.09,,,,,
1999-03-16,5.15,,,,,
1999-03-17,5.15,,,,,
1999-03-18,5.26,,,,,
1999-03-19,5.29,,,,,
1999-03-22,5.34,,,,,
1999-03-23,5.26,,,,,
1999-03-24,5.17,,,,,
1999-03-25,5.0,,,,,
1999-03-26,4.91,,,,,
1999-03-29,5.0,,,,,
1999-03-30,4.94,,,,,
1999-03-31,4.95,,,,,
1999-04-01,4.77,,,,,
1999-04-05,4.83,,,,,
1999-04-06,4.22,,,,,
1999-04-07,3.95,,,,,
1999-04-08,4.08,,,,,
1999-04-09,4.2,,,,,
1999-04-12,4.12,,,,,
1999-04-13,4.01,,,,,
1999-04-14,4.14,,,,,
1999-04-15,4.85,,,,,
