date,close price,NOC_SHE,NOC_TA,NOC_TL,market cap,PB Ratio
1982-08-26,8.51,,,,,
1982-08-27,8.32,,,,,
1982-08-30,8.32,,,,,
1982-08-31,8.88,,,,,
1982-09-01,9.0,,,,,
1982-09-02,9.09,,,,,
1982-09-03,9.3,,,,,
1982-09-07,9.19,,,,,
1982-09-08,9.09,,,,,
1982-09-09,9.13,,,,,
1982-09-10,9.11,,,,,
1982-09-13,8.85,,,,,
1982-09-14,9.02,,,,,
1982-09-15,9.0,,,,,
1982-09-16,8.88,,,,,
1982-09-17,8.85,,,,,
1982-09-20,8.77,,,,,
1982-09-21,9.24,,,,,
1982-09-22,9.19,,,,,
1982-09-23,9.2,,,,,
1982-09-24,9.26,,,,,
1982-09-27,9.24,,,,,
1982-09-28,9.35,,,,,
1982-09-29,9.13,,,,,
1982-09-30,9.04,,,,,
1982-10-01,9.13,,,,,
1982-10-04,9.26,,,,,
1982-10-05,9.34,,,,,
1982-10-06,9.86,,,,,
1982-10-07,9.84,,,,,
1982-10-08,9.64,,,,,
1982-10-11,9.56,,,,,
1982-10-12,9.37,,,,,
1982-10-13,9.45,,,,,
1982-10-14,9.37,,,,,
1982-10-15,9.41,,,,,
1982-10-18,9.49,,,,,
1982-10-19,9.9,,,,,
1982-10-20,10.73,,,,,
1982-10-21,10.82,,,,,
1982-10-22,11.2,,,,,
1982-10-25,10.99,,,,,
1982-10-26,10.82,,,,,
1982-10-27,10.73,,,,,
1982-10-28,10.92,,,,,
1982-10-29,11.14,,,,,
1982-11-01,11.44,,,,,
1982-11-02,11.41,,,,,
1982-11-03,11.33,,,,,
1982-11-04,11.14,,,,,
1982-11-05,10.82,,,,,
1982-11-08,10.79,,,,,
1982-11-09,9.98,,,,,
1982-11-10,9.73,,,,,
1982-11-11,9.52,,,,,
1982-11-12,9.26,,,,,
1982-11-15,9.2,,,,,
1982-11-16,9.19,,,,,
1982-11-17,9.58,,,,,
1982-11-18,9.52,,,,,
1982-11-19,9.49,,,,,
1982-11-22,9.34,,,,,
1982-11-23,9.09,,,,,
1982-11-24,9.3,,,,,
1982-11-26,9.37,,,,,
1982-11-29,9.19,,,,,
1982-11-30,9.6,,,,,
1982-12-01,9.96,,,,,
1982-12-02,10.47,,,,,
1982-12-03,10.35,,,,,
1982-12-06,11.11,,,,,
1982-12-07,10.99,,,,,
1982-12-08,10.84,,,,,
1982-12-09,10.8,,,,,
1982-12-10,10.9,,,,,
1982-12-13,10.84,,,,,
1982-12-14,10.71,,,,,
1982-12-15,10.62,,,,,
1982-12-16,10.58,,,,,
1982-12-17,10.69,,,,,
1982-12-20,10.62,,,,,
1982-12-21,10.88,,,,,
1982-12-22,10.99,,,,,
1982-12-23,11.31,,,,,
1982-12-27,11.33,,,,,
1982-12-28,11.26,,,,,
1982-12-29,11.22,,,,,
1982-12-30,11.22,,,,,
1982-12-31,11.35,,,,,
1983-01-03,11.14,,,,,
1983-01-04,11.22,,,,,
1983-01-05,11.16,,,,,
1983-01-06,11.11,,,,,
1983-01-07,11.11,,,,,
1983-01-10,10.99,,,,,
1983-01-11,11.05,,,,,
1983-01-12,11.05,,,,,
1983-01-13,11.31,,,,,
1983-01-14,11.75,,,,,
1983-01-17,11.71,,,,,
1983-01-18,11.52,,,,,
1983-01-19,11.54,,,,,
1983-01-20,11.52,,,,,
1983-01-21,11.44,,,,,
1983-01-24,10.92,,,,,
1983-01-25,10.79,,,,,
1983-01-26,10.92,,,,,
1983-01-27,11.18,,,,,
1983-01-28,10.99,,,,,
1983-01-31,10.97,,,,,
1983-02-01,10.92,,,,,
1983-02-02,10.75,,,,,
1983-02-03,10.82,,,,,
1983-02-04,11.07,,,,,
1983-02-07,11.03,,,,,
1983-02-08,11.03,,,,,
1983-02-09,10.99,,,,,
1983-02-10,11.03,,,,,
1983-02-11,11.05,,,,,
1983-02-14,11.2,,,,,
1983-02-15,11.37,,,,,
1983-02-16,11.41,,,,,
1983-02-17,11.37,,,,,
1983-02-18,10.99,,,,,
1983-02-22,10.65,,,,,
1983-02-23,10.65,,,,,
1983-02-24,10.69,,,,,
1983-02-25,10.84,,,,,
1983-02-28,10.79,,,,,
1983-03-01,10.8,,,,,
1983-03-02,11.11,,,,,
1983-03-03,11.44,,,,,
1983-03-04,11.61,,,,,
1983-03-07,11.71,,,,,
1983-03-08,11.41,,,,,
1983-03-09,11.26,,,,,
1983-03-10,11.14,,,,,
1983-03-11,11.22,,,,,
1983-03-14,11.26,,,,,
1983-03-15,11.09,,,,,
1983-03-16,10.9,,,,,
1983-03-17,10.79,,,,,
1983-03-18,10.84,,,,,
1983-03-21,10.94,,,,,
1983-03-22,11.01,,,,,
1983-03-23,11.29,,,,,
1983-03-24,11.29,,,,,
1983-03-25,11.33,,,,,
1983-03-28,11.48,,,,,
1983-03-29,11.37,,,,,
1983-03-30,11.18,,,,,
1983-03-31,11.14,,,,,
1983-04-04,11.01,,,,,
1983-04-05,10.65,,,,,
1983-04-06,10.24,,,,,
1983-04-07,10.01,,,,,
1983-04-08,9.98,,,,,
1983-04-11,10.33,,,,,
1983-04-12,10.45,,,,,
1983-04-13,10.71,,,,,
1983-04-14,10.99,,,,,
1983-04-15,11.44,,,,,
1983-04-18,11.14,,,,,
1983-04-19,11.52,,,,,
1983-04-20,11.52,,,,,
1983-04-21,12.12,,,,,
1983-04-22,12.61,,,,,
1983-04-25,12.55,,,,,
1983-04-26,12.23,,,,,
1983-04-27,12.42,,,,,
1983-04-28,12.57,,,,,
1983-04-29,12.54,,,,,
1983-05-02,12.5,,,,,
1983-05-03,12.46,,,,,
1983-05-04,12.27,,,,,
1983-05-05,12.2,,,,,
1983-05-06,12.54,,,,,
1983-05-09,12.71,,,,,
1983-05-10,12.78,,,,,
1983-05-11,13.03,,,,,
1983-05-12,12.95,,,,,
1983-05-13,13.06,,,,,
1983-05-16,12.99,,,,,
1983-05-17,13.04,,,,,
1983-05-18,13.25,,,,,
1983-05-19,13.18,,,,,
1983-05-20,13.06,,,,,
1983-05-23,12.93,,,,,
1983-05-24,12.97,,,,,
1983-05-25,13.14,,,,,
1983-05-26,13.59,,,,,
1983-05-27,13.93,,,,,
1983-05-31,13.5,,,,,
1983-06-01,13.53,,,,,
1983-06-02,13.51,,,,,
1983-06-03,13.5,,,,,
1983-06-06,13.55,,,,,
1983-06-07,13.59,,,,,
1983-06-08,13.4,,,,,
1983-06-09,13.19,,,,,
1983-06-10,13.21,,,,,
1983-06-13,13.51,,,,,
1983-06-14,13.78,,,,,
1983-06-15,14.12,,,,,
1983-06-16,14.42,,,,,
1983-06-17,14.51,,,,,
1983-06-20,14.19,,,,,
1983-06-21,14.31,,,,,
1983-06-22,14.23,,,,,
1983-06-23,14.12,,,,,
1983-06-24,14.04,,,,,
1983-06-27,13.93,,,,,
1983-06-28,13.67,,,,,
1983-06-29,13.55,,,,,
1983-06-30,13.53,,,,,
1983-07-01,13.42,,,,,
1983-07-05,13.27,,,,,
1983-07-06,13.33,,,,,
1983-07-07,13.4,,,,,
1983-07-08,13.4,,,,,
1983-07-11,13.48,,,,,
1983-07-12,13.36,,,,,
1983-07-13,13.33,,,,,
1983-07-14,13.21,,,,,
1983-07-15,13.03,,,,,
1983-07-18,12.57,,,,,
1983-07-19,12.95,,,,,
1983-07-20,13.59,,,,,
1983-07-21,14.15,,,,,
1983-07-22,14.04,,,,,
1983-07-25,14.32,,,,,
1983-07-26,14.64,,,,,
1983-07-27,14.34,,,,,
1983-07-28,14.15,,,,,
1983-07-29,13.78,,,,,
1983-08-01,13.74,,,,,
1983-08-02,13.78,,,,,
1983-08-03,13.78,,,,,
1983-08-04,13.51,,,,,
1983-08-05,13.36,,,,,
1983-08-08,13.14,,,,,
1983-08-09,13.25,,,,,
1983-08-10,13.42,,,,,
1983-08-11,13.61,,,,,
1983-08-12,13.67,,,,,
1983-08-15,13.7,,,,,
1983-08-16,13.57,,,,,
1983-08-17,13.55,,,,,
1983-08-18,13.55,,,,,
1983-08-19,13.59,,,,,
1983-08-22,13.59,,,,,
1983-08-23,13.4,,,,,
1983-08-24,13.06,,,,,
1983-08-25,12.39,,,,,
1983-08-26,12.61,,,,,
1983-08-29,12.63,,,,,
1983-08-30,12.71,,,,,
1983-08-31,12.8,,,,,
1983-09-01,12.8,,,,,
1983-09-02,12.99,,,,,
1983-09-06,13.1,,,,,
1983-09-07,12.59,,,,,
1983-09-08,12.35,,,,,
1983-09-09,12.05,,,,,
1983-09-12,12.05,,,,,
1983-09-13,11.75,,,,,
1983-09-14,11.93,,,,,
1983-09-15,11.86,,,,,
1983-09-16,11.82,,,,,
1983-09-19,11.9,,,,,
1983-09-20,12.2,,,,,
1983-09-21,12.16,,,,,
1983-09-22,12.33,,,,,
1983-09-23,12.42,,,,,
1983-09-26,12.59,,,,,
1983-09-27,12.57,,,,,
1983-09-28,12.54,,,,,
1983-09-29,12.54,,,,,
1983-09-30,12.5,,,,,
1983-10-03,12.25,,,,,
1983-10-04,11.82,,,,,
1983-10-05,11.67,,,,,
1983-10-06,12.16,,,,,
1983-10-07,12.2,,,,,
1983-10-10,12.1,,,,,
1983-10-11,12.33,,,,,
1983-10-12,12.31,,,,,
1983-10-13,12.29,,,,,
1983-10-14,12.01,,,,,
1983-10-17,12.12,,,,,
1983-10-18,12.39,,,,,
1983-10-19,12.46,,,,,
1983-10-20,12.57,,,,,
1983-10-21,12.69,,,,,
1983-10-24,12.72,,,,,
1983-10-25,12.8,,,,,
1983-10-26,13.01,,,,,
1983-10-27,12.93,,,,,
1983-10-28,12.8,,,,,
1983-10-31,12.87,,,,,
1983-11-01,12.72,,,,,
1983-11-02,12.67,,,,,
1983-11-03,12.54,,,,,
1983-11-04,12.54,,,,,
1983-11-07,12.54,,,,,
1983-11-08,12.5,,,,,
1983-11-09,12.69,,,,,
1983-11-10,12.67,,,,,
1983-11-11,12.76,,,,,
1983-11-14,12.95,,,,,
1983-11-15,12.97,,,,,
1983-11-16,12.95,,,,,
1983-11-17,12.93,,,,,
1983-11-18,13.01,,,,,
1983-11-21,12.97,,,,,
1983-11-22,13.06,,,,,
1983-11-23,13.03,,,,,
1983-11-25,12.95,,,,,
1983-11-28,12.91,,,,,
1983-11-29,13.06,,,,,
1983-11-30,12.93,,,,,
1983-12-01,12.93,,,,,
1983-12-02,12.86,,,,,
1983-12-05,12.8,,,,,
1983-12-06,12.76,,,,,
1983-12-07,12.72,,,,,
1983-12-08,12.46,,,,,
1983-12-09,12.39,,,,,
1983-12-12,12.39,,,,,
1983-12-13,12.42,,,,,
1983-12-14,12.31,,,,,
1983-12-15,12.25,,,,,
1983-12-16,12.23,,,,,
1983-12-19,12.37,,,,,
1983-12-20,12.37,,,,,
1983-12-21,12.65,,,,,
1983-12-22,12.95,,,,,
1983-12-23,12.84,,,,,
1983-12-27,12.8,,,,,
1983-12-28,12.76,,,,,
1983-12-29,12.86,,,,,
1983-12-30,12.99,,,,,
1984-01-03,12.86,,,,,
1984-01-04,12.95,,,,,
1984-01-05,13.33,,,,,
1984-01-06,13.65,,,,,
1984-01-09,13.67,,,,,
1984-01-10,13.7,,,,,
1984-01-11,13.93,,,,,
1984-01-12,14.14,,,,,
1984-01-13,13.89,,,,,
1984-01-16,13.91,,,,,
1984-01-17,13.82,,,,,
1984-01-18,13.89,,,,,
1984-01-19,13.78,,,,,
1984-01-20,13.76,,,,,
1984-01-23,13.65,,,,,
1984-01-24,13.48,,,,,
1984-01-25,13.59,,,,,
1984-01-26,13.59,,,,,
1984-01-27,13.59,,,,,
1984-01-30,13.19,,,,,
1984-01-31,13.19,,,,,
1984-02-01,12.72,,,,,
1984-02-02,12.95,,,,,
1984-02-03,12.65,,,,,
1984-02-06,12.5,,,,,
1984-02-07,12.39,,,,,
1984-02-08,12.27,,,,,
1984-02-09,12.16,,,,,
1984-02-10,12.31,,,,,
1984-02-13,12.2,,,,,
1984-02-14,12.54,,,,,
1984-02-15,12.61,,,,,
1984-02-16,12.54,,,,,
1984-02-17,12.57,,,,,
1984-02-21,12.54,,,,,
1984-02-22,12.35,,,,,
1984-02-23,12.22,,,,,
1984-02-24,12.42,,,,,
1984-02-27,12.57,,,,,
1984-02-28,12.69,,,,,
1984-02-29,12.63,,,,,
1984-03-01,12.71,,,,,
1984-03-02,12.71,,,,,
1984-03-05,12.46,,,,,
1984-03-06,12.1,,,,,
1984-03-07,11.97,,,,,
1984-03-08,11.93,,,,,
1984-03-09,11.75,,,,,
1984-03-12,11.61,,,,,
1984-03-13,11.44,,,,,
1984-03-14,11.26,,,,,
1984-03-15,11.12,,,,,
1984-03-16,11.37,,,,,
1984-03-19,11.22,,,,,
1984-03-20,11.07,,,,,
1984-03-21,11.14,,,,,
1984-03-22,11.18,,,,,
1984-03-23,11.14,,,,,
1984-03-26,11.07,,,,,
1984-03-27,10.77,,,,,
1984-03-28,11.11,,,,,
1984-03-29,11.18,,,,,
1984-03-30,11.16,,,,,
1984-04-02,11.22,,,,,
1984-04-03,10.95,,,,,
1984-04-04,11.14,,,,,
1984-04-05,10.92,,,,,
1984-04-06,10.95,,,,,
1984-04-09,10.92,,,,,
1984-04-10,11.11,,,,,
1984-04-11,10.99,,,,,
1984-04-12,11.29,,,,,
1984-04-13,11.24,,,,,
1984-04-16,11.29,,,,,
1984-04-17,11.52,,,,,
1984-04-18,11.67,,,,,
1984-04-19,11.8,,,,,
1984-04-23,12.05,,,,,
1984-04-24,12.5,,,,,
1984-04-25,12.37,,,,,
1984-04-26,12.31,,,,,
1984-04-27,12.23,,,,,
1984-04-30,12.35,,,,,
1984-05-01,12.39,,,,,
1984-05-02,12.46,,,,,
1984-05-03,12.52,,,,,
1984-05-04,12.27,,,,,
1984-05-07,12.25,,,,,
1984-05-08,12.57,,,,,
1984-05-09,12.71,,,,,
1984-05-10,12.72,,,,,
1984-05-11,12.69,,,,,
1984-05-14,12.69,,,,,
1984-05-15,12.69,,,,,
1984-05-16,12.72,,,,,
1984-05-17,12.54,,,,,
1984-05-18,12.5,,,,,
1984-05-21,12.55,,,,,
1984-05-22,12.39,,,,,
1984-05-23,12.46,,,,,
1984-05-24,12.5,,,,,
1984-05-25,12.54,,,,,
1984-05-29,12.54,,,,,
1984-05-30,12.54,,,,,
1984-05-31,12.57,,,,,
1984-06-01,12.59,,,,,
1984-06-04,12.97,,,,,
1984-06-05,12.8,,,,,
1984-06-06,12.8,,,,,
1984-06-07,12.86,,,,,
1984-06-08,12.99,,,,,
1984-06-11,13.06,,,,,
1984-06-12,13.36,,,,,
1984-06-13,13.7,,,,,
1984-06-14,13.55,,,,,
1984-06-15,13.48,,,,,
1984-06-18,13.82,,,,,
1984-06-19,14.12,,,,,
1984-06-20,14.21,,,,,
1984-06-21,13.59,,,,,
1984-06-22,13.93,,,,,
1984-06-25,13.67,,,,,
1984-06-26,13.44,,,,,
1984-06-27,13.61,,,,,
1984-06-28,13.99,,,,,
1984-06-29,14.0,,,,,
1984-07-02,13.99,,,,,
1984-07-03,14.0,,,,,
1984-07-05,14.0,,,,,
1984-07-06,13.85,,,,,
1984-07-09,13.82,,,,,
1984-07-10,13.76,,,,,
1984-07-11,13.7,,,,,
1984-07-12,13.63,,,,,
1984-07-13,13.46,,,,,
1984-07-16,13.51,,,,,
1984-07-17,13.7,,,,,
1984-07-18,13.74,,,,,
1984-07-19,13.95,,,,,
1984-07-20,13.78,,,,,
1984-07-23,13.72,,,,,
1984-07-24,13.72,,,,,
1984-07-25,13.7,,,,,
1984-07-26,13.78,,,,,
1984-07-27,14.08,,,,,
1984-07-30,14.23,,,,,
1984-07-31,14.17,,,,,
1984-08-01,14.46,,,,,
1984-08-02,14.81,,,,,
1984-08-03,15.28,,,,,
1984-08-06,15.45,,,,,
1984-08-07,15.55,,,,,
1984-08-08,15.4,,,,,
1984-08-09,15.66,,,,,
1984-08-10,15.92,,,,,
1984-08-13,15.85,,,,,
1984-08-14,15.96,,,,,
1984-08-15,15.96,,,,,
1984-08-16,16.26,,,,,
1984-08-17,16.34,,,,,
1984-08-20,16.34,,,,,
1984-08-21,16.26,,,,,
1984-08-22,16.39,,,,,
1984-08-23,16.38,,,,,
1984-08-24,16.38,,,,,
1984-08-27,16.15,,,,,
1984-08-28,16.13,,,,,
1984-08-29,16.04,,,,,
1984-08-30,16.04,,,,,
1984-08-31,15.98,,,,,
1984-09-04,15.75,,,,,
1984-09-05,15.72,,,,,
1984-09-06,15.96,,,,,
1984-09-07,16.0,,,,,
1984-09-10,15.85,,,,,
1984-09-11,15.92,,,,,
1984-09-12,15.81,,,,,
1984-09-13,15.92,,,,,
1984-09-14,16.26,,,,,
1984-09-17,16.6,,,,,
1984-09-18,17.34,,,,,
1984-09-19,16.88,,,,,
1984-09-20,16.94,,,,,
1984-09-21,15.59,,,,,
1984-09-24,15.64,,,,,
1984-09-25,15.64,,,,,
1984-09-26,15.3,,,,,
1984-09-27,15.47,,,,,
1984-09-28,15.13,,,,,
1984-10-01,14.4,,,,,
1984-10-02,14.46,,,,,
1984-10-03,14.57,,,,,
1984-10-04,14.85,,,,,
1984-10-05,15.19,,,,,
1984-10-08,14.85,,,,,
1984-10-09,14.34,,,,,
1984-10-10,14.12,,,,,
1984-10-11,14.85,,,,,
1984-10-12,15.25,,,,,
1984-10-15,15.36,,,,,
1984-10-16,15.25,,,,,
1984-10-17,14.79,,,,,
1984-10-18,14.79,,,,,
1984-10-19,15.25,,,,,
1984-10-22,15.36,,,,,
1984-10-23,14.91,,,,,
1984-10-24,15.25,,,,,
1984-10-25,15.02,,,,,
1984-10-26,14.96,,,,,
1984-10-29,14.85,,,,,
1984-10-30,15.02,,,,,
1984-10-31,15.08,,,,,
1984-11-01,15.7,,,,,
1984-11-02,16.38,,,,,
1984-11-05,16.88,,,,,
1984-11-06,17.51,,,,,
1984-11-07,17.0,,,,,
1984-11-08,16.94,,,,,
1984-11-09,16.26,,,,,
1984-11-12,16.21,,,,,
1984-11-13,16.38,,,,,
1984-11-14,16.43,,,,,
1984-11-15,16.43,,,,,
1984-11-16,16.04,,,,,
1984-11-19,15.75,,,,,
1984-11-20,15.59,,,,,
1984-11-21,15.75,,,,,
1984-11-23,16.04,,,,,
1984-11-26,15.87,,,,,
1984-11-27,15.3,,,,,
1984-11-28,15.13,,,,,
1984-11-29,15.19,,,,,
1984-11-30,14.79,,,,,
1984-12-03,14.46,,,,,
1984-12-04,14.46,,,,,
1984-12-05,14.34,,,,,
1984-12-06,14.79,,,,,
1984-12-07,15.47,,,,,
1984-12-10,15.25,,,,,
1984-12-11,15.19,,,,,
1984-12-12,15.02,,,,,
1984-12-13,15.02,,,,,
1984-12-14,15.42,,,,,
1984-12-17,15.3,,,,,
1984-12-18,16.32,,,,,
1984-12-19,16.71,,,,,
1984-12-20,16.6,,,,,
1984-12-21,16.26,,,,,
1984-12-24,16.71,,,,,
1984-12-26,16.88,,,,,
1984-12-27,16.38,,,,,
1984-12-28,16.26,,,,,
1984-12-31,15.92,,,,,
1985-01-02,15.81,,,,,
1985-01-03,16.09,,,,,
1985-01-04,15.98,,,,,
1985-01-07,15.98,,,,,
1985-01-08,14.96,,,,,
1985-01-09,14.68,,,,,
1985-01-10,14.96,,,,,
1985-01-11,15.08,,,,,
1985-01-14,15.25,,,,,
1985-01-15,14.4,,,,,
1985-01-16,14.91,,,,,
1985-01-17,15.02,,,,,
1985-01-18,15.3,,,,,
1985-01-21,15.53,,,,,
1985-01-22,15.13,,,,,
1985-01-23,15.98,,,,,
1985-01-24,15.98,,,,,
1985-01-25,16.04,,,,,
1985-01-28,16.09,,,,,
1985-01-29,15.98,,,,,
1985-01-30,16.15,,,,,
1985-01-31,15.75,,,,,
1985-02-01,15.64,,,,,
1985-02-04,15.59,,,,,
1985-02-05,15.53,,,,,
1985-02-06,15.81,,,,,
1985-02-07,16.66,,,,,
1985-02-08,17.11,,,,,
1985-02-11,17.05,,,,,
1985-02-12,17.0,,,,,
1985-02-13,17.67,,,,,
1985-02-14,18.13,,,,,
1985-02-15,18.75,,,,,
1985-02-19,18.75,,,,,
1985-02-20,19.71,,,,,
1985-02-21,19.54,,,,,
1985-02-22,19.43,,,,,
1985-02-25,19.37,,,,,
1985-02-26,19.99,,,,,
1985-02-27,20.22,,,,,
1985-02-28,20.39,,,,,
1985-03-01,20.33,,,,,
1985-03-04,19.71,,,,,
1985-03-05,19.65,,,,,
1985-03-06,19.43,,,,,
1985-03-07,18.97,,,,,
1985-03-08,18.63,,,,,
1985-03-11,18.52,,,,,
1985-03-12,18.69,,,,,
1985-03-13,18.18,,,,,
1985-03-14,18.18,,,,,
1985-03-15,18.07,,,,,
1985-03-18,17.96,,,,,
1985-03-19,18.07,,,,,
1985-03-20,18.52,,,,,
1985-03-21,19.2,,,,,
1985-03-22,18.75,,,,,
1985-03-25,18.75,,,,,
1985-03-26,18.97,,,,,
1985-03-27,19.2,,,,,
1985-03-28,19.43,,,,,
1985-03-29,19.43,,,,,
1985-04-01,19.43,,,,,
1985-04-02,19.31,,,,,
1985-04-03,18.92,,,,,
1985-04-04,19.31,,,,,
1985-04-08,19.37,,,,,
1985-04-09,19.48,,,,,
1985-04-10,19.93,,,,,
1985-04-11,20.22,,,,,
1985-04-12,20.22,,,,,
1985-04-15,20.44,,,,,
1985-04-16,20.55,,,,,
1985-04-17,21.23,,,,,
1985-04-18,21.51,,,,,
1985-04-19,21.01,,,,,
1985-04-22,21.12,,,,,
1985-04-23,21.01,,,,,
1985-04-24,21.35,,,,,
1985-04-25,21.46,,,,,
1985-04-26,21.63,,,,,
1985-04-29,21.35,,,,,
1985-04-30,20.78,,,,,
1985-05-01,20.55,,,,,
1985-05-02,19.59,,,,,
1985-05-03,19.54,,,,,
1985-05-06,19.65,,,,,
1985-05-07,20.22,,,,,
1985-05-08,20.39,,,,,
1985-05-09,21.06,,,,,
1985-05-10,21.23,,,,,
1985-05-13,21.51,,,,,
1985-05-14,20.33,,,,,
1985-05-15,20.55,,,,,
1985-05-16,20.78,,,,,
1985-05-17,20.78,,,,,
1985-05-20,21.12,,,,,
1985-05-21,20.84,,,,,
1985-05-22,21.01,,,,,
1985-05-23,20.78,,,,,
1985-05-24,20.78,,,,,
1985-05-28,20.61,,,,,
1985-05-29,20.89,,,,,
1985-05-30,20.84,,,,,
1985-05-31,21.06,,,,,
1985-06-03,21.57,,,,,
1985-06-04,21.63,,,,,
1985-06-05,21.97,,,,,
1985-06-06,22.47,,,,,
1985-06-07,22.25,,,,,
