date,close price,BIIB_SHE,BIIB_TA,BIIB_TL,market cap,PB Ratio
1992-07-21,1.25,,,,,
1992-07-22,1.19,,,,,
1992-07-23,1.17,,,,,
1992-07-24,1.17,,,,,
1992-07-27,1.33,,,,,
1992-07-28,1.29,,,,,
1992-07-29,1.33,,,,,
1992-07-30,1.42,,,,,
1992-07-31,1.42,,,,,
1992-08-03,1.42,,,,,
1992-08-04,1.38,,,,,
1992-08-05,1.33,,,,,
1992-08-06,1.46,,,,,
1992-08-07,1.44,,,,,
1992-08-10,1.38,,,,,
1992-08-11,1.42,,,,,
1992-08-12,1.42,,,,,
1992-08-13,1.33,,,,,
1992-08-14,1.42,,,,,
1992-08-17,1.33,,,,,
1992-08-18,1.33,,,,,
1992-08-19,1.38,,,,,
1992-08-20,1.21,,,,,
1992-08-21,1.17,,,,,
1992-08-24,1.1,,,,,
1992-08-25,1.08,,,,,
1992-08-26,1.15,,,,,
1992-08-27,1.13,,,,,
1992-08-28,1.13,,,,,
1992-08-31,1.19,,,,,
1992-09-01,1.13,,,,,
1992-09-02,1.21,,,,,
1992-09-03,1.17,,,,,
1992-09-04,1.17,,,,,
1992-09-08,1.08,,,,,
1992-09-09,1.17,,,,,
1992-09-10,1.21,,,,,
1992-09-11,1.21,,,,,
1992-09-14,1.21,,,,,
1992-09-15,1.17,,,,,
1992-09-16,1.17,,,,,
1992-09-17,1.17,,,,,
1992-09-18,1.17,,,,,
1992-09-21,1.13,,,,,
1992-09-22,1.13,,,,,
1992-09-23,1.13,,,,,
1992-09-24,1.15,,,,,
1992-09-25,1.15,,,,,
1992-09-28,1.13,,,,,
1992-09-29,1.08,,,,,
1992-09-30,1.08,,,,,
1992-10-01,1.13,,,,,
1992-10-02,1.04,,,,,
1992-10-05,1.08,,,,,
1992-10-06,1.13,,,,,
1992-10-07,1.08,,,,,
1992-10-08,1.15,,,,,
1992-10-09,1.17,,,,,
1992-10-12,1.08,,,,,
1992-10-13,1.21,,,,,
1992-10-14,1.38,,,,,
1992-10-15,1.29,,,,,
1992-10-16,1.29,,,,,
1992-10-19,1.42,,,,,
1992-10-20,1.29,,,,,
1992-10-21,1.46,,,,,
1992-10-22,1.5,,,,,
1992-10-23,1.54,,,,,
1992-10-26,1.58,,,,,
1992-10-27,1.63,,,,,
1992-10-28,1.54,,,,,
1992-10-29,1.54,,,,,
1992-10-30,1.58,,,,,
1992-11-02,1.65,,,,,
1992-11-03,1.67,,,,,
1992-11-04,1.58,,,,,
1992-11-05,1.6,,,,,
1992-11-06,1.63,,,,,
1992-11-09,1.63,,,,,
1992-11-10,1.63,,,,,
1992-11-11,1.75,,,,,
1992-11-12,1.71,,,,,
1992-11-13,1.71,,,,,
1992-11-16,1.63,,,,,
1992-11-17,1.63,,,,,
1992-11-18,1.71,,,,,
1992-11-19,1.63,,,,,
1992-11-20,1.67,,,,,
1992-11-23,1.71,,,,,
1992-11-24,1.73,,,,,
1992-11-25,1.71,,,,,
1992-11-27,1.75,,,,,
1992-11-30,1.75,,,,,
1992-12-01,1.75,,,,,
1992-12-02,1.88,,,,,
1992-12-03,1.83,,,,,
1992-12-04,1.88,,,,,
1992-12-07,1.79,,,,,
1992-12-08,1.81,,,,,
1992-12-09,1.79,,,,,
1992-12-10,1.79,,,,,
1992-12-11,1.83,,,,,
1992-12-14,1.79,,,,,
1992-12-15,1.79,,,,,
1992-12-16,1.71,,,,,
1992-12-17,1.75,,,,,
1992-12-18,1.77,,,,,
1992-12-21,1.83,,,,,
1992-12-22,1.67,,,,,
1992-12-23,1.67,,,,,
1992-12-24,1.67,,,,,
1992-12-28,1.69,,,,,
1992-12-29,1.58,,,,,
1992-12-30,1.5,,,,,
1992-12-31,1.46,,,,,
1993-01-04,1.5,,,,,
1993-01-05,1.48,,,,,
1993-01-06,1.5,,,,,
1993-01-07,1.5,,,,,
1993-01-08,1.42,,,,,
1993-01-11,1.42,,,,,
1993-01-12,1.33,,,,,
1993-01-13,1.25,,,,,
1993-01-14,1.29,,,,,
1993-01-15,1.29,,,,,
1993-01-18,1.21,,,,,
1993-01-19,1.17,,,,,
1993-01-20,1.17,,,,,
1993-01-21,1.21,,,,,
1993-01-22,1.25,,,,,
1993-01-25,1.21,,,,,
1993-01-26,1.17,,,,,
1993-01-27,1.21,,,,,
1993-01-28,1.13,,,,,
1993-01-29,1.17,,,,,
1993-02-01,1.17,,,,,
1993-02-02,1.17,,,,,
1993-02-03,1.17,,,,,
1993-02-04,1.17,,,,,
1993-02-05,1.13,,,,,
1993-02-08,1.04,,,,,
1993-02-09,1.0,,,,,
1993-02-10,1.04,,,,,
1993-02-11,1.08,,,,,
1993-02-12,1.08,,,,,
1993-02-16,1.0,,,,,
1993-02-17,1.13,,,,,
1993-02-18,1.17,,,,,
1993-02-19,1.17,,,,,
1993-02-22,1.17,,,,,
1993-02-23,1.17,,,,,
1993-02-24,1.13,,,,,
1993-02-25,1.08,,,,,
1993-02-26,1.17,,,,,
1993-03-01,1.13,,,,,
1993-03-02,1.04,,,,,
1993-03-03,1.17,,,,,
1993-03-04,1.13,,,,,
1993-03-05,1.04,,,,,
1993-03-08,1.0,,,,,
1993-03-09,1.08,,,,,
1993-03-10,1.0,,,,,
1993-03-11,1.04,,,,,
1993-03-12,1.0,,,,,
1993-03-15,1.04,,,,,
1993-03-16,1.0,,,,,
1993-03-17,1.04,,,,,
1993-03-18,1.04,,,,,
1993-03-19,1.08,,,,,
1993-03-22,0.94,,,,,
1993-03-23,0.92,,,,,
1993-03-24,1.0,,,,,
1993-03-25,0.92,,,,,
1993-03-26,0.94,,,,,
1993-03-29,0.96,,,,,
1993-03-30,0.92,,,,,
1993-03-31,0.96,,,,,
1993-04-01,0.96,,,,,
1993-04-02,1.0,,,,,
1993-04-05,0.92,,,,,
1993-04-06,0.92,,,,,
1993-04-07,0.92,,,,,
1993-04-08,0.88,,,,,
1993-04-12,0.88,,,,,
1993-04-13,0.92,,,,,
1993-04-14,0.92,,,,,
1993-04-15,0.88,,,,,
1993-04-16,0.83,,,,,
1993-04-19,0.83,,,,,
1993-04-20,0.92,,,,,
1993-04-21,0.88,,,,,
1993-04-22,0.88,,,,,
1993-04-23,0.92,,,,,
1993-04-26,0.88,,,,,
1993-04-27,0.92,,,,,
1993-04-28,0.92,,,,,
1993-04-29,0.88,,,,,
1993-04-30,0.79,,,,,
1993-05-03,0.92,,,,,
1993-05-04,0.83,,,,,
1993-05-05,0.88,,,,,
1993-05-06,0.88,,,,,
1993-05-07,0.88,,,,,
1993-05-10,1.04,,,,,
1993-05-11,1.08,,,,,
1993-05-12,1.08,,,,,
1993-05-13,1.04,,,,,
1993-05-14,1.13,,,,,
1993-05-17,1.08,,,,,
1993-05-18,1.04,,,,,
1993-05-19,0.96,,,,,
1993-05-20,0.92,,,,,
1993-05-21,0.92,,,,,
1993-05-24,0.88,,,,,
1993-05-25,0.96,,,,,
1993-05-26,0.92,,,,,
1993-05-27,0.92,,,,,
1993-05-28,0.94,,,,,
1993-06-01,0.88,,,,,
1993-06-02,0.88,,,,,
1993-06-03,0.92,,,,,
1993-06-04,0.96,,,,,
1993-06-07,0.92,,,,,
1993-06-08,0.96,,,,,
1993-06-09,0.88,,,,,
1993-06-10,0.88,,,,,
1993-06-11,0.96,,,,,
1993-06-14,0.88,,,,,
1993-06-15,0.88,,,,,
1993-06-16,0.83,,,,,
1993-06-17,0.92,,,,,
1993-06-18,0.88,,,,,
1993-06-21,0.88,,,,,
1993-06-22,0.88,,,,,
1993-06-23,0.88,,,,,
1993-06-24,0.88,,,,,
1993-06-25,0.88,,,,,
1993-06-28,0.83,,,,,
1993-06-29,0.83,,,,,
1993-06-30,0.92,,,,,
1993-07-01,0.88,,,,,
1993-07-02,0.79,,,,,
1993-07-06,0.79,,,,,
1993-07-07,0.92,,,,,
1993-07-08,0.88,,,,,
1993-07-09,0.88,,,,,
1993-07-12,0.83,,,,,
1993-07-13,0.81,,,,,
1993-07-14,0.81,,,,,
1993-07-15,0.88,,,,,
1993-07-16,0.83,,,,,
1993-07-19,0.75,,,,,
1993-07-20,0.79,,,,,
1993-07-21,0.71,,,,,
1993-07-22,0.71,,,,,
1993-07-23,0.67,,,,,
1993-07-26,0.79,,,,,
1993-07-27,0.79,,,,,
1993-07-28,0.71,,,,,
1993-07-29,0.63,,,,,
1993-07-30,0.63,,,,,
1993-08-02,0.63,,,,,
1993-08-03,0.79,,,,,
1993-08-04,0.96,,,,,
1993-08-05,0.96,,,,,
1993-08-06,0.96,,,,,
1993-08-09,0.88,,,,,
1993-08-10,0.75,,,,,
1993-08-11,0.83,,,,,
1993-08-12,0.83,,,,,
1993-08-13,0.75,,,,,
1993-08-16,0.79,,,,,
1993-08-17,0.88,,,,,
1993-08-18,0.79,,,,,
1993-08-19,0.88,,,,,
1993-08-20,0.83,,,,,
1993-08-23,0.92,,,,,
1993-08-24,0.88,,,,,
1993-08-25,0.83,,,,,
1993-08-26,0.83,,,,,
1993-08-27,0.79,,,,,
1993-08-30,0.79,,,,,
1993-08-31,0.88,,,,,
1993-09-01,0.88,,,,,
1993-09-02,0.81,,,,,
1993-09-03,0.83,,,,,
1993-09-07,0.83,,,,,
1993-09-08,0.75,,,,,
1993-09-09,0.79,,,,,
1993-09-10,0.83,,,,,
1993-09-13,0.75,,,,,
1993-09-14,0.75,,,,,
1993-09-15,0.75,,,,,
1993-09-16,0.83,,,,,
1993-09-17,0.79,,,,,
1993-09-20,0.75,,,,,
1993-09-21,0.71,,,,,
1993-09-22,0.75,,,,,
1993-09-23,0.71,,,,,
1993-09-24,0.71,,,,,
1993-09-27,0.71,,,,,
1993-09-28,0.83,,,,,
1993-09-29,0.85,,,,,
1993-09-30,0.83,,,,,
1993-10-01,0.85,,,,,
1993-10-04,0.88,,,,,
1993-10-05,0.83,,,,,
1993-10-06,0.84,,,,,
1993-10-07,0.83,,,,,
1993-10-08,0.9,,,,,
1993-10-11,0.9,,,,,
1993-10-12,0.94,,,,,
1993-10-13,1.02,,,,,
1993-10-14,1.0,,,,,
1993-10-15,1.02,,,,,
1993-10-18,1.03,,,,,
1993-10-19,0.98,,,,,
1993-10-20,1.02,,,,,
1993-10-21,0.94,,,,,
1993-10-22,1.0,,,,,
1993-10-25,0.96,,,,,
1993-10-26,0.98,,,,,
1993-10-27,1.0,,,,,
1993-10-28,0.88,,,,,
1993-10-29,0.94,,,,,
1993-11-01,0.94,,,,,
1993-11-02,0.96,,,,,
1993-11-03,1.0,,,,,
1993-11-04,0.98,,,,,
1993-11-05,0.96,,,,,
1993-11-08,0.96,,,,,
1993-11-09,0.96,,,,,
1993-11-10,0.94,,,,,
1993-11-11,0.94,,,,,
1993-11-12,0.95,,,,,
1993-11-15,1.0,,,,,
1993-11-16,0.98,,,,,
1993-11-17,0.96,,,,,
1993-11-18,0.94,,,,,
1993-11-19,1.0,,,,,
1993-11-22,0.96,,,,,
1993-11-23,0.94,,,,,
1993-11-24,1.0,,,,,
1993-11-26,1.0,,,,,
1993-11-29,1.02,,,,,
1993-11-30,1.0,,,,,
1993-12-01,1.02,,,,,
1993-12-02,1.05,,,,,
1993-12-03,1.15,,,,,
1993-12-06,1.31,,,,,
1993-12-07,1.21,,,,,
1993-12-08,1.17,,,,,
1993-12-09,1.1,,,,,
1993-12-10,1.13,,,,,
1993-12-13,1.02,,,,,
1993-12-14,0.96,,,,,
1993-12-15,0.98,,,,,
1993-12-16,0.96,,,,,
1993-12-17,0.98,,,,,
1993-12-20,0.96,,,,,
1993-12-21,0.96,,,,,
1993-12-22,0.96,,,,,
1993-12-23,0.94,,,,,
1993-12-27,1.02,,,,,
1993-12-28,1.0,,,,,
1993-12-29,0.94,,,,,
1993-12-30,0.92,,,,,
1993-12-31,0.96,,,,,
1994-01-03,0.94,,,,,
1994-01-04,0.9,,,,,
1994-01-05,0.96,,,,,
1994-01-06,0.92,,,,,
1994-01-07,1.0,,,,,
1994-01-10,1.0,,,,,
1994-01-11,1.02,,,,,
1994-01-12,1.04,,,,,
1994-01-13,1.04,,,,,
1994-01-14,1.04,,,,,
1994-01-17,1.04,,,,,
1994-01-18,1.04,,,,,
1994-01-19,1.03,,,,,
1994-01-20,1.04,,,,,
1994-01-21,1.04,,,,,
1994-01-24,1.06,,,,,
1994-01-25,1.06,,,,,
1994-01-26,1.06,,,,,
1994-01-27,1.04,,,,,
1994-01-28,1.04,,,,,
1994-01-31,1.08,,,,,
1994-02-01,1.04,,,,,
1994-02-02,1.02,,,,,
1994-02-03,1.02,,,,,
1994-02-04,0.94,,,,,
1994-02-07,0.92,,,,,
1994-02-08,0.92,,,,,
1994-02-09,0.92,,,,,
1994-02-10,0.88,,,,,
1994-02-11,0.93,,,,,
1994-02-14,1.0,,,,,
1994-02-15,0.94,,,,,
1994-02-16,0.98,,,,,
1994-02-17,0.97,,,,,
1994-02-18,0.96,,,,,
1994-02-22,0.96,,,,,
1994-02-23,0.94,,,,,
1994-02-24,0.92,,,,,
1994-02-25,0.9,,,,,
1994-02-28,0.88,,,,,
1994-03-01,0.83,,,,,
1994-03-02,0.83,,,,,
1994-03-03,0.77,,,,,
1994-03-04,0.81,,,,,
1994-03-07,0.79,,,,,
1994-03-08,0.81,,,,,
1994-03-09,0.81,,,,,
1994-03-10,0.79,,,,,
1994-03-11,0.71,,,,,
1994-03-14,0.75,,,,,
1994-03-15,0.73,,,,,
1994-03-16,0.73,,,,,
1994-03-17,0.75,,,,,
1994-03-18,0.73,,,,,
1994-03-21,0.75,,,,,
1994-03-22,0.71,,,,,
1994-03-23,0.69,,,,,
1994-03-24,0.68,,,,,
1994-03-25,0.71,,,,,
1994-03-28,0.67,,,,,
1994-03-29,0.67,,,,,
1994-03-30,0.65,,,,,
1994-03-31,0.65,,,,,
1994-04-04,0.64,,,,,
1994-04-05,0.67,,,,,
1994-04-06,0.65,,,,,
1994-04-07,0.65,,,,,
1994-04-08,0.65,,,,,
1994-04-11,0.63,,,,,
1994-04-12,0.58,,,,,
1994-04-13,0.58,,,,,
1994-04-14,0.54,,,,,
1994-04-15,0.6,,,,,
1994-04-18,0.63,,,,,
1994-04-19,0.58,,,,,
1994-04-20,0.56,,,,,
1994-04-21,0.58,,,,,
1994-04-22,0.56,,,,,
1994-04-25,0.56,,,,,
1994-04-26,0.56,,,,,
1994-04-28,0.56,,,,,
1994-04-29,0.6,,,,,
1994-05-02,0.6,,,,,
1994-05-03,0.67,,,,,
1994-05-04,0.71,,,,,
1994-05-05,0.69,,,,,
1994-05-06,0.65,,,,,
1994-05-09,0.63,,,,,
1994-05-10,0.67,,,,,
1994-05-11,0.67,,,,,
1994-05-12,0.69,,,,,
1994-05-13,0.71,,,,,
1994-05-16,0.69,,,,,
1994-05-17,0.65,,,,,
1994-05-18,0.65,,,,,
1994-05-19,0.65,,,,,
1994-05-20,0.65,,,,,
1994-05-23,0.63,,,,,
1994-05-24,0.63,,,,,
1994-05-25,0.65,,,,,
1994-05-26,0.6,,,,,
1994-05-27,0.63,,,,,
1994-05-31,0.63,,,,,
1994-06-01,0.65,,,,,
1994-06-02,0.6,,,,,
1994-06-03,0.6,,,,,
1994-06-06,0.6,,,,,
1994-06-07,0.58,,,,,
1994-06-08,0.54,,,,,
1994-06-09,0.54,,,,,
1994-06-10,0.5,,,,,
1994-06-13,0.5,,,,,
1994-06-14,0.52,,,,,
1994-06-15,0.52,,,,,
1994-06-16,0.52,,,,,
1994-06-17,0.5,,,,,
1994-06-20,0.48,,,,,
1994-06-21,0.42,,,,,
1994-06-22,0.48,,,,,
1994-06-23,0.44,,,,,
1994-06-24,0.42,,,,,
1994-06-27,0.41,,,,,
1994-06-28,0.41,,,,,
1994-06-29,0.41,,,,,
1994-06-30,0.41,,,,,
1994-07-01,0.44,,,,,
1994-07-05,0.46,,,,,
1994-07-06,0.46,,,,,
1994-07-07,0.5,,,,,
1994-07-08,0.48,,,,,
1994-07-11,0.48,,,,,
1994-07-12,0.47,,,,,
1994-07-13,0.45,,,,,
1994-07-14,0.46,,,,,
1994-07-15,0.44,,,,,
1994-07-18,0.44,,,,,
1994-07-19,0.44,,,,,
1994-07-20,0.43,,,,,
1994-07-21,0.46,,,,,
1994-07-22,0.5,,,,,
1994-07-25,0.48,,,,,
1994-07-26,0.48,,,,,
1994-07-27,0.48,,,,,
1994-07-28,0.4,,,,,
1994-07-29,0.46,,,,,
1994-08-01,0.42,,,,,
1994-08-02,0.42,,,,,
1994-08-03,0.46,,,,,
1994-08-04,0.46,,,,,
1994-08-05,0.46,,,,,
1994-08-08,0.42,,,,,
1994-08-09,0.42,,,,,
1994-08-10,0.42,,,,,
1994-08-11,0.44,,,,,
1994-08-12,0.45,,,,,
1994-08-15,0.46,,,,,
1994-08-16,0.52,,,,,
1994-08-17,0.5,,,,,
1994-08-18,0.5,,,,,
1994-08-19,0.48,,,,,
1994-08-22,0.52,,,,,
1994-08-23,0.5,,,,,
1994-08-24,0.46,,,,,
1994-08-25,0.5,,,,,
1994-08-26,0.46,,,,,
1994-08-29,0.46,,,,,
1994-08-30,0.5,,,,,
1994-08-31,0.46,,,,,
1994-09-01,0.46,,,,,
1994-09-02,0.46,,,,,
1994-09-06,0.48,,,,,
1994-09-07,0.5,,,,,
1994-09-08,0.5,,,,,
1994-09-09,0.48,,,,,
1994-09-12,0.49,,,,,
1994-09-13,0.5,,,,,
1994-09-14,0.49,,,,,
1994-09-15,0.48,,,,,
1994-09-16,0.48,,,,,
1994-09-19,0.48,,,,,
1994-09-20,0.44,,,,,
1994-09-21,0.44,,,,,
1994-09-22,0.46,,,,,
1994-09-23,0.46,,,,,
1994-09-26,0.44,,,,,
1994-09-27,0.42,,,,,
1994-09-28,0.42,,,,,
1994-09-29,0.41,,,,,
1994-09-30,0.4,,,,,
1994-10-03,0.4,,,,,
1994-10-04,0.38,,,,,
1994-10-05,0.39,,,,,
1994-10-06,0.38,,,,,
1994-10-07,0.4,,,,,
1994-10-10,0.38,,,,,
1994-10-11,0.4,,,,,
1994-10-12,0.38,,,,,
1994-10-13,0.41,,,,,
1994-10-14,0.41,,,,,
1994-10-17,0.4,,,,,
1994-10-18,0.4,,,,,
1994-10-19,0.42,,,,,
1994-10-20,0.4,,,,,
1994-10-21,0.42,,,,,
1994-10-24,0.43,,,,,
1994-10-25,0.4,,,,,
1994-10-26,0.4,,,,,
1994-10-27,0.44,,,,,
1994-10-28,0.49,,,,,
1994-10-31,0.48,,,,,
1994-11-01,0.46,,,,,
1994-11-02,0.44,,,,,
1994-11-03,0.48,,,,,
1994-11-04,0.44,,,,,
1994-11-07,0.45,,,,,
1994-11-08,0.44,,,,,
1994-11-09,0.44,,,,,
1994-11-10,0.42,,,,,
1994-11-11,0.42,,,,,
1994-11-14,0.44,,,,,
1994-11-15,0.42,,,,,
1994-11-16,0.4,,,,,
1994-11-17,0.42,,,,,
1994-11-18,0.42,,,,,
1994-11-21,0.42,,,,,
1994-11-22,0.42,,,,,
1994-11-23,0.43,,,,,
1994-11-25,0.43,,,,,
1994-11-28,0.42,,,,,
1994-11-29,0.42,,,,,
1994-11-30,0.42,,,,,
1994-12-01,0.44,,,,,
1994-12-02,0.42,,,,,
1994-12-05,0.42,,,,,
1994-12-06,0.4,,,,,
1994-12-07,0.42,,,,,
1994-12-08,0.4,,,,,
1994-12-09,0.38,,,,,
1994-12-12,0.38,,,,,
1994-12-13,0.38,,,,,
1994-12-14,0.38,,,,,
1994-12-15,0.38,,,,,
1994-12-16,0.35,,,,,
1994-12-19,0.38,,,,,
1994-12-20,0.35,,,,,
1994-12-21,0.36,,,,,
1994-12-22,0.38,,,,,
1994-12-23,0.38,,,,,
1994-12-27,0.36,,,,,
1994-12-28,0.35,,,,,
1994-12-29,0.35,,,,,
1994-12-30,0.35,,,,,
1995-01-03,0.4,,,,,
1995-01-04,0.42,,,,,
1995-01-05,0.38,,,,,
1995-01-06,0.42,,,,,
1995-01-09,0.41,,,,,
1995-01-10,0.42,,,,,
1995-01-11,0.42,,,,,
1995-01-12,0.41,,,,,
1995-01-13,0.44,,,,,
1995-01-16,0.44,,,,,
1995-01-17,0.4,,,,,
1995-01-18,0.4,,,,,
1995-01-19,0.39,,,,,
1995-01-20,0.42,,,,,
1995-01-23,0.42,,,,,
1995-01-24,0.42,,,,,
1995-01-25,0.43,,,,,
1995-01-26,0.43,,,,,
1995-01-27,0.42,,,,,
1995-01-30,0.42,,,,,
1995-01-31,0.43,,,,,
1995-02-01,0.44,,,,,
1995-02-02,0.47,,,,,
1995-02-03,0.46,,,,,
1995-02-06,0.48,,,,,
1995-02-07,0.46,,,,,
1995-02-08,0.47,,,,,
1995-02-09,0.44,,,,,
1995-02-10,0.48,,,,,
1995-02-13,0.54,,,,,
1995-02-14,0.6,,,,,
1995-02-15,0.67,,,,,
1995-02-16,0.69,,,,,
1995-02-17,0.65,,,,,
1995-02-21,0.63,,,,,
1995-02-22,0.63,,,,,
