date,close price,AXP_SHE,AXP_TA,AXP_TL,market cap,PB Ratio
1991-01-28,5.21,,,,,
1991-01-29,5.31,,,,,
1991-01-30,5.63,,,,,
1991-01-31,5.86,,,,,
1991-02-01,5.83,,,,,
1991-02-04,5.95,,,,,
1991-02-05,6.4,,,,,
1991-02-06,6.31,,,,,
1991-02-07,6.21,,,,,
1991-02-08,6.31,,,,,
1991-02-11,6.66,,,,,
1991-02-12,6.63,,,,,
1991-02-13,6.76,,,,,
1991-02-14,6.76,,,,,
1991-02-15,6.92,,,,,
1991-02-19,6.57,,,,,
1991-02-20,6.28,,,,,
1991-02-21,6.44,,,,,
1991-02-22,6.4,,,,,
1991-02-25,6.44,,,,,
1991-02-26,6.24,,,,,
1991-02-27,6.24,,,,,
1991-02-28,6.18,,,,,
1991-03-01,6.53,,,,,
1991-03-04,6.63,,,,,
1991-03-05,6.89,,,,,
1991-03-06,6.98,,,,,
1991-03-07,6.76,,,,,
1991-03-08,6.82,,,,,
1991-03-11,6.82,,,,,
1991-03-12,6.6,,,,,
1991-03-13,6.86,,,,,
1991-03-14,7.02,,,,,
1991-03-15,7.15,,,,,
1991-03-18,7.08,,,,,
1991-03-19,6.92,,,,,
1991-03-20,6.86,,,,,
1991-03-21,7.02,,,,,
1991-03-22,7.15,,,,,
1991-03-25,7.27,,,,,
1991-03-26,7.72,,,,,
1991-03-27,7.72,,,,,
1991-03-28,7.43,,,,,
1991-04-01,7.27,,,,,
1991-04-02,7.63,,,,,
1991-04-03,7.63,,,,,
1991-04-04,7.43,,,,,
1991-04-05,7.31,,,,,
1991-04-08,7.27,,,,,
1991-04-09,7.05,,,,,
1991-04-10,7.15,,,,,
1991-04-11,7.11,,,,,
1991-04-12,7.05,,,,,
1991-04-15,7.02,,,,,
1991-04-16,7.56,,,,,
1991-04-17,7.69,,,,,
1991-04-18,7.53,,,,,
1991-04-19,7.21,,,,,
1991-04-22,6.98,,,,,
1991-04-23,6.82,,,,,
1991-04-24,7.02,,,,,
1991-04-25,6.79,,,,,
1991-04-26,6.73,,,,,
1991-04-29,6.63,,,,,
1991-04-30,6.44,,,,,
1991-05-01,6.76,,,,,
1991-05-02,6.86,,,,,
1991-05-03,6.6,,,,,
1991-05-06,6.5,,,,,
1991-05-07,6.47,,,,,
1991-05-08,6.24,,,,,
1991-05-09,6.37,,,,,
1991-05-10,6.15,,,,,
1991-05-13,5.89,,,,,
1991-05-14,6.05,,,,,
1991-05-15,6.12,,,,,
1991-05-16,6.05,,,,,
1991-05-17,5.99,,,,,
1991-05-20,5.92,,,,,
1991-05-21,5.99,,,,,
1991-05-22,6.02,,,,,
1991-05-23,5.99,,,,,
1991-05-24,6.12,,,,,
1991-05-28,6.44,,,,,
1991-05-29,6.57,,,,,
1991-05-30,6.5,,,,,
1991-05-31,6.6,,,,,
1991-06-03,6.57,,,,,
1991-06-04,6.63,,,,,
1991-06-05,6.4,,,,,
1991-06-06,6.4,,,,,
1991-06-07,6.28,,,,,
1991-06-10,6.18,,,,,
1991-06-11,6.12,,,,,
1991-06-12,6.02,,,,,
1991-06-13,6.24,,,,,
1991-06-14,6.34,,,,,
1991-06-17,6.18,,,,,
1991-06-18,6.18,,,,,
1991-06-19,6.12,,,,,
1991-06-20,6.05,,,,,
1991-06-21,6.12,,,,,
1991-06-24,5.99,,,,,
1991-06-25,6.08,,,,,
1991-06-26,5.95,,,,,
1991-06-27,5.92,,,,,
1991-06-28,5.79,,,,,
1991-07-01,5.89,,,,,
1991-07-02,5.83,,,,,
1991-07-03,5.7,,,,,
1991-07-05,5.66,,,,,
1991-07-08,5.63,,,,,
1991-07-09,5.66,,,,,
1991-07-10,5.76,,,,,
1991-07-11,5.89,,,,,
1991-07-12,5.89,,,,,
1991-07-15,5.89,,,,,
1991-07-16,5.89,,,,,
1991-07-17,5.99,,,,,
1991-07-18,6.15,,,,,
1991-07-19,6.15,,,,,
1991-07-22,5.95,,,,,
1991-07-23,6.37,,,,,
1991-07-24,6.4,,,,,
1991-07-25,6.34,,,,,
1991-07-26,6.37,,,,,
1991-07-29,6.69,,,,,
1991-07-30,6.57,,,,,
1991-07-31,6.53,,,,,
1991-08-01,6.79,,,,,
1991-08-02,6.63,,,,,
1991-08-05,6.69,,,,,
1991-08-06,6.89,,,,,
1991-08-07,6.82,,,,,
1991-08-08,6.6,,,,,
1991-08-09,6.69,,,,,
1991-08-12,6.79,,,,,
1991-08-13,6.92,,,,,
1991-08-14,6.98,,,,,
1991-08-15,6.95,,,,,
1991-08-16,6.73,,,,,
1991-08-19,6.44,,,,,
1991-08-20,6.57,,,,,
1991-08-21,6.76,,,,,
1991-08-22,6.69,,,,,
1991-08-23,6.66,,,,,
1991-08-26,6.82,,,,,
1991-08-27,6.79,,,,,
1991-08-28,7.02,,,,,
1991-08-29,6.89,,,,,
1991-08-30,6.82,,,,,
1991-09-03,6.66,,,,,
1991-09-04,6.73,,,,,
1991-09-05,6.82,,,,,
1991-09-06,6.73,,,,,
1991-09-09,6.66,,,,,
1991-09-10,6.6,,,,,
1991-09-11,6.6,,,,,
1991-09-12,6.6,,,,,
1991-09-13,6.57,,,,,
1991-09-16,6.57,,,,,
1991-09-17,6.53,,,,,
1991-09-18,6.53,,,,,
1991-09-19,6.73,,,,,
1991-09-20,6.6,,,,,
1991-09-23,6.66,,,,,
1991-09-24,6.73,,,,,
1991-09-25,6.63,,,,,
1991-09-26,6.66,,,,,
1991-09-27,6.73,,,,,
1991-09-30,6.6,,,,,
1991-10-01,6.73,,,,,
1991-10-02,6.53,,,,,
1991-10-03,5.92,,,,,
1991-10-04,5.57,,,,,
1991-10-07,5.34,,,,,
1991-10-08,5.37,,,,,
1991-10-09,5.34,,,,,
1991-10-10,5.28,,,,,
1991-10-11,5.37,,,,,
1991-10-14,5.34,,,,,
1991-10-15,5.47,,,,,
1991-10-16,5.54,,,,,
1991-10-17,5.47,,,,,
1991-10-18,5.34,,,,,
1991-10-21,5.15,,,,,
1991-10-22,5.31,,,,,
1991-10-23,5.44,,,,,
1991-10-24,5.31,,,,,
1991-10-25,4.96,,,,,
1991-10-28,4.92,,,,,
1991-10-29,4.86,,,,,
1991-10-30,5.02,,,,,
1991-10-31,4.89,,,,,
1991-11-01,4.92,,,,,
1991-11-04,4.8,,,,,
1991-11-05,4.76,,,,,
1991-11-06,4.73,,,,,
1991-11-07,4.73,,,,,
1991-11-08,4.76,,,,,
1991-11-11,4.92,,,,,
1991-11-12,5.05,,,,,
1991-11-13,4.96,,,,,
1991-11-14,5.12,,,,,
1991-11-15,4.8,,,,,
1991-11-18,4.89,,,,,
1991-11-19,4.86,,,,,
1991-11-20,4.83,,,,,
1991-11-21,4.86,,,,,
1991-11-22,4.8,,,,,
1991-11-25,4.89,,,,,
1991-11-26,4.99,,,,,
1991-11-27,4.89,,,,,
1991-11-29,4.89,,,,,
1991-12-02,4.96,,,,,
1991-12-03,4.89,,,,,
1991-12-04,4.8,,,,,
1991-12-05,4.83,,,,,
1991-12-06,4.86,,,,,
1991-12-09,4.8,,,,,
1991-12-10,4.83,,,,,
1991-12-11,4.76,,,,,
1991-12-12,4.8,,,,,
1991-12-13,4.83,,,,,
1991-12-16,4.76,,,,,
1991-12-17,4.73,,,,,
1991-12-18,4.67,,,,,
1991-12-19,4.7,,,,,
1991-12-20,4.73,,,,,
1991-12-23,4.89,,,,,
1991-12-24,5.09,,,,,
1991-12-26,5.34,,,,,
1991-12-27,5.41,,,,,
1991-12-30,5.41,,,,,
1991-12-31,5.28,,,,,
1992-01-02,5.34,,,,,
1992-01-03,5.31,,,,,
1992-01-06,5.54,,,,,
1992-01-07,5.5,,,,,
1992-01-08,5.6,,,,,
1992-01-09,5.73,,,,,
1992-01-10,5.66,,,,,
1992-01-13,5.63,,,,,
1992-01-14,5.95,,,,,
1992-01-15,5.73,,,,,
1992-01-16,5.7,,,,,
1992-01-17,5.76,,,,,
1992-01-20,5.63,,,,,
1992-01-21,5.5,,,,,
1992-01-22,5.73,,,,,
1992-01-23,5.7,,,,,
1992-01-24,5.73,,,,,
1992-01-27,5.83,,,,,
1992-01-28,5.79,,,,,
1992-01-29,5.54,,,,,
1992-01-30,5.6,,,,,
1992-01-31,5.31,,,,,
1992-02-03,5.73,,,,,
1992-02-04,5.66,,,,,
1992-02-05,5.57,,,,,
1992-02-06,5.54,,,,,
1992-02-07,5.54,,,,,
1992-02-10,5.54,,,,,
1992-02-11,5.6,,,,,
1992-02-12,5.7,,,,,
1992-02-13,5.57,,,,,
1992-02-14,5.54,,,,,
1992-02-18,5.54,,,,,
1992-02-19,5.44,,,,,
1992-02-20,5.54,,,,,
1992-02-21,5.5,,,,,
1992-02-24,5.5,,,,,
1992-02-25,5.44,,,,,
1992-02-26,5.34,,,,,
1992-02-27,5.37,,,,,
1992-02-28,5.41,,,,,
1992-03-02,5.34,,,,,
1992-03-03,5.41,,,,,
1992-03-04,5.47,,,,,
1992-03-05,5.5,,,,,
1992-03-06,5.54,,,,,
1992-03-09,5.66,,,,,
1992-03-10,5.63,,,,,
1992-03-11,5.54,,,,,
1992-03-12,5.41,,,,,
1992-03-13,5.47,,,,,
1992-03-16,5.5,,,,,
1992-03-17,5.66,,,,,
1992-03-18,5.66,,,,,
1992-03-19,5.7,,,,,
1992-03-20,5.73,,,,,
1992-03-23,5.73,,,,,
1992-03-24,5.92,,,,,
1992-03-25,6.05,,,,,
1992-03-26,6.18,,,,,
1992-03-27,5.99,,,,,
1992-03-30,5.92,,,,,
1992-03-31,5.89,,,,,
1992-04-01,5.89,,,,,
1992-04-02,5.79,,,,,
1992-04-03,5.73,,,,,
1992-04-06,5.92,,,,,
1992-04-07,5.76,,,,,
1992-04-08,5.7,,,,,
1992-04-09,5.79,,,,,
1992-04-10,5.76,,,,,
1992-04-13,5.79,,,,,
1992-04-14,5.83,,,,,
1992-04-15,5.89,,,,,
1992-04-16,5.92,,,,,
1992-04-20,5.86,,,,,
1992-04-21,5.79,,,,,
1992-04-22,5.92,,,,,
1992-04-23,6.05,,,,,
1992-04-24,5.83,,,,,
1992-04-27,5.63,,,,,
1992-04-28,5.6,,,,,
1992-04-29,5.7,,,,,
1992-04-30,5.79,,,,,
1992-05-01,5.79,,,,,
1992-05-04,5.73,,,,,
1992-05-05,5.79,,,,,
1992-05-06,5.83,,,,,
1992-05-07,5.73,,,,,
1992-05-08,5.63,,,,,
1992-05-11,5.86,,,,,
1992-05-12,5.86,,,,,
1992-05-13,5.95,,,,,
1992-05-14,5.83,,,,,
1992-05-15,5.73,,,,,
1992-05-18,5.7,,,,,
1992-05-19,5.79,,,,,
1992-05-20,5.92,,,,,
1992-05-21,5.86,,,,,
1992-05-22,5.89,,,,,
1992-05-26,5.83,,,,,
1992-05-27,5.86,,,,,
1992-05-28,5.89,,,,,
1992-05-29,5.86,,,,,
1992-06-01,6.02,,,,,
1992-06-02,6.02,,,,,
1992-06-03,6.24,,,,,
1992-06-04,6.18,,,,,
1992-06-05,6.08,,,,,
1992-06-08,6.18,,,,,
1992-06-09,6.15,,,,,
1992-06-10,6.24,,,,,
1992-06-11,6.15,,,,,
1992-06-12,6.08,,,,,
1992-06-15,6.08,,,,,
1992-06-16,5.99,,,,,
1992-06-17,5.95,,,,,
1992-06-18,5.95,,,,,
1992-06-19,5.99,,,,,
1992-06-22,6.12,,,,,
1992-06-23,6.12,,,,,
1992-06-24,6.02,,,,,
1992-06-25,6.02,,,,,
1992-06-26,5.92,,,,,
1992-06-29,6.05,,,,,
1992-06-30,5.99,,,,,
1992-07-01,6.05,,,,,
1992-07-02,6.05,,,,,
1992-07-06,6.24,,,,,
1992-07-07,6.15,,,,,
1992-07-08,6.21,,,,,
1992-07-09,6.12,,,,,
1992-07-10,6.18,,,,,
1992-07-13,6.15,,,,,
1992-07-14,6.34,,,,,
1992-07-15,6.24,,,,,
1992-07-16,6.28,,,,,
1992-07-17,6.24,,,,,
1992-07-20,6.15,,,,,
1992-07-21,6.15,,,,,
1992-07-22,6.12,,,,,
1992-07-23,6.15,,,,,
1992-07-24,5.95,,,,,
1992-07-27,5.86,,,,,
1992-07-28,5.92,,,,,
1992-07-29,5.95,,,,,
1992-07-30,5.92,,,,,
1992-07-31,5.92,,,,,
1992-08-03,5.89,,,,,
1992-08-04,5.79,,,,,
1992-08-05,5.79,,,,,
1992-08-06,5.7,,,,,
1992-08-07,5.7,,,,,
1992-08-10,5.7,,,,,
1992-08-11,5.73,,,,,
1992-08-12,5.7,,,,,
1992-08-13,5.6,,,,,
1992-08-14,5.7,,,,,
1992-08-17,5.76,,,,,
1992-08-18,5.73,,,,,
1992-08-19,5.57,,,,,
1992-08-20,5.57,,,,,
1992-08-21,5.34,,,,,
1992-08-24,5.34,,,,,
1992-08-25,5.41,,,,,
1992-08-26,5.41,,,,,
1992-08-27,5.44,,,,,
1992-08-28,5.41,,,,,
1992-08-31,5.37,,,,,
1992-09-01,5.47,,,,,
1992-09-02,5.57,,,,,
1992-09-03,5.6,,,,,
1992-09-04,5.66,,,,,
1992-09-08,5.66,,,,,
1992-09-09,5.66,,,,,
1992-09-10,5.63,,,,,
1992-09-11,5.6,,,,,
1992-09-14,5.83,,,,,
1992-09-15,5.79,,,,,
1992-09-16,5.83,,,,,
1992-09-17,5.79,,,,,
1992-09-18,5.79,,,,,
1992-09-21,5.76,,,,,
1992-09-22,5.66,,,,,
1992-09-23,5.73,,,,,
1992-09-24,5.76,,,,,
1992-09-25,5.66,,,,,
1992-09-28,5.63,,,,,
1992-09-29,5.6,,,,,
1992-09-30,5.63,,,,,
1992-10-01,5.57,,,,,
1992-10-02,5.47,,,,,
1992-10-05,5.41,,,,,
1992-10-06,5.37,,,,,
1992-10-07,5.37,,,,,
1992-10-08,5.34,,,,,
1992-10-09,5.28,,,,,
1992-10-12,5.25,,,,,
1992-10-13,5.25,,,,,
1992-10-14,5.25,,,,,
1992-10-15,5.28,,,,,
1992-10-16,5.15,,,,,
1992-10-19,5.31,,,,,
1992-10-20,5.41,,,,,
1992-10-21,5.28,,,,,
1992-10-22,5.28,,,,,
1992-10-23,5.25,,,,,
1992-10-26,5.28,,,,,
1992-10-27,5.28,,,,,
1992-10-28,5.37,,,,,
1992-10-29,5.41,,,,,
1992-10-30,5.5,,,,,
1992-11-02,5.5,,,,,
1992-11-03,5.47,,,,,
1992-11-04,5.34,,,,,
1992-11-05,5.41,,,,,
1992-11-06,5.34,,,,,
1992-11-09,5.44,,,,,
1992-11-10,5.54,,,,,
1992-11-11,5.54,,,,,
1992-11-12,5.6,,,,,
1992-11-13,5.57,,,,,
1992-11-16,5.57,,,,,
1992-11-17,5.6,,,,,
1992-11-18,5.79,,,,,
1992-11-19,5.73,,,,,
1992-11-20,5.76,,,,,
1992-11-23,5.7,,,,,
1992-11-24,5.83,,,,,
1992-11-25,5.99,,,,,
1992-11-27,5.95,,,,,
1992-11-30,5.89,,,,,
1992-12-01,5.79,,,,,
1992-12-02,5.86,,,,,
1992-12-03,5.95,,,,,
1992-12-04,6.02,,,,,
1992-12-07,6.37,,,,,
1992-12-08,6.24,,,,,
1992-12-09,6.28,,,,,
1992-12-10,6.34,,,,,
1992-12-11,6.24,,,,,
1992-12-14,6.31,,,,,
1992-12-15,6.28,,,,,
1992-12-16,6.4,,,,,
1992-12-17,6.37,,,,,
1992-12-18,6.34,,,,,
1992-12-21,6.37,,,,,
1992-12-22,6.34,,,,,
1992-12-23,6.37,,,,,
1992-12-24,6.47,,,,,
1992-12-28,6.37,,,,,
1992-12-29,6.37,,,,,
1992-12-30,6.47,,,,,
1992-12-31,6.4,,,,,
1993-01-04,6.44,,,,,
1993-01-05,6.53,,,,,
1993-01-06,6.5,,,,,
1993-01-07,6.5,,,,,
1993-01-08,6.44,,,,,
1993-01-11,6.4,,,,,
1993-01-12,6.44,,,,,
1993-01-13,6.44,,,,,
1993-01-14,6.47,,,,,
1993-01-15,6.47,,,,,
1993-01-18,6.6,,,,,
1993-01-19,6.57,,,,,
1993-01-20,6.57,,,,,
1993-01-21,6.5,,,,,
1993-01-22,6.6,,,,,
1993-01-25,6.47,,,,,
1993-01-26,6.15,,,,,
1993-01-27,5.92,,,,,
1993-01-28,5.76,,,,,
1993-01-29,5.99,,,,,
1993-02-01,6.34,,,,,
1993-02-02,6.34,,,,,
1993-02-03,6.4,,,,,
1993-02-04,6.4,,,,,
1993-02-05,6.44,,,,,
1993-02-08,6.5,,,,,
1993-02-09,6.4,,,,,
1993-02-10,6.4,,,,,
1993-02-11,6.44,,,,,
1993-02-12,6.34,,,,,
1993-02-16,6.12,,,,,
1993-02-17,6.24,,,,,
1993-02-18,6.15,,,,,
1993-02-19,6.21,,,,,
1993-02-22,6.24,,,,,
1993-02-23,6.15,,,,,
1993-02-24,6.31,,,,,
1993-02-25,6.21,,,,,
