date,close price,QCOM_SHE,QCOM_TA,QCOM_TL,market cap,PB Ratio
1993-04-01,1.61,,,,,
1993-04-02,1.51,,,,,
1993-04-05,1.56,,,,,
1993-04-06,1.52,,,,,
1993-04-07,1.44,,,,,
1993-04-08,1.52,,,,,
1993-04-12,1.48,,,,,
1993-04-13,1.45,,,,,
1993-04-14,1.44,,,,,
1993-04-15,1.37,,,,,
1993-04-16,1.3,,,,,
1993-04-19,1.28,,,,,
1993-04-20,1.32,,,,,
1993-04-21,1.38,,,,,
1993-04-22,1.44,,,,,
1993-04-23,1.38,,,,,
1993-04-26,1.31,,,,,
1993-04-27,1.32,,,,,
1993-04-28,1.4,,,,,
1993-04-29,1.39,,,,,
1993-04-30,1.42,,,,,
1993-05-03,1.41,,,,,
1993-05-04,1.34,,,,,
1993-05-05,1.36,,,,,
1993-05-06,1.35,,,,,
1993-05-07,1.38,,,,,
1993-05-10,1.41,,,,,
1993-05-11,1.48,,,,,
1993-05-12,1.48,,,,,
1993-05-13,1.45,,,,,
1993-05-14,1.34,,,,,
1993-05-17,1.39,,,,,
1993-05-18,1.41,,,,,
1993-05-19,1.45,,,,,
1993-05-20,1.41,,,,,
1993-05-21,1.38,,,,,
1993-05-24,1.41,,,,,
1993-05-25,1.43,,,,,
1993-05-26,1.47,,,,,
1993-05-27,1.43,,,,,
1993-05-28,1.41,,,,,
1993-06-01,1.36,,,,,
1993-06-02,1.42,,,,,
1993-06-03,1.47,,,,,
1993-06-04,1.48,,,,,
1993-06-07,1.46,,,,,
1993-06-08,1.45,,,,,
1993-06-09,1.48,,,,,
1993-06-10,1.48,,,,,
1993-06-11,1.59,,,,,
1993-06-14,1.73,,,,,
1993-06-15,1.78,,,,,
1993-06-16,1.66,,,,,
1993-06-17,1.73,,,,,
1993-06-18,1.68,,,,,
1993-06-21,1.61,,,,,
1993-06-22,1.65,,,,,
1993-06-23,1.66,,,,,
1993-06-24,1.73,,,,,
1993-06-25,1.73,,,,,
1993-06-28,1.77,,,,,
1993-06-29,1.75,,,,,
1993-06-30,1.81,,,,,
1993-07-01,1.87,,,,,
1993-07-02,1.85,,,,,
1993-07-06,1.84,,,,,
1993-07-07,1.83,,,,,
1993-07-08,1.88,,,,,
1993-07-09,1.9,,,,,
1993-07-12,1.87,,,,,
1993-07-13,1.87,,,,,
1993-07-14,1.86,,,,,
1993-07-15,1.88,,,,,
1993-07-16,1.88,,,,,
1993-07-19,1.98,,,,,
1993-07-20,2.02,,,,,
1993-07-21,2.02,,,,,
1993-07-22,2.05,,,,,
1993-07-23,2.18,,,,,
1993-07-26,2.12,,,,,
1993-07-27,2.11,,,,,
1993-07-28,2.06,,,,,
1993-07-29,2.13,,,,,
1993-07-30,2.1,,,,,
1993-08-02,2.05,,,,,
1993-08-03,2.06,,,,,
1993-08-04,2.12,,,,,
1993-08-05,2.12,,,,,
1993-08-06,2.22,,,,,
1993-08-09,2.19,,,,,
1993-08-10,2.27,,,,,
1993-08-11,2.36,,,,,
1993-08-12,2.33,,,,,
1993-08-13,2.37,,,,,
1993-08-16,2.43,,,,,
1993-08-17,2.35,,,,,
1993-08-18,2.41,,,,,
1993-08-19,2.45,,,,,
1993-08-20,2.43,,,,,
1993-08-23,2.44,,,,,
1993-08-24,2.53,,,,,
1993-08-25,2.52,,,,,
1993-08-26,2.51,,,,,
1993-08-27,2.45,,,,,
1993-08-30,2.36,,,,,
1993-08-31,2.44,,,,,
1993-09-01,2.43,,,,,
1993-09-02,2.49,,,,,
1993-09-03,2.48,,,,,
1993-09-07,2.4,,,,,
1993-09-08,2.24,,,,,
1993-09-09,2.34,,,,,
1993-09-10,2.38,,,,,
1993-09-13,2.3,,,,,
1993-09-14,2.23,,,,,
1993-09-15,2.29,,,,,
1993-09-16,2.31,,,,,
1993-09-17,2.38,,,,,
1993-09-20,2.44,,,,,
1993-09-21,2.38,,,,,
1993-09-22,2.46,,,,,
1993-09-23,2.51,,,,,
1993-09-24,2.57,,,,,
1993-09-27,2.54,,,,,
1993-09-28,2.63,,,,,
1993-09-29,2.68,,,,,
1993-09-30,2.59,,,,,
1993-10-01,2.52,,,,,
1993-10-04,2.59,,,,,
1993-10-05,2.47,,,,,
1993-10-06,2.43,,,,,
1993-10-07,2.47,,,,,
1993-10-08,2.48,,,,,
1993-10-11,2.54,,,,,
1993-10-12,2.6,,,,,
1993-10-13,2.63,,,,,
1993-10-14,2.67,,,,,
1993-10-15,2.67,,,,,
1993-10-18,2.7,,,,,
1993-10-19,2.56,,,,,
1993-10-20,2.52,,,,,
1993-10-21,2.46,,,,,
1993-10-22,2.44,,,,,
1993-10-25,2.3,,,,,
1993-10-26,2.28,,,,,
1993-10-27,2.43,,,,,
1993-10-28,2.39,,,,,
1993-10-29,2.39,,,,,
1993-11-01,2.49,,,,,
1993-11-02,2.46,,,,,
1993-11-03,2.3,,,,,
1993-11-04,2.18,,,,,
1993-11-05,2.18,,,,,
1993-11-08,2.27,,,,,
1993-11-09,2.34,,,,,
1993-11-10,2.38,,,,,
1993-11-11,2.32,,,,,
1993-11-12,2.3,,,,,
1993-11-15,2.18,,,,,
1993-11-16,2.06,,,,,
1993-11-17,1.95,,,,,
1993-11-18,1.73,,,,,
1993-11-19,1.7,,,,,
1993-11-22,1.75,,,,,
1993-11-23,1.8,,,,,
1993-11-24,1.83,,,,,
1993-11-26,1.75,,,,,
1993-11-29,1.61,,,,,
1993-11-30,1.65,,,,,
1993-12-01,1.77,,,,,
1993-12-02,1.83,,,,,
1993-12-03,1.85,,,,,
1993-12-06,1.82,,,,,
1993-12-07,1.77,,,,,
1993-12-08,1.73,,,,,
1993-12-09,1.66,,,,,
1993-12-10,1.66,,,,,
1993-12-13,1.71,,,,,
1993-12-14,1.67,,,,,
1993-12-15,1.71,,,,,
1993-12-16,1.7,,,,,
1993-12-17,1.75,,,,,
1993-12-20,1.81,,,,,
1993-12-21,1.77,,,,,
1993-12-22,1.77,,,,,
1993-12-23,1.77,,,,,
1993-12-27,1.7,,,,,
1993-12-28,1.64,,,,,
1993-12-29,1.7,,,,,
1993-12-30,1.7,,,,,
1993-12-31,1.66,,,,,
1994-01-03,1.66,,,,,
1994-01-04,1.69,,,,,
1994-01-05,1.64,,,,,
1994-01-06,1.66,,,,,
1994-01-07,1.61,,,,,
1994-01-10,1.48,,,,,
1994-01-11,1.52,,,,,
1994-01-12,1.51,,,,,
1994-01-13,1.64,,,,,
1994-01-14,1.69,,,,,
1994-01-17,1.59,,,,,
1994-01-18,1.54,,,,,
1994-01-19,1.52,,,,,
1994-01-20,1.54,,,,,
1994-01-21,1.51,,,,,
1994-01-24,1.5,,,,,
1994-01-25,1.52,,,,,
1994-01-26,1.55,,,,,
1994-01-27,1.55,,,,,
1994-01-28,1.55,,,,,
1994-01-31,1.57,,,,,
1994-02-01,1.55,,,,,
1994-02-02,1.55,,,,,
1994-02-03,1.51,,,,,
1994-02-04,1.43,,,,,
1994-02-07,1.45,,,,,
1994-02-08,1.47,,,,,
1994-02-09,1.45,,,,,
1994-02-10,1.42,,,,,
1994-02-11,1.45,,,,,
1994-02-14,1.45,,,,,
1994-02-15,1.39,,,,,
1994-02-16,1.38,,,,,
1994-02-17,1.31,,,,,
1994-02-18,1.33,,,,,
1994-02-22,1.3,,,,,
1994-02-23,1.33,,,,,
1994-02-24,1.3,,,,,
1994-02-25,1.33,,,,,
1994-02-28,1.41,,,,,
1994-03-01,1.58,,,,,
1994-03-02,1.7,,,,,
1994-03-03,1.64,,,,,
1994-03-04,1.61,,,,,
1994-03-07,1.58,,,,,
1994-03-08,1.56,,,,,
1994-03-09,1.54,,,,,
1994-03-10,1.55,,,,,
1994-03-11,1.59,,,,,
1994-03-14,1.67,,,,,
1994-03-15,1.71,,,,,
1994-03-16,1.8,,,,,
1994-03-17,1.75,,,,,
1994-03-18,1.78,,,,,
1994-03-21,1.73,,,,,
1994-03-22,1.69,,,,,
1994-03-23,1.64,,,,,
1994-03-24,1.67,,,,,
1994-03-25,1.63,,,,,
1994-03-28,1.53,,,,,
1994-03-29,1.45,,,,,
1994-03-30,1.48,,,,,
1994-03-31,1.53,,,,,
1994-04-04,1.46,,,,,
1994-04-05,1.45,,,,,
1994-04-06,1.45,,,,,
1994-04-07,1.45,,,,,
1994-04-08,1.42,,,,,
1994-04-11,1.38,,,,,
1994-04-12,1.36,,,,,
1994-04-13,1.28,,,,,
1994-04-14,1.3,,,,,
1994-04-15,1.42,,,,,
1994-04-18,1.38,,,,,
1994-04-19,1.3,,,,,
1994-04-20,1.28,,,,,
1994-04-21,1.25,,,,,
1994-04-22,1.31,,,,,
1994-04-25,1.37,,,,,
1994-04-26,1.39,,,,,
1994-04-28,1.33,,,,,
1994-04-29,1.33,,,,,
1994-05-02,1.33,,,,,
1994-05-03,1.33,,,,,
1994-05-04,1.29,,,,,
1994-05-05,1.31,,,,,
1994-05-06,1.28,,,,,
1994-05-09,1.23,,,,,
1994-05-10,1.2,,,,,
1994-05-11,1.05,,,,,
1994-05-12,1.08,,,,,
1994-05-13,1.07,,,,,
1994-05-16,1.08,,,,,
1994-05-17,1.08,,,,,
1994-05-18,1.13,,,,,
1994-05-19,1.14,,,,,
1994-05-20,1.13,,,,,
1994-05-23,1.09,,,,,
1994-05-24,1.16,,,,,
1994-05-25,1.12,,,,,
1994-05-26,1.09,,,,,
1994-05-27,1.06,,,,,
1994-05-31,1.02,,,,,
1994-06-01,1.03,,,,,
1994-06-02,1.05,,,,,
1994-06-03,1.13,,,,,
1994-06-06,1.14,,,,,
1994-06-07,1.13,,,,,
1994-06-08,1.12,,,,,
1994-06-09,1.11,,,,,
1994-06-10,1.14,,,,,
1994-06-13,1.13,,,,,
1994-06-14,1.13,,,,,
1994-06-15,1.11,,,,,
1994-06-16,1.1,,,,,
1994-06-17,1.09,,,,,
1994-06-20,1.03,,,,,
1994-06-21,1.02,,,,,
1994-06-22,1.05,,,,,
1994-06-23,1.02,,,,,
1994-06-24,1.0,,,,,
1994-06-27,1.08,,,,,
1994-06-28,1.03,,,,,
1994-06-29,1.02,,,,,
1994-06-30,1.0,,,,,
1994-07-01,1.0,,,,,
1994-07-05,0.98,,,,,
1994-07-06,0.95,,,,,
1994-07-07,0.98,,,,,
1994-07-08,0.95,,,,,
1994-07-11,0.95,,,,,
1994-07-12,0.98,,,,,
1994-07-13,1.03,,,,,
1994-07-14,1.22,,,,,
1994-07-15,1.19,,,,,
1994-07-18,1.17,,,,,
1994-07-19,1.09,,,,,
1994-07-20,1.02,,,,,
1994-07-21,1.09,,,,,
1994-07-22,1.14,,,,,
1994-07-25,1.16,,,,,
1994-07-26,1.16,,,,,
1994-07-27,1.16,,,,,
1994-07-28,1.17,,,,,
1994-07-29,1.13,,,,,
1994-08-01,1.11,,,,,
1994-08-02,1.11,,,,,
1994-08-03,1.09,,,,,
1994-08-04,1.12,,,,,
1994-08-05,1.11,,,,,
1994-08-08,1.15,,,,,
1994-08-09,1.16,,,,,
1994-08-10,1.16,,,,,
1994-08-11,1.17,,,,,
1994-08-12,1.34,,,,,
1994-08-15,1.29,,,,,
1994-08-16,1.36,,,,,
1994-08-17,1.42,,,,,
1994-08-18,1.41,,,,,
1994-08-19,1.36,,,,,
1994-08-22,1.35,,,,,
1994-08-23,1.38,,,,,
1994-08-24,1.4,,,,,
1994-08-25,1.38,,,,,
1994-08-26,1.41,,,,,
1994-08-29,1.44,,,,,
1994-08-30,1.44,,,,,
1994-08-31,1.41,,,,,
1994-09-01,1.34,,,,,
1994-09-02,1.27,,,,,
1994-09-06,1.31,,,,,
1994-09-07,1.35,,,,,
1994-09-08,1.45,,,,,
1994-09-09,1.54,,,,,
1994-09-12,1.54,,,,,
1994-09-13,1.56,,,,,
1994-09-14,1.56,,,,,
1994-09-15,1.61,,,,,
1994-09-16,1.64,,,,,
1994-09-19,1.64,,,,,
1994-09-20,1.56,,,,,
1994-09-21,1.56,,,,,
1994-09-22,1.61,,,,,
1994-09-23,1.63,,,,,
1994-09-26,1.61,,,,,
1994-09-27,1.58,,,,,
1994-09-28,1.58,,,,,
1994-09-29,1.55,,,,,
1994-09-30,1.58,,,,,
1994-10-03,1.62,,,,,
1994-10-04,1.64,,,,,
1994-10-05,1.77,,,,,
1994-10-06,1.73,,,,,
1994-10-07,1.77,,,,,
1994-10-10,1.75,,,,,
1994-10-11,1.77,,,,,
1994-10-12,1.73,,,,,
1994-10-13,1.78,,,,,
1994-10-14,1.75,,,,,
1994-10-17,1.73,,,,,
1994-10-18,1.69,,,,,
1994-10-19,1.72,,,,,
1994-10-20,1.77,,,,,
1994-10-21,1.85,,,,,
1994-10-24,1.8,,,,,
1994-10-25,1.75,,,,,
1994-10-26,1.8,,,,,
1994-10-27,1.81,,,,,
1994-10-28,1.86,,,,,
1994-10-31,1.84,,,,,
1994-11-01,1.82,,,,,
1994-11-02,1.86,,,,,
1994-11-03,1.87,,,,,
1994-11-04,1.81,,,,,
1994-11-07,1.88,,,,,
1994-11-08,2.0,,,,,
1994-11-09,2.05,,,,,
1994-11-10,2.05,,,,,
1994-11-11,2.02,,,,,
1994-11-14,2.06,,,,,
1994-11-15,2.09,,,,,
1994-11-16,2.07,,,,,
1994-11-17,2.0,,,,,
1994-11-18,1.92,,,,,
1994-11-21,1.89,,,,,
1994-11-22,1.83,,,,,
1994-11-23,1.89,,,,,
1994-11-25,1.97,,,,,
1994-11-28,1.98,,,,,
1994-11-29,1.97,,,,,
1994-11-30,1.92,,,,,
1994-12-01,1.84,,,,,
1994-12-02,1.86,,,,,
1994-12-05,1.91,,,,,
1994-12-06,1.8,,,,,
1994-12-07,1.69,,,,,
1994-12-08,1.66,,,,,
1994-12-09,1.77,,,,,
1994-12-12,1.66,,,,,
1994-12-13,1.59,,,,,
1994-12-14,1.52,,,,,
1994-12-15,1.44,,,,,
1994-12-16,1.52,,,,,
1994-12-19,1.55,,,,,
1994-12-20,1.63,,,,,
1994-12-21,1.63,,,,,
1994-12-22,1.66,,,,,
1994-12-23,1.61,,,,,
1994-12-27,1.59,,,,,
1994-12-28,1.55,,,,,
1994-12-29,1.53,,,,,
1994-12-30,1.5,,,,,
1995-01-03,1.52,,,,,
1995-01-04,1.53,,,,,
1995-01-05,1.52,,,,,
1995-01-06,1.5,,,,,
1995-01-09,1.45,,,,,
1995-01-10,1.45,,,,,
1995-01-11,1.43,,,,,
1995-01-12,1.41,,,,,
1995-01-13,1.31,,,,,
1995-01-16,1.38,,,,,
1995-01-17,1.52,,,,,
1995-01-18,1.53,,,,,
1995-01-19,1.5,,,,,
1995-01-20,1.45,,,,,
1995-01-23,1.58,,,,,
1995-01-24,1.72,,,,,
1995-01-25,1.69,,,,,
1995-01-26,1.76,,,,,
1995-01-27,1.78,,,,,
1995-01-30,1.69,,,,,
1995-01-31,1.66,,,,,
1995-02-01,1.7,,,,,
1995-02-02,1.72,,,,,
1995-02-03,1.75,,,,,
1995-02-06,1.75,,,,,
1995-02-07,1.76,,,,,
1995-02-08,1.75,,,,,
1995-02-09,1.75,,,,,
1995-02-10,1.77,,,,,
1995-02-13,1.72,,,,,
1995-02-14,1.67,,,,,
1995-02-15,1.63,,,,,
1995-02-16,1.64,,,,,
1995-02-17,1.59,,,,,
1995-02-21,1.6,,,,,
1995-02-22,1.63,,,,,
1995-02-23,1.77,,,,,
1995-02-24,1.77,,,,,
1995-02-27,1.73,,,,,
1995-02-28,1.83,,,,,
1995-03-01,1.77,,,,,
1995-03-02,1.73,,,,,
1995-03-03,1.83,,,,,
1995-03-06,1.78,,,,,
1995-03-07,1.75,,,,,
1995-03-08,1.73,,,,,
1995-03-09,1.84,,,,,
1995-03-10,1.84,,,,,
1995-03-13,1.8,,,,,
1995-03-14,1.94,,,,,
1995-03-15,1.96,,,,,
1995-03-16,2.0,,,,,
1995-03-17,2.05,,,,,
1995-03-20,2.02,,,,,
1995-03-21,1.94,,,,,
1995-03-22,2.05,,,,,
1995-03-23,2.14,,,,,
1995-03-24,2.03,,,,,
1995-03-27,2.06,,,,,
1995-03-28,2.13,,,,,
1995-03-29,2.15,,,,,
1995-03-30,2.07,,,,,
1995-03-31,2.05,,,,,
1995-04-03,1.99,,,,,
1995-04-04,1.92,,,,,
1995-04-05,1.86,,,,,
1995-04-06,1.79,,,,,
1995-04-07,1.88,,,,,
1995-04-10,1.75,,,,,
1995-04-11,1.64,,,,,
1995-04-12,1.69,,,,,
1995-04-13,1.68,,,,,
1995-04-17,1.67,,,,,
1995-04-18,1.61,,,,,
1995-04-19,1.54,,,,,
1995-04-20,1.7,,,,,
1995-04-21,1.64,,,,,
1995-04-24,1.56,,,,,
1995-04-25,1.59,,,,,
1995-04-26,1.66,,,,,
1995-04-27,1.67,,,,,
1995-04-28,1.64,,,,,
1995-05-01,1.59,,,,,
1995-05-02,1.61,,,,,
1995-05-03,1.63,,,,,
1995-05-04,1.59,,,,,
1995-05-05,1.59,,,,,
1995-05-08,1.59,,,,,
1995-05-09,1.53,,,,,
1995-05-10,1.55,,,,,
1995-05-11,1.75,,,,,
1995-05-12,1.85,,,,,
1995-05-15,1.84,,,,,
1995-05-16,1.84,,,,,
1995-05-17,1.78,,,,,
1995-05-18,1.71,,,,,
1995-05-19,1.69,,,,,
1995-05-22,1.67,,,,,
