date,close price,FLIR_SHE,FLIR_TA,FLIR_TL,market cap,PB Ratio
1993-10-15,1.34,,,,,
1993-10-18,1.44,,,,,
1993-10-19,1.38,,,,,
1993-10-20,1.63,,,,,
1993-10-21,1.56,,,,,
1993-10-22,1.59,,,,,
1993-10-25,1.55,,,,,
1993-10-26,1.5,,,,,
1993-10-27,1.39,,,,,
1993-10-28,1.41,,,,,
1993-10-29,1.38,,,,,
1993-11-01,1.41,,,,,
1993-11-02,1.38,,,,,
1993-11-03,1.41,,,,,
1993-11-04,1.31,,,,,
1993-11-05,1.31,,,,,
1993-11-08,1.28,,,,,
1993-11-09,1.34,,,,,
1993-11-10,1.41,,,,,
1993-11-11,1.44,,,,,
1993-11-12,1.38,,,,,
1993-11-15,1.41,,,,,
1993-11-16,1.34,,,,,
1993-11-17,1.44,,,,,
1993-11-18,1.34,,,,,
1993-11-19,1.34,,,,,
1993-11-22,1.34,,,,,
1993-11-23,1.44,,,,,
1993-11-24,1.38,,,,,
1993-11-26,1.44,,,,,
1993-11-29,1.44,,,,,
1993-11-30,1.34,,,,,
1993-12-01,1.38,,,,,
1993-12-02,1.38,,,,,
1993-12-03,1.41,,,,,
1993-12-06,1.31,,,,,
1993-12-07,1.25,,,,,
1993-12-08,1.34,,,,,
1993-12-09,1.28,,,,,
1993-12-10,1.22,,,,,
1993-12-13,1.28,,,,,
1993-12-14,1.25,,,,,
1993-12-15,1.25,,,,,
1993-12-16,1.22,,,,,
1993-12-17,1.25,,,,,
1993-12-20,1.22,,,,,
1993-12-21,1.2,,,,,
1993-12-22,1.17,,,,,
1993-12-23,1.22,,,,,
1993-12-27,1.2,,,,,
1993-12-28,1.22,,,,,
1993-12-29,1.22,,,,,
1993-12-30,1.19,,,,,
1993-12-31,1.22,,,,,
1994-01-03,1.25,,,,,
1994-01-04,1.25,,,,,
1994-01-05,1.25,,,,,
1994-01-06,1.25,,,,,
1994-01-07,1.28,,,,,
1994-01-10,1.25,,,,,
1994-01-11,1.44,,,,,
1994-01-12,1.5,,,,,
1994-01-13,1.41,,,,,
1994-01-14,1.53,,,,,
1994-01-17,1.56,,,,,
1994-01-18,1.56,,,,,
1994-01-19,1.59,,,,,
1994-01-20,1.5,,,,,
1994-01-21,1.47,,,,,
1994-01-24,1.53,,,,,
1994-01-25,1.44,,,,,
1994-01-26,1.5,,,,,
1994-01-27,1.53,,,,,
1994-01-28,1.53,,,,,
1994-01-31,1.53,,,,,
1994-02-01,1.44,,,,,
1994-02-02,1.5,,,,,
1994-02-03,1.5,,,,,
1994-02-04,1.44,,,,,
1994-02-07,1.44,,,,,
1994-02-08,1.34,,,,,
1994-02-09,1.41,,,,,
1994-02-10,1.47,,,,,
1994-02-11,1.45,,,,,
1994-02-14,1.47,,,,,
1994-02-15,1.45,,,,,
1994-02-16,1.44,,,,,
1994-02-17,1.5,,,,,
1994-02-18,1.48,,,,,
1994-02-22,1.5,,,,,
1994-02-23,1.44,,,,,
1994-02-24,1.48,,,,,
1994-02-25,1.45,,,,,
1994-02-28,1.52,,,,,
1994-03-01,1.53,,,,,
1994-03-02,1.59,,,,,
1994-03-03,1.7,,,,,
1994-03-04,1.75,,,,,
1994-03-07,1.75,,,,,
1994-03-08,1.78,,,,,
1994-03-09,1.78,,,,,
1994-03-10,1.81,,,,,
1994-03-11,1.81,,,,,
1994-03-14,1.75,,,,,
1994-03-15,1.78,,,,,
1994-03-16,1.91,,,,,
1994-03-17,1.91,,,,,
1994-03-18,1.91,,,,,
1994-03-21,1.78,,,,,
1994-03-22,1.83,,,,,
1994-03-23,1.88,,,,,
1994-03-24,1.88,,,,,
1994-03-25,1.84,,,,,
1994-03-28,1.75,,,,,
1994-03-29,1.81,,,,,
1994-03-30,1.63,,,,,
1994-03-31,1.72,,,,,
1994-04-04,1.72,,,,,
1994-04-05,1.75,,,,,
1994-04-06,1.78,,,,,
1994-04-07,1.75,,,,,
1994-04-08,1.78,,,,,
1994-04-11,1.78,,,,,
1994-04-12,1.78,,,,,
1994-04-13,1.66,,,,,
1994-04-14,1.61,,,,,
1994-04-15,1.69,,,,,
1994-04-18,1.66,,,,,
1994-04-19,1.66,,,,,
1994-04-20,1.66,,,,,
1994-04-21,1.78,,,,,
1994-04-22,1.77,,,,,
1994-04-25,1.72,,,,,
1994-04-26,1.72,,,,,
1994-04-28,1.78,,,,,
1994-04-29,1.83,,,,,
1994-05-02,1.81,,,,,
1994-05-03,1.8,,,,,
1994-05-04,1.88,,,,,
1994-05-05,1.84,,,,,
1994-05-06,1.81,,,,,
1994-05-09,1.84,,,,,
1994-05-10,1.88,,,,,
1994-05-11,1.78,,,,,
1994-05-12,1.81,,,,,
1994-05-13,1.78,,,,,
1994-05-16,1.84,,,,,
1994-05-17,1.75,,,,,
1994-05-18,1.72,,,,,
1994-05-19,1.66,,,,,
1994-05-20,1.75,,,,,
1994-05-23,1.72,,,,,
1994-05-24,1.78,,,,,
1994-05-25,1.78,,,,,
1994-05-26,1.75,,,,,
1994-05-27,1.69,,,,,
1994-05-31,1.75,,,,,
1994-06-01,1.67,,,,,
1994-06-02,1.56,,,,,
1994-06-03,1.53,,,,,
1994-06-06,1.53,,,,,
1994-06-07,1.56,,,,,
1994-06-08,1.59,,,,,
1994-06-09,1.64,,,,,
1994-06-10,1.64,,,,,
1994-06-13,1.66,,,,,
1994-06-14,1.63,,,,,
1994-06-15,1.56,,,,,
1994-06-16,1.56,,,,,
1994-06-17,1.66,,,,,
1994-06-20,1.64,,,,,
1994-06-21,1.49,,,,,
1994-06-22,1.53,,,,,
1994-06-23,1.52,,,,,
1994-06-24,1.5,,,,,
1994-06-27,1.47,,,,,
1994-06-28,1.53,,,,,
1994-06-29,1.63,,,,,
1994-06-30,1.61,,,,,
1994-07-01,1.63,,,,,
1994-07-05,1.66,,,,,
1994-07-06,1.66,,,,,
1994-07-07,1.7,,,,,
1994-07-08,1.66,,,,,
1994-07-11,1.66,,,,,
1994-07-12,1.67,,,,,
1994-07-13,1.72,,,,,
1994-07-14,1.7,,,,,
1994-07-15,1.66,,,,,
1994-07-18,1.67,,,,,
1994-07-19,1.69,,,,,
1994-07-20,1.56,,,,,
1994-07-21,1.58,,,,,
1994-07-22,1.66,,,,,
1994-07-25,1.66,,,,,
1994-07-26,1.73,,,,,
1994-07-27,1.69,,,,,
1994-07-28,1.75,,,,,
1994-07-29,1.72,,,,,
1994-08-01,1.75,,,,,
1994-08-02,1.78,,,,,
1994-08-03,1.75,,,,,
1994-08-04,1.78,,,,,
1994-08-05,1.69,,,,,
1994-08-08,1.78,,,,,
1994-08-09,1.78,,,,,
1994-08-10,1.69,,,,,
1994-08-11,1.66,,,,,
1994-08-12,1.66,,,,,
1994-08-15,1.72,,,,,
1994-08-16,1.66,,,,,
1994-08-17,1.66,,,,,
1994-08-18,1.72,,,,,
1994-08-19,1.72,,,,,
1994-08-22,1.67,,,,,
1994-08-23,1.58,,,,,
1994-08-24,1.55,,,,,
1994-08-25,1.5,,,,,
1994-08-26,1.56,,,,,
1994-08-29,1.53,,,,,
1994-08-30,1.47,,,,,
1994-08-31,1.5,,,,,
1994-09-01,1.47,,,,,
1994-09-02,1.55,,,,,
1994-09-06,1.53,,,,,
1994-09-07,1.53,,,,,
1994-09-08,1.59,,,,,
1994-09-09,1.59,,,,,
1994-09-12,1.59,,,,,
1994-09-13,1.53,,,,,
1994-09-14,1.54,,,,,
1994-09-15,1.56,,,,,
1994-09-16,1.5,,,,,
1994-09-19,1.59,,,,,
1994-09-20,1.53,,,,,
1994-09-21,1.5,,,,,
1994-09-22,1.59,,,,,
1994-09-23,1.59,,,,,
1994-09-26,1.59,,,,,
1994-09-27,1.55,,,,,
1994-09-28,1.5,,,,,
1994-09-29,1.5,,,,,
1994-09-30,1.53,,,,,
1994-10-03,1.5,,,,,
1994-10-04,1.5,,,,,
1994-10-05,1.56,,,,,
1994-10-06,1.53,,,,,
1994-10-07,1.56,,,,,
1994-10-10,1.56,,,,,
1994-10-11,1.55,,,,,
1994-10-12,1.66,,,,,
1994-10-13,1.53,,,,,
1994-10-14,1.53,,,,,
1994-10-17,1.56,,,,,
1994-10-18,1.55,,,,,
1994-10-19,1.55,,,,,
1994-10-20,1.56,,,,,
1994-10-21,1.58,,,,,
1994-10-24,1.56,,,,,
1994-10-25,1.63,,,,,
1994-10-26,1.72,,,,,
1994-10-27,1.67,,,,,
1994-10-28,1.63,,,,,
1994-10-31,1.69,,,,,
1994-11-01,1.63,,,,,
1994-11-02,1.59,,,,,
1994-11-03,1.59,,,,,
1994-11-04,1.56,,,,,
1994-11-07,1.55,,,,,
1994-11-08,1.53,,,,,
1994-11-09,1.63,,,,,
1994-11-10,1.59,,,,,
1994-11-11,1.53,,,,,
1994-11-14,1.53,,,,,
1994-11-15,1.59,,,,,
1994-11-16,1.59,,,,,
1994-11-17,1.53,,,,,
1994-11-18,1.55,,,,,
1994-11-21,1.59,,,,,
1994-11-22,1.59,,,,,
1994-11-23,1.57,,,,,
1994-11-25,1.56,,,,,
1994-11-28,1.59,,,,,
1994-11-29,1.58,,,,,
1994-11-30,1.63,,,,,
1994-12-01,1.56,,,,,
1994-12-02,1.56,,,,,
1994-12-05,1.58,,,,,
1994-12-06,1.63,,,,,
1994-12-07,1.63,,,,,
1994-12-08,1.58,,,,,
1994-12-09,1.54,,,,,
1994-12-12,1.53,,,,,
1994-12-13,1.53,,,,,
1994-12-14,1.5,,,,,
1994-12-15,1.5,,,,,
1994-12-16,1.5,,,,,
1994-12-19,1.52,,,,,
1994-12-20,1.53,,,,,
1994-12-21,1.56,,,,,
1994-12-22,1.56,,,,,
1994-12-23,1.58,,,,,
1994-12-27,1.59,,,,,
1994-12-28,1.59,,,,,
1994-12-29,1.63,,,,,
1994-12-30,1.63,,,,,
1995-01-03,1.66,,,,,
1995-01-04,1.63,,,,,
1995-01-05,1.59,,,,,
1995-01-06,1.56,,,,,
1995-01-09,1.64,,,,,
1995-01-10,1.7,,,,,
1995-01-11,1.72,,,,,
1995-01-12,1.75,,,,,
1995-01-13,1.72,,,,,
1995-01-16,1.75,,,,,
1995-01-17,1.77,,,,,
1995-01-18,1.78,,,,,
1995-01-19,1.69,,,,,
1995-01-20,1.72,,,,,
1995-01-23,1.78,,,,,
1995-01-24,1.78,,,,,
1995-01-25,1.78,,,,,
1995-01-26,1.75,,,,,
1995-01-27,1.66,,,,,
1995-01-30,1.7,,,,,
1995-01-31,1.75,,,,,
1995-02-01,1.73,,,,,
1995-02-02,1.72,,,,,
1995-02-03,1.81,,,,,
1995-02-06,1.84,,,,,
1995-02-07,1.83,,,,,
1995-02-08,1.78,,,,,
1995-02-09,1.84,,,,,
1995-02-10,1.84,,,,,
1995-02-13,1.91,,,,,
1995-02-14,1.78,,,,,
1995-02-15,1.84,,,,,
1995-02-16,1.78,,,,,
1995-02-17,1.84,,,,,
1995-02-21,1.78,,,,,
1995-02-22,1.78,,,,,
1995-02-23,1.88,,,,,
1995-02-24,1.81,,,,,
1995-02-27,1.81,,,,,
1995-02-28,1.81,,,,,
1995-03-01,1.81,,,,,
1995-03-02,1.88,,,,,
1995-03-03,1.84,,,,,
1995-03-06,1.84,,,,,
1995-03-07,1.84,,,,,
1995-03-08,1.88,,,,,
1995-03-09,2.0,,,,,
1995-03-10,1.95,,,,,
1995-03-13,1.94,,,,,
1995-03-14,2.03,,,,,
1995-03-15,2.03,,,,,
1995-03-16,2.03,,,,,
1995-03-17,2.06,,,,,
1995-03-20,2.09,,,,,
1995-03-21,2.04,,,,,
1995-03-22,2.03,,,,,
1995-03-23,2.0,,,,,
1995-03-24,1.97,,,,,
1995-03-27,1.97,,,,,
1995-03-28,1.97,,,,,
1995-03-29,1.95,,,,,
1995-03-30,1.94,,,,,
1995-03-31,1.94,,,,,
1995-04-03,1.91,,,,,
1995-04-04,1.63,,,,,
1995-04-05,1.66,,,,,
1995-04-06,1.68,,,,,
1995-04-07,1.7,,,,,
1995-04-10,1.66,,,,,
1995-04-11,1.69,,,,,
1995-04-12,1.72,,,,,
1995-04-13,1.69,,,,,
1995-04-17,1.75,,,,,
1995-04-18,1.75,,,,,
1995-04-19,1.72,,,,,
1995-04-20,1.75,,,,,
1995-04-21,1.74,,,,,
1995-04-24,1.78,,,,,
1995-04-25,1.75,,,,,
1995-04-26,1.78,,,,,
1995-04-27,1.72,,,,,
1995-04-28,1.75,,,,,
1995-05-01,1.75,,,,,
1995-05-02,1.78,,,,,
1995-05-03,1.72,,,,,
1995-05-04,1.75,,,,,
1995-05-05,1.75,,,,,
1995-05-08,1.73,,,,,
1995-05-09,1.78,,,,,
1995-05-10,1.75,,,,,
1995-05-11,1.72,,,,,
1995-05-12,1.69,,,,,
1995-05-15,1.66,,,,,
1995-05-16,1.69,,,,,
1995-05-17,1.66,,,,,
1995-05-18,1.72,,,,,
1995-05-19,1.63,,,,,
1995-05-22,1.71,,,,,
1995-05-23,1.66,,,,,
1995-05-24,1.66,,,,,
1995-05-25,1.69,,,,,
1995-05-26,1.67,,,,,
1995-05-30,1.56,,,,,
1995-05-31,1.56,,,,,
1995-06-01,1.66,,,,,
1995-06-02,1.67,,,,,
1995-06-05,1.66,,,,,
1995-06-06,1.59,,,,,
1995-06-07,1.59,,,,,
1995-06-08,1.55,,,,,
1995-06-09,1.56,,,,,
1995-06-12,1.56,,,,,
1995-06-13,1.66,,,,,
1995-06-14,1.63,,,,,
1995-06-15,1.66,,,,,
1995-06-16,1.66,,,,,
1995-06-19,1.63,,,,,
1995-06-20,1.69,,,,,
1995-06-21,1.73,,,,,
1995-06-22,1.75,,,,,
1995-06-23,1.81,,,,,
1995-06-26,1.78,,,,,
1995-06-27,1.75,,,,,
1995-06-28,1.78,,,,,
1995-06-29,1.72,,,,,
1995-06-30,1.78,,,,,
1995-07-03,1.75,,,,,
1995-07-05,1.81,,,,,
1995-07-06,1.77,,,,,
1995-07-07,1.81,,,,,
1995-07-10,1.75,,,,,
1995-07-11,1.75,,,,,
1995-07-12,1.75,,,,,
1995-07-13,1.75,,,,,
1995-07-14,1.78,,,,,
1995-07-17,1.53,,,,,
1995-07-18,1.56,,,,,
1995-07-19,1.57,,,,,
1995-07-20,1.56,,,,,
1995-07-21,1.61,,,,,
1995-07-24,1.63,,,,,
1995-07-25,1.66,,,,,
1995-07-26,1.66,,,,,
1995-07-27,1.73,,,,,
1995-07-28,1.81,,,,,
1995-07-31,1.77,,,,,
1995-08-01,1.75,,,,,
1995-08-02,1.78,,,,,
1995-08-03,1.78,,,,,
1995-08-04,1.78,,,,,
1995-08-07,1.78,,,,,
1995-08-08,1.72,,,,,
1995-08-09,1.75,,,,,
1995-08-10,1.72,,,,,
1995-08-11,1.7,,,,,
1995-08-14,1.72,,,,,
1995-08-15,1.7,,,,,
1995-08-16,1.63,,,,,
1995-08-17,1.7,,,,,
1995-08-18,1.63,,,,,
1995-08-21,1.63,,,,,
1995-08-22,1.63,,,,,
1995-08-23,1.63,,,,,
1995-08-24,1.56,,,,,
1995-08-25,1.61,,,,,
1995-08-28,1.63,,,,,
1995-08-29,1.56,,,,,
1995-08-30,1.55,,,,,
1995-08-31,1.63,,,,,
1995-09-01,1.61,,,,,
1995-09-05,1.55,,,,,
1995-09-06,1.63,,,,,
1995-09-07,1.75,,,,,
1995-09-08,1.71,,,,,
1995-09-11,1.69,,,,,
1995-09-12,1.72,,,,,
1995-09-13,1.72,,,,,
1995-09-14,1.75,,,,,
1995-09-15,1.75,,,,,
1995-09-18,1.75,,,,,
1995-09-19,1.72,,,,,
1995-09-20,1.75,,,,,
1995-09-21,1.66,,,,,
1995-09-22,1.66,,,,,
1995-09-25,1.67,,,,,
1995-09-26,1.63,,,,,
1995-09-27,1.63,,,,,
1995-09-28,1.66,,,,,
1995-09-29,1.53,,,,,
1995-10-02,1.53,,,,,
1995-10-03,1.59,,,,,
1995-10-04,1.59,,,,,
1995-10-05,1.59,,,,,
1995-10-06,1.59,,,,,
1995-10-09,1.59,,,,,
1995-10-10,1.56,,,,,
1995-10-11,1.59,,,,,
1995-10-12,1.55,,,,,
1995-10-13,1.55,,,,,
1995-10-16,1.55,,,,,
1995-10-17,1.59,,,,,
1995-10-18,1.59,,,,,
1995-10-19,1.59,,,,,
1995-10-20,1.67,,,,,
1995-10-23,1.69,,,,,
1995-10-24,1.66,,,,,
1995-10-25,1.58,,,,,
1995-10-26,1.53,,,,,
1995-10-27,1.56,,,,,
1995-10-30,1.59,,,,,
1995-10-31,1.59,,,,,
1995-11-01,1.53,,,,,
1995-11-02,1.53,,,,,
1995-11-03,1.56,,,,,
1995-11-06,1.59,,,,,
1995-11-07,1.53,,,,,
1995-11-08,1.63,,,,,
1995-11-09,1.59,,,,,
1995-11-10,1.63,,,,,
1995-11-13,1.63,,,,,
1995-11-14,1.66,,,,,
1995-11-15,1.69,,,,,
1995-11-16,1.69,,,,,
1995-11-17,1.63,,,,,
1995-11-20,1.56,,,,,
1995-11-21,1.58,,,,,
1995-11-22,1.56,,,,,
1995-11-24,1.56,,,,,
1995-11-27,1.56,,,,,
1995-11-28,1.56,,,,,
1995-11-29,1.63,,,,,
1995-11-30,1.63,,,,,
1995-12-01,1.59,,,,,
1995-12-04,1.63,,,,,
1995-12-05,1.64,,,,,
1995-12-06,1.59,,,,,
1995-12-07,1.59,,,,,
1995-12-08,1.66,,,,,
1995-12-11,1.63,,,,,
1995-12-12,1.66,,,,,
1995-12-13,1.59,,,,,
1995-12-14,1.61,,,,,
1995-12-15,1.59,,,,,
1995-12-18,1.61,,,,,
1995-12-19,1.59,,,,,
1995-12-20,1.63,,,,,
1995-12-21,1.66,,,,,
1995-12-22,1.66,,,,,
1995-12-26,1.59,,,,,
1995-12-27,1.61,,,,,
1995-12-28,1.63,,,,,
1995-12-29,1.53,,,,,
1996-01-02,1.54,,,,,
1996-01-03,1.58,,,,,
1996-01-04,1.58,,,,,
1996-01-05,1.55,,,,,
1996-01-08,1.53,,,,,
1996-01-09,1.56,,,,,
1996-01-10,1.58,,,,,
1996-01-11,1.55,,,,,
1996-01-12,1.53,,,,,
1996-01-15,1.52,,,,,
1996-01-16,1.47,,,,,
1996-01-17,1.47,,,,,
1996-01-18,1.41,,,,,
1996-01-19,1.27,,,,,
1996-01-22,1.45,,,,,
1996-01-23,1.47,,,,,
1996-01-24,1.38,,,,,
1996-01-25,1.39,,,,,
1996-01-26,1.39,,,,,
1996-01-29,1.38,,,,,
1996-01-30,1.34,,,,,
1996-01-31,1.31,,,,,
1996-02-01,1.31,,,,,
1996-02-02,1.38,,,,,
1996-02-05,1.33,,,,,
1996-02-06,1.38,,,,,
1996-02-07,1.41,,,,,
1996-02-08,1.41,,,,,
1996-02-09,1.42,,,,,
1996-02-12,1.47,,,,,
1996-02-13,1.41,,,,,
1996-02-14,1.39,,,,,
1996-02-15,1.36,,,,,
1996-02-16,1.33,,,,,
1996-02-20,1.34,,,,,
1996-02-21,1.38,,,,,
1996-02-22,1.56,,,,,
1996-02-23,1.73,,,,,
1996-02-26,1.69,,,,,
1996-02-27,1.53,,,,,
1996-02-28,1.55,,,,,
1996-02-29,1.56,,,,,
1996-03-01,1.56,,,,,
1996-03-04,1.56,,,,,
1996-03-05,1.63,,,,,
1996-03-06,1.47,,,,,
1996-03-07,1.53,,,,,
1996-03-08,1.45,,,,,
1996-03-11,1.5,,,,,
1996-03-12,1.44,,,,,
1996-03-13,1.53,,,,,
1996-03-14,1.53,,,,,
1996-03-15,1.53,,,,,
1996-03-18,1.5,,,,,
1996-03-19,1.59,,,,,
1996-03-20,1.53,,,,,
1996-03-21,1.56,,,,,
1996-03-22,1.5,,,,,
1996-03-25,1.53,,,,,
1996-03-26,1.47,,,,,
1996-03-27,1.47,,,,,
1996-03-28,1.53,,,,,
1996-03-29,1.53,,,,,
1996-04-01,1.48,,,,,
1996-04-02,1.45,,,,,
1996-04-03,1.44,,,,,
1996-04-04,1.44,,,,,
1996-04-08,1.34,,,,,
1996-04-09,1.47,,,,,
1996-04-10,1.47,,,,,
1996-04-11,1.44,,,,,
1996-04-12,1.47,,,,,
1996-04-15,1.41,,,,,
1996-04-16,1.44,,,,,
1996-04-17,1.55,,,,,
1996-04-18,1.56,,,,,
1996-04-19,1.63,,,,,
1996-04-22,1.56,,,,,
1996-04-23,1.58,,,,,
1996-04-24,1.58,,,,,
1996-04-25,1.58,,,,,
1996-04-26,1.58,,,,,
1996-04-29,1.58,,,,,
1996-04-30,1.59,,,,,
1996-05-01,1.8,,,,,
1996-05-02,1.91,,,,,
1996-05-03,1.94,,,,,
1996-05-06,1.84,,,,,
1996-05-07,1.8,,,,,
1996-05-08,1.78,,,,,
1996-05-09,1.75,,,,,
1996-05-10,1.78,,,,,
1996-05-13,1.83,,,,,
1996-05-14,1.84,,,,,
1996-05-15,1.92,,,,,
1996-05-16,1.88,,,,,
1996-05-17,1.93,,,,,
1996-05-20,1.88,,,,,
1996-05-21,1.9,,,,,
1996-05-22,1.89,,,,,
1996-05-23,1.84,,,,,
1996-05-24,1.91,,,,,
1996-05-28,1.81,,,,,
1996-05-29,1.75,,,,,
1996-05-30,1.75,,,,,
1996-05-31,1.75,,,,,
1996-06-03,1.69,,,,,
1996-06-04,1.72,,,,,
1996-06-05,1.72,,,,,
1996-06-06,1.72,,,,,
1996-06-07,1.66,,,,,
1996-06-10,1.61,,,,,
1996-06-11,1.66,,,,,
1996-06-12,1.67,,,,,
1996-06-13,1.67,,,,,
1996-06-14,1.66,,,,,
1996-06-17,1.63,,,,,
1996-06-18,1.61,,,,,
1996-06-19,1.58,,,,,
1996-06-20,1.63,,,,,
1996-06-21,1.53,,,,,
1996-06-24,1.53,,,,,
1996-06-25,1.5,,,,,
1996-06-26,1.53,,,,,
1996-06-27,1.5,,,,,
1996-06-28,1.53,,,,,
1996-07-01,1.53,,,,,
1996-07-02,1.77,,,,,
1996-07-03,1.83,,,,,
1996-07-05,1.72,,,,,
1996-07-08,1.63,,,,,
1996-07-09,1.63,,,,,
1996-07-10,1.63,,,,,
1996-07-11,1.59,,,,,
1996-07-12,1.59,,,,,
1996-07-15,1.63,,,,,
1996-07-16,1.59,,,,,
1996-07-17,1.66,,,,,
1996-07-18,1.59,,,,,
1996-07-19,1.59,,,,,
1996-07-22,1.63,,,,,
1996-07-23,1.61,,,,,
1996-07-24,1.56,,,,,
1996-07-25,1.58,,,,,
1996-07-26,1.63,,,,,
1996-07-29,1.59,,,,,
1996-07-30,1.56,,,,,
1996-07-31,1.61,,,,,
1996-08-01,1.66,,,,,
1996-08-02,1.75,,,,,
1996-08-05,1.77,,,,,
1996-08-06,1.78,,,,,
1996-08-07,1.78,,,,,
1996-08-08,1.77,,,,,
1996-08-09,1.72,,,,,
1996-08-12,1.77,,,,,
1996-08-13,1.78,,,,,
1996-08-14,1.77,,,,,
1996-08-15,1.77,,,,,
1996-08-16,1.72,,,,,
1996-08-19,1.77,,,,,
1996-08-20,1.75,,,,,
1996-08-21,1.75,,,,,
1996-08-22,1.7,,,,,
1996-08-23,1.72,,,,,
1996-08-26,1.72,,,,,
1996-08-27,1.75,,,,,
1996-08-28,1.73,,,,,
1996-08-29,1.69,,,,,
1996-08-30,1.72,,,,,
1996-09-03,1.69,,,,,
1996-09-04,1.7,,,,,
1996-09-05,1.69,,,,,
1996-09-06,1.72,,,,,
1996-09-09,1.75,,,,,
1996-09-10,1.69,,,,,
1996-09-11,1.7,,,,,
1996-09-12,1.69,,,,,
1996-09-13,1.66,,,,,
1996-09-16,1.63,,,,,
1996-09-17,1.63,,,,,
1996-09-18,1.59,,,,,
1996-09-19,1.63,,,,,
1996-09-20,1.63,,,,,
1996-09-23,1.63,,,,,
1996-09-24,1.59,,,,,
1996-09-25,1.59,,,,,
1996-09-26,1.63,,,,,
1996-09-27,1.61,,,,,
1996-09-30,1.64,,,,,
1996-10-01,1.59,,,,,
1996-10-02,1.63,,,,,
1996-10-03,1.61,,,,,
1996-10-04,1.69,,,,,
1996-10-07,1.66,,,,,
1996-10-08,1.59,,,,,
1996-10-09,1.61,,,,,
1996-10-10,1.69,,,,,
1996-10-11,1.63,,,,,
1996-10-14,1.61,,,,,
1996-10-15,1.61,,,,,
1996-10-16,1.66,,,,,
1996-10-17,1.59,,,,,
1996-10-18,1.63,,,,,
1996-10-21,1.66,,,,,
1996-10-22,1.69,,,,,
1996-10-23,1.75,,,,,
1996-10-24,1.75,,,,,
1996-10-25,1.72,,,,,
1996-10-28,1.69,,,,,
1996-10-29,1.67,,,,,
1996-10-30,1.67,,,,,
1996-10-31,1.75,,,,,
1996-11-01,1.75,,,,,
1996-11-04,1.69,,,,,
1996-11-05,1.72,,,,,
1996-11-06,1.67,,,,,
1996-11-07,1.75,,,,,
1996-11-08,1.7,,,,,
1996-11-11,1.67,,,,,
1996-11-12,1.66,,,,,
1996-11-13,1.66,,,,,
1996-11-14,1.66,,,,,
1996-11-15,1.7,,,,,
1996-11-18,1.66,,,,,
1996-11-19,1.66,,,,,
1996-11-20,1.7,,,,,
1996-11-21,1.66,,,,,
1996-11-22,1.7,,,,,
1996-11-25,1.71,,,,,
