date,close price,MAA_SHE,MAA_TA,MAA_TL,market cap,PB Ratio
1995-09-01,26.13,,,,,
1995-09-05,26.0,,,,,
1995-09-06,26.25,,,,,
1995-09-07,26.0,,,,,
1995-09-08,25.5,,,,,
1995-09-11,25.5,,,,,
1995-09-12,25.5,,,,,
1995-09-13,25.38,,,,,
1995-09-14,25.38,,,,,
1995-09-15,25.38,,,,,
1995-09-18,25.38,,,,,
1995-09-19,25.25,,,,,
1995-09-20,25.13,,,,,
1995-09-21,25.0,,,,,
1995-09-22,24.25,,,,,
1995-09-25,24.63,,,,,
1995-09-26,24.5,,,,,
1995-09-27,24.5,,,,,
1995-09-28,24.75,,,,,
1995-09-29,24.75,,,,,
1995-10-02,24.75,,,,,
1995-10-03,24.5,,,,,
1995-10-04,24.5,,,,,
1995-10-05,24.5,,,,,
1995-10-06,24.25,,,,,
1995-10-09,24.13,,,,,
1995-10-10,24.38,,,,,
1995-10-11,24.38,,,,,
1995-10-12,24.88,,,,,
1995-10-13,24.88,,,,,
1995-10-16,24.88,,,,,
1995-10-17,25.0,,,,,
1995-10-18,25.0,,,,,
1995-10-19,24.88,,,,,
1995-10-20,23.88,,,,,
1995-10-23,24.13,,,,,
1995-10-24,24.0,,,,,
1995-10-25,23.88,,,,,
1995-10-26,23.0,,,,,
1995-10-27,22.88,,,,,
1995-10-30,23.0,,,,,
1995-10-31,23.0,,,,,
1995-11-01,23.0,,,,,
1995-11-02,22.63,,,,,
1995-11-03,22.63,,,,,
1995-11-06,22.63,,,,,
1995-11-07,22.75,,,,,
1995-11-08,22.75,,,,,
1995-11-09,22.75,,,,,
1995-11-10,22.75,,,,,
1995-11-13,22.25,,,,,
1995-11-14,22.0,,,,,
1995-11-15,21.75,,,,,
1995-11-16,22.25,,,,,
1995-11-17,22.88,,,,,
1995-11-20,22.75,,,,,
1995-11-21,22.5,,,,,
1995-11-22,22.38,,,,,
1995-11-24,22.5,,,,,
1995-11-27,22.63,,,,,
1995-11-28,22.63,,,,,
1995-11-29,22.5,,,,,
1995-11-30,22.63,,,,,
1995-12-01,22.88,,,,,
1995-12-04,23.75,,,,,
1995-12-05,23.88,,,,,
1995-12-06,23.63,,,,,
1995-12-07,23.0,,,,,
1995-12-08,23.5,,,,,
1995-12-11,23.5,,,,,
1995-12-12,23.63,,,,,
1995-12-13,23.88,,,,,
1995-12-14,24.75,,,,,
1995-12-15,24.38,,,,,
1995-12-18,24.63,,,,,
1995-12-19,25.0,,,,,
1995-12-20,24.63,,,,,
1995-12-21,24.88,,,,,
1995-12-22,25.13,,,,,
1995-12-26,25.0,,,,,
1995-12-27,25.25,,,,,
1995-12-28,24.88,,,,,
1995-12-29,24.75,,,,,
1996-01-02,25.0,,,,,
1996-01-03,25.0,,,,,
1996-01-04,24.75,,,,,
1996-01-05,25.0,,,,,
1996-01-08,25.0,,,,,
1996-01-09,25.0,,,,,
1996-01-10,25.13,,,,,
1996-01-11,25.13,,,,,
1996-01-12,25.38,,,,,
1996-01-15,25.25,,,,,
1996-01-16,25.25,,,,,
1996-01-17,25.38,,,,,
1996-01-18,25.38,,,,,
1996-01-19,25.25,,,,,
1996-01-22,24.75,,,,,
1996-01-23,24.5,,,,,
1996-01-24,24.63,,,,,
1996-01-25,24.0,,,,,
1996-01-26,24.75,,,,,
1996-01-29,24.63,,,,,
1996-01-30,24.63,,,,,
1996-01-31,25.0,,,,,
1996-02-01,25.0,,,,,
1996-02-02,25.25,,,,,
1996-02-05,25.5,,,,,
1996-02-06,25.5,,,,,
1996-02-07,25.63,,,,,
1996-02-08,25.88,,,,,
1996-02-09,26.25,,,,,
1996-02-12,26.38,,,,,
1996-02-13,26.63,,,,,
1996-02-14,26.5,,,,,
1996-02-15,26.38,,,,,
1996-02-16,26.25,,,,,
1996-02-20,25.5,,,,,
1996-02-21,25.63,,,,,
1996-02-22,25.75,,,,,
1996-02-23,25.0,,,,,
1996-02-26,25.5,,,,,
1996-02-27,25.5,,,,,
1996-02-28,25.5,,,,,
1996-02-29,25.13,,,,,
1996-03-01,25.5,,,,,
1996-03-04,25.38,,,,,
1996-03-05,25.88,,,,,
1996-03-06,26.5,,,,,
1996-03-07,26.38,,,,,
1996-03-08,25.75,,,,,
1996-03-11,25.5,,,,,
1996-03-12,25.63,,,,,
1996-03-13,26.0,,,,,
1996-03-14,26.0,,,,,
1996-03-15,26.0,,,,,
1996-03-18,26.13,,,,,
1996-03-19,26.25,,,,,
1996-03-20,26.25,,,,,
1996-03-21,26.0,,,,,
1996-03-22,25.88,,,,,
1996-03-25,25.88,,,,,
1996-03-26,25.63,,,,,
1996-03-27,25.5,,,,,
1996-03-28,25.63,,,,,
1996-03-29,25.75,,,,,
1996-04-01,25.25,,,,,
1996-04-02,25.63,,,,,
1996-04-03,25.75,,,,,
1996-04-04,25.75,,,,,
1996-04-08,25.5,,,,,
1996-04-09,25.25,,,,,
1996-04-10,25.13,,,,,
1996-04-11,25.13,,,,,
1996-04-12,25.5,,,,,
1996-04-15,25.5,,,,,
1996-04-16,25.5,,,,,
1996-04-17,25.75,,,,,
1996-04-18,26.13,,,,,
1996-04-19,26.0,,,,,
1996-04-22,26.0,,,,,
1996-04-23,26.38,,,,,
1996-04-24,26.25,,,,,
1996-04-25,26.63,,,,,
1996-04-26,26.25,,,,,
1996-04-29,26.38,,,,,
1996-04-30,26.38,,,,,
1996-05-01,26.38,,,,,
1996-05-02,26.25,,,,,
1996-05-03,26.13,,,,,
1996-05-06,26.25,,,,,
1996-05-07,26.25,,,,,
1996-05-08,26.25,,,,,
1996-05-09,26.25,,,,,
1996-05-10,26.38,,,,,
1996-05-13,26.38,,,,,
1996-05-14,26.25,,,,,
1996-05-15,26.25,,,,,
1996-05-16,26.25,,,,,
1996-05-17,26.25,,,,,
1996-05-20,26.13,,,,,
1996-05-21,26.25,,,,,
1996-05-22,26.25,,,,,
1996-05-23,26.0,,,,,
1996-05-24,26.13,,,,,
1996-05-28,25.88,,,,,
1996-05-29,25.75,,,,,
1996-05-30,25.25,,,,,
1996-05-31,25.25,,,,,
1996-06-03,25.25,,,,,
1996-06-04,25.25,,,,,
1996-06-05,25.63,,,,,
1996-06-06,25.75,,,,,
1996-06-07,25.63,,,,,
1996-06-10,25.63,,,,,
1996-06-11,25.75,,,,,
1996-06-12,26.25,,,,,
1996-06-13,26.25,,,,,
1996-06-14,26.25,,,,,
1996-06-17,26.25,,,,,
1996-06-18,26.25,,,,,
1996-06-19,26.13,,,,,
1996-06-20,25.75,,,,,
1996-06-21,25.88,,,,,
1996-06-24,25.88,,,,,
1996-06-25,25.75,,,,,
1996-06-26,25.5,,,,,
1996-06-27,25.38,,,,,
1996-06-28,25.38,,,,,
1996-07-01,25.63,,,,,
1996-07-02,25.5,,,,,
1996-07-03,25.63,,,,,
1996-07-05,25.63,,,,,
1996-07-08,25.63,,,,,
1996-07-09,25.63,,,,,
1996-07-10,25.75,,,,,
1996-07-11,25.88,,,,,
1996-07-12,25.88,,,,,
1996-07-15,25.75,,,,,
1996-07-16,25.63,,,,,
1996-07-17,25.75,,,,,
1996-07-18,25.63,,,,,
1996-07-19,25.75,,,,,
1996-07-22,25.38,,,,,
1996-07-23,25.38,,,,,
1996-07-24,25.13,,,,,
1996-07-25,25.38,,,,,
1996-07-26,25.25,,,,,
1996-07-29,25.5,,,,,
1996-07-30,25.38,,,,,
1996-07-31,25.38,,,,,
1996-08-01,25.38,,,,,
1996-08-02,25.25,,,,,
1996-08-05,25.0,,,,,
1996-08-06,25.0,,,,,
1996-08-07,24.75,,,,,
1996-08-08,24.88,,,,,
1996-08-09,24.88,,,,,
1996-08-12,24.63,,,,,
1996-08-13,24.25,,,,,
1996-08-14,24.38,,,,,
1996-08-15,23.88,,,,,
1996-08-16,23.88,,,,,
1996-08-19,24.0,,,,,
1996-08-20,23.88,,,,,
1996-08-21,24.0,,,,,
1996-08-22,23.88,,,,,
1996-08-23,23.88,,,,,
1996-08-26,24.0,,,,,
1996-08-27,24.0,,,,,
1996-08-28,24.13,,,,,
1996-08-29,24.13,,,,,
1996-08-30,24.25,,,,,
1996-09-03,24.25,,,,,
1996-09-04,24.25,,,,,
1996-09-05,24.13,,,,,
1996-09-06,24.25,,,,,
1996-09-09,24.13,,,,,
1996-09-10,24.25,,,,,
1996-09-11,24.25,,,,,
1996-09-12,24.25,,,,,
1996-09-13,24.13,,,,,
1996-09-16,24.5,,,,,
1996-09-17,24.88,,,,,
1996-09-18,24.13,,,,,
1996-09-19,24.5,,,,,
1996-09-20,24.38,,,,,
1996-09-23,24.38,,,,,
1996-09-24,24.5,,,,,
1996-09-25,24.5,,,,,
1996-09-26,24.63,,,,,
1996-09-27,24.63,,,,,
1996-09-30,25.13,,,,,
1996-10-01,25.0,,,,,
1996-10-02,24.75,,,,,
1996-10-03,24.88,,,,,
1996-10-04,25.38,,,,,
1996-10-07,25.13,,,,,
1996-10-08,25.38,,,,,
1996-10-09,25.25,,,,,
1996-10-10,25.38,,,,,
1996-10-11,25.5,,,,,
1996-10-14,26.0,,,,,
1996-10-15,26.0,,,,,
1996-10-16,26.25,,,,,
1996-10-17,26.38,,,,,
1996-10-18,26.5,,,,,
1996-10-21,26.38,,,,,
1996-10-22,25.5,,,,,
1996-10-23,25.38,,,,,
1996-10-24,25.25,,,,,
1996-10-25,25.38,,,,,
1996-10-28,25.38,,,,,
1996-10-29,25.25,,,,,
1996-10-30,24.75,,,,,
1996-10-31,25.38,,,,,
1996-11-01,25.25,,,,,
1996-11-04,25.25,,,,,
1996-11-05,25.38,,,,,
1996-11-06,25.5,,,,,
1996-11-07,25.88,,,,,
1996-11-08,25.63,,,,,
1996-11-11,25.38,,,,,
1996-11-12,25.5,,,,,
1996-11-13,25.5,,,,,
1996-11-14,25.63,,,,,
1996-11-15,25.75,,,,,
1996-11-18,25.75,,,,,
1996-11-19,25.88,,,,,
1996-11-20,25.88,,,,,
1996-11-21,25.5,,,,,
1996-11-22,25.63,,,,,
1996-11-25,25.5,,,,,
1996-11-26,25.38,,,,,
1996-11-27,25.5,,,,,
1996-11-29,25.5,,,,,
1996-12-02,25.63,,,,,
1996-12-03,25.5,,,,,
1996-12-04,25.63,,,,,
1996-12-05,25.63,,,,,
1996-12-06,25.75,,,,,
1996-12-09,26.25,,,,,
1996-12-10,27.13,,,,,
1996-12-11,27.25,,,,,
1996-12-12,27.25,,,,,
1996-12-13,27.25,,,,,
1996-12-16,27.13,,,,,
1996-12-17,27.13,,,,,
1996-12-18,27.13,,,,,
1996-12-19,27.13,,,,,
1996-12-20,27.13,,,,,
1996-12-23,27.25,,,,,
1996-12-24,27.38,,,,,
1996-12-26,27.75,,,,,
1996-12-27,28.38,,,,,
1996-12-30,28.5,,,,,
1996-12-31,28.88,,,,,
1997-01-02,28.25,,,,,
1997-01-03,27.88,,,,,
1997-01-06,27.75,,,,,
1997-01-07,27.88,,,,,
1997-01-08,27.88,,,,,
1997-01-09,27.88,,,,,
1997-01-10,27.88,,,,,
1997-01-13,28.13,,,,,
1997-01-14,28.5,,,,,
1997-01-15,28.38,,,,,
1997-01-16,28.5,,,,,
1997-01-17,28.5,,,,,
1997-01-20,28.5,,,,,
1997-01-21,29.0,,,,,
1997-01-22,28.75,,,,,
1997-01-23,28.63,,,,,
1997-01-24,28.25,,,,,
1997-01-27,27.88,,,,,
1997-01-28,28.13,,,,,
1997-01-29,28.63,,,,,
1997-01-30,28.88,,,,,
1997-01-31,29.13,,,,,
1997-02-03,29.13,,,,,
1997-02-04,29.25,,,,,
1997-02-05,28.63,,,,,
1997-02-06,28.88,,,,,
1997-02-07,29.25,,,,,
1997-02-10,29.63,,,,,
1997-02-11,29.13,,,,,
1997-02-12,29.5,,,,,
1997-02-13,29.13,,,,,
1997-02-14,29.25,,,,,
1997-02-18,29.38,,,,,
1997-02-19,29.5,,,,,
1997-02-20,29.5,,,,,
1997-02-21,29.0,,,,,
1997-02-24,29.38,,,,,
1997-02-25,29.5,,,,,
1997-02-26,29.0,,,,,
1997-02-27,29.13,,,,,
1997-02-28,29.0,,,,,
1997-03-03,29.38,,,,,
1997-03-04,29.38,,,,,
1997-03-05,29.0,,,,,
1997-03-06,28.25,,,,,
1997-03-07,28.75,,,,,
1997-03-10,28.75,,,,,
1997-03-11,28.75,,,,,
1997-03-12,28.75,,,,,
1997-03-13,28.75,,,,,
1997-03-14,29.31,,,,,
1997-03-17,29.25,,,,,
1997-03-18,29.13,,,,,
1997-03-19,28.88,,,,,
1997-03-20,28.88,,,,,
1997-03-21,28.88,,,,,
1997-03-24,28.63,,,,,
1997-03-25,28.5,,,,,
1997-03-26,28.75,,,,,
1997-03-27,28.63,,,,,
1997-03-31,28.0,,,,,
1997-04-01,27.5,,,,,
1997-04-02,27.88,,,,,
1997-04-03,27.75,,,,,
1997-04-04,28.25,,,,,
1997-04-07,28.25,,,,,
1997-04-08,27.88,,,,,
1997-04-09,28.0,,,,,
1997-04-10,28.13,,,,,
1997-04-11,28.25,,,,,
1997-04-14,28.0,,,,,
1997-04-15,28.0,,,,,
1997-04-16,27.75,,,,,
1997-04-17,27.25,,,,,
1997-04-18,27.25,,,,,
1997-04-21,26.63,,,,,
1997-04-22,26.0,,,,,
1997-04-23,26.0,,,,,
1997-04-24,25.88,,,,,
1997-04-25,25.75,,,,,
1997-04-28,25.88,,,,,
1997-04-29,26.0,,,,,
1997-04-30,25.88,,,,,
1997-05-01,26.0,,,,,
1997-05-02,26.0,,,,,
1997-05-05,25.88,,,,,
1997-05-06,25.88,,,,,
1997-05-07,26.0,,,,,
1997-05-08,26.0,,,,,
1997-05-09,26.13,,,,,
1997-05-12,26.38,,,,,
1997-05-13,26.5,,,,,
1997-05-14,26.75,,,,,
1997-05-15,27.25,,,,,
1997-05-16,26.63,,,,,
1997-05-19,26.63,,,,,
1997-05-20,26.63,,,,,
1997-05-21,26.63,,,,,
1997-05-22,26.5,,,,,
1997-05-23,26.38,,,,,
1997-05-27,26.38,,,,,
1997-05-28,26.5,,,,,
1997-05-29,26.38,,,,,
1997-05-30,26.63,,,,,
1997-06-02,26.5,,,,,
1997-06-03,26.5,,,,,
1997-06-04,26.88,,,,,
1997-06-05,26.88,,,,,
1997-06-06,26.75,,,,,
1997-06-09,26.88,,,,,
1997-06-10,26.75,,,,,
1997-06-11,26.63,,,,,
1997-06-12,27.5,,,,,
1997-06-13,27.88,,,,,
1997-06-16,28.13,,,,,
1997-06-17,28.25,,,,,
1997-06-18,28.13,,,,,
1997-06-19,28.5,,,,,
1997-06-20,28.5,,,,,
1997-06-23,28.5,,,,,
1997-06-24,28.75,,,,,
1997-06-25,28.5,,,,,
1997-06-26,28.5,,,,,
1997-06-27,28.25,,,,,
1997-06-30,28.06,,,,,
1997-07-01,28.5,,,,,
1997-07-02,28.38,,,,,
1997-07-03,28.38,,,,,
1997-07-07,28.25,,,,,
1997-07-08,28.31,,,,,
1997-07-09,28.25,,,,,
