date,close price,PHM_SHE,PHM_TA,PHM_TL,market cap,PB Ratio
1991-08-05,1.63,,,,,
1991-08-06,1.63,,,,,
1991-08-07,1.66,,,,,
1991-08-08,1.69,,,,,
1991-08-09,1.69,,,,,
1991-08-12,1.67,,,,,
1991-08-13,1.67,,,,,
1991-08-14,1.69,,,,,
1991-08-15,1.72,,,,,
1991-08-16,1.66,,,,,
1991-08-19,1.64,,,,,
1991-08-20,1.64,,,,,
1991-08-21,1.72,,,,,
1991-08-22,1.75,,,,,
1991-08-23,1.77,,,,,
1991-08-26,1.81,,,,,
1991-08-27,1.86,,,,,
1991-08-28,1.84,,,,,
1991-08-29,1.83,,,,,
1991-08-30,1.83,,,,,
1991-09-03,1.88,,,,,
1991-09-04,1.83,,,,,
1991-09-05,1.8,,,,,
1991-09-06,1.81,,,,,
1991-09-09,1.77,,,,,
1991-09-10,1.72,,,,,
1991-09-11,1.73,,,,,
1991-09-12,1.69,,,,,
1991-09-13,1.7,,,,,
1991-09-16,1.81,,,,,
1991-09-17,1.84,,,,,
1991-09-18,1.88,,,,,
1991-09-19,1.92,,,,,
1991-09-20,1.95,,,,,
1991-09-23,1.94,,,,,
1991-09-24,1.91,,,,,
1991-09-25,1.86,,,,,
1991-09-26,1.88,,,,,
1991-09-27,1.92,,,,,
1991-09-30,1.94,,,,,
1991-10-01,2.03,,,,,
1991-10-02,1.97,,,,,
1991-10-03,1.94,,,,,
1991-10-04,1.92,,,,,
1991-10-07,1.86,,,,,
1991-10-08,1.92,,,,,
1991-10-09,1.88,,,,,
1991-10-10,1.97,,,,,
1991-10-11,2.0,,,,,
1991-10-14,1.97,,,,,
1991-10-15,1.98,,,,,
1991-10-16,1.98,,,,,
1991-10-17,2.03,,,,,
1991-10-18,2.02,,,,,
1991-10-21,2.0,,,,,
1991-10-22,2.0,,,,,
1991-10-23,1.98,,,,,
1991-10-24,2.0,,,,,
1991-10-25,1.97,,,,,
1991-10-28,2.06,,,,,
1991-10-29,2.02,,,,,
1991-10-30,1.97,,,,,
1991-10-31,1.92,,,,,
1991-11-01,1.88,,,,,
1991-11-04,1.91,,,,,
1991-11-05,1.91,,,,,
1991-11-06,1.97,,,,,
1991-11-07,2.08,,,,,
1991-11-08,2.11,,,,,
1991-11-11,2.14,,,,,
1991-11-12,2.22,,,,,
1991-11-13,2.17,,,,,
1991-11-14,2.2,,,,,
1991-11-15,2.09,,,,,
1991-11-18,2.14,,,,,
1991-11-19,2.11,,,,,
1991-11-20,2.2,,,,,
1991-11-21,2.22,,,,,
1991-11-22,2.2,,,,,
1991-11-25,2.2,,,,,
1991-11-26,2.25,,,,,
1991-11-27,2.3,,,,,
1991-11-29,2.25,,,,,
1991-12-02,2.22,,,,,
1991-12-03,2.19,,,,,
1991-12-04,2.22,,,,,
1991-12-05,2.25,,,,,
1991-12-06,2.34,,,,,
1991-12-09,2.38,,,,,
1991-12-10,2.34,,,,,
1991-12-11,2.34,,,,,
1991-12-12,2.36,,,,,
1991-12-13,2.38,,,,,
1991-12-16,2.41,,,,,
1991-12-17,2.41,,,,,
1991-12-18,2.44,,,,,
1991-12-19,2.47,,,,,
1991-12-20,2.45,,,,,
1991-12-23,2.61,,,,,
1991-12-24,2.72,,,,,
1991-12-26,2.64,,,,,
1991-12-27,2.98,,,,,
1991-12-30,3.11,,,,,
1991-12-31,2.94,,,,,
1992-01-02,2.89,,,,,
1992-01-03,2.84,,,,,
1992-01-06,2.88,,,,,
1992-01-07,2.78,,,,,
1992-01-08,2.84,,,,,
1992-01-09,2.84,,,,,
1992-01-10,2.88,,,,,
1992-01-13,3.03,,,,,
1992-01-14,3.06,,,,,
1992-01-15,3.06,,,,,
1992-01-16,3.16,,,,,
1992-01-17,3.27,,,,,
1992-01-20,3.33,,,,,
1992-01-21,3.2,,,,,
1992-01-22,3.09,,,,,
1992-01-23,3.16,,,,,
1992-01-24,3.2,,,,,
1992-01-27,3.17,,,,,
1992-01-28,3.33,,,,,
1992-01-29,3.45,,,,,
1992-01-30,3.48,,,,,
1992-01-31,3.48,,,,,
1992-02-03,3.44,,,,,
1992-02-04,3.42,,,,,
1992-02-05,3.44,,,,,
1992-02-06,3.41,,,,,
1992-02-07,3.34,,,,,
1992-02-10,3.53,,,,,
1992-02-11,3.63,,,,,
1992-02-12,3.67,,,,,
1992-02-13,3.63,,,,,
1992-02-14,3.66,,,,,
1992-02-18,3.88,,,,,
1992-02-19,3.84,,,,,
1992-02-20,3.8,,,,,
1992-02-21,3.7,,,,,
1992-02-24,3.5,,,,,
1992-02-25,3.5,,,,,
1992-02-26,3.69,,,,,
1992-02-27,3.66,,,,,
1992-02-28,3.59,,,,,
1992-03-02,3.56,,,,,
1992-03-03,3.59,,,,,
1992-03-04,3.64,,,,,
1992-03-05,3.56,,,,,
1992-03-06,3.52,,,,,
1992-03-09,3.63,,,,,
1992-03-10,3.73,,,,,
1992-03-11,3.64,,,,,
1992-03-12,3.55,,,,,
1992-03-13,3.47,,,,,
1992-03-16,3.56,,,,,
1992-03-17,3.53,,,,,
1992-03-18,3.69,,,,,
1992-03-19,3.73,,,,,
1992-03-20,3.59,,,,,
1992-03-23,3.5,,,,,
1992-03-24,3.55,,,,,
1992-03-25,3.52,,,,,
1992-03-26,3.52,,,,,
1992-03-27,3.47,,,,,
1992-03-30,3.25,,,,,
1992-03-31,3.38,,,,,
1992-04-01,3.31,,,,,
1992-04-02,3.34,,,,,
1992-04-03,3.25,,,,,
1992-04-06,3.47,,,,,
1992-04-07,3.28,,,,,
1992-04-08,3.09,,,,,
1992-04-09,3.28,,,,,
1992-04-10,3.33,,,,,
1992-04-13,3.38,,,,,
1992-04-14,3.22,,,,,
1992-04-15,2.89,,,,,
1992-04-16,2.72,,,,,
1992-04-20,2.73,,,,,
1992-04-21,2.59,,,,,
1992-04-22,2.42,,,,,
1992-04-23,2.38,,,,,
1992-04-24,2.39,,,,,
1992-04-27,2.56,,,,,
1992-04-28,2.56,,,,,
1992-04-29,2.38,,,,,
1992-04-30,2.66,,,,,
1992-05-01,2.66,,,,,
1992-05-04,2.67,,,,,
1992-05-05,2.72,,,,,
1992-05-06,2.7,,,,,
1992-05-07,2.73,,,,,
1992-05-08,2.72,,,,,
1992-05-11,2.75,,,,,
1992-05-12,2.73,,,,,
1992-05-13,2.75,,,,,
1992-05-14,2.66,,,,,
1992-05-15,2.59,,,,,
1992-05-18,2.66,,,,,
1992-05-19,2.73,,,,,
1992-05-20,2.86,,,,,
1992-05-21,2.81,,,,,
1992-05-22,2.84,,,,,
1992-05-26,2.78,,,,,
1992-05-27,2.75,,,,,
1992-05-28,2.77,,,,,
1992-05-29,2.78,,,,,
1992-06-01,2.64,,,,,
1992-06-02,2.73,,,,,
1992-06-03,2.77,,,,,
1992-06-04,2.77,,,,,
1992-06-05,2.83,,,,,
1992-06-08,2.8,,,,,
1992-06-09,2.8,,,,,
1992-06-10,2.78,,,,,
1992-06-11,2.78,,,,,
1992-06-12,2.84,,,,,
1992-06-15,2.83,,,,,
1992-06-16,2.78,,,,,
1992-06-17,2.77,,,,,
1992-06-18,2.59,,,,,
1992-06-19,2.52,,,,,
1992-06-22,2.42,,,,,
1992-06-23,2.5,,,,,
1992-06-24,2.45,,,,,
1992-06-25,2.36,,,,,
1992-06-26,2.38,,,,,
1992-06-29,2.25,,,,,
1992-06-30,2.16,,,,,
1992-07-01,2.34,,,,,
1992-07-02,2.52,,,,,
1992-07-06,2.53,,,,,
1992-07-07,2.5,,,,,
1992-07-08,2.45,,,,,
1992-07-09,2.53,,,,,
1992-07-10,2.66,,,,,
1992-07-13,2.67,,,,,
1992-07-14,2.75,,,,,
1992-07-15,2.75,,,,,
1992-07-16,2.73,,,,,
1992-07-17,2.73,,,,,
1992-07-20,2.77,,,,,
1992-07-21,2.84,,,,,
1992-07-22,2.86,,,,,
1992-07-23,2.89,,,,,
1992-07-24,2.97,,,,,
1992-07-27,3.16,,,,,
1992-07-28,3.28,,,,,
1992-07-29,3.23,,,,,
1992-07-30,3.28,,,,,
1992-07-31,3.22,,,,,
1992-08-03,3.22,,,,,
1992-08-04,3.22,,,,,
1992-08-05,3.14,,,,,
1992-08-06,3.22,,,,,
1992-08-07,3.14,,,,,
1992-08-10,3.2,,,,,
1992-08-11,3.22,,,,,
1992-08-12,3.14,,,,,
1992-08-13,3.03,,,,,
1992-08-14,3.08,,,,,
1992-08-17,3.11,,,,,
1992-08-18,3.08,,,,,
1992-08-19,3.03,,,,,
1992-08-20,3.05,,,,,
1992-08-21,2.97,,,,,
1992-08-24,2.91,,,,,
1992-08-25,3.03,,,,,
1992-08-26,2.94,,,,,
1992-08-27,2.91,,,,,
1992-08-28,2.89,,,,,
1992-08-31,2.88,,,,,
1992-09-01,2.84,,,,,
1992-09-02,2.86,,,,,
1992-09-03,2.86,,,,,
1992-09-04,2.88,,,,,
1992-09-08,2.86,,,,,
1992-09-09,2.86,,,,,
1992-09-10,2.84,,,,,
1992-09-11,2.83,,,,,
1992-09-14,2.83,,,,,
1992-09-15,2.81,,,,,
1992-09-16,2.78,,,,,
1992-09-17,2.75,,,,,
1992-09-18,2.66,,,,,
1992-09-21,2.63,,,,,
1992-09-22,2.72,,,,,
1992-09-23,2.78,,,,,
1992-09-24,2.88,,,,,
1992-09-25,2.88,,,,,
1992-09-28,2.92,,,,,
1992-09-29,2.98,,,,,
1992-09-30,3.0,,,,,
1992-10-01,2.89,,,,,
1992-10-02,2.83,,,,,
1992-10-05,2.88,,,,,
1992-10-06,2.86,,,,,
1992-10-07,2.88,,,,,
1992-10-08,2.91,,,,,
1992-10-09,2.86,,,,,
1992-10-12,2.91,,,,,
1992-10-13,2.92,,,,,
1992-10-14,2.94,,,,,
1992-10-15,2.95,,,,,
1992-10-16,3.09,,,,,
1992-10-19,3.2,,,,,
1992-10-20,3.19,,,,,
1992-10-21,3.11,,,,,
1992-10-22,3.27,,,,,
1992-10-23,3.23,,,,,
1992-10-26,3.25,,,,,
1992-10-27,3.25,,,,,
1992-10-28,3.31,,,,,
1992-10-29,3.33,,,,,
1992-10-30,3.34,,,,,
1992-11-02,3.41,,,,,
1992-11-03,3.44,,,,,
1992-11-04,3.41,,,,,
1992-11-05,3.39,,,,,
1992-11-06,3.41,,,,,
1992-11-09,3.47,,,,,
1992-11-10,3.44,,,,,
1992-11-11,3.48,,,,,
1992-11-12,3.48,,,,,
1992-11-13,3.44,,,,,
1992-11-16,3.48,,,,,
1992-11-17,3.47,,,,,
1992-11-18,3.52,,,,,
1992-11-19,3.55,,,,,
1992-11-20,3.66,,,,,
1992-11-23,3.63,,,,,
1992-11-24,3.61,,,,,
1992-11-25,3.61,,,,,
1992-11-27,3.61,,,,,
1992-11-30,3.5,,,,,
1992-12-01,3.61,,,,,
1992-12-02,3.72,,,,,
1992-12-03,3.8,,,,,
1992-12-04,3.88,,,,,
1992-12-07,3.84,,,,,
1992-12-08,3.78,,,,,
1992-12-09,3.73,,,,,
1992-12-10,3.61,,,,,
1992-12-11,3.63,,,,,
1992-12-14,3.69,,,,,
1992-12-15,3.61,,,,,
1992-12-16,3.58,,,,,
1992-12-17,3.73,,,,,
1992-12-18,3.75,,,,,
1992-12-21,3.67,,,,,
1992-12-22,3.59,,,,,
1992-12-23,3.67,,,,,
1992-12-24,3.75,,,,,
1992-12-28,3.75,,,,,
1992-12-29,3.75,,,,,
1992-12-30,3.8,,,,,
1992-12-31,3.77,,,,,
1993-01-04,3.73,,,,,
1993-01-05,3.7,,,,,
1993-01-06,3.75,,,,,
1993-01-07,3.75,,,,,
1993-01-08,3.73,,,,,
1993-01-11,3.77,,,,,
1993-01-12,3.95,,,,,
1993-01-13,4.03,,,,,
1993-01-14,3.97,,,,,
1993-01-15,3.98,,,,,
1993-01-18,3.98,,,,,
1993-01-19,3.91,,,,,
1993-01-20,3.86,,,,,
1993-01-21,3.88,,,,,
1993-01-22,3.95,,,,,
1993-01-25,4.13,,,,,
1993-01-26,4.16,,,,,
1993-01-27,4.11,,,,,
1993-01-28,4.05,,,,,
1993-01-29,4.02,,,,,
1993-02-01,4.05,,,,,
1993-02-02,3.97,,,,,
1993-02-03,4.0,,,,,
1993-02-04,4.0,,,,,
1993-02-05,4.0,,,,,
1993-02-08,4.06,,,,,
1993-02-09,3.8,,,,,
1993-02-10,3.84,,,,,
1993-02-11,3.84,,,,,
1993-02-12,3.84,,,,,
1993-02-16,3.59,,,,,
1993-02-17,3.31,,,,,
1993-02-18,3.36,,,,,
1993-02-19,3.42,,,,,
1993-02-22,3.53,,,,,
1993-02-23,3.67,,,,,
1993-02-24,3.56,,,,,
1993-02-25,3.61,,,,,
