date,close price,WHR_SHE,WHR_TA,WHR_TL,market cap,PB Ratio
1973-05-22,12.81,,,,,
1973-05-23,13.0,,,,,
1973-05-24,13.81,,,,,
1973-05-25,13.88,,,,,
1973-05-29,13.25,,,,,
1973-05-30,13.19,,,,,
1973-05-31,13.25,,,,,
1973-06-01,13.0,,,,,
1973-06-04,12.5,,,,,
1973-06-05,12.75,,,,,
1973-06-06,12.13,,,,,
1973-06-07,12.25,,,,,
1973-06-08,12.63,,,,,
1973-06-11,12.38,,,,,
1973-06-12,12.88,,,,,
1973-06-13,12.94,,,,,
1973-06-14,12.81,,,,,
1973-06-15,12.5,,,,,
1973-06-18,11.88,,,,,
1973-06-19,12.13,,,,,
1973-06-20,12.56,,,,,
1973-06-21,12.75,,,,,
1973-06-22,13.06,,,,,
1973-06-25,12.75,,,,,
1973-06-26,13.25,,,,,
1973-06-27,13.19,,,,,
1973-06-28,13.88,,,,,
1973-06-29,13.88,,,,,
1973-07-02,13.88,,,,,
1973-07-03,13.38,,,,,
1973-07-05,13.25,,,,,
1973-07-06,12.94,,,,,
1973-07-09,13.5,,,,,
1973-07-10,13.63,,,,,
1973-07-11,14.19,,,,,
1973-07-12,14.25,,,,,
1973-07-13,14.31,,,,,
1973-07-16,15.25,,,,,
1973-07-17,15.63,,,,,
1973-07-18,15.75,,,,,
1973-07-19,15.63,,,,,
1973-07-20,16.13,,,,,
1973-07-23,15.63,,,,,
1973-07-24,15.63,,,,,
1973-07-25,16.13,,,,,
1973-07-26,16.25,,,,,
1973-07-27,15.56,,,,,
1973-07-30,15.75,,,,,
1973-07-31,15.25,,,,,
1973-08-01,14.88,,,,,
1973-08-02,15.0,,,,,
1973-08-03,15.63,,,,,
1973-08-06,15.5,,,,,
1973-08-07,15.5,,,,,
1973-08-08,14.75,,,,,
1973-08-09,15.38,,,,,
1973-08-10,15.06,,,,,
1973-08-13,14.63,,,,,
1973-08-14,14.63,,,,,
1973-08-15,14.5,,,,,
1973-08-16,14.5,,,,,
1973-08-17,14.63,,,,,
1973-08-20,14.13,,,,,
1973-08-21,14.13,,,,,
1973-08-22,14.13,,,,,
1973-08-23,14.5,,,,,
1973-08-24,14.75,,,,,
1973-08-27,14.75,,,,,
1973-08-28,14.81,,,,,
1973-08-29,15.06,,,,,
1973-08-30,14.88,,,,,
1973-08-31,14.81,,,,,
1973-09-04,14.94,,,,,
1973-09-05,14.88,,,,,
1973-09-06,15.13,,,,,
1973-09-07,15.19,,,,,
1973-09-10,15.13,,,,,
1973-09-11,15.44,,,,,
1973-09-12,15.63,,,,,
1973-09-13,15.81,,,,,
1973-09-14,16.0,,,,,
1973-09-17,16.19,,,,,
1973-09-18,15.88,,,,,
1973-09-19,16.13,,,,,
1973-09-20,16.44,,,,,
1973-09-21,17.0,,,,,
1973-09-24,16.63,,,,,
1973-09-25,16.88,,,,,
1973-09-26,16.88,,,,,
1973-09-27,16.75,,,,,
1973-09-28,16.13,,,,,
1973-10-01,16.25,,,,,
1973-10-02,16.0,,,,,
1973-10-03,15.75,,,,,
1973-10-04,15.81,,,,,
1973-10-05,16.13,,,,,
1973-10-08,16.13,,,,,
1973-10-09,16.13,,,,,
1973-10-10,16.06,,,,,
1973-10-11,16.13,,,,,
1973-10-12,16.13,,,,,
1973-10-15,16.06,,,,,
1973-10-16,16.13,,,,,
1973-10-17,16.19,,,,,
1973-10-18,15.94,,,,,
1973-10-19,16.0,,,,,
1973-10-22,16.13,,,,,
1973-10-23,16.0,,,,,
1973-10-24,16.0,,,,,
1973-10-25,15.63,,,,,
1973-10-26,15.69,,,,,
1973-10-29,15.0,,,,,
1973-10-30,15.13,,,,,
1973-10-31,15.0,,,,,
1973-11-01,15.0,,,,,
1973-11-02,15.13,,,,,
1973-11-05,15.25,,,,,
1973-11-06,14.88,,,,,
1973-11-07,15.13,,,,,
1973-11-08,15.0,,,,,
1973-11-09,14.75,,,,,
1973-11-12,14.88,,,,,
1973-11-13,14.75,,,,,
1973-11-14,14.75,,,,,
1973-11-15,14.13,,,,,
1973-11-16,14.0,,,,,
1973-11-19,13.75,,,,,
1973-11-20,13.31,,,,,
1973-11-21,13.5,,,,,
1973-11-23,13.5,,,,,
1973-11-26,12.75,,,,,
1973-11-27,12.06,,,,,
1973-11-28,12.5,,,,,
1973-11-29,12.63,,,,,
1973-11-30,12.44,,,,,
1973-12-03,12.31,,,,,
1973-12-04,12.5,,,,,
1973-12-05,12.5,,,,,
1973-12-06,13.25,,,,,
1973-12-07,13.0,,,,,
1973-12-10,12.75,,,,,
1973-12-11,12.38,,,,,
1973-12-12,12.0,,,,,
1973-12-13,12.13,,,,,
1973-12-14,11.75,,,,,
1973-12-17,12.13,,,,,
1973-12-18,12.38,,,,,
1973-12-19,12.63,,,,,
1973-12-20,12.75,,,,,
1973-12-21,12.63,,,,,
1973-12-24,13.25,,,,,
1973-12-26,13.0,,,,,
1973-12-27,13.31,,,,,
1973-12-28,13.0,,,,,
1973-12-31,12.56,,,,,
1974-01-02,12.88,,,,,
1974-01-03,12.63,,,,,
1974-01-04,12.75,,,,,
1974-01-07,12.75,,,,,
1974-01-08,12.13,,,,,
1974-01-09,12.25,,,,,
1974-01-10,12.13,,,,,
1974-01-11,11.88,,,,,
1974-01-14,11.44,,,,,
1974-01-15,11.44,,,,,
1974-01-16,11.5,,,,,
1974-01-17,11.94,,,,,
1974-01-18,11.63,,,,,
1974-01-21,12.19,,,,,
1974-01-22,12.25,,,,,
1974-01-23,12.13,,,,,
1974-01-24,12.25,,,,,
1974-01-25,12.25,,,,,
1974-01-28,12.25,,,,,
1974-01-29,12.06,,,,,
1974-01-30,12.0,,,,,
1974-01-31,12.0,,,,,
1974-02-01,12.06,,,,,
1974-02-04,12.25,,,,,
1974-02-05,12.25,,,,,
1974-02-06,12.13,,,,,
1974-02-07,12.5,,,,,
1974-02-08,12.31,,,,,
1974-02-11,12.56,,,,,
1974-02-12,12.88,,,,,
1974-02-13,12.88,,,,,
1974-02-14,12.88,,,,,
1974-02-15,13.75,,,,,
1974-02-19,13.88,,,,,
1974-02-20,14.06,,,,,
1974-02-21,14.5,,,,,
1974-02-22,14.13,,,,,
1974-02-25,13.63,,,,,
1974-02-26,13.38,,,,,
1974-02-27,13.0,,,,,
1974-02-28,13.0,,,,,
1974-03-01,13.0,,,,,
1974-03-04,12.81,,,,,
1974-03-05,13.19,,,,,
1974-03-06,13.0,,,,,
1974-03-07,13.0,,,,,
1974-03-08,13.06,,,,,
1974-03-11,13.06,,,,,
1974-03-12,13.25,,,,,
1974-03-13,13.19,,,,,
1974-03-14,13.25,,,,,
1974-03-15,13.56,,,,,
1974-03-18,13.56,,,,,
1974-03-19,13.75,,,,,
1974-03-20,14.0,,,,,
1974-03-21,14.25,,,,,
1974-03-22,14.56,,,,,
1974-03-25,14.5,,,,,
1974-03-26,14.25,,,,,
1974-03-27,14.0,,,,,
1974-03-28,14.0,,,,,
1974-03-29,14.0,,,,,
1974-04-01,13.88,,,,,
1974-04-02,13.63,,,,,
1974-04-03,13.88,,,,,
1974-04-04,13.81,,,,,
1974-04-05,13.81,,,,,
1974-04-08,13.5,,,,,
1974-04-09,13.19,,,,,
1974-04-10,13.19,,,,,
1974-04-11,12.75,,,,,
1974-04-15,12.81,,,,,
1974-04-16,12.75,,,,,
1974-04-17,13.19,,,,,
1974-04-18,13.19,,,,,
1974-04-19,13.44,,,,,
1974-04-22,13.38,,,,,
1974-04-23,13.31,,,,,
1974-04-24,12.88,,,,,
1974-04-25,12.63,,,,,
1974-04-26,13.13,,,,,
1974-04-29,13.25,,,,,
1974-04-30,13.38,,,,,
1974-05-01,14.44,,,,,
1974-05-02,14.06,,,,,
1974-05-03,13.88,,,,,
1974-05-06,13.75,,,,,
1974-05-07,13.75,,,,,
1974-05-08,13.25,,,,,
1974-05-09,13.25,,,,,
1974-05-10,13.0,,,,,
1974-05-13,13.0,,,,,
1974-05-14,13.25,,,,,
1974-05-15,13.0,,,,,
1974-05-16,13.0,,,,,
1974-05-17,12.75,,,,,
1974-05-20,13.0,,,,,
1974-05-21,12.88,,,,,
1974-05-22,12.75,,,,,
1974-05-23,12.75,,,,,
1974-05-24,12.88,,,,,
1974-05-28,12.63,,,,,
1974-05-29,12.56,,,,,
1974-05-30,12.69,,,,,
1974-05-31,12.5,,,,,
1974-06-03,12.56,,,,,
1974-06-04,13.5,,,,,
1974-06-05,13.38,,,,,
1974-06-06,13.13,,,,,
1974-06-07,13.25,,,,,
1974-06-10,13.5,,,,,
1974-06-11,13.5,,,,,
1974-06-12,13.44,,,,,
1974-06-13,13.44,,,,,
1974-06-14,13.38,,,,,
1974-06-17,13.13,,,,,
1974-06-18,12.88,,,,,
1974-06-19,12.75,,,,,
1974-06-20,12.5,,,,,
1974-06-21,12.44,,,,,
1974-06-24,12.25,,,,,
1974-06-25,12.13,,,,,
1974-06-26,11.63,,,,,
1974-06-27,11.25,,,,,
1974-06-28,11.25,,,,,
1974-07-01,11.63,,,,,
1974-07-02,11.88,,,,,
1974-07-03,12.0,,,,,
1974-07-05,11.75,,,,,
1974-07-08,11.63,,,,,
1974-07-09,11.81,,,,,
1974-07-10,11.5,,,,,
1974-07-11,11.06,,,,,
1974-07-12,11.56,,,,,
1974-07-15,11.88,,,,,
1974-07-16,11.69,,,,,
1974-07-17,11.75,,,,,
1974-07-18,11.88,,,,,
1974-07-19,12.0,,,,,
1974-07-22,11.88,,,,,
1974-07-23,12.25,,,,,
1974-07-24,12.13,,,,,
1974-07-25,11.88,,,,,
1974-07-26,12.13,,,,,
1974-07-29,11.88,,,,,
1974-07-30,11.81,,,,,
1974-07-31,11.81,,,,,
1974-08-01,11.81,,,,,
1974-08-02,11.38,,,,,
1974-08-05,11.31,,,,,
1974-08-06,11.38,,,,,
1974-08-07,11.75,,,,,
1974-08-08,11.31,,,,,
1974-08-09,11.19,,,,,
1974-08-12,11.19,,,,,
1974-08-13,10.75,,,,,
1974-08-14,10.5,,,,,
1974-08-15,10.0,,,,,
1974-08-16,10.0,,,,,
1974-08-19,9.75,,,,,
1974-08-20,9.63,,,,,
1974-08-21,8.94,,,,,
1974-08-22,8.44,,,,,
1974-08-23,8.31,,,,,
1974-08-26,7.63,,,,,
1974-08-27,6.94,,,,,
1974-08-28,6.94,,,,,
1974-08-29,6.75,,,,,
1974-08-30,7.31,,,,,
1974-09-03,7.44,,,,,
1974-09-04,7.38,,,,,
1974-09-05,7.5,,,,,
1974-09-06,7.63,,,,,
1974-09-09,7.56,,,,,
1974-09-10,7.19,,,,,
1974-09-11,7.06,,,,,
1974-09-12,6.81,,,,,
1974-09-13,6.69,,,,,
1974-09-16,7.0,,,,,
1974-09-17,6.94,,,,,
1974-09-18,6.5,,,,,
1974-09-19,6.63,,,,,
1974-09-20,6.63,,,,,
1974-09-23,6.56,,,,,
1974-09-24,6.75,,,,,
1974-09-25,6.63,,,,,
1974-09-26,6.56,,,,,
1974-09-27,6.56,,,,,
1974-09-30,6.0,,,,,
1974-10-01,5.63,,,,,
1974-10-02,5.88,,,,,
1974-10-03,5.5,,,,,
1974-10-04,5.63,,,,,
1974-10-07,5.63,,,,,
1974-10-08,5.81,,,,,
1974-10-09,6.38,,,,,
1974-10-10,6.5,,,,,
1974-10-11,6.75,,,,,
1974-10-14,6.75,,,,,
1974-10-15,6.63,,,,,
1974-10-16,6.56,,,,,
1974-10-17,6.63,,,,,
1974-10-18,6.63,,,,,
1974-10-21,6.88,,,,,
1974-10-22,6.81,,,,,
1974-10-23,6.81,,,,,
1974-10-24,6.63,,,,,
1974-10-25,6.81,,,,,
1974-10-28,7.13,,,,,
1974-10-29,7.06,,,,,
1974-10-30,7.31,,,,,
1974-10-31,7.56,,,,,
1974-11-01,7.63,,,,,
1974-11-04,7.5,,,,,
1974-11-05,7.63,,,,,
1974-11-06,8.19,,,,,
1974-11-07,9.25,,,,,
1974-11-08,9.13,,,,,
1974-11-11,9.63,,,,,
1974-11-12,9.38,,,,,
1974-11-13,8.5,,,,,
1974-11-14,8.06,,,,,
1974-11-15,8.13,,,,,
1974-11-18,7.56,,,,,
1974-11-19,7.38,,,,,
1974-11-20,7.19,,,,,
1974-11-21,7.13,,,,,
1974-11-22,7.38,,,,,
1974-11-25,7.5,,,,,
1974-11-26,8.5,,,,,
1974-11-27,8.25,,,,,
1974-11-29,8.31,,,,,
1974-12-02,8.06,,,,,
1974-12-03,7.88,,,,,
1974-12-04,7.5,,,,,
1974-12-05,7.0,,,,,
1974-12-06,6.5,,,,,
1974-12-09,6.5,,,,,
1974-12-10,7.25,,,,,
1974-12-11,6.88,,,,,
1974-12-12,6.75,,,,,
1974-12-13,6.75,,,,,
1974-12-16,6.81,,,,,
1974-12-17,6.81,,,,,
1974-12-18,6.88,,,,,
1974-12-19,6.94,,,,,
1974-12-20,6.94,,,,,
1974-12-23,6.81,,,,,
1974-12-24,7.0,,,,,
1974-12-26,7.31,,,,,
1974-12-27,7.44,,,,,
1974-12-30,7.13,,,,,
1974-12-31,7.44,,,,,
1975-01-02,8.44,,,,,
1975-01-03,8.5,,,,,
1975-01-06,8.75,,,,,
1975-01-07,8.63,,,,,
1975-01-08,8.69,,,,,
1975-01-09,8.88,,,,,
1975-01-10,9.25,,,,,
1975-01-13,9.75,,,,,
1975-01-14,9.06,,,,,
1975-01-15,9.0,,,,,
1975-01-16,8.94,,,,,
1975-01-17,8.88,,,,,
1975-01-20,8.81,,,,,
1975-01-21,8.75,,,,,
1975-01-22,8.75,,,,,
1975-01-23,9.0,,,,,
1975-01-24,9.25,,,,,
1975-01-27,9.63,,,,,
1975-01-28,9.25,,,,,
1975-01-29,9.0,,,,,
1975-01-30,9.13,,,,,
1975-01-31,9.31,,,,,
1975-02-03,9.31,,,,,
1975-02-04,9.0,,,,,
1975-02-05,9.19,,,,,
1975-02-06,9.44,,,,,
1975-02-07,9.44,,,,,
1975-02-10,9.31,,,,,
1975-02-11,9.25,,,,,
1975-02-12,9.13,,,,,
1975-02-13,9.5,,,,,
1975-02-14,10.13,,,,,
1975-02-18,10.56,,,,,
1975-02-19,10.5,,,,,
1975-02-20,10.5,,,,,
1975-02-21,10.31,,,,,
1975-02-24,10.0,,,,,
1975-02-25,9.56,,,,,
1975-02-26,9.88,,,,,
1975-02-27,10.25,,,,,
1975-02-28,10.31,,,,,
1975-03-03,10.25,,,,,
1975-03-04,11.0,,,,,
1975-03-05,11.0,,,,,
1975-03-06,11.38,,,,,
1975-03-07,12.0,,,,,
1975-03-10,12.06,,,,,
1975-03-11,11.75,,,,,
1975-03-12,12.0,,,,,
1975-03-13,11.81,,,,,
1975-03-14,12.5,,,,,
1975-03-17,12.5,,,,,
1975-03-18,12.25,,,,,
1975-03-19,12.5,,,,,
1975-03-20,12.63,,,,,
1975-03-21,12.75,,,,,
1975-03-24,12.25,,,,,
1975-03-25,12.25,,,,,
1975-03-26,12.25,,,,,
1975-03-27,12.0,,,,,
1975-03-31,11.88,,,,,
1975-04-01,11.75,,,,,
1975-04-02,11.63,,,,,
1975-04-03,11.63,,,,,
1975-04-04,11.69,,,,,
1975-04-07,11.75,,,,,
1975-04-08,11.88,,,,,
1975-04-09,12.5,,,,,
1975-04-10,12.44,,,,,
1975-04-11,12.44,,,,,
1975-04-14,12.25,,,,,
1975-04-15,12.5,,,,,
1975-04-16,12.5,,,,,
1975-04-17,12.31,,,,,
1975-04-18,12.38,,,,,
1975-04-21,12.56,,,,,
1975-04-22,12.81,,,,,
1975-04-23,12.75,,,,,
1975-04-24,12.81,,,,,
1975-04-25,12.94,,,,,
1975-04-28,12.69,,,,,
1975-04-29,12.81,,,,,
1975-04-30,12.88,,,,,
1975-05-01,12.63,,,,,
1975-05-02,12.63,,,,,
1975-05-05,12.88,,,,,
1975-05-06,12.25,,,,,
1975-05-07,11.88,,,,,
1975-05-08,11.88,,,,,
1975-05-09,12.13,,,,,
1975-05-12,12.25,,,,,
1975-05-13,12.38,,,,,
1975-05-14,12.19,,,,,
1975-05-15,11.94,,,,,
1975-05-16,12.06,,,,,
1975-05-19,12.13,,,,,
1975-05-20,11.5,,,,,
1975-05-21,11.06,,,,,
1975-05-22,11.19,,,,,
1975-05-23,11.38,,,,,
1975-05-27,11.38,,,,,
1975-05-28,11.38,,,,,
1975-05-29,11.25,,,,,
1975-05-30,11.38,,,,,
1975-06-02,11.5,,,,,
1975-06-03,11.63,,,,,
1975-06-04,11.75,,,,,
1975-06-05,11.69,,,,,
1975-06-06,11.38,,,,,
1975-06-09,11.5,,,,,
1975-06-10,11.38,,,,,
1975-06-11,11.31,,,,,
1975-06-12,11.06,,,,,
1975-06-13,11.19,,,,,
1975-06-16,11.63,,,,,
1975-06-17,11.69,,,,,
1975-06-18,11.31,,,,,
1975-06-19,10.94,,,,,
1975-06-20,11.38,,,,,
1975-06-23,11.75,,,,,
1975-06-24,12.13,,,,,
1975-06-25,12.25,,,,,
1975-06-26,12.56,,,,,
1975-06-27,12.63,,,,,
1975-06-30,12.88,,,,,
1975-07-01,13.06,,,,,
1975-07-02,12.94,,,,,
1975-07-03,13.0,,,,,
1975-07-07,13.13,,,,,
1975-07-08,13.13,,,,,
1975-07-09,13.5,,,,,
1975-07-10,13.69,,,,,
1975-07-11,14.19,,,,,
1975-07-14,14.25,,,,,
1975-07-15,13.88,,,,,
1975-07-16,13.63,,,,,
1975-07-17,13.25,,,,,
1975-07-18,13.38,,,,,
1975-07-21,13.13,,,,,
1975-07-22,13.06,,,,,
1975-07-23,13.13,,,,,
1975-07-24,13.0,,,,,
1975-07-25,12.94,,,,,
1975-07-28,12.81,,,,,
1975-07-29,12.75,,,,,
1975-07-30,12.63,,,,,
1975-07-31,12.69,,,,,
1975-08-01,12.63,,,,,
1975-08-04,12.56,,,,,
1975-08-05,12.25,,,,,
1975-08-06,12.19,,,,,
1975-08-07,12.38,,,,,
1975-08-08,12.25,,,,,
1975-08-11,11.94,,,,,
1975-08-12,12.0,,,,,
1975-08-13,11.88,,,,,
1975-08-14,12.06,,,,,
1975-08-15,12.25,,,,,
1975-08-18,12.38,,,,,
1975-08-19,12.19,,,,,
1975-08-20,12.0,,,,,
1975-08-21,11.94,,,,,
1975-08-22,12.19,,,,,
1975-08-25,12.13,,,,,
1975-08-26,11.94,,,,,
1975-08-27,11.81,,,,,
1975-08-28,11.75,,,,,
1975-08-29,11.81,,,,,
1975-09-02,12.13,,,,,
1975-09-03,12.13,,,,,
1975-09-04,12.13,,,,,
1975-09-05,12.0,,,,,
1975-09-08,12.0,,,,,
1975-09-09,11.69,,,,,
1975-09-10,11.31,,,,,
1975-09-11,11.25,,,,,
1975-09-12,10.38,,,,,
1975-09-15,9.75,,,,,
1975-09-16,9.5,,,,,
1975-09-17,10.0,,,,,
1975-09-18,10.0,,,,,
1975-09-19,10.19,,,,,
1975-09-22,10.19,,,,,
1975-09-23,10.06,,,,,
1975-09-24,10.25,,,,,
1975-09-25,10.63,,,,,
1975-09-26,10.88,,,,,
1975-09-29,10.75,,,,,
1975-09-30,10.81,,,,,
1975-10-01,10.63,,,,,
1975-10-02,10.69,,,,,
1975-10-03,11.06,,,,,
1975-10-06,11.63,,,,,
1975-10-07,11.69,,,,,
1975-10-08,12.63,,,,,
1975-10-09,13.25,,,,,
1975-10-10,13.5,,,,,
1975-10-13,13.56,,,,,
1975-10-14,13.5,,,,,
1975-10-15,13.38,,,,,
1975-10-16,13.13,,,,,
1975-10-17,12.69,,,,,
1975-10-20,12.94,,,,,
1975-10-21,13.13,,,,,
1975-10-22,13.38,,,,,
1975-10-23,14.0,,,,,
1975-10-24,13.31,,,,,
1975-10-27,13.5,,,,,
1975-10-28,13.5,,,,,
1975-10-29,13.25,,,,,
1975-10-30,13.5,,,,,
1975-10-31,13.5,,,,,
1975-11-03,13.31,,,,,
1975-11-04,13.5,,,,,
1975-11-05,13.88,,,,,
1975-11-06,14.13,,,,,
1975-11-07,14.44,,,,,
1975-11-10,14.13,,,,,
1975-11-11,14.19,,,,,
1975-11-12,14.13,,,,,
1975-11-13,14.25,,,,,
1975-11-14,14.0,,,,,
1975-11-17,13.69,,,,,
1975-11-18,13.63,,,,,
1975-11-19,13.25,,,,,
1975-11-20,12.81,,,,,
1975-11-21,12.88,,,,,
1975-11-24,12.75,,,,,
1975-11-25,12.94,,,,,
1975-11-26,13.0,,,,,
1975-11-28,13.5,,,,,
1975-12-01,13.38,,,,,
1975-12-02,12.81,,,,,
1975-12-03,12.75,,,,,
1975-12-04,13.0,,,,,
1975-12-05,12.88,,,,,
1975-12-08,12.88,,,,,
1975-12-09,12.5,,,,,
1975-12-10,12.44,,,,,
1975-12-11,12.5,,,,,
1975-12-12,12.5,,,,,
1975-12-15,12.69,,,,,
1975-12-16,12.94,,,,,
1975-12-17,12.88,,,,,
1975-12-18,12.69,,,,,
1975-12-19,12.75,,,,,
1975-12-22,12.63,,,,,
1975-12-23,12.88,,,,,
1975-12-24,12.88,,,,,
1975-12-26,12.94,,,,,
1975-12-29,12.88,,,,,
1975-12-30,12.94,,,,,
1975-12-31,13.0,,,,,
1976-01-02,12.5,,,,,
1976-01-05,12.75,,,,,
1976-01-06,13.25,,,,,
1976-01-07,13.38,,,,,
1976-01-08,13.5,,,,,
1976-01-09,13.69,,,,,
1976-01-12,14.25,,,,,
1976-01-13,14.13,,,,,
1976-01-14,14.0,,,,,
1976-01-15,13.94,,,,,
1976-01-16,13.94,,,,,
1976-01-19,14.56,,,,,
1976-01-20,14.94,,,,,
1976-01-21,14.81,,,,,
1976-01-22,14.38,,,,,
1976-01-23,14.25,,,,,
1976-01-26,14.19,,,,,
1976-01-27,14.5,,,,,
1976-01-28,14.25,,,,,
1976-01-29,14.38,,,,,
1976-01-30,14.25,,,,,
1976-02-02,14.31,,,,,
1976-02-03,14.63,,,,,
1976-02-04,14.56,,,,,
1976-02-05,14.38,,,,,
1976-02-06,13.5,,,,,
1976-02-09,13.63,,,,,
1976-02-10,13.63,,,,,
1976-02-11,13.81,,,,,
1976-02-12,14.0,,,,,
1976-02-13,14.13,,,,,
1976-02-17,14.25,,,,,
1976-02-18,14.75,,,,,
1976-02-19,14.94,,,,,
1976-02-20,15.69,,,,,
1976-02-23,15.63,,,,,
1976-02-24,16.19,,,,,
1976-02-25,16.88,,,,,
1976-02-26,16.5,,,,,
1976-02-27,16.19,,,,,
1976-03-01,16.13,,,,,
1976-03-02,15.75,,,,,
1976-03-03,16.0,,,,,
1976-03-04,15.88,,,,,
1976-03-05,15.69,,,,,
1976-03-08,15.69,,,,,
1976-03-09,16.25,,,,,
1976-03-10,16.38,,,,,
1976-03-11,16.63,,,,,
1976-03-12,16.0,,,,,
1976-03-15,15.81,,,,,
1976-03-16,15.94,,,,,
1976-03-17,15.5,,,,,
1976-03-18,15.31,,,,,
1976-03-19,15.19,,,,,
1976-03-22,15.38,,,,,
1976-03-23,15.38,,,,,
1976-03-24,15.5,,,,,
1976-03-25,15.5,,,,,
1976-03-26,15.5,,,,,
1976-03-29,15.38,,,,,
1976-03-30,15.06,,,,,
1976-03-31,15.06,,,,,
1976-04-01,15.13,,,,,
1976-04-02,15.0,,,,,
1976-04-05,15.0,,,,,
1976-04-06,15.56,,,,,
1976-04-07,15.63,,,,,
1976-04-08,15.44,,,,,
1976-04-09,15.0,,,,,
1976-04-12,14.94,,,,,
1976-04-13,14.88,,,,,
1976-04-14,14.94,,,,,
1976-04-15,14.81,,,,,
1976-04-19,14.75,,,,,
1976-04-20,14.88,,,,,
1976-04-21,14.5,,,,,
1976-04-22,14.56,,,,,
1976-04-23,14.56,,,,,
1976-04-26,14.5,,,,,
1976-04-27,14.56,,,,,
1976-04-28,14.56,,,,,
1976-04-29,14.5,,,,,
1976-04-30,14.63,,,,,
1976-05-03,14.56,,,,,
1976-05-04,14.38,,,,,
1976-05-05,14.25,,,,,
1976-05-06,14.38,,,,,
1976-05-07,14.38,,,,,
1976-05-10,14.63,,,,,
1976-05-11,14.5,,,,,
1976-05-12,14.38,,,,,
1976-05-13,14.31,,,,,
1976-05-14,14.25,,,,,
1976-05-17,13.38,,,,,
1976-05-18,13.19,,,,,
1976-05-19,13.75,,,,,
1976-05-20,13.75,,,,,
1976-05-21,13.63,,,,,
1976-05-24,13.5,,,,,
1976-05-25,13.5,,,,,
1976-05-26,13.25,,,,,
1976-05-27,13.13,,,,,
1976-05-28,13.25,,,,,
1976-06-01,13.06,,,,,
1976-06-02,13.31,,,,,
1976-06-03,13.5,,,,,
1976-06-04,13.5,,,,,
1976-06-07,13.25,,,,,
1976-06-08,13.13,,,,,
1976-06-09,12.88,,,,,
1976-06-10,13.5,,,,,
1976-06-11,13.75,,,,,
1976-06-14,13.88,,,,,
1976-06-15,13.94,,,,,
1976-06-16,13.75,,,,,
1976-06-17,13.81,,,,,
1976-06-18,13.88,,,,,
1976-06-21,14.13,,,,,
1976-06-22,14.06,,,,,
1976-06-23,13.88,,,,,
1976-06-24,13.44,,,,,
1976-06-25,13.5,,,,,
1976-06-28,13.5,,,,,
1976-06-29,13.5,,,,,
1976-06-30,13.56,,,,,
1976-07-01,13.38,,,,,
1976-07-02,13.06,,,,,
1976-07-06,12.81,,,,,
1976-07-07,13.19,,,,,
1976-07-08,13.25,,,,,
1976-07-09,13.44,,,,,
1976-07-12,13.19,,,,,
1976-07-13,13.06,,,,,
1976-07-14,13.25,,,,,
1976-07-15,13.38,,,,,
1976-07-16,13.56,,,,,
1976-07-19,13.69,,,,,
1976-07-20,13.69,,,,,
1976-07-21,13.63,,,,,
1976-07-22,13.38,,,,,
1976-07-23,13.63,,,,,
1976-07-26,13.31,,,,,
1976-07-27,13.5,,,,,
1976-07-28,13.31,,,,,
1976-07-29,13.25,,,,,
