date,BWA,dcf,Deviation
1994-03-24,4.06,,
1994-03-25,4.06,,
1994-03-28,4.0,,
1994-03-29,3.94,,
1994-03-30,3.77,,
1994-03-31,3.73,,
1994-04-04,3.67,,
1994-04-05,3.8,,
1994-04-06,3.81,,
1994-04-07,3.94,,
1994-04-08,3.88,,
1994-04-11,3.83,,
1994-04-12,3.72,,
1994-04-13,3.63,,
1994-04-14,3.59,,
1994-04-15,3.48,,
1994-04-18,3.44,,
1994-04-19,3.19,,
1994-04-20,3.09,,
1994-04-21,3.22,,
1994-04-22,3.23,,
1994-04-25,3.25,,
1994-04-26,3.28,,
1994-04-28,3.38,,
1994-04-29,3.28,,
1994-05-02,3.19,,
1994-05-03,3.22,,
1994-05-04,3.28,,
1994-05-05,3.31,,
1994-05-06,3.25,,
1994-05-09,3.3,,
1994-05-10,3.33,,
1994-05-11,3.3,,
1994-05-12,3.3,,
1994-05-13,3.22,,
1994-05-16,3.23,,
1994-05-17,3.22,,
1994-05-18,3.23,,
1994-05-19,3.19,,
1994-05-20,3.13,,
1994-05-23,3.05,,
1994-05-24,3.02,,
1994-05-25,3.0,,
1994-05-26,3.13,,
1994-05-27,3.11,,
1994-05-31,3.05,,
1994-06-01,2.97,,
1994-06-02,2.94,,
1994-06-03,2.95,,
1994-06-06,2.95,,
1994-06-07,2.97,,
1994-06-08,2.97,,
1994-06-09,2.92,,
1994-06-10,2.94,,
1994-06-13,2.94,,
1994-06-14,2.94,,
1994-06-15,2.97,,
1994-06-16,2.92,,
1994-06-17,3.0,,
1994-06-20,2.98,,
1994-06-21,2.94,,
1994-06-22,2.94,,
1994-06-23,2.91,,
1994-06-24,2.89,,
1994-06-27,2.88,,
1994-06-28,2.86,,
1994-06-29,2.86,,
1994-06-30,2.83,,
1994-07-01,2.83,,
1994-07-05,2.83,,
1994-07-06,3.13,,
1994-07-07,3.19,,
1994-07-08,3.25,,
1994-07-11,3.28,,
1994-07-12,3.25,,
1994-07-13,3.28,,
1994-07-14,3.52,,
1994-07-15,3.41,,
1994-07-18,3.34,,
1994-07-19,3.44,,
1994-07-20,3.48,,
1994-07-21,3.53,,
1994-07-22,3.59,,
1994-07-25,3.56,,
1994-07-26,3.59,,
1994-07-27,3.59,,
1994-07-28,3.63,,
1994-07-29,3.61,,
1994-08-01,3.53,,
1994-08-02,3.61,,
1994-08-03,3.63,,
1994-08-04,3.53,,
1994-08-05,3.47,,
1994-08-08,3.28,,
1994-08-09,3.25,,
1994-08-10,3.28,,
1994-08-11,3.25,,
1994-08-12,3.47,,
1994-08-15,3.39,,
1994-08-16,3.47,,
1994-08-17,3.39,,
1994-08-18,3.41,,
1994-08-19,3.39,,
1994-08-22,3.41,,
1994-08-23,3.39,,
1994-08-24,3.3,,
1994-08-25,3.2,,
1994-08-26,3.23,,
1994-08-29,3.28,,
1994-08-30,3.33,,
1994-08-31,3.33,,
1994-09-01,3.31,,
1994-09-02,3.3,,
1994-09-06,3.27,,
1994-09-07,3.23,,
1994-09-08,3.19,,
1994-09-09,3.16,,
1994-09-12,3.05,,
1994-09-13,3.08,,
1994-09-14,3.11,,
1994-09-15,3.13,,
1994-09-16,3.22,,
1994-09-19,3.27,,
1994-09-20,3.19,,
1994-09-21,3.25,,
1994-09-22,3.31,,
1994-09-23,3.25,,
1994-09-26,3.17,,
1994-09-27,3.17,,
1994-09-28,3.19,,
1994-09-29,3.2,,
1994-09-30,3.17,,
1994-10-03,3.14,,
1994-10-04,3.03,,
1994-10-05,2.89,,
1994-10-06,2.89,,
1994-10-07,2.84,,
1994-10-10,2.88,,
1994-10-11,2.88,,
1994-10-12,2.88,,
1994-10-13,2.84,,
1994-10-14,2.84,,
1994-10-17,2.83,,
1994-10-18,2.83,,
1994-10-19,2.83,,
1994-10-20,2.83,,
1994-10-21,2.84,,
1994-10-24,2.84,,
1994-10-25,2.84,,
1994-10-26,2.83,,
1994-10-27,2.86,,
1994-10-28,2.88,,
1994-10-31,2.81,,
1994-11-01,2.83,,
1994-11-02,2.84,,
1994-11-03,2.91,,
1994-11-04,3.03,,
1994-11-07,3.06,,
1994-11-08,2.97,,
1994-11-09,3.0,,
1994-11-10,3.0,,
1994-11-11,2.98,,
1994-11-14,3.0,,
1994-11-15,2.97,,
1994-11-16,3.06,,
1994-11-17,3.03,,
1994-11-18,3.0,,
1994-11-21,2.98,,
1994-11-22,2.75,,
1994-11-23,2.78,,
1994-11-25,2.8,,
1994-11-28,2.89,,
1994-11-29,2.86,,
1994-11-30,2.94,,
1994-12-01,2.94,,
1994-12-02,2.91,,
1994-12-05,2.89,,
1994-12-06,2.92,,
1994-12-07,2.92,,
1994-12-08,2.88,,
1994-12-09,2.89,,
1994-12-12,2.89,,
1994-12-13,2.92,,
1994-12-14,3.02,,
1994-12-15,3.0,,
1994-12-16,3.03,,
1994-12-19,3.03,,
1994-12-20,2.97,,
1994-12-21,2.98,,
1994-12-22,3.0,,
1994-12-23,3.08,,
1994-12-27,3.03,,
1994-12-28,3.09,,
1994-12-29,3.13,,
1994-12-30,3.14,,
1995-01-03,3.16,,
1995-01-04,3.19,,
1995-01-05,3.17,,
1995-01-06,3.22,,
1995-01-09,3.25,,
1995-01-10,3.23,,
1995-01-11,3.17,,
1995-01-12,3.17,,
1995-01-13,3.14,,
1995-01-16,3.19,,
1995-01-17,3.22,,
1995-01-18,3.11,,
1995-01-19,3.06,,
1995-01-20,2.97,,
1995-01-23,3.05,,
1995-01-24,3.06,,
1995-01-25,3.06,,
1995-01-26,3.03,,
1995-01-27,2.97,,
1995-01-30,2.94,,
1995-01-31,2.83,,
1995-02-01,2.88,,
1995-02-02,2.91,,
1995-02-03,2.88,,
1995-02-06,2.86,,
1995-02-07,2.86,,
1995-02-08,2.92,,
1995-02-09,3.0,,
1995-02-10,3.0,,
1995-02-13,3.05,,
1995-02-14,3.09,,
1995-02-15,3.16,,
1995-02-16,3.16,,
1995-02-17,3.14,,
1995-02-21,3.19,,
1995-02-22,3.19,,
1995-02-23,3.13,,
1995-02-24,3.14,,
1995-02-27,3.13,,
1995-02-28,3.14,,
1995-03-01,3.14,,
1995-03-02,3.13,,
1995-03-03,3.06,,
1995-03-06,3.06,,
1995-03-07,3.06,,
1995-03-08,3.02,,
1995-03-09,3.05,,
1995-03-10,3.05,,
1995-03-13,3.02,,
1995-03-14,3.05,,
1995-03-15,3.05,,
1995-03-16,3.01,,
1995-03-17,3.02,,
1995-03-20,3.05,,
1995-03-21,3.0,,
1995-03-22,3.02,,
1995-03-23,3.02,,
1995-03-24,3.02,,
1995-03-27,3.02,,
1995-03-28,3.03,,
1995-03-29,3.03,,
1995-03-30,3.03,,
1995-03-31,3.03,,
1995-04-03,3.03,,
1995-04-04,3.02,,
1995-04-05,3.0,,
1995-04-06,3.0,,
1995-04-07,3.02,,
1995-04-10,2.98,,
1995-04-11,2.97,,
1995-04-12,2.94,,
1995-04-13,2.98,,
1995-04-17,3.03,,
1995-04-18,3.02,,
1995-04-19,3.03,,
1995-04-20,3.02,,
1995-04-21,3.09,,
1995-04-24,3.11,,
1995-04-25,3.13,,
1995-04-26,3.14,,
1995-04-27,3.2,,
1995-04-28,3.22,,
1995-05-01,3.22,,
1995-05-02,3.25,,
1995-05-03,3.17,,
1995-05-04,3.17,,
1995-05-05,3.19,,
1995-05-08,3.23,,
1995-05-09,3.28,,
1995-05-10,3.27,,
1995-05-11,3.27,,
1995-05-12,3.31,,
1995-05-15,3.36,,
1995-05-16,3.44,,
1995-05-17,3.39,,
1995-05-18,3.36,,
1995-05-19,3.42,,
1995-05-22,3.45,,
1995-05-23,3.47,,
1995-05-24,3.39,,
1995-05-25,3.28,,
1995-05-26,3.23,,
1995-05-30,3.19,,
1995-05-31,3.17,,
1995-06-01,3.25,,
1995-06-02,3.38,,
1995-06-05,3.41,,
1995-06-06,3.44,,
1995-06-07,3.48,,
1995-06-08,3.56,,
1995-06-09,3.5,,
1995-06-12,3.42,,
1995-06-13,3.38,,
1995-06-14,3.36,,
1995-06-15,3.36,,
1995-06-16,3.39,,
1995-06-19,3.44,,
1995-06-20,3.5,,
1995-06-21,3.48,,
1995-06-22,3.47,,
1995-06-23,3.45,,
1995-06-26,3.5,,
1995-06-27,3.44,,
1995-06-28,3.58,,
1995-06-29,3.53,,
1995-06-30,3.56,,
1995-07-03,3.63,,
1995-07-05,3.73,,
1995-07-06,3.77,,
1995-07-07,3.92,,
1995-07-10,4.08,,
1995-07-11,4.06,,
1995-07-12,4.08,,
1995-07-13,4.08,,
1995-07-14,4.03,,
1995-07-17,3.89,,
1995-07-18,3.94,,
1995-07-19,3.86,,
1995-07-20,3.89,,
1995-07-21,3.94,,
1995-07-24,3.97,,
1995-07-25,4.03,,
1995-07-26,4.06,,
1995-07-27,4.09,,
1995-07-28,4.09,,
1995-07-31,4.06,,
1995-08-01,4.09,,
1995-08-02,4.08,,
1995-08-03,4.11,,
1995-08-04,4.06,,
1995-08-07,4.05,,
1995-08-08,4.0,,
1995-08-09,4.0,,
1995-08-10,3.94,,
1995-08-11,3.94,,
1995-08-14,3.86,,
1995-08-15,3.88,,
1995-08-16,3.91,,
1995-08-17,3.95,,
1995-08-18,3.97,,
1995-08-21,3.97,,
1995-08-22,3.97,,
1995-08-23,3.97,,
1995-08-24,3.97,,
1995-08-25,3.86,,
1995-08-28,3.81,,
1995-08-29,3.75,,
1995-08-30,3.72,,
1995-08-31,3.72,,
1995-09-01,3.88,,
1995-09-05,4.09,,
1995-09-06,4.19,,
1995-09-07,3.94,,
1995-09-08,4.02,,
1995-09-11,3.95,,
1995-09-12,3.84,,
1995-09-13,3.83,,
1995-09-14,3.75,,
1995-09-15,3.75,,
1995-09-18,3.78,,
1995-09-19,3.88,,
1995-09-20,3.91,,
1995-09-21,3.97,,
1995-09-22,3.94,,
1995-09-25,3.89,,
1995-09-26,3.84,,
1995-09-27,3.78,,
1995-09-28,3.81,,
1995-09-29,4.0,,
1995-10-02,3.95,,
1995-10-03,3.94,,
1995-10-04,3.89,,
1995-10-05,3.88,,
1995-10-06,3.88,,
1995-10-09,3.83,,
1995-10-10,3.8,,
1995-10-11,3.78,,
1995-10-12,3.75,,
1995-10-13,3.73,,
1995-10-16,3.75,,
1995-10-17,3.75,,
1995-10-18,3.7,,
1995-10-19,3.61,,
1995-10-20,3.52,,
1995-10-23,3.5,,
1995-10-24,3.5,,
1995-10-25,3.56,,
1995-10-26,3.47,,
1995-10-27,3.48,,
1995-10-30,3.56,,
1995-10-31,3.69,,
1995-11-01,3.8,,
1995-11-02,3.78,,
1995-11-03,3.84,,
1995-11-06,3.81,,
1995-11-07,3.78,,
1995-11-08,3.86,,
1995-11-09,3.86,,
1995-11-10,3.84,,
1995-11-13,3.88,,
1995-11-14,3.86,,
1995-11-15,3.91,,
1995-11-16,3.94,,
1995-11-17,3.91,,
1995-11-20,3.84,,
1995-11-21,3.81,,
1995-11-22,3.83,,
1995-11-24,3.8,,
1995-11-27,3.78,,
1995-11-28,3.8,,
1995-11-29,3.73,,
1995-11-30,3.7,,
1995-12-01,3.72,,
1995-12-04,3.83,,
1995-12-05,3.86,,
1995-12-06,3.94,,
1995-12-07,3.97,,
1995-12-08,3.92,,
1995-12-11,3.83,,
1995-12-12,3.78,,
1995-12-13,3.75,,
1995-12-14,3.86,,
1995-12-15,3.84,,
1995-12-18,3.77,,
1995-12-19,3.81,,
1995-12-20,3.86,,
1995-12-21,3.83,,
1995-12-22,3.88,,
1995-12-26,3.89,,
1995-12-27,3.92,,
1995-12-28,4.0,,
1995-12-29,4.0,,
1996-01-02,4.02,,
1996-01-03,4.02,,
1996-01-04,4.0,,
1996-01-05,4.0,,
1996-01-08,4.02,,
1996-01-09,3.94,,
1996-01-10,3.94,,
1996-01-11,3.95,,
1996-01-12,3.83,,
1996-01-15,3.77,,
1996-01-16,3.73,,
1996-01-17,3.8,,
1996-01-18,3.77,,
1996-01-19,3.7,,
1996-01-22,3.8,,
1996-01-23,3.83,,
1996-01-24,3.78,,
1996-01-25,3.8,,
1996-01-26,3.75,,
1996-01-29,3.64,,
1996-01-30,3.63,,
1996-01-31,3.63,,
1996-02-01,3.58,,
1996-02-02,3.64,,
1996-02-05,3.72,,
1996-02-06,3.73,,
1996-02-07,3.81,,
1996-02-08,3.83,,
1996-02-09,3.84,,
1996-02-12,3.84,,
1996-02-13,3.94,,
1996-02-14,4.05,,
1996-02-15,4.08,,
1996-02-16,4.06,,
1996-02-20,3.98,,
1996-02-21,4.08,,
1996-02-22,4.05,,
1996-02-23,4.08,,
1996-02-26,4.06,,
1996-02-27,4.11,,
1996-02-28,4.13,,
1996-02-29,4.09,,
1996-03-01,4.11,,
1996-03-04,4.11,,
1996-03-05,4.14,,
1996-03-06,4.14,,
1996-03-07,4.08,,
1996-03-08,3.98,,
1996-03-11,3.97,,
1996-03-12,4.0,,
1996-03-13,4.02,,
1996-03-14,4.0,,
1996-03-15,4.03,,
1996-03-18,4.09,,
1996-03-19,4.14,,
1996-03-20,4.17,,
1996-03-21,4.13,,
1996-03-22,4.16,,
1996-03-25,4.11,,
1996-03-26,4.13,,
1996-03-27,4.17,,
1996-03-28,4.2,,
1996-03-29,4.16,,
1996-04-01,4.3,,
1996-04-02,4.31,,
1996-04-03,4.39,,
1996-04-04,4.44,,
1996-04-08,4.36,,
1996-04-09,4.36,,
1996-04-10,4.38,,
1996-04-11,4.33,,
1996-04-12,4.3,,
1996-04-15,4.33,,
1996-04-16,4.38,,
1996-04-17,4.58,,
1996-04-18,4.5,,
1996-04-19,4.45,,
1996-04-22,4.5,,
1996-04-23,4.5,,
1996-04-24,4.42,,
1996-04-25,4.47,,
1996-04-26,4.84,,
1996-04-29,4.77,,
1996-04-30,4.77,,
1996-05-01,4.8,,
1996-05-02,4.83,,
1996-05-03,4.84,,
1996-05-06,4.78,,
1996-05-07,4.84,,
1996-05-08,4.8,,
1996-05-09,4.77,,
1996-05-10,4.77,,
1996-05-13,4.94,,
1996-05-14,4.92,,
1996-05-15,4.98,,
1996-05-16,5.0,,
1996-05-17,5.06,,
1996-05-20,5.11,,
1996-05-21,5.13,,
1996-05-22,5.08,,
1996-05-23,5.16,,
1996-05-24,5.13,,
1996-05-28,5.08,,
1996-05-29,5.03,,
1996-05-30,5.02,,
1996-05-31,4.95,,
1996-06-03,5.05,,
1996-06-04,5.09,,
1996-06-05,5.13,,
1996-06-06,5.13,,
1996-06-07,5.11,,
1996-06-10,5.14,,
1996-06-11,5.16,,
1996-06-12,5.2,,
1996-06-13,5.33,,
1996-06-14,5.19,,
1996-06-17,4.84,,
1996-06-18,4.94,,
1996-06-19,5.06,,
1996-06-20,4.98,,
1996-06-21,4.95,,
1996-06-24,5.0,,
1996-06-25,5.02,,
1996-06-26,4.98,,
1996-06-27,4.97,,
1996-06-28,4.94,,
1996-07-01,4.95,,
1996-07-02,4.98,,
1996-07-03,4.97,,
1996-07-05,4.94,,
1996-07-08,4.97,,
1996-07-09,5.02,,
1996-07-10,4.94,,
1996-07-11,4.78,,
1996-07-12,4.78,,
1996-07-15,4.78,,
1996-07-16,4.66,,
1996-07-17,4.61,,
1996-07-18,4.8,,
1996-07-19,4.69,,
1996-07-22,4.59,,
1996-07-23,4.55,,
1996-07-24,4.42,,
1996-07-25,4.3,,
1996-07-26,4.3,,
1996-07-29,4.27,,
1996-07-30,4.28,,
1996-07-31,4.38,,
1996-08-01,4.44,,
1996-08-02,4.53,,
1996-08-05,4.52,,
1996-08-06,4.55,,
1996-08-07,4.56,,
1996-08-08,4.58,,
1996-08-09,4.58,,
1996-08-12,4.56,,
1996-08-13,4.56,,
1996-08-14,4.66,,
1996-08-15,4.61,,
1996-08-16,4.69,,
1996-08-19,4.72,,
1996-08-20,4.75,,
1996-08-21,4.75,,
1996-08-22,4.77,,
1996-08-23,4.77,,
1996-08-26,4.72,,
1996-08-27,4.73,,
1996-08-28,4.72,,
1996-08-29,4.72,,
1996-08-30,4.69,,
1996-09-03,4.64,,
1996-09-04,4.63,,
1996-09-05,4.61,,
1996-09-06,4.64,,
1996-09-09,4.7,,
1996-09-10,4.67,,
1996-09-11,4.63,,
1996-09-12,4.63,,
1996-09-13,4.61,,
1996-09-16,4.56,,
1996-09-17,4.58,,
1996-09-18,4.52,,
1996-09-19,4.52,,
1996-09-20,4.53,,
1996-09-23,4.52,,
1996-09-24,4.55,,
1996-09-25,4.55,,
1996-09-26,4.36,,
1996-09-27,4.39,,
1996-09-30,4.44,,
1996-10-01,4.41,,
1996-10-02,4.41,,
1996-10-03,4.38,,
1996-10-04,4.38,,
1996-10-07,4.25,,
1996-10-08,4.3,,
1996-10-09,4.25,,
1996-10-10,4.25,,
1996-10-11,4.34,,
1996-10-14,4.36,,
1996-10-15,4.25,,
1996-10-16,4.22,,
1996-10-17,4.2,,
1996-10-18,4.39,,
1996-10-21,4.38,,
1996-10-22,4.44,,
1996-10-23,4.53,,
1996-10-24,4.59,,
1996-10-25,4.67,,
1996-10-28,4.78,,
1996-10-29,4.73,,
1996-10-30,4.72,,
1996-10-31,4.8,,
1996-11-01,4.81,,
1996-11-04,4.84,,
1996-11-05,4.94,,
1996-11-06,4.91,,
1996-11-07,4.94,,
1996-11-08,4.94,,
1996-11-11,4.91,,
1996-11-12,4.84,,
1996-11-13,4.84,,
1996-11-14,4.89,,
1996-11-15,4.94,,
1996-11-18,4.89,,
1996-11-19,4.94,,
1996-11-20,4.98,,
1996-11-21,4.92,,
1996-11-22,4.94,,
1996-11-25,4.97,,
1996-11-26,5.05,,
1996-11-27,4.97,,
1996-11-29,5.0,,
1996-12-02,4.98,,
1996-12-03,4.88,,
1996-12-04,4.83,,
1996-12-05,4.89,,
1996-12-06,4.89,,
1996-12-09,4.86,,
1996-12-10,4.84,,
1996-12-11,4.84,,
1996-12-12,4.8,,
1996-12-13,4.75,,
1996-12-16,4.77,,
1996-12-17,4.73,,
1996-12-18,4.78,,
1996-12-19,4.64,,
1996-12-20,4.66,,
1996-12-23,4.73,,
1996-12-24,4.7,,
1996-12-26,4.77,,
1996-12-27,4.81,,
1996-12-30,4.88,,
1996-12-31,4.81,,
1997-01-02,4.8,,
1997-01-03,4.84,,
1997-01-06,4.95,,
1997-01-07,4.95,,
1997-01-08,4.97,,
1997-01-09,4.98,,
1997-01-10,4.97,,
1997-01-13,4.94,,
1997-01-14,4.91,,
1997-01-15,4.92,,
1997-01-16,4.95,,
1997-01-17,4.97,,
1997-01-20,4.98,,
1997-01-21,5.11,,
1997-01-22,5.27,,
1997-01-23,5.25,,
1997-01-24,5.2,,
1997-01-27,5.2,,
1997-01-28,5.11,,
1997-01-29,5.03,,
1997-01-30,4.98,,
1997-01-31,4.98,,
1997-02-03,4.94,,
1997-02-04,4.89,,
1997-02-05,4.91,,
1997-02-06,5.0,,
1997-02-07,5.11,,
1997-02-10,5.11,,
1997-02-11,5.11,,
1997-02-12,5.13,,
1997-02-13,5.14,,
1997-02-14,5.14,,
1997-02-18,5.11,,
1997-02-19,5.05,,
1997-02-20,5.0,,
1997-02-21,4.97,,
1997-02-24,4.91,,
1997-02-25,5.05,,
1997-02-26,5.08,,
1997-02-27,4.97,,
1997-02-28,4.94,,
1997-03-03,5.0,,
1997-03-04,5.0,,
1997-03-05,4.97,,
1997-03-06,4.98,,
1997-03-07,4.98,,
1997-03-10,5.0,,
1997-03-11,5.0,,
1997-03-12,5.02,,
1997-03-13,4.95,,
1997-03-14,4.98,,
1997-03-17,5.0,,
1997-03-18,4.94,,
1997-03-19,4.97,,
1997-03-20,5.03,,
1997-03-21,5.05,,
1997-03-24,5.06,,
1997-03-25,5.25,,
1997-03-26,5.31,,
1997-03-27,5.33,,
1997-03-31,5.33,,
1997-04-01,5.41,,
1997-04-02,5.34,,
1997-04-03,5.36,,
1997-04-04,5.36,,
1997-04-07,5.58,,
1997-04-08,5.63,,
1997-04-09,5.5,,
1997-04-10,5.52,,
1997-04-11,5.48,,
1997-04-14,5.45,,
1997-04-15,5.53,,
1997-04-16,5.56,,
1997-04-17,5.48,,
1997-04-18,5.45,,
1997-04-21,5.42,,
1997-04-22,5.41,,
1997-04-23,5.31,,
1997-04-24,5.42,,
1997-04-25,5.36,,
1997-04-28,5.34,,
1997-04-29,5.25,,
1997-04-30,5.25,,
1997-05-01,5.38,,
1997-05-02,5.42,,
1997-05-05,5.61,,
1997-05-06,5.8,,
1997-05-07,5.69,,
1997-05-08,5.66,,
1997-05-09,5.77,,
1997-05-12,5.92,,
1997-05-13,6.0,,
1997-05-14,6.06,,
1997-05-15,6.0,,
1997-05-16,6.03,,
1997-05-19,5.91,,
1997-05-20,5.86,,
1997-05-21,6.03,,
1997-05-22,6.02,,
1997-05-23,6.2,,
1997-05-27,6.09,,
1997-05-28,6.13,,
1997-05-29,6.09,,
1997-05-30,6.09,,
1997-06-02,6.25,,
1997-06-03,6.33,,
1997-06-04,6.22,,
1997-06-05,6.25,,
1997-06-06,6.27,,
1997-06-09,6.34,,
1997-06-10,6.3,,
1997-06-11,6.34,,
1997-06-12,6.41,,
1997-06-13,6.59,,
1997-06-16,6.56,,
1997-06-17,6.5,,
1997-06-18,6.47,,
1997-06-19,6.5,,
1997-06-20,6.5,,
1997-06-23,6.52,,
1997-06-24,6.52,,
1997-06-25,6.31,,
1997-06-26,6.3,,
1997-06-27,6.31,,
1997-06-30,6.66,,
1997-07-01,6.75,,
1997-07-02,6.69,,
1997-07-03,6.74,,
1997-07-07,6.63,,
1997-07-08,6.74,,
1997-07-09,6.69,,
1997-07-10,6.75,,
1997-07-11,6.93,,
1997-07-14,6.97,,
1997-07-15,7.05,,
1997-07-16,7.13,,
1997-07-17,7.13,,
1997-07-18,7.12,,
1997-07-21,7.07,,
1997-07-22,7.22,,
1997-07-23,7.13,,
1997-07-24,6.97,,
1997-07-25,6.92,,
1997-07-28,6.96,,
1997-07-29,6.91,,
1997-07-30,7.0,,
1997-07-31,6.97,,
1997-08-01,7.01,,
1997-08-04,7.0,,
1997-08-05,6.99,,
1997-08-06,7.0,,
1997-08-07,6.98,,
1997-08-08,6.86,,
1997-08-11,6.86,,
1997-08-12,6.73,,
1997-08-13,6.69,,
1997-08-14,6.67,,
1997-08-15,6.45,,
1997-08-18,6.3,,
1997-08-19,6.51,,
1997-08-20,6.66,,
1997-08-21,6.53,,
1997-08-22,6.55,,
1997-08-25,6.57,,
1997-08-26,6.52,,
1997-08-27,6.5,,
1997-08-28,6.5,,
1997-08-29,6.52,,
1997-09-02,6.64,,
1997-09-03,6.74,,
1997-09-04,6.8,,
1997-09-05,6.89,,
1997-09-08,6.82,,
1997-09-09,6.94,,
1997-09-10,6.94,,
1997-09-11,6.98,,
1997-09-12,7.01,,
1997-09-15,6.99,,
1997-09-16,7.09,,
1997-09-17,7.17,,
1997-09-18,7.11,,
1997-09-19,7.09,,
1997-09-22,7.09,,
1997-09-23,7.01,,
1997-09-24,6.99,,
1997-09-25,6.98,,
1997-09-26,6.9,,
1997-09-29,6.98,,
1997-09-30,7.11,,
1997-10-01,7.31,,
1997-10-02,7.38,,
1997-10-03,7.33,,
1997-10-06,7.36,,
1997-10-07,7.58,,
1997-10-08,7.53,,
1997-10-09,7.61,,
1997-10-10,7.5,,
1997-10-13,7.58,,
1997-10-14,7.52,,
1997-10-15,7.46,,
1997-10-16,7.53,,
1997-10-17,7.24,,
1997-10-20,7.28,,
1997-10-21,7.48,,
1997-10-22,7.39,,
1997-10-23,7.05,,
1997-10-24,7.08,,
1997-10-27,6.72,,
1997-10-28,6.73,,
1997-10-29,6.84,,
1997-10-30,6.7,,
1997-10-31,6.81,,
1997-11-03,6.88,,
1997-11-04,6.99,,
1997-11-05,7.1,,
1997-11-06,6.89,,
1997-11-07,6.67,,
1997-11-10,6.55,,
