date,CINF,dcf,Deviation
1980-10-08,1.7,,
1980-10-09,1.7,,
1980-10-10,1.65,,
1980-10-13,1.69,,
1980-10-14,1.7,,
1980-10-15,1.65,,
1980-10-16,1.62,,
1980-10-17,1.62,,
1980-10-20,1.61,,
1980-10-21,1.6,,
1980-10-22,1.61,,
1980-10-23,1.59,,
1980-10-24,1.57,,
1980-10-27,1.59,,
1980-10-28,1.59,,
1980-10-29,1.63,,
1980-10-30,1.59,,
1980-10-31,1.59,,
1980-11-03,1.57,,
1980-11-05,1.58,,
1980-11-06,1.52,,
1980-11-07,1.52,,
1980-11-10,1.51,,
1980-11-11,1.54,,
1980-11-12,1.54,,
1980-11-13,1.5,,
1980-11-14,1.5,,
1980-11-17,1.52,,
1980-11-18,1.54,,
1980-11-19,1.53,,
1980-11-20,1.53,,
1980-11-21,1.54,,
1980-11-24,1.57,,
1980-11-25,1.58,,
1980-11-26,1.58,,
1980-11-28,1.57,,
1980-12-01,1.57,,
1980-12-02,1.58,,
1980-12-03,1.58,,
1980-12-04,1.59,,
1980-12-05,1.59,,
1980-12-08,1.59,,
1980-12-09,1.59,,
1980-12-10,1.59,,
1980-12-11,1.59,,
1980-12-12,1.59,,
1980-12-15,1.59,,
1980-12-16,1.59,,
1980-12-17,1.59,,
1980-12-18,1.59,,
1980-12-19,1.6,,
1980-12-22,1.59,,
1980-12-23,1.6,,
1980-12-24,1.6,,
1980-12-26,1.61,,
1980-12-29,1.62,,
1980-12-30,1.68,,
1980-12-31,1.68,,
1981-01-02,1.69,,
1981-01-05,1.75,,
1981-01-06,1.75,,
1981-01-07,1.71,,
1981-01-08,1.69,,
1981-01-09,1.67,,
1981-01-12,1.71,,
1981-01-13,1.71,,
1981-01-14,1.73,,
1981-01-15,1.73,,
1981-01-16,1.73,,
1981-01-19,1.73,,
1981-01-20,1.66,,
1981-01-21,1.66,,
1981-01-22,1.66,,
1981-01-23,1.66,,
1981-01-26,1.66,,
1981-01-27,1.66,,
1981-01-28,1.66,,
1981-01-29,1.66,,
1981-01-30,1.68,,
1981-02-02,1.66,,
1981-02-03,1.67,,
1981-02-04,1.67,,
1981-02-05,1.68,,
1981-02-06,1.68,,
1981-02-09,1.69,,
1981-02-10,1.68,,
1981-02-11,1.68,,
1981-02-12,1.7,,
1981-02-13,1.7,,
1981-02-17,1.71,,
1981-02-18,1.71,,
1981-02-19,1.73,,
1981-02-20,1.74,,
1981-02-23,1.74,,
1981-02-24,1.77,,
1981-02-25,1.77,,
1981-02-26,1.78,,
1981-02-27,1.79,,
1981-03-02,1.79,,
1981-03-03,1.81,,
1981-03-04,1.81,,
1981-03-05,1.81,,
1981-03-06,1.81,,
1981-03-09,1.81,,
1981-03-10,1.83,,
1981-03-11,1.84,,
1981-03-12,1.83,,
1981-03-13,1.84,,
1981-03-16,1.84,,
1981-03-17,1.84,,
1981-03-18,1.84,,
1981-03-19,1.84,,
1981-03-20,1.83,,
1981-03-23,1.86,,
1981-03-24,1.89,,
1981-03-25,1.9,,
1981-03-26,1.91,,
1981-03-27,1.91,,
1981-03-30,1.91,,
1981-03-31,1.91,,
1981-04-01,1.91,,
1981-04-02,1.91,,
1981-04-03,1.93,,
1981-04-06,1.87,,
1981-04-07,1.86,,
1981-04-08,1.85,,
1981-04-09,1.85,,
1981-04-10,1.85,,
1981-04-13,1.85,,
1981-04-14,1.85,,
1981-04-15,1.85,,
1981-04-16,1.85,,
1981-04-20,1.87,,
1981-04-21,1.91,,
1981-04-22,1.93,,
1981-04-23,2.07,,
1981-04-24,2.08,,
1981-04-27,2.07,,
1981-04-28,2.07,,
1981-04-29,2.03,,
1981-04-30,2.05,,
1981-05-01,2.06,,
1981-05-04,2.05,,
1981-05-05,1.97,,
1981-05-06,1.97,,
1981-05-07,1.95,,
1981-05-08,1.95,,
1981-05-11,1.95,,
1981-05-12,1.92,,
1981-05-13,1.94,,
1981-05-14,1.95,,
1981-05-15,1.97,,
1981-05-18,1.97,,
1981-05-19,1.93,,
1981-05-20,1.93,,
1981-05-21,1.94,,
1981-05-22,1.93,,
1981-05-26,1.93,,
1981-05-27,1.93,,
1981-05-28,1.93,,
1981-05-29,1.94,,
1981-06-01,1.94,,
1981-06-02,1.95,,
1981-06-03,1.94,,
1981-06-04,1.93,,
1981-06-05,1.98,,
1981-06-08,2.0,,
1981-06-09,2.01,,
1981-06-10,2.01,,
1981-06-11,2.06,,
1981-06-12,2.11,,
1981-06-15,2.14,,
1981-06-16,2.14,,
1981-06-17,2.14,,
1981-06-18,2.11,,
1981-06-19,2.11,,
1981-06-22,2.1,,
1981-06-23,2.1,,
1981-06-24,2.11,,
1981-06-25,2.13,,
1981-06-26,2.11,,
1981-06-29,2.11,,
1981-06-30,2.1,,
1981-07-01,2.07,,
1981-07-02,2.05,,
1981-07-06,2.03,,
1981-07-07,2.03,,
1981-07-08,2.05,,
1981-07-09,2.05,,
1981-07-10,2.06,,
1981-07-13,2.06,,
1981-07-14,2.01,,
1981-07-15,2.01,,
1981-07-16,2.01,,
1981-07-17,1.99,,
1981-07-20,1.97,,
1981-07-21,1.91,,
1981-07-22,1.85,,
1981-07-23,1.86,,
1981-07-24,1.89,,
1981-07-27,1.91,,
1981-07-28,1.92,,
1981-07-29,1.91,,
1981-07-30,1.93,,
1981-07-31,1.97,,
1981-08-03,1.98,,
1981-08-04,2.0,,
1981-08-05,2.05,,
1981-08-06,2.05,,
1981-08-07,2.07,,
1981-08-10,2.07,,
1981-08-11,2.08,,
1981-08-12,2.13,,
1981-08-13,2.14,,
1981-08-14,2.14,,
1981-08-17,2.16,,
1981-08-18,2.16,,
1981-08-19,2.16,,
1981-08-20,2.16,,
1981-08-21,2.16,,
1981-08-24,2.06,,
1981-08-25,2.07,,
1981-08-26,2.09,,
1981-08-27,2.08,,
1981-08-28,2.1,,
1981-08-31,2.11,,
1981-09-01,2.13,,
1981-09-02,2.11,,
1981-09-03,2.09,,
1981-09-04,2.08,,
1981-09-08,1.98,,
1981-09-09,1.99,,
1981-09-10,2.0,,
1981-09-11,2.01,,
1981-09-14,2.01,,
1981-09-15,1.98,,
1981-09-16,1.94,,
1981-09-17,1.87,,
1981-09-18,1.87,,
1981-09-21,1.87,,
1981-09-22,1.89,,
1981-09-23,1.87,,
1981-09-24,1.87,,
1981-09-25,1.86,,
1981-09-28,1.85,,
1981-09-29,1.89,,
1981-09-30,1.89,,
1981-10-01,1.9,,
1981-10-02,1.93,,
1981-10-05,1.99,,
1981-10-06,2.02,,
1981-10-07,2.06,,
1981-10-08,2.07,,
1981-10-09,2.07,,
1981-10-12,2.11,,
1981-10-13,2.1,,
1981-10-14,2.09,,
1981-10-15,2.13,,
1981-10-16,2.13,,
1981-10-19,2.13,,
1981-10-20,2.16,,
1981-10-21,2.17,,
1981-10-22,2.17,,
1981-10-23,2.13,,
1981-10-26,2.14,,
1981-10-27,2.14,,
1981-10-28,2.16,,
1981-10-29,2.15,,
1981-10-30,2.14,,
1981-11-02,2.16,,
1981-11-03,2.15,,
1981-11-04,2.15,,
1981-11-05,2.15,,
1981-11-06,2.14,,
1981-11-09,2.14,,
1981-11-10,2.06,,
1981-11-11,2.06,,
1981-11-12,2.05,,
1981-11-13,2.05,,
1981-11-16,1.99,,
1981-11-17,1.98,,
1981-11-18,1.97,,
1981-11-19,1.91,,
1981-11-20,1.91,,
1981-11-23,1.91,,
1981-11-24,1.9,,
1981-11-25,1.91,,
1981-11-27,1.92,,
1981-11-30,1.92,,
1981-12-01,1.92,,
1981-12-02,1.92,,
1981-12-03,1.92,,
1981-12-04,1.93,,
1981-12-07,1.9,,
1981-12-08,1.89,,
1981-12-09,1.86,,
1981-12-10,1.86,,
1981-12-11,1.86,,
1981-12-14,1.84,,
1981-12-15,1.83,,
1981-12-16,1.83,,
1981-12-17,1.82,,
1981-12-18,1.84,,
1981-12-21,1.84,,
1981-12-22,1.83,,
1981-12-23,1.81,,
1981-12-24,1.81,,
1981-12-28,1.82,,
1981-12-29,1.82,,
1981-12-30,1.81,,
1981-12-31,1.78,,
1982-01-04,1.78,,
1982-01-05,1.76,,
1982-01-06,1.75,,
1982-01-07,1.71,,
1982-01-08,1.69,,
1982-01-11,1.68,,
1982-01-12,1.66,,
1982-01-13,1.66,,
1982-01-14,1.66,,
1982-01-15,1.67,,
1982-01-18,1.68,,
1982-01-19,1.67,,
1982-01-20,1.7,,
1982-01-21,1.7,,
1982-01-22,1.73,,
1982-01-25,1.73,,
1982-01-26,1.75,,
1982-01-27,1.76,,
1982-01-28,1.77,,
1982-01-29,1.78,,
1982-02-01,1.78,,
1982-02-02,1.79,,
1982-02-03,1.86,,
1982-02-04,1.87,,
1982-02-05,1.89,,
1982-02-08,1.89,,
1982-02-09,1.85,,
1982-02-10,1.84,,
1982-02-11,1.85,,
1982-02-12,1.86,,
1982-02-16,1.89,,
1982-02-17,1.93,,
1982-02-18,1.93,,
1982-02-19,1.97,,
1982-02-22,1.98,,
1982-02-23,1.97,,
1982-02-24,1.97,,
1982-02-25,1.99,,
1982-02-26,1.99,,
1982-03-01,1.98,,
1982-03-02,1.98,,
1982-03-03,1.95,,
1982-03-04,1.97,,
1982-03-05,1.97,,
1982-03-08,1.97,,
1982-03-09,1.93,,
1982-03-10,1.93,,
1982-03-11,1.92,,
1982-03-12,1.9,,
1982-03-15,1.9,,
1982-03-16,1.87,,
1982-03-17,1.89,,
1982-03-18,1.69,,
1982-03-19,1.71,,
1982-03-22,1.73,,
1982-03-23,1.73,,
1982-03-24,1.73,,
1982-03-25,1.73,,
1982-03-26,1.73,,
1982-03-29,1.73,,
1982-03-30,1.74,,
1982-03-31,1.74,,
1982-04-01,1.74,,
1982-04-02,1.75,,
1982-04-05,1.75,,
1982-04-06,1.75,,
1982-04-07,1.77,,
1982-04-08,1.79,,
1982-04-12,1.77,,
1982-04-13,1.77,,
1982-04-14,1.79,,
1982-04-15,1.79,,
1982-04-16,1.83,,
1982-04-19,1.83,,
1982-04-20,1.84,,
1982-04-21,1.84,,
1982-04-22,1.82,,
1982-04-23,1.82,,
1982-04-26,1.81,,
1982-04-27,1.78,,
1982-04-28,1.78,,
1982-04-29,1.77,,
1982-04-30,1.75,,
1982-05-03,1.76,,
1982-05-04,1.77,,
1982-05-05,1.78,,
1982-05-06,1.82,,
1982-05-07,1.81,,
1982-05-10,1.79,,
1982-05-11,1.79,,
1982-05-12,1.79,,
1982-05-13,1.79,,
1982-05-14,1.79,,
1982-05-17,1.79,,
1982-05-18,1.78,,
1982-05-19,1.77,,
1982-05-20,1.77,,
1982-05-21,1.77,,
1982-05-24,1.77,,
1982-05-25,1.76,,
1982-05-26,1.75,,
1982-05-27,1.75,,
1982-05-28,1.75,,
1982-06-01,1.75,,
1982-06-02,1.71,,
1982-06-03,1.68,,
1982-06-04,1.66,,
1982-06-07,1.65,,
1982-06-08,1.63,,
1982-06-09,1.62,,
1982-06-10,1.62,,
1982-06-11,1.62,,
1982-06-14,1.6,,
1982-06-15,1.58,,
1982-06-16,1.57,,
1982-06-17,1.54,,
1982-06-18,1.53,,
1982-06-21,1.52,,
1982-06-22,1.52,,
1982-06-23,1.52,,
1982-06-24,1.49,,
1982-06-25,1.47,,
1982-06-28,1.46,,
1982-06-29,1.46,,
1982-06-30,1.45,,
1982-07-01,1.44,,
1982-07-02,1.41,,
1982-07-06,1.38,,
1982-07-07,1.38,,
1982-07-08,1.43,,
1982-07-09,1.43,,
1982-07-12,1.46,,
1982-07-13,1.49,,
1982-07-14,1.49,,
1982-07-15,1.5,,
1982-07-16,1.51,,
1982-07-19,1.51,,
1982-07-20,1.51,,
1982-07-21,1.52,,
1982-07-22,1.51,,
1982-07-23,1.51,,
1982-07-26,1.51,,
1982-07-27,1.49,,
1982-07-28,1.45,,
1982-07-29,1.45,,
1982-07-30,1.44,,
1982-08-02,1.45,,
1982-08-03,1.42,,
1982-08-04,1.42,,
1982-08-05,1.41,,
1982-08-06,1.41,,
1982-08-09,1.38,,
1982-08-10,1.38,,
1982-08-11,1.37,,
1982-08-12,1.37,,
1982-08-13,1.37,,
1982-08-16,1.38,,
1982-08-17,1.43,,
1982-08-18,1.45,,
1982-08-19,1.45,,
1982-08-20,1.46,,
1982-08-23,1.47,,
1982-08-24,1.49,,
1982-08-25,1.53,,
1982-08-26,1.57,,
1982-08-27,1.6,,
1982-08-30,1.58,,
1982-08-31,1.58,,
1982-09-01,1.58,,
1982-09-02,1.6,,
1982-09-03,1.62,,
1982-09-07,1.62,,
1982-09-08,1.65,,
1982-09-09,1.65,,
1982-09-10,1.65,,
1982-09-13,1.61,,
1982-09-14,1.61,,
1982-09-15,1.65,,
1982-09-16,1.69,,
1982-09-17,1.71,,
1982-09-20,1.68,,
1982-09-21,1.74,,
1982-09-22,1.78,,
1982-09-23,1.79,,
1982-09-24,1.85,,
1982-09-27,1.89,,
1982-09-28,1.89,,
1982-09-29,1.87,,
1982-09-30,1.89,,
1982-10-01,1.84,,
1982-10-04,1.81,,
1982-10-05,1.79,,
1982-10-06,1.86,,
1982-10-07,1.87,,
1982-10-08,1.91,,
1982-10-11,1.92,,
1982-10-12,1.91,,
1982-10-13,1.92,,
1982-10-14,1.95,,
1982-10-15,1.94,,
1982-10-18,1.94,,
1982-10-19,1.94,,
1982-10-20,1.94,,
1982-10-21,1.97,,
1982-10-22,1.97,,
1982-10-25,1.95,,
1982-10-26,1.94,,
1982-10-27,1.93,,
1982-10-28,1.92,,
1982-10-29,1.92,,
1982-11-01,1.95,,
1982-11-02,2.01,,
1982-11-03,2.02,,
1982-11-04,2.03,,
1982-11-05,2.03,,
1982-11-08,2.02,,
1982-11-09,1.99,,
1982-11-10,1.99,,
1982-11-11,2.0,,
1982-11-12,2.01,,
1982-11-15,2.0,,
1982-11-16,1.99,,
1982-11-17,2.02,,
1982-11-18,2.05,,
1982-11-19,2.06,,
1982-11-22,2.05,,
1982-11-23,2.02,,
1982-11-24,2.02,,
1982-11-26,2.02,,
1982-11-29,2.02,,
1982-11-30,2.05,,
1982-12-01,2.15,,
1982-12-02,2.18,,
1982-12-03,2.18,,
1982-12-06,2.18,,
1982-12-07,2.17,,
1982-12-08,2.18,,
1982-12-09,2.26,,
1982-12-10,2.25,,
1982-12-13,2.25,,
1982-12-14,2.23,,
1982-12-15,2.15,,
1982-12-16,2.16,,
1982-12-17,2.18,,
1982-12-20,2.17,,
1982-12-21,2.18,,
1982-12-22,2.17,,
1982-12-23,2.18,,
1982-12-27,2.18,,
1982-12-28,2.19,,
1982-12-29,2.18,,
1982-12-30,2.16,,
1982-12-31,2.16,,
1983-01-03,2.16,,
1983-01-04,2.16,,
1983-01-05,2.17,,
1983-01-06,2.18,,
1983-01-07,2.18,,
1983-01-10,2.18,,
1983-01-11,2.19,,
1983-01-12,2.19,,
1983-01-13,2.21,,
1983-01-14,2.21,,
1983-01-17,2.25,,
1983-01-18,2.26,,
1983-01-19,2.26,,
1983-01-20,2.26,,
1983-01-21,2.27,,
1983-01-24,2.25,,
1983-01-25,2.24,,
1983-01-26,2.24,,
1983-01-27,2.25,,
1983-01-28,2.29,,
1983-01-31,2.3,,
1983-02-01,2.32,,
1983-02-02,2.31,,
1983-02-03,2.27,,
1983-02-04,2.27,,
1983-02-07,2.27,,
1983-02-08,2.27,,
1983-02-09,2.27,,
1983-02-10,2.27,,
1983-02-11,2.27,,
1983-02-14,2.29,,
1983-02-15,2.29,,
1983-02-16,2.32,,
1983-02-17,2.35,,
1983-02-18,2.45,,
1983-02-22,2.45,,
1983-02-23,2.47,,
1983-02-24,2.5,,
1983-02-25,2.56,,
1983-02-28,2.56,,
1983-03-01,2.55,,
1983-03-02,2.58,,
1983-03-03,2.62,,
1983-03-04,2.63,,
1983-03-07,2.63,,
1983-03-08,2.7,,
1983-03-09,2.74,,
1983-03-10,2.79,,
1983-03-11,2.79,,
1983-03-14,2.79,,
1983-03-15,2.79,,
1983-03-16,2.79,,
1983-03-17,2.79,,
1983-03-18,2.72,,
1983-03-21,2.73,,
1983-03-22,2.75,,
1983-03-23,2.77,,
1983-03-24,2.77,,
1983-03-25,2.77,,
1983-03-28,2.77,,
1983-03-29,2.77,,
1983-03-30,2.77,,
1983-03-31,2.75,,
1983-04-04,2.71,,
1983-04-05,2.71,,
1983-04-06,2.69,,
1983-04-07,2.67,,
1983-04-08,2.69,,
1983-04-11,2.69,,
1983-04-12,2.7,,
1983-04-13,2.72,,
1983-04-14,2.71,,
1983-04-15,2.71,,
1983-04-18,2.71,,
1983-04-19,2.71,,
1983-04-20,2.71,,
1983-04-21,2.75,,
1983-04-22,2.78,,
1983-04-25,2.77,,
1983-04-26,2.77,,
1983-04-27,2.79,,
1983-04-28,2.8,,
1983-04-29,2.8,,
1983-05-02,2.8,,
1983-05-03,2.79,,
1983-05-04,2.78,,
1983-05-05,2.8,,
1983-05-06,2.85,,
1983-05-09,2.85,,
1983-05-10,2.83,,
1983-05-11,2.83,,
1983-05-12,2.81,,
1983-05-13,2.82,,
1983-05-16,2.8,,
1983-05-17,2.79,,
1983-05-18,2.8,,
1983-05-19,2.8,,
1983-05-20,2.81,,
1983-05-23,2.81,,
1983-05-24,2.81,,
1983-05-25,2.81,,
1983-05-26,2.81,,
1983-05-27,2.82,,
1983-05-31,2.83,,
1983-06-01,2.85,,
1983-06-02,2.85,,
1983-06-03,2.85,,
1983-06-06,2.85,,
1983-06-07,2.85,,
1983-06-08,2.85,,
1983-06-09,2.85,,
1983-06-10,2.85,,
1983-06-13,2.85,,
1983-06-14,2.85,,
1983-06-15,2.91,,
1983-06-16,2.96,,
1983-06-17,2.96,,
1983-06-20,2.96,,
1983-06-21,2.96,,
1983-06-22,2.96,,
1983-06-23,2.96,,
1983-06-24,2.95,,
1983-06-27,2.93,,
1983-06-28,2.89,,
1983-06-29,2.87,,
1983-06-30,2.86,,
1983-07-01,2.86,,
1983-07-05,2.86,,
1983-07-06,2.86,,
1983-07-07,2.86,,
1983-07-08,2.86,,
1983-07-11,2.86,,
1983-07-12,2.86,,
1983-07-13,2.86,,
1983-07-14,2.86,,
1983-07-15,2.85,,
1983-07-18,2.83,,
1983-07-19,2.85,,
1983-07-20,2.86,,
1983-07-21,2.87,,
1983-07-22,2.88,,
1983-07-25,2.9,,
1983-07-26,2.95,,
1983-07-27,3.04,,
1983-07-28,3.04,,
1983-07-29,3.04,,
1983-08-01,3.07,,
1983-08-02,3.07,,
1983-08-03,3.1,,
1983-08-04,3.11,,
1983-08-05,3.11,,
1983-08-08,3.1,,
1983-08-09,3.1,,
1983-08-10,3.11,,
1983-08-11,3.11,,
1983-08-12,3.11,,
1983-08-15,3.15,,
1983-08-16,3.22,,
1983-08-17,3.36,,
1983-08-18,3.39,,
1983-08-19,3.39,,
1983-08-22,3.37,,
1983-08-23,3.35,,
1983-08-24,3.31,,
1983-08-25,3.28,,
1983-08-26,3.25,,
1983-08-29,3.18,,
1983-08-30,3.13,,
1983-08-31,3.12,,
1983-09-01,3.13,,
1983-09-02,3.21,,
1983-09-06,3.25,,
1983-09-07,3.26,,
1983-09-08,3.26,,
1983-09-09,3.27,,
1983-09-12,3.26,,
1983-09-13,3.26,,
1983-09-14,3.26,,
1983-09-15,3.26,,
1983-09-16,3.26,,
1983-09-19,3.28,,
1983-09-20,3.33,,
1983-09-21,3.35,,
1983-09-22,3.35,,
1983-09-23,3.35,,
1983-09-26,3.35,,
1983-09-27,3.35,,
1983-09-28,3.35,,
1983-09-29,3.35,,
1983-09-30,3.35,,
1983-10-03,3.35,,
1983-10-04,3.38,,
1983-10-05,3.35,,
1983-10-06,3.38,,
1983-10-07,3.37,,
1983-10-10,3.37,,
1983-10-11,3.35,,
1983-10-12,3.3,,
1983-10-13,3.29,,
1983-10-14,3.29,,
1983-10-17,3.29,,
1983-10-18,3.27,,
1983-10-19,3.13,,
1983-10-20,3.12,,
1983-10-21,3.17,,
1983-10-24,3.15,,
1983-10-25,3.22,,
1983-10-26,3.23,,
1983-10-27,3.21,,
1983-10-28,3.2,,
1983-10-31,3.15,,
1983-11-01,3.13,,
1983-11-02,3.13,,
1983-11-03,3.14,,
1983-11-04,3.14,,
1983-11-07,3.15,,
1983-11-08,3.15,,
1983-11-09,3.15,,
1983-11-10,3.15,,
1983-11-11,3.15,,
1983-11-14,3.15,,
1983-11-15,3.15,,
1983-11-16,3.15,,
1983-11-17,3.15,,
1983-11-18,3.15,,
1983-11-21,3.15,,
1983-11-22,3.15,,
1983-11-23,3.15,,
1983-11-25,3.15,,
1983-11-28,3.13,,
1983-11-29,3.13,,
1983-11-30,3.13,,
1983-12-01,3.18,,
1983-12-02,3.18,,
1983-12-05,3.18,,
1983-12-06,3.18,,
1983-12-07,3.19,,
1983-12-08,3.19,,
1983-12-09,3.19,,
1983-12-12,3.19,,
1983-12-13,3.18,,
1983-12-14,3.17,,
1983-12-15,3.15,,
1983-12-16,3.15,,
1983-12-19,3.15,,
1983-12-20,3.14,,
1983-12-21,3.14,,
1983-12-22,3.14,,
1983-12-23,3.14,,
1983-12-27,3.14,,
1983-12-28,3.15,,
1983-12-29,3.17,,
1983-12-30,3.18,,
1984-01-03,3.18,,
1984-01-04,3.18,,
1984-01-05,3.18,,
1984-01-06,3.19,,
1984-01-09,3.19,,
1984-01-10,3.19,,
1984-01-11,3.14,,
1984-01-12,3.14,,
1984-01-13,3.14,,
1984-01-16,3.14,,
1984-01-17,3.14,,
1984-01-18,3.13,,
1984-01-19,3.13,,
1984-01-20,3.11,,
1984-01-23,3.05,,
1984-01-24,2.99,,
1984-01-25,2.95,,
1984-01-26,2.89,,
1984-01-27,2.89,,
1984-01-30,2.89,,
1984-01-31,2.89,,
1984-02-01,2.9,,
1984-02-02,2.9,,
1984-02-03,2.9,,
1984-02-06,2.87,,
1984-02-07,2.86,,
1984-02-08,2.85,,
1984-02-09,2.78,,
1984-02-10,2.75,,
1984-02-13,2.75,,
1984-02-14,2.75,,
1984-02-15,2.75,,
1984-02-16,2.74,,
1984-02-17,2.73,,
1984-02-21,2.73,,
1984-02-22,2.73,,
1984-02-23,2.7,,
1984-02-24,2.71,,
1984-02-27,2.71,,
1984-02-28,2.72,,
1984-02-29,2.72,,
1984-03-01,2.72,,
1984-03-02,2.72,,
1984-03-05,2.72,,
1984-03-06,2.72,,
1984-03-07,2.7,,
1984-03-08,2.69,,
1984-03-09,2.65,,
1984-03-12,2.65,,
1984-03-13,2.65,,
1984-03-14,2.65,,
1984-03-15,2.67,,
1984-03-16,2.71,,
1984-03-19,2.56,,
1984-03-20,2.56,,
1984-03-21,2.53,,
1984-03-22,2.53,,
1984-03-23,2.51,,
1984-03-26,2.51,,
1984-03-27,2.51,,
1984-03-28,2.54,,
1984-03-29,2.55,,
1984-03-30,2.55,,
1984-04-02,2.56,,
1984-04-03,2.56,,
1984-04-04,2.56,,
1984-04-05,2.57,,
1984-04-06,2.58,,
1984-04-09,2.62,,
1984-04-10,2.63,,
1984-04-11,2.64,,
1984-04-12,2.67,,
1984-04-13,2.71,,
1984-04-16,2.78,,
1984-04-17,2.79,,
1984-04-18,2.79,,
1984-04-19,2.79,,
1984-04-23,2.79,,
1984-04-24,2.79,,
1984-04-25,2.79,,
1984-04-26,2.79,,
1984-04-27,2.79,,
1984-04-30,2.79,,
1984-05-01,2.79,,
1984-05-02,2.79,,
1984-05-03,2.79,,
1984-05-04,2.79,,
1984-05-07,2.79,,
1984-05-08,2.82,,
1984-05-09,2.85,,
1984-05-10,2.85,,
1984-05-11,2.82,,
1984-05-14,2.8,,
1984-05-15,2.79,,
1984-05-16,2.79,,
1984-05-17,2.79,,
1984-05-18,2.79,,
1984-05-21,2.79,,
1984-05-22,2.79,,
1984-05-23,2.79,,
1984-05-24,2.77,,
1984-05-25,2.75,,
1984-05-29,2.74,,
1984-05-30,2.74,,
1984-05-31,2.74,,
1984-06-01,2.74,,
1984-06-04,2.74,,
1984-06-05,2.77,,
1984-06-06,2.77,,
1984-06-07,2.78,,
1984-06-08,2.78,,
1984-06-11,2.78,,
1984-06-12,2.79,,
1984-06-13,2.79,,
