date,ESS,dcf,Deviation
1994-11-21,16.38,,
1994-11-22,16.5,,
1994-11-23,17.0,,
1994-11-25,16.88,,
1994-11-28,17.0,,
1994-11-29,16.88,,
1994-11-30,17.0,,
1994-12-01,16.63,,
1994-12-02,16.5,,
1994-12-05,16.25,,
1994-12-06,16.13,,
1994-12-07,16.13,,
1994-12-08,15.63,,
1994-12-09,15.75,,
1994-12-12,15.75,,
1994-12-13,15.75,,
1994-12-14,15.75,,
1994-12-15,16.5,,
1994-12-16,16.25,,
1994-12-19,16.13,,
1994-12-20,16.0,,
1994-12-21,15.75,,
1994-12-22,15.63,,
1994-12-23,15.38,,
1994-12-27,15.13,,
1994-12-28,14.88,,
1994-12-29,15.13,,
1994-12-30,15.13,,
1995-01-03,16.0,,
1995-01-04,16.25,,
1995-01-05,16.38,,
1995-01-06,16.63,,
1995-01-09,16.5,,
1995-01-10,16.5,,
1995-01-11,16.38,,
1995-01-12,16.38,,
1995-01-13,16.5,,
1995-01-16,16.38,,
1995-01-17,16.5,,
1995-01-18,16.5,,
1995-01-19,16.13,,
1995-01-20,16.25,,
1995-01-23,16.0,,
1995-01-24,16.13,,
1995-01-25,16.38,,
1995-01-26,16.25,,
1995-01-27,16.5,,
1995-01-30,16.63,,
1995-01-31,16.5,,
1995-02-01,16.38,,
1995-02-02,16.5,,
1995-02-03,16.0,,
1995-02-06,16.13,,
1995-02-07,16.0,,
1995-02-08,15.75,,
1995-02-09,16.0,,
1995-02-10,16.0,,
1995-02-13,15.5,,
1995-02-14,15.88,,
1995-02-15,16.13,,
1995-02-16,15.88,,
1995-02-17,15.88,,
1995-02-21,15.75,,
1995-02-22,15.75,,
1995-02-23,15.88,,
1995-02-24,15.88,,
1995-02-27,16.0,,
1995-02-28,16.13,,
1995-03-01,16.0,,
1995-03-02,15.63,,
1995-03-03,15.38,,
1995-03-06,15.38,,
1995-03-07,15.5,,
1995-03-08,15.38,,
1995-03-09,15.5,,
1995-03-10,15.38,,
1995-03-13,15.38,,
1995-03-14,15.5,,
1995-03-15,15.88,,
1995-03-16,15.63,,
1995-03-17,15.75,,
1995-03-20,16.0,,
1995-03-21,16.0,,
1995-03-22,15.88,,
1995-03-23,16.0,,
1995-03-24,16.38,,
1995-03-27,16.0,,
1995-03-28,15.88,,
1995-03-29,16.0,,
1995-03-30,16.0,,
1995-03-31,15.88,,
1995-04-03,15.75,,
1995-04-04,15.75,,
1995-04-05,16.13,,
1995-04-06,16.5,,
1995-04-07,16.38,,
1995-04-10,16.5,,
1995-04-11,16.5,,
1995-04-12,16.38,,
1995-04-13,16.5,,
1995-04-17,16.25,,
1995-04-18,16.25,,
1995-04-19,16.5,,
1995-04-20,16.25,,
1995-04-21,16.63,,
1995-04-24,16.0,,
1995-04-25,16.13,,
1995-04-26,15.88,,
1995-04-27,16.0,,
1995-04-28,16.25,,
1995-05-01,16.5,,
1995-05-02,16.25,,
1995-05-03,16.38,,
1995-05-04,16.75,,
1995-05-05,17.0,,
1995-05-08,17.38,,
1995-05-09,18.0,,
1995-05-10,17.88,,
1995-05-11,18.0,,
1995-05-12,17.88,,
1995-05-15,17.5,,
1995-05-16,17.5,,
1995-05-17,17.38,,
1995-05-18,17.25,,
1995-05-19,17.5,,
1995-05-22,17.25,,
1995-05-23,17.38,,
1995-05-24,17.38,,
1995-05-25,17.63,,
1995-05-26,17.5,,
1995-05-30,17.75,,
1995-05-31,17.88,,
1995-06-01,17.75,,
1995-06-02,17.88,,
1995-06-05,17.88,,
1995-06-06,17.88,,
1995-06-07,17.5,,
1995-06-08,17.63,,
1995-06-09,17.5,,
1995-06-12,17.75,,
1995-06-13,17.5,,
1995-06-14,17.63,,
1995-06-15,17.5,,
1995-06-16,17.38,,
1995-06-19,17.63,,
1995-06-20,17.38,,
1995-06-21,17.5,,
1995-06-22,17.75,,
1995-06-23,17.63,,
1995-06-26,17.75,,
1995-06-27,18.13,,
1995-06-28,17.38,,
1995-06-29,17.5,,
1995-06-30,18.13,,
1995-07-03,18.25,,
1995-07-05,18.0,,
1995-07-06,18.25,,
1995-07-07,18.0,,
1995-07-10,18.25,,
1995-07-11,18.13,,
1995-07-12,18.0,,
1995-07-13,17.5,,
1995-07-14,17.38,,
1995-07-17,17.5,,
1995-07-18,17.38,,
1995-07-19,17.5,,
1995-07-20,17.13,,
1995-07-21,16.88,,
1995-07-24,16.75,,
1995-07-25,16.75,,
1995-07-26,16.88,,
1995-07-27,17.25,,
1995-07-28,17.63,,
1995-07-31,17.75,,
1995-08-01,17.63,,
1995-08-02,17.88,,
1995-08-03,17.88,,
1995-08-04,17.5,,
1995-08-07,17.0,,
1995-08-08,16.75,,
1995-08-09,16.88,,
1995-08-10,17.0,,
1995-08-11,17.0,,
1995-08-14,17.13,,
1995-08-15,16.88,,
1995-08-16,17.0,,
1995-08-17,17.25,,
1995-08-18,17.5,,
1995-08-21,17.5,,
1995-08-22,17.25,,
1995-08-23,17.13,,
1995-08-24,17.0,,
1995-08-25,17.13,,
1995-08-28,17.0,,
1995-08-29,17.0,,
1995-08-30,17.13,,
1995-08-31,17.38,,
1995-09-01,17.25,,
1995-09-05,17.38,,
1995-09-06,17.5,,
1995-09-07,17.75,,
1995-09-08,17.63,,
1995-09-11,17.88,,
1995-09-12,17.88,,
1995-09-13,17.63,,
1995-09-14,17.88,,
1995-09-15,17.88,,
1995-09-18,17.5,,
1995-09-19,17.75,,
1995-09-20,17.63,,
1995-09-21,17.63,,
1995-09-22,18.0,,
1995-09-25,18.13,,
1995-09-26,18.13,,
1995-09-27,17.38,,
1995-09-28,17.25,,
1995-09-29,17.63,,
1995-10-02,17.5,,
1995-10-03,17.25,,
1995-10-04,17.63,,
1995-10-05,17.38,,
1995-10-06,17.63,,
1995-10-09,17.63,,
1995-10-10,17.88,,
1995-10-11,17.5,,
1995-10-12,17.5,,
1995-10-13,17.63,,
1995-10-16,17.63,,
1995-10-17,17.75,,
1995-10-18,17.63,,
1995-10-19,17.5,,
1995-10-20,17.75,,
1995-10-23,17.75,,
1995-10-24,18.13,,
1995-10-25,18.13,,
1995-10-26,18.25,,
1995-10-27,18.25,,
1995-10-30,18.25,,
1995-10-31,18.25,,
1995-11-01,18.5,,
1995-11-02,18.63,,
1995-11-03,18.5,,
1995-11-06,18.38,,
1995-11-07,18.5,,
1995-11-08,18.5,,
1995-11-09,18.75,,
1995-11-10,18.88,,
1995-11-13,18.88,,
1995-11-14,18.88,,
1995-11-15,18.75,,
1995-11-16,18.63,,
1995-11-17,18.63,,
1995-11-20,18.75,,
1995-11-21,18.63,,
1995-11-22,18.75,,
1995-11-24,18.5,,
1995-11-27,18.75,,
1995-11-28,18.63,,
1995-11-29,18.63,,
1995-11-30,18.63,,
1995-12-01,18.75,,
1995-12-04,18.88,,
1995-12-05,18.75,,
1995-12-06,19.0,,
1995-12-07,19.0,,
1995-12-08,19.13,,
1995-12-11,19.13,,
1995-12-12,19.13,,
1995-12-13,19.0,,
1995-12-14,19.13,,
1995-12-15,19.0,,
1995-12-18,18.75,,
1995-12-19,18.75,,
1995-12-20,19.0,,
1995-12-21,19.25,,
1995-12-22,19.25,,
1995-12-26,19.5,,
1995-12-27,19.13,,
1995-12-28,19.13,,
1995-12-29,19.25,,
1996-01-02,19.0,,
1996-01-03,19.38,,
1996-01-04,19.25,,
1996-01-05,19.13,,
1996-01-08,19.13,,
1996-01-09,18.88,,
1996-01-10,18.75,,
1996-01-11,18.88,,
1996-01-12,19.13,,
1996-01-15,19.13,,
1996-01-16,19.13,,
1996-01-17,19.0,,
1996-01-18,19.63,,
1996-01-19,19.75,,
1996-01-22,19.5,,
1996-01-23,19.38,,
1996-01-24,19.63,,
1996-01-25,19.5,,
1996-01-26,19.75,,
1996-01-29,19.63,,
1996-01-30,19.88,,
1996-01-31,20.0,,
1996-02-01,20.13,,
1996-02-02,20.0,,
1996-02-05,20.0,,
1996-02-06,20.0,,
1996-02-07,19.88,,
1996-02-08,20.5,,
1996-02-09,20.75,,
1996-02-12,21.0,,
1996-02-13,21.0,,
1996-02-14,21.13,,
1996-02-15,20.88,,
1996-02-16,20.75,,
1996-02-20,20.63,,
1996-02-21,20.75,,
1996-02-22,20.75,,
1996-02-23,20.88,,
1996-02-26,20.5,,
1996-02-27,20.38,,
1996-02-28,20.13,,
1996-02-29,20.25,,
1996-03-01,19.88,,
1996-03-04,19.75,,
1996-03-05,19.88,,
1996-03-06,20.25,,
1996-03-07,20.63,,
1996-03-08,20.13,,
1996-03-11,20.0,,
1996-03-12,19.75,,
1996-03-13,20.5,,
1996-03-14,20.75,,
1996-03-15,20.63,,
1996-03-18,20.88,,
1996-03-19,20.63,,
1996-03-20,20.63,,
1996-03-21,20.5,,
1996-03-22,20.25,,
1996-03-25,20.25,,
1996-03-26,20.75,,
1996-03-27,20.25,,
1996-03-28,20.0,,
1996-03-29,20.75,,
1996-04-01,20.38,,
1996-04-02,20.75,,
1996-04-03,20.63,,
1996-04-04,20.63,,
1996-04-08,20.38,,
1996-04-09,20.38,,
1996-04-10,20.38,,
1996-04-11,20.13,,
1996-04-12,20.38,,
1996-04-15,20.25,,
1996-04-16,20.13,,
1996-04-17,19.75,,
1996-04-18,19.75,,
1996-04-19,20.25,,
1996-04-22,20.38,,
1996-04-23,20.0,,
1996-04-24,20.0,,
1996-04-25,19.88,,
1996-04-26,20.25,,
1996-04-29,20.38,,
1996-04-30,20.63,,
1996-05-01,20.88,,
1996-05-02,20.38,,
1996-05-03,20.38,,
1996-05-06,20.38,,
1996-05-07,20.13,,
1996-05-08,19.88,,
1996-05-09,20.25,,
1996-05-10,20.5,,
1996-05-13,20.13,,
1996-05-14,20.25,,
1996-05-15,20.25,,
1996-05-16,20.25,,
1996-05-17,20.25,,
1996-05-20,20.63,,
1996-05-21,20.75,,
1996-05-22,20.75,,
1996-05-23,20.75,,
1996-05-24,20.75,,
1996-05-28,20.75,,
1996-05-29,20.88,,
1996-05-30,20.63,,
1996-05-31,20.75,,
1996-06-03,20.88,,
1996-06-04,20.63,,
1996-06-05,21.0,,
1996-06-06,20.63,,
1996-06-07,20.88,,
1996-06-10,21.25,,
1996-06-11,21.0,,
1996-06-12,21.25,,
1996-06-13,21.25,,
1996-06-14,21.38,,
1996-06-17,21.25,,
1996-06-18,21.5,,
1996-06-19,21.88,,
1996-06-20,22.25,,
1996-06-21,22.0,,
1996-06-24,22.38,,
1996-06-25,22.0,,
1996-06-26,22.0,,
1996-06-27,21.63,,
1996-06-28,21.5,,
1996-07-01,21.88,,
1996-07-02,22.0,,
1996-07-03,22.38,,
1996-07-05,22.38,,
1996-07-08,22.38,,
1996-07-09,22.13,,
1996-07-10,22.13,,
1996-07-11,22.0,,
1996-07-12,21.75,,
1996-07-15,21.88,,
1996-07-16,22.13,,
1996-07-17,22.13,,
1996-07-18,22.13,,
1996-07-19,22.5,,
1996-07-22,23.13,,
1996-07-23,22.75,,
1996-07-24,22.63,,
1996-07-25,22.75,,
1996-07-26,23.13,,
1996-07-29,23.38,,
1996-07-30,22.88,,
1996-07-31,22.25,,
1996-08-01,22.63,,
1996-08-02,23.25,,
1996-08-05,23.0,,
1996-08-06,22.88,,
1996-08-07,22.88,,
1996-08-08,22.75,,
1996-08-09,22.75,,
1996-08-12,22.75,,
1996-08-13,22.75,,
1996-08-14,23.0,,
1996-08-15,23.5,,
1996-08-16,23.38,,
1996-08-19,24.0,,
1996-08-20,23.88,,
1996-08-21,23.88,,
1996-08-22,24.25,,
1996-08-23,24.38,,
1996-08-26,24.25,,
1996-08-27,24.25,,
1996-08-28,24.25,,
1996-08-29,24.38,,
1996-08-30,23.88,,
1996-09-03,24.0,,
1996-09-04,24.13,,
1996-09-05,23.63,,
1996-09-06,23.5,,
1996-09-09,24.0,,
1996-09-10,24.38,,
1996-09-11,24.13,,
1996-09-12,24.63,,
1996-09-13,24.63,,
1996-09-16,24.38,,
1996-09-17,24.88,,
1996-09-18,24.25,,
1996-09-19,24.25,,
1996-09-20,24.5,,
1996-09-23,24.63,,
1996-09-24,24.63,,
1996-09-25,24.75,,
1996-09-26,24.38,,
1996-09-27,24.63,,
1996-09-30,24.88,,
1996-10-01,24.88,,
1996-10-02,25.0,,
1996-10-03,25.13,,
1996-10-04,25.0,,
1996-10-07,25.13,,
1996-10-08,24.75,,
1996-10-09,24.75,,
1996-10-10,25.13,,
1996-10-11,25.38,,
1996-10-14,25.38,,
1996-10-15,25.38,,
1996-10-16,25.63,,
1996-10-17,25.5,,
1996-10-18,25.75,,
1996-10-21,25.63,,
1996-10-22,25.5,,
1996-10-23,25.5,,
1996-10-24,25.75,,
1996-10-25,25.63,,
1996-10-28,25.5,,
1996-10-29,25.38,,
1996-10-30,25.63,,
1996-10-31,25.88,,
1996-11-01,25.75,,
1996-11-04,26.0,,
1996-11-05,26.75,,
1996-11-06,27.63,,
1996-11-07,28.25,,
1996-11-08,28.63,,
1996-11-11,28.5,,
1996-11-12,27.75,,
1996-11-13,28.5,,
1996-11-14,28.5,,
1996-11-15,28.13,,
1996-11-18,28.13,,
1996-11-19,28.0,,
1996-11-20,28.13,,
1996-11-21,27.88,,
1996-11-22,27.5,,
1996-11-25,27.5,,
1996-11-26,27.38,,
1996-11-27,27.25,,
1996-11-29,27.5,,
1996-12-02,27.5,,
1996-12-03,27.13,,
1996-12-04,27.25,,
1996-12-05,27.5,,
1996-12-06,27.5,,
1996-12-09,27.88,,
1996-12-10,27.88,,
1996-12-11,27.63,,
1996-12-12,27.63,,
1996-12-13,27.5,,
1996-12-16,27.63,,
1996-12-17,27.88,,
1996-12-18,27.88,,
1996-12-19,28.0,,
1996-12-20,28.38,,
1996-12-23,28.25,,
1996-12-24,28.38,,
1996-12-26,29.0,,
1996-12-27,28.75,,
1996-12-30,29.0,,
1996-12-31,29.38,,
1997-01-02,28.88,,
1997-01-03,29.13,,
1997-01-06,28.88,,
1997-01-07,29.0,,
1997-01-08,28.75,,
1997-01-09,28.63,,
1997-01-10,28.75,,
1997-01-13,28.75,,
1997-01-14,29.13,,
1997-01-15,29.13,,
1997-01-16,29.5,,
1997-01-17,29.25,,
1997-01-20,28.88,,
1997-01-21,29.0,,
1997-01-22,29.13,,
1997-01-23,28.5,,
1997-01-24,29.25,,
1997-01-27,28.63,,
1997-01-28,28.75,,
1997-01-29,28.63,,
1997-01-30,28.75,,
1997-01-31,29.25,,
1997-02-03,29.75,,
1997-02-04,29.5,,
1997-02-05,29.25,,
1997-02-06,29.38,,
1997-02-07,29.38,,
1997-02-10,29.38,,
1997-02-11,29.38,,
1997-02-12,29.63,,
1997-02-13,29.63,,
1997-02-14,29.38,,
1997-02-18,29.5,,
1997-02-19,29.63,,
1997-02-20,29.75,,
1997-02-21,29.88,,
1997-02-24,30.13,,
1997-02-25,30.13,,
1997-02-26,30.25,,
1997-02-27,29.63,,
1997-02-28,30.0,,
1997-03-03,29.75,,
1997-03-04,30.0,,
1997-03-05,29.88,,
1997-03-06,30.38,,
1997-03-07,30.38,,
1997-03-10,30.75,,
1997-03-11,30.75,,
1997-03-12,30.63,,
1997-03-13,30.25,,
1997-03-14,30.5,,
1997-03-17,30.88,,
1997-03-18,30.5,,
1997-03-19,30.5,,
1997-03-20,30.38,,
1997-03-21,30.5,,
1997-03-24,30.5,,
1997-03-25,30.88,,
1997-03-26,30.75,,
1997-03-27,30.63,,
1997-03-31,29.88,,
1997-04-01,29.25,,
1997-04-02,29.88,,
1997-04-03,29.25,,
1997-04-04,29.13,,
1997-04-07,29.5,,
1997-04-08,29.75,,
1997-04-09,30.0,,
1997-04-10,30.25,,
1997-04-11,30.13,,
1997-04-14,29.75,,
1997-04-15,30.0,,
1997-04-16,30.75,,
1997-04-17,30.5,,
1997-04-18,30.38,,
1997-04-21,30.25,,
1997-04-22,30.13,,
1997-04-23,30.0,,
1997-04-24,29.5,,
1997-04-25,28.25,,
1997-04-28,28.63,,
1997-04-29,28.75,,
1997-04-30,29.25,,
1997-05-01,29.13,,
1997-05-02,29.0,,
1997-05-05,29.38,,
1997-05-06,29.63,,
1997-05-07,29.88,,
1997-05-08,30.0,,
1997-05-09,30.0,,
1997-05-12,29.25,,
1997-05-13,29.38,,
1997-05-14,29.25,,
1997-05-15,29.63,,
1997-05-16,29.38,,
1997-05-19,29.38,,
1997-05-20,30.0,,
1997-05-21,29.5,,
1997-05-22,29.25,,
1997-05-23,29.5,,
1997-05-27,29.63,,
1997-05-28,29.25,,
1997-05-29,28.75,,
1997-05-30,29.63,,
1997-06-02,29.0,,
1997-06-03,29.0,,
1997-06-04,28.5,,
1997-06-05,28.63,,
1997-06-06,28.38,,
1997-06-09,28.88,,
1997-06-10,28.63,,
1997-06-11,28.63,,
1997-06-12,28.75,,
1997-06-13,29.38,,
1997-06-16,29.88,,
1997-06-17,29.38,,
1997-06-18,29.88,,
1997-06-19,30.38,,
1997-06-20,30.13,,
1997-06-23,30.88,,
1997-06-24,30.63,,
1997-06-25,30.75,,
1997-06-26,30.38,,
1997-06-27,30.63,,
1997-06-30,32.13,,
1997-07-01,31.38,,
1997-07-02,31.5,,
1997-07-03,31.63,,
1997-07-07,31.63,,
1997-07-08,32.13,,
1997-07-09,32.13,,
1997-07-10,31.94,,
1997-07-11,32.63,,
1997-07-14,32.94,,
1997-07-15,32.63,,
1997-07-16,32.25,,
1997-07-17,31.88,,
1997-07-18,31.88,,
1997-07-21,31.88,,
1997-07-22,31.88,,
1997-07-23,31.81,,
1997-07-24,32.25,,
1997-07-25,32.88,,
1997-07-28,32.63,,
1997-07-29,32.44,,
1997-07-30,32.69,,
1997-07-31,32.81,,
1997-08-01,32.25,,
1997-08-04,32.06,,
1997-08-05,31.88,,
1997-08-06,32.13,,
1997-08-07,32.5,,
1997-08-08,32.69,,
1997-08-11,33.0,,
1997-08-12,32.75,,
1997-08-13,32.69,,
1997-08-14,32.88,,
1997-08-15,32.31,,
1997-08-18,32.06,,
1997-08-19,32.19,,
1997-08-20,31.94,,
1997-08-21,31.88,,
1997-08-22,31.75,,
1997-08-25,31.69,,
1997-08-26,30.63,,
1997-08-27,31.69,,
1997-08-28,31.94,,
1997-08-29,32.0,,
1997-09-02,32.5,,
1997-09-03,32.63,,
1997-09-04,32.0,,
1997-09-05,31.63,,
1997-09-08,32.0,,
1997-09-09,31.69,,
1997-09-10,31.63,,
1997-09-11,31.63,,
1997-09-12,32.44,,
1997-09-15,32.38,,
1997-09-16,32.56,,
1997-09-17,32.63,,
1997-09-18,33.06,,
1997-09-19,33.75,,
1997-09-22,33.63,,
1997-09-23,35.06,,
1997-09-24,34.38,,
1997-09-25,34.5,,
1997-09-26,34.38,,
1997-09-29,34.0,,
1997-09-30,34.81,,
1997-10-01,35.19,,
1997-10-02,35.94,,
1997-10-03,36.75,,
1997-10-06,36.75,,
1997-10-07,36.44,,
1997-10-08,36.75,,
1997-10-09,36.75,,
1997-10-10,37.0,,
1997-10-13,36.13,,
1997-10-14,35.94,,
1997-10-15,35.94,,
1997-10-16,35.81,,
1997-10-17,34.81,,
1997-10-20,34.38,,
1997-10-21,34.19,,
1997-10-22,34.31,,
1997-10-23,34.25,,
1997-10-24,34.25,,
1997-10-27,33.88,,
1997-10-28,33.88,,
1997-10-29,33.56,,
1997-10-30,32.81,,
1997-10-31,34.25,,
1997-11-03,34.75,,
1997-11-04,34.13,,
1997-11-05,34.5,,
1997-11-06,35.0,,
1997-11-07,34.5,,
1997-11-10,34.63,,
1997-11-11,34.63,,
1997-11-12,34.63,,
1997-11-13,34.25,,
1997-11-14,35.0,,
1997-11-17,35.25,,
1997-11-18,34.94,,
1997-11-19,35.0,,
1997-11-20,35.0,,
1997-11-21,35.13,,
1997-11-24,35.19,,
1997-11-25,35.5,,
1997-11-26,36.0,,
1997-11-28,36.13,,
1997-12-01,35.81,,
1997-12-02,35.5,,
1997-12-03,35.31,,
1997-12-04,35.13,,
1997-12-05,34.75,,
1997-12-08,34.5,,
1997-12-09,34.13,,
1997-12-10,34.19,,
1997-12-11,34.06,,
1997-12-12,34.06,,
1997-12-15,34.56,,
1997-12-16,34.13,,
1997-12-17,34.19,,
1997-12-18,34.5,,
1997-12-19,34.25,,
1997-12-22,34.56,,
1997-12-23,34.88,,
1997-12-24,34.69,,
1997-12-26,34.63,,
1997-12-29,34.31,,
1997-12-30,34.81,,
1997-12-31,35.0,,
1998-01-02,34.38,,
1998-01-05,34.38,,
1998-01-06,34.5,,
1998-01-07,34.94,,
1998-01-08,34.88,,
1998-01-09,34.56,,
1998-01-12,34.25,,
1998-01-13,34.31,,
1998-01-14,34.56,,
1998-01-15,34.63,,
1998-01-16,34.75,,
1998-01-20,34.63,,
1998-01-21,34.44,,
1998-01-22,34.5,,
1998-01-23,34.75,,
1998-01-26,34.75,,
1998-01-27,34.69,,
1998-01-28,34.56,,
1998-01-29,34.5,,
1998-01-30,34.44,,
1998-02-02,34.06,,
1998-02-03,33.94,,
1998-02-04,33.56,,
1998-02-05,33.81,,
1998-02-06,34.31,,
1998-02-09,33.88,,
1998-02-10,33.75,,
1998-02-11,33.13,,
1998-02-12,33.06,,
1998-02-13,33.13,,
1998-02-17,32.88,,
1998-02-18,32.81,,
1998-02-19,32.75,,
1998-02-20,32.88,,
1998-02-23,32.75,,
1998-02-24,32.38,,
1998-02-25,32.63,,
1998-02-26,32.5,,
1998-02-27,32.38,,
1998-03-02,32.5,,
1998-03-03,32.75,,
1998-03-04,34.06,,
1998-03-05,33.63,,
1998-03-06,33.63,,
1998-03-09,33.25,,
1998-03-10,33.63,,
1998-03-11,33.06,,
1998-03-12,32.94,,
1998-03-13,33.06,,
1998-03-16,32.94,,
1998-03-17,33.06,,
1998-03-18,33.25,,
1998-03-19,33.56,,
1998-03-20,33.56,,
1998-03-23,33.5,,
1998-03-24,33.38,,
1998-03-25,33.56,,
1998-03-26,33.63,,
1998-03-27,33.56,,
1998-03-30,33.63,,
1998-03-31,34.31,,
1998-04-01,33.94,,
1998-04-02,33.81,,
1998-04-03,33.88,,
1998-04-06,33.75,,
1998-04-07,34.31,,
1998-04-08,34.0,,
1998-04-09,34.0,,
1998-04-13,34.19,,
1998-04-14,34.38,,
1998-04-15,34.25,,
1998-04-16,33.94,,
1998-04-17,33.94,,
1998-04-20,34.0,,
1998-04-21,33.75,,
1998-04-22,33.94,,
1998-04-23,33.31,,
1998-04-24,33.25,,
1998-04-27,33.06,,
1998-04-28,33.38,,
1998-04-29,32.94,,
1998-04-30,33.0,,
1998-05-01,33.56,,
1998-05-04,33.19,,
1998-05-05,33.19,,
1998-05-06,33.0,,
1998-05-07,33.19,,
1998-05-08,33.5,,
1998-05-11,33.0,,
1998-05-12,32.81,,
1998-05-13,32.75,,
1998-05-14,32.69,,
1998-05-15,32.88,,
1998-05-18,32.75,,
1998-05-19,32.94,,
1998-05-20,32.81,,
1998-05-21,32.5,,
1998-05-22,32.63,,
1998-05-26,32.25,,
1998-05-27,32.13,,
1998-05-28,32.0,,
1998-05-29,32.5,,
1998-06-01,32.75,,
1998-06-02,32.81,,
1998-06-03,32.75,,
1998-06-04,32.94,,
1998-06-05,32.38,,
1998-06-08,32.63,,
1998-06-09,32.75,,
1998-06-10,32.19,,
1998-06-11,32.13,,
1998-06-12,31.75,,
1998-06-15,31.0,,
1998-06-16,30.88,,
1998-06-17,31.0,,
1998-06-18,30.88,,
1998-06-19,30.63,,
1998-06-22,30.75,,
1998-06-23,30.69,,
1998-06-24,31.13,,
1998-06-25,31.31,,
1998-06-26,30.94,,
1998-06-29,31.0,,
1998-06-30,31.0,,
1998-07-01,30.88,,
1998-07-02,31.69,,
1998-07-06,31.94,,
1998-07-07,32.69,,
1998-07-08,32.94,,
1998-07-09,33.06,,
1998-07-10,33.25,,
1998-07-13,33.0,,
1998-07-14,33.0,,
1998-07-15,32.94,,
1998-07-16,33.25,,
1998-07-17,32.38,,
1998-07-20,32.69,,
1998-07-21,32.06,,
1998-07-22,32.69,,
1998-07-23,32.5,,
1998-07-24,31.81,,
1998-07-27,31.25,,
1998-07-28,31.0,,
1998-07-29,30.63,,
1998-07-30,30.88,,
1998-07-31,30.38,,
1998-08-03,30.06,,
1998-08-04,29.56,,
1998-08-05,29.38,,
1998-08-06,29.5,,
1998-08-07,30.06,,
1998-08-10,30.38,,
1998-08-11,30.0,,
1998-08-12,30.63,,
1998-08-13,30.88,,
1998-08-14,30.81,,
1998-08-17,31.31,,
1998-08-18,30.88,,
1998-08-19,30.81,,
1998-08-20,30.56,,
1998-08-21,30.56,,
1998-08-24,30.44,,
1998-08-25,30.5,,
1998-08-26,30.31,,
1998-08-27,29.88,,
1998-08-28,29.25,,
1998-08-31,28.44,,
1998-09-01,28.88,,
1998-09-02,29.0,,
1998-09-03,28.0,,
