date,CHRW,dcf,Deviation
1999-07-30,8.84,,
1999-08-02,8.91,,
1999-08-03,8.61,,
1999-08-04,8.47,,
1999-08-05,8.97,,
1999-08-06,8.83,,
1999-08-09,8.58,,
1999-08-10,8.53,,
1999-08-11,8.5,,
1999-08-12,8.13,,
1999-08-13,8.31,,
1999-08-16,8.31,,
1999-08-17,8.25,,
1999-08-18,8.11,,
1999-08-19,8.22,,
1999-08-20,8.33,,
1999-08-23,8.31,,
1999-08-24,8.28,,
1999-08-25,8.36,,
1999-08-26,8.25,,
1999-08-27,7.97,,
1999-08-30,7.69,,
1999-08-31,7.88,,
1999-09-01,7.89,,
1999-09-02,7.77,,
1999-09-03,8.36,,
1999-09-07,8.34,,
1999-09-08,8.25,,
1999-09-09,8.63,,
1999-09-10,8.5,,
1999-09-13,8.22,,
1999-09-14,8.48,,
1999-09-15,8.63,,
1999-09-16,8.23,,
1999-09-17,8.38,,
1999-09-20,8.34,,
1999-09-21,8.34,,
1999-09-22,8.25,,
1999-09-23,8.22,,
1999-09-24,8.19,,
1999-09-27,8.43,,
1999-09-28,8.55,,
1999-09-29,8.56,,
1999-09-30,8.42,,
1999-10-01,8.28,,
1999-10-04,8.14,,
1999-10-05,8.23,,
1999-10-06,8.36,,
1999-10-07,8.44,,
1999-10-08,8.56,,
1999-10-11,8.63,,
1999-10-12,8.38,,
1999-10-13,8.13,,
1999-10-14,8.19,,
1999-10-15,8.13,,
1999-10-18,8.19,,
1999-10-19,8.2,,
1999-10-20,8.31,,
1999-10-21,8.27,,
1999-10-22,8.3,,
1999-10-25,8.17,,
1999-10-26,7.84,,
1999-10-27,8.25,,
1999-10-28,8.16,,
1999-10-29,8.45,,
1999-11-01,8.28,,
1999-11-02,8.34,,
1999-11-03,8.25,,
1999-11-04,7.81,,
1999-11-05,7.42,,
1999-11-08,7.2,,
1999-11-09,7.03,,
1999-11-10,7.81,,
1999-11-11,7.91,,
1999-11-12,7.97,,
1999-11-15,8.02,,
1999-11-16,8.0,,
1999-11-17,7.84,,
1999-11-18,8.39,,
1999-11-19,8.13,,
1999-11-22,8.38,,
1999-11-23,8.69,,
1999-11-24,8.72,,
1999-11-26,8.63,,
1999-11-29,8.53,,
1999-11-30,8.72,,
1999-12-01,8.88,,
1999-12-02,8.78,,
1999-12-03,8.91,,
1999-12-06,8.78,,
1999-12-07,8.78,,
1999-12-08,8.77,,
1999-12-09,8.64,,
1999-12-10,8.36,,
1999-12-13,8.5,,
1999-12-14,8.69,,
1999-12-15,8.78,,
1999-12-16,8.88,,
1999-12-17,9.05,,
1999-12-20,9.56,,
1999-12-21,9.75,,
1999-12-22,9.49,,
1999-12-23,9.66,,
1999-12-27,10.0,,
1999-12-28,10.52,,
1999-12-29,10.13,,
1999-12-30,9.94,,
1999-12-31,9.94,,
2000-01-03,9.78,,
2000-01-04,9.45,,
2000-01-05,9.33,,
2000-01-06,9.38,,
2000-01-07,9.5,,
2000-01-10,9.92,,
2000-01-11,9.77,,
2000-01-12,9.84,,
2000-01-13,9.94,,
2000-01-14,10.0,,
2000-01-18,9.92,,
2000-01-19,10.22,,
2000-01-20,10.11,,
2000-01-21,9.83,,
2000-01-24,10.3,,
2000-01-25,10.13,,
2000-01-26,10.19,,
2000-01-27,9.98,,
2000-01-28,10.38,,
2000-01-31,10.17,,
2000-02-01,10.31,,
2000-02-02,10.64,,
2000-02-03,10.63,,
2000-02-04,10.7,,
2000-02-07,10.88,,
2000-02-08,11.05,,
2000-02-09,11.97,,
2000-02-10,11.8,,
2000-02-11,10.89,,
2000-02-14,10.81,,
2000-02-15,10.44,,
2000-02-16,10.66,,
2000-02-17,10.53,,
2000-02-18,10.19,,
2000-02-22,10.38,,
2000-02-23,11.17,,
2000-02-24,11.31,,
2000-02-25,11.48,,
2000-02-28,12.38,,
2000-02-29,12.75,,
2000-03-01,12.56,,
2000-03-02,12.41,,
2000-03-03,12.41,,
2000-03-06,12.39,,
2000-03-07,12.73,,
2000-03-08,12.72,,
2000-03-09,12.59,,
2000-03-10,12.36,,
2000-03-13,12.16,,
2000-03-14,11.52,,
2000-03-15,11.36,,
2000-03-16,11.02,,
2000-03-17,10.42,,
2000-03-20,10.03,,
2000-03-21,10.27,,
2000-03-22,10.52,,
2000-03-23,10.52,,
2000-03-24,10.5,,
2000-03-27,10.47,,
2000-03-28,10.47,,
2000-03-29,10.13,,
2000-03-30,9.89,,
2000-03-31,9.31,,
2000-04-03,8.75,,
2000-04-04,10.09,,
2000-04-05,9.84,,
2000-04-06,10.09,,
2000-04-07,10.86,,
2000-04-10,10.42,,
2000-04-11,10.53,,
2000-04-12,11.5,,
2000-04-13,11.02,,
2000-04-14,10.31,,
2000-04-17,10.33,,
2000-04-18,11.25,,
2000-04-19,11.73,,
2000-04-20,12.0,,
2000-04-24,12.22,,
2000-04-25,12.36,,
2000-04-26,12.05,,
2000-04-27,12.31,,
2000-04-28,12.5,,
2000-05-01,12.59,,
2000-05-02,12.66,,
2000-05-03,11.84,,
2000-05-04,12.09,,
2000-05-05,12.97,,
2000-05-08,12.91,,
2000-05-09,12.95,,
2000-05-10,12.86,,
2000-05-11,12.94,,
2000-05-12,12.93,,
2000-05-15,12.92,,
2000-05-16,12.19,,
2000-05-17,11.42,,
2000-05-18,11.09,,
2000-05-19,11.03,,
2000-05-22,11.11,,
2000-05-23,11.91,,
2000-05-24,11.83,,
2000-05-25,11.5,,
2000-05-26,11.5,,
2000-05-30,11.34,,
2000-05-31,11.23,,
2000-06-01,11.95,,
2000-06-02,11.5,,
2000-06-05,11.39,,
2000-06-06,11.26,,
2000-06-07,11.22,,
2000-06-08,10.78,,
2000-06-09,10.8,,
2000-06-12,11.59,,
2000-06-13,11.72,,
2000-06-14,11.77,,
2000-06-15,11.7,,
2000-06-16,11.81,,
2000-06-19,11.5,,
2000-06-20,11.02,,
2000-06-21,10.63,,
2000-06-22,10.38,,
2000-06-23,10.44,,
2000-06-26,10.44,,
2000-06-27,10.39,,
2000-06-28,10.63,,
2000-06-29,10.39,,
2000-06-30,12.38,,
2000-07-03,11.86,,
2000-07-05,11.94,,
2000-07-06,11.75,,
2000-07-07,11.88,,
2000-07-10,12.5,,
2000-07-11,12.88,,
2000-07-12,13.3,,
2000-07-13,13.28,,
2000-07-14,13.55,,
2000-07-17,13.84,,
2000-07-18,13.91,,
2000-07-19,13.31,,
2000-07-20,14.09,,
2000-07-21,14.17,,
2000-07-24,13.97,,
2000-07-25,14.25,,
2000-07-26,14.92,,
2000-07-27,14.73,,
2000-07-28,14.98,,
2000-07-31,15.94,,
2000-08-01,14.95,,
2000-08-02,14.63,,
2000-08-03,14.52,,
2000-08-04,14.45,,
2000-08-07,14.52,,
2000-08-08,14.19,,
2000-08-09,14.53,,
2000-08-10,14.78,,
2000-08-11,15.03,,
2000-08-14,15.03,,
2000-08-15,14.41,,
2000-08-16,15.06,,
2000-08-17,15.27,,
2000-08-18,15.28,,
2000-08-21,15.14,,
2000-08-22,14.7,,
2000-08-23,14.44,,
2000-08-24,14.88,,
2000-08-25,15.44,,
2000-08-28,14.75,,
2000-08-29,14.84,,
2000-08-30,14.83,,
2000-08-31,14.8,,
2000-09-01,14.66,,
2000-09-05,14.55,,
2000-09-06,14.55,,
2000-09-07,14.69,,
2000-09-08,14.61,,
2000-09-11,14.22,,
2000-09-12,14.33,,
2000-09-13,14.76,,
2000-09-14,14.89,,
2000-09-15,14.88,,
2000-09-18,14.03,,
2000-09-19,14.05,,
2000-09-20,14.13,,
2000-09-21,14.56,,
2000-09-22,14.45,,
2000-09-25,14.41,,
2000-09-26,14.08,,
2000-09-27,13.91,,
2000-09-28,14.14,,
2000-09-29,14.09,,
2000-10-02,13.39,,
2000-10-03,13.13,,
2000-10-04,13.73,,
2000-10-05,13.7,,
2000-10-06,13.2,,
2000-10-09,11.98,,
2000-10-10,13.16,,
2000-10-11,13.55,,
2000-10-12,13.33,,
2000-10-13,13.91,,
2000-10-16,14.13,,
2000-10-17,14.0,,
2000-10-18,12.78,,
2000-10-19,12.66,,
2000-10-20,13.0,,
2000-10-23,12.77,,
2000-10-24,12.81,,
2000-10-25,12.91,,
2000-10-26,14.19,,
2000-10-27,13.89,,
2000-10-30,13.77,,
2000-10-31,13.67,,
2000-11-01,13.89,,
2000-11-02,14.0,,
2000-11-03,13.72,,
2000-11-06,13.72,,
2000-11-07,13.5,,
2000-11-08,13.75,,
2000-11-09,13.72,,
2000-11-10,13.3,,
2000-11-13,13.42,,
2000-11-14,13.72,,
2000-11-15,13.84,,
2000-11-16,13.91,,
2000-11-17,14.19,,
2000-11-20,14.25,,
2000-11-21,14.53,,
2000-11-22,15.0,,
2000-11-24,15.13,,
2000-11-27,15.27,,
2000-11-28,14.89,,
2000-11-29,14.73,,
2000-11-30,14.16,,
2000-12-01,14.56,,
2000-12-04,15.09,,
2000-12-05,15.09,,
2000-12-06,15.44,,
2000-12-07,15.94,,
2000-12-08,16.25,,
2000-12-11,16.25,,
2000-12-12,15.19,,
2000-12-13,14.72,,
2000-12-14,14.69,,
2000-12-15,13.75,,
2000-12-18,14.78,,
2000-12-19,14.97,,
2000-12-20,14.78,,
2000-12-21,14.75,,
2000-12-22,14.75,,
2000-12-26,14.5,,
2000-12-27,16.06,,
2000-12-28,15.91,,
2000-12-29,15.72,,
2001-01-02,14.94,,
2001-01-03,15.97,,
2001-01-04,15.81,,
2001-01-05,15.63,,
2001-01-08,15.03,,
2001-01-09,14.88,,
2001-01-10,14.72,,
2001-01-11,14.0,,
2001-01-12,13.66,,
2001-01-16,13.91,,
2001-01-17,14.03,,
2001-01-18,14.19,,
2001-01-19,14.03,,
2001-01-22,14.06,,
2001-01-23,14.25,,
2001-01-24,13.41,,
2001-01-25,13.91,,
2001-01-26,13.72,,
2001-01-29,13.95,,
2001-01-30,13.88,,
2001-01-31,14.97,,
2001-02-01,14.0,,
2001-02-02,14.69,,
2001-02-05,14.44,,
2001-02-06,14.78,,
2001-02-07,14.77,,
2001-02-08,14.66,,
2001-02-09,14.63,,
2001-02-12,14.53,,
2001-02-13,14.88,,
2001-02-14,14.81,,
2001-02-15,15.09,,
2001-02-16,15.01,,
2001-02-20,15.13,,
2001-02-21,14.78,,
2001-02-22,14.81,,
2001-02-23,14.84,,
2001-02-26,14.91,,
2001-02-27,14.81,,
2001-02-28,14.94,,
2001-03-01,15.0,,
2001-03-02,14.88,,
2001-03-05,14.78,,
2001-03-06,15.16,,
2001-03-07,15.5,,
2001-03-08,15.25,,
2001-03-09,15.19,,
2001-03-12,14.28,,
2001-03-13,14.13,,
2001-03-14,13.2,,
2001-03-15,12.72,,
2001-03-16,11.81,,
2001-03-19,12.94,,
2001-03-20,13.66,,
2001-03-21,13.63,,
2001-03-22,13.53,,
2001-03-23,13.88,,
2001-03-26,13.97,,
2001-03-27,13.53,,
2001-03-28,12.8,,
2001-03-29,13.16,,
2001-03-30,13.69,,
2001-04-02,13.22,,
2001-04-03,12.41,,
2001-04-04,12.69,,
2001-04-05,12.75,,
2001-04-06,12.59,,
2001-04-09,12.12,,
2001-04-10,12.53,,
2001-04-11,12.15,,
2001-04-12,11.79,,
2001-04-16,12.08,,
2001-04-17,12.27,,
2001-04-18,12.15,,
2001-04-19,12.69,,
2001-04-20,13.0,,
2001-04-23,12.89,,
2001-04-24,13.35,,
2001-04-25,13.71,,
2001-04-26,13.67,,
2001-04-27,13.7,,
2001-04-30,13.53,,
2001-05-01,13.75,,
2001-05-02,14.12,,
2001-05-03,13.87,,
2001-05-04,14.09,,
2001-05-07,13.98,,
2001-05-08,14.12,,
2001-05-09,14.01,,
2001-05-10,14.35,,
2001-05-11,14.4,,
2001-05-14,14.44,,
2001-05-15,14.95,,
2001-05-16,15.0,,
2001-05-17,15.48,,
2001-05-18,15.5,,
2001-05-21,15.64,,
2001-05-22,15.09,,
2001-05-23,14.65,,
2001-05-24,15.01,,
2001-05-25,14.95,,
2001-05-29,14.76,,
2001-05-30,14.5,,
2001-05-31,14.93,,
2001-06-01,14.38,,
2001-06-04,14.61,,
2001-06-05,14.93,,
2001-06-06,14.49,,
2001-06-07,14.61,,
2001-06-08,14.73,,
2001-06-11,14.5,,
2001-06-12,14.78,,
2001-06-13,14.68,,
2001-06-14,14.7,,
2001-06-15,14.13,,
2001-06-18,13.59,,
2001-06-19,13.37,,
2001-06-20,13.25,,
2001-06-21,13.32,,
2001-06-22,13.64,,
2001-06-25,13.25,,
2001-06-26,13.51,,
2001-06-27,13.58,,
2001-06-28,14.05,,
2001-06-29,13.95,,
2001-07-02,14.13,14.8684449817475,-0.049665246275182984
2001-07-03,14.02,14.988444981747499,-0.06461277223400053
2001-07-05,14.14,14.6984449817475,-0.03799347362533756
2001-07-06,13.85,14.7684449817475,-0.06218968773507416
2001-07-09,13.92,14.418444981747498,-0.03456995413711306
2001-07-10,13.57,14.7084449817475,-0.07740077099654363
2001-07-11,13.86,15.078444981747499,-0.08080707149990796
2001-07-12,14.23,15.148444981747499,-0.06062965425521505
2001-07-13,14.3,15.328444981747499,-0.06709388871292088
2001-07-16,14.48,15.3484449817475,-0.05658195229420715
2001-07-17,14.5,15.328444981747499,-0.05404625079282199
2001-07-18,14.48,15.508444981747498,-0.06631515815788847
2001-07-19,14.66,15.838444981747498,-0.07440408342520743
2001-07-20,14.99,15.728444981747499,-0.04694964967003712
2001-07-23,14.88,15.7084449817475,-0.05273882823602938
2001-07-24,14.86,15.748444981747499,-0.05641477509539572
2001-07-25,14.9,16.0684449817475,-0.07271674285064689
2001-07-26,15.22,16.298444981747497,-0.06616858129442649
2001-07-27,15.45,16.298444981747497,-0.05205680558468406
2001-07-30,15.45,16.2284449817475,-0.04796793424280865
2001-07-31,15.38,16.098444981747498,-0.04462822232594976
2001-08-01,15.25,16.2684449817475,-0.06260247877963454
2001-08-02,15.42,16.0884449817475,-0.041548141073040834
2001-08-03,15.24,15.828444981747499,-0.03717642399023158
2001-08-06,14.98,15.8784449817475,-0.056582680657978446
2001-08-07,15.03,15.8684449817475,-0.05283724918931321
2001-08-08,15.02,15.728444981747499,-0.04504227738785582
2001-08-09,14.88,15.8584449817475,-0.061698671141694805
2001-08-10,15.01,15.828444981747499,-0.051707225990379024
2001-08-13,14.98,16.0784449817475,-0.0683178617704927
2001-08-14,15.23,16.1584449817475,-0.057458807626369124
2001-08-15,15.31,16.278444981747498,-0.05949247503882493
2001-08-16,15.43,16.2184449817475,-0.04861409232727476
2001-08-17,15.37,16.2184449817475,-0.05231358386715579
2001-08-20,15.37,16.2584449817475,-0.054645138741430066
2001-08-21,15.41,16.5384449817475,-0.06823162534282379
2001-08-22,15.69,16.3284449817475,-0.03910017043638725
2001-08-23,15.48,16.2684449817475,-0.0484646800989339
2001-08-24,15.42,15.988444981747499,-0.03555348768416433
2001-08-27,15.14,15.7784449817475,-0.04046311169992045
2001-08-28,14.93,16.2284449817475,-0.08001043742686942
2001-08-29,15.38,16.3584449817475,-0.05981283568451845
2001-08-30,15.51,16.3984449817475,-0.0541786116144789
2001-08-31,15.55,16.4684449817475,-0.05576998816618328
2001-09-04,15.62,16.3584449817475,-0.04514151452484916
2001-09-05,15.51,15.478444981747499,0.0020386426601453067
2001-09-06,14.63,14.8584449817475,-0.015374757050830468
2001-09-07,14.01,14.8484449817475,-0.05646685446039379
2001-09-10,14.0,14.8584449817475,-0.057774887129981356
2001-09-17,14.01,14.6284449817475,-0.0422768778581154
2001-09-18,13.78,14.258444981747498,-0.03355520060988171
2001-09-19,13.41,14.2884449817475,-0.061479397014136405
2001-09-20,13.44,14.008444981747498,-0.04057873536200218
2001-09-21,13.16,14.1184449817475,-0.06788601598735478
2001-09-24,13.27,14.0484449817475,-0.05541146957965082
2001-09-25,13.2,14.498444981747499,-0.08955753416191514
2001-09-26,13.65,14.6284449817475,-0.06688646557910594
2001-09-27,13.78,15.328444981747499,-0.10101774730517843
2001-09-28,14.48,14.806239343601417,-0.022033909896397974
2001-10-01,13.78,14.926239343601418,-0.07679357922749575
2001-10-02,13.9,15.156239343601419,-0.08288595311288549
2001-10-03,14.13,15.276239343601418,-0.07503413096768019
